,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.6,tone,color_fulness,uhdhdsim,cubcol.0.5,cubrow.0.3,contrast,fft,movement,cubrow.1.0,blockiness,temporal,cubrow.0.6,cubcol.0.3,staticness,cubrow.0.5,saturation,noise,cubcol.1.0,cubcol.0,blur,cubrow.0
10,410,66.1836,3.34985,31,3.62677,0,106,131,7,125,5,0.99036,59.449,0.0,0.0,4.32143,3.887,2.82989,0.0,0.0,126.0,59.27385,0.00029,0.29,1.451,-1.0,7.923933,0.21954665184172392,0.8542839215686275,161.63279276213794,89.78667891514824,0.22164029538565913,0.26076999295285336,92.79514298890342,69509.02111662141,0.7727141203703703,0.104802190743073,1.8659115225378862,2.340805557862981,0.1341334004631663,0.1110272252881992,540.1053401972672,0.1509880050469886,32.80956654489776,0.20187786344425207,0.005475496237585743,0.005037881823466102,60020.31020397138,0.1040965284174151
11,411,66.23,3.28663,31,3.73883,0,106,131,7,125,5,0.98651,59.49981,0.0,0.0,3.78571,3.895,2.83896,0.0,0.0,126.0,59.28327,0.00035,0.29,1.492,-1.0,8.026868,0.21953201924437282,0.854098431372549,161.71662312282265,89.79007168490446,0.2215765133845063,0.2606613599189563,93.51545394976935,69513.99995128921,0.8470293209876543,0.10459512294984766,1.8061318954098287,2.327548253125501,0.13436088174179506,0.10970181046754282,540.0713346702348,0.1512536150134428,32.812962661554785,0.20409548948747744,0.005507068488231154,0.005014164088735365,60079.73267496976,0.10408850511753245
12,412,66.2667,3.25297,31,3.9485,0,106,131,7,125,5,0.98437,59.54386,0.0,0.0,4.46429,3.892,2.78314,0.0,0.0,126.0,59.25319,0.00036,0.29,1.466,-1.0,8.052124,0.21950167313679514,0.8543215686274511,161.33455337401475,89.7609705106119,0.221676961823301,0.26070580198884796,93.99641959527672,69648.7950942749,0.7937403549382716,0.1042293133099366,1.8014014095501902,2.305581387907491,0.13453321065508894,0.1080447214002321,539.963118347364,0.15151925574363748,32.780595944251544,0.20409548948747971,0.005479570995554213,0.0050336338940764795,60069.481955327305,0.10397149944563464
13,413,66.3187,3.17273,31,3.73668,0,106,131,7,125,6,0.9862,59.60265,0.0,0.0,4.25,3.9,2.75634,0.0,0.0,126.0,59.27789,0.00032,0.29,1.414,-1.0,8.068575,0.2194723860030584,0.854098431372549,161.40220359574158,89.77165852752859,0.22179829615240768,0.26063692357179213,94.04178458387837,69630.2045681161,0.65234375,0.10437179996357782,1.798991991005493,2.3111817438792523,0.13504337663172494,0.10592749989618166,539.921703813643,0.15160088285270656,32.84081145863474,0.20793653046653482,0.005497442656069824,0.004942828922663588,60159.610271622696,0.10390962257677276
14,414,66.2922,3.16698,31,3.77865,0,106,131,7,125,6,0.99059,59.57389,0.0,0.0,4.10714,3.885,2.68478,0.0,0.0,126.0,59.26882,0.00036,0.29,1.533,-1.0,8.025062,0.21948624155538946,0.854030980392157,161.85398007645176,89.76278300277843,0.22176842683659545,0.26057653300704015,94.0267525687475,69573.51620498017,0.5819347993827161,0.10463855755908005,1.6805983231785844,2.2773961895251746,0.13544679664216752,0.10333043255205566,539.8202333449822,0.1518033607560316,32.912786978262446,0.20187786344425585,0.005525737574469894,0.004921696453651352,60033.09282373241,0.10387185699979475
15,415,66.3523,3.08516,31,3.59058,0,106,131,7,125,6,0.98534,59.62828,0.0,0.0,4.17857,3.892,2.68276,0.0,0.0,126.0,59.29111,0.00036,0.29,1.38,-1.0,8.026592,0.21953807007347215,0.8543286274509805,161.68846010237388,89.72591509048966,0.22187901733976598,0.26063386062997995,93.99823143087367,69643.6158809352,0.9071180555555556,0.10486461529872877,1.9378545928166984,2.2589634487772314,0.1357865924798035,0.10110297373072309,539.8151721325132,0.15195340472569432,32.88337142379196,0.2079365304665397,0.005476520204034558,0.00494730149508451,60204.74224674351,0.10378744851806351
16,416,66.2924,2.99507,31,3.45504,0,106,131,7,125,5,0.98472,59.56744,0.0,0.0,3.67857,3.895,2.61021,0.0,0.0,126.0,59.27944,0.00035,0.28,1.389,0.45525,8.085876,0.21956547310725377,0.8543662745098041,162.16108613540968,89.74635961130309,0.22197818587606533,0.2607242329380229,90.0509120976017,69757.81982175817,0.8568190586419753,0.10504257099358479,2.130260048873037,2.2171630416923565,0.13629796771762165,0.09989948580603654,539.762584003699,0.15219286808444085,32.9471388451847,0.20187786344425393,0.005466339968281904,0.004951143225992314,60049.43567021115,0.10371734737682417
17,417,66.326,2.96481,31,3.14975,0,106,131,7,125,6,0.9876,59.58893,0.0,0.0,3.92857,3.9,2.53289,0.0,0.0,126.0,59.30603,0.00032,0.29,1.414,-1.0,8.05815,0.2194970566149931,0.8544109803921569,161.6879091119644,89.76469876767112,0.22198934177409446,0.26070201226276946,94.06466908706086,69670.6303535244,0.8142843364197531,0.10509057220492705,1.8453503652222,2.195194067346383,0.1367777526383215,0.09872762121951957,539.7807750563039,0.15235822701773802,32.88869372709298,0.20571890442331267,0.005412330146903505,0.004904706219780131,60217.98210204292,0.10370908849211433
18,418,66.2937,2.99888,31,3.13058,0,106,131,7,125,6,0.9887,59.5756,0.0,0.0,4.28571,3.892,2.50559,0.0,0.0,126.0,59.29557,0.00032,0.28,1.362,-1.0,8.056808,0.21950255277799996,0.8548870588235296,162.2274745465697,89.74437410609298,0.22201589806027588,0.2607172847504065,93.13836390787878,69769.91157159109,0.7448398919753086,0.10506237439808017,1.8146013537662615,2.2063084707042293,0.13694274577418838,0.09769829743207781,539.7446447299029,0.15249303116014568,33.0416084572121,0.20793653046654084,0.005409984099734057,0.0049103667652713075,60123.13055120727,0.10365784381392609
19,419,66.3534,2.9706,31,3.04897,0,106,131,7,125,6,0.9909,59.62838,0.0,0.0,3.89286,3.884,2.5364,0.0,0.0,126.0,59.32553,0.00031,0.29,1.434,-1.0,8.019667,0.21954022594572,0.8549317647058824,161.672229803304,89.7569967658036,0.2220284612569582,0.2607953484321229,93.69300126050689,69687.67056812253,0.7298418209876543,0.10509853426825884,1.7002398857890273,2.216235026258548,0.1372015758652173,0.09687672283080019,539.7805967670837,0.15261586945241168,32.98428683810764,0.20187786344425152,0.005384983678792286,0.004904882740972303,60269.06291634937,0.10368804011492144
20,420,66.3422,2.87277,31,3.06969,0,106,131,7,125,6,0.98418,59.62266,0.0,0.0,4.35714,3.889,2.50991,0.0,0.0,126.0,59.32226,0.00032,0.28,1.334,-1.0,8.123369,0.21955322361232119,0.8549396078431374,162.51320058914413,89.75213252049471,0.2220361091746345,0.2608736663640568,92.2808348408787,69646.41468082137,1.0265239197530864,0.10521983285688816,1.515474961629786,2.2139605177431494,0.1374792475550837,0.09636027086010868,539.7835075049486,0.15283833366466315,33.186964058581694,0.20409548948748482,0.005347883481812914,0.004902760135438815,60194.74552622375,0.10372157525086076
21,421,66.3715,2.8067,31,3.19213,0,106,131,7,125,6,0.98945,59.64728,0.0,0.0,4.25,3.901,2.42578,0.0,0.0,126.0,59.3536,0.00034,0.29,1.47,-1.0,8.148993,0.2196142104712997,0.8549466666666667,162.8139918842558,89.75239095159282,0.22205214155349748,0.26099199348702035,91.96085990745274,69576.24796460079,0.9885706018518519,0.10553076330061174,1.509096207861547,2.186359123420438,0.137760148750757,0.09603967267339625,539.8636530976381,0.15305891954329273,33.232101817189914,0.20793653046653807,0.005329477354624136,0.004873339132307205,60152.81199027178,0.1037102033410763
22,422,66.379,2.78608,31,3.30553,0,106,131,7,125,6,0.98793,59.66993,0.0,0.0,4.03571,3.887,2.36807,0.0,0.0,126.0,59.31975,0.00026,0.29,1.389,-1.0,8.144783,0.21964001561257523,0.8549396078431374,162.11803465468068,89.74939084274494,0.2219546603989965,0.2611182106968259,91.3393014260223,69667.61868782066,0.96875,0.10594093723387453,1.843182411635724,2.1655888968273107,0.13798922727910207,0.09602884301105032,539.9130619870424,0.15343585526937045,33.1737789577908,0.20187786344424966,0.0052996630741675285,0.004891224565388972,60187.920342933954,0.10371010704600889
23,423,66.4348,2.5366,31,3.42612,0,106,131,7,125,6,0.98379,59.71834,0.0,0.0,4.21429,3.898,2.35131,0.0,0.0,126.0,59.34224,0.00025,0.29,1.45,-1.0,8.163877,0.21963058723535325,0.8549466666666667,162.27561721802152,89.75562275530379,0.22191465555121026,0.26119744092248726,89.95318641048156,69672.89907097846,0.9143518518518519,0.10610456382396787,2.0026891107817515,2.171274998908423,0.13815542662793648,0.09592328086748458,540.0135948032726,0.15373887658132646,33.21400997962481,0.20187786344425104,0.00529125881576839,0.004884953603459369,60248.08840788794,0.10373846940636777
24,424,66.4466,2.41315,31,3.32285,0,106,131,7,125,6,0.98347,59.73916,0.0,0.0,4.67857,3.887,2.13151,0.0,0.0,126.0,59.28596,0.00031,0.29,1.404,0.45499,8.188311,0.21957891677187166,0.8549396078431374,161.99466171230304,89.74097136776494,0.22206519225003227,0.26130712439739934,94.05807582881721,69666.63365498242,0.8331886574074074,0.1061787894328368,1.7713027644657207,2.0590027948019056,0.1383901398553579,0.09605074719596417,540.0675347423106,0.15400717446726095,33.19430523154176,0.20187786344424988,0.005272312542615,0.004880362558103827,60195.46365881734,0.10376207607024891
25,425,66.4555,2.34892,31,3.32271,0,107,131,7,125,6,0.9857,59.75594,0.0,0.0,4.57143,3.883,2.02289,0.0,0.0,126.0,59.31798,0.00029,0.28,1.503,-1.0,8.183812,0.21959462355757053,0.8552372549019608,162.43761851932865,89.74201592598482,0.22210975501048835,0.2614954351031904,94.0351831383777,69636.59790131732,0.9878472222222222,0.10603632219767231,1.7378588526632772,2.026045207318624,0.1385425228534616,0.09598077494110038,540.1840837924744,0.15420743019506522,33.24798094196084,0.2018778634442514,0.005270186508879839,0.004860357302415499,60199.407875702855,0.10375228096849913
26,426,66.4127,2.30782,31,3.27756,0,107,131,7,125,6,0.98143,59.71464,0.0,0.0,4.5,3.882,1.96762,0.0,0.0,126.0,59.28414,0.00029,0.28,1.317,-1.0,8.179232,0.21961884075285276,0.8560635294117649,162.0376828214532,89.75490614195192,0.2221218692080426,0.26156949852135336,90.16288271659637,69627.67901082012,0.8715277777777778,0.10585443618011572,1.7750297797687562,1.9924447783317976,0.13890386956710693,0.09596537414185562,540.270946431921,0.15443011271219964,33.28254963439188,0.2018778634442496,0.005267076154826345,0.00485762375362449,60035.4173395355,0.10375331716585011
27,427,66.5047,2.19174,31,3.3052,0,107,131,7,125,6,0.98989,59.80711,0.0,0.0,3.85714,3.885,1.93403,0.0,0.0,126.0,59.28852,0.00025,0.29,1.458,-1.0,8.175584,0.21960250093571412,0.8560705882352941,162.01753834741143,89.70908011286969,0.2220953644738437,0.2616054355603466,94.11651534077475,69633.25352118822,0.7883391203703703,0.10564441357114852,1.758405726596895,1.9730799435741493,0.13913271915478023,0.0960105495662895,540.402384900956,0.1544833782189824,33.33431969159915,0.2079365304665388,0.005241734327283922,0.004874214319261167,60304.75134439356,0.1037498649890682
28,428,66.4827,2.13094,31,3.03589,0,107,131,7,125,6,0.9895,59.78544,0.0,0.0,4.5,3.883,1.82675,0.0,0.0,126.0,59.25728,0.00031,0.28,1.437,-1.0,8.228789,0.21956812550328433,0.8565764705882354,161.7272222485621,89.74624654167357,0.22208248133102845,0.2616554796460629,94.3121637875333,69627.92154190376,0.7291666666666666,0.10541727870715321,2.003751313201469,1.9170934341033836,0.13939164228842488,0.09596160802616223,540.5198742993398,0.1546494881939071,33.31479484652296,0.20187786344425115,0.0052486037712696,0.0048941612397300875,60215.07129958257,0.10372504942767606
29,429,66.5114,2.08327,31,3.16419,0,107,131,7,125,6,0.99049,59.82401,0.0,0.0,4.35714,3.889,1.77815,0.0,0.0,126.0,59.26039,0.0003,0.29,1.389,-1.0,8.104033,0.2195713944127038,0.8565835294117647,161.82774682812666,89.72840500545843,0.22202434299695697,0.2617259981004286,93.67373212854184,69612.02408691999,0.7551118827160493,0.10527406576224076,2.091536641640831,1.9178650473952998,0.1394790829231589,0.09589781459747751,540.6655500889822,0.15486244188756199,33.36714982397762,0.20793653046654148,0.00524781329659293,0.004885848696140616,60261.77551094156,0.10371744620683414
30,430,66.4907,2.03276,31,3.03949,0,107,131,7,125,6,0.98775,59.79903,0.0,0.0,4.32143,3.894,1.73159,0.0,0.0,126.0,59.21654,0.00032,0.29,1.427,-1.0,8.249485,0.21958320493709801,0.8565764705882354,162.08883141893313,89.73132262848621,0.2220269225361547,0.2617364944698792,94.27545745734305,69642.0979439198,0.8805941358024691,0.1051644361576802,1.80417233115027,1.9111222561717445,0.13954411970423586,0.09589403141076391,540.7975900529193,0.1550113328545673,33.37486191737799,0.2018778634442492,0.005235572736552019,0.004895052297533897,60204.20520970939,0.10369950419136306
31,431,66.551,2.09331,31,3.03028,0,107,131,7,125,6,0.9852,59.85843,0.0,0.0,4.07143,3.889,1.69127,0.0,0.0,126.0,59.22587,0.00026,0.29,1.341,-1.0,8.205644,0.21956187975859756,0.8565835294117647,161.8230182786029,89.70456346770916,0.2220609856456528,0.2618403981089802,94.25804917797032,69587.60570119129,0.9034529320987654,0.10503640734863597,1.7643070406352996,1.903742405527843,0.13966176184174178,0.09587128164790742,540.960524397424,0.1550753380109032,33.437638082622016,0.20409548948747913,0.005255069421269704,0.004880532350049247,60345.71593294755,0.10368113141975636
32,432,66.5134,2.09701,31,3.12663,0,107,131,7,125,6,0.98407,59.82192,0.0,0.0,3.92857,3.888,1.73943,0.0,0.0,126.0,59.19169,0.00029,0.28,1.364,0.45898,8.271149,0.2195697084317631,0.8565764705882354,161.92399833294866,89.70460615165973,0.22208899072517246,0.26192347443928804,94.03907284525683,69619.33821206288,0.9500385802469136,0.10496842164007347,1.9671311906398175,1.9042607511807972,0.13977134505127514,0.09582969004307448,541.1114449441359,0.15519703442651,33.447607158142844,0.20187786344425374,0.005249689518097641,0.004887675221124725,60230.997908220306,0.10369373681947947
33,433,66.5717,2.12812,31,3.27394,0,107,131,7,125,6,0.9846,59.87938,0.0,0.0,4.64286,3.866,1.74871,0.0,0.0,126.0,59.20291,0.00025,0.29,1.435,-1.0,8.188867,0.21949865140252586,0.8565835294117647,162.02581097446046,89.70855404124711,0.22207118592713895,0.2619647104270258,91.81425753921866,69590.21229986382,1.064380787037037,0.10497927696314414,1.9320540766607524,1.9136091756574782,0.13988141732268414,0.09578070690703948,541.3086203187488,0.15535377846406545,33.446689370237756,0.20187786344425018,0.005240028549601677,0.004896302763135902,60349.97365102055,0.10365142921328896
34,434,66.5491,2.17678,31,3.05831,0,107,131,7,125,6,0.99199,59.8565,0.0,0.0,4.21429,3.881,1.77121,0.0,0.0,126.0,59.16231,0.00031,0.29,1.418,-1.0,8.200535,0.21948007214622248,0.8565152941176472,162.07068306980946,89.71755563193021,0.22211172333894708,0.26201546986944807,94.4065390021253,69659.47808613673,1.201581790123457,0.10498028835315175,1.8683007823840285,1.9493260481974455,0.13996189106254459,0.09583124753751533,541.4875584505512,0.15550105668014802,33.42922427330488,0.20793653046653482,0.005241463914848657,0.004896759528051746,60315.8926807898,0.10368147248531771
35,435,66.5312,2.39155,31,3.32955,0,107,131,7,125,6,0.98567,59.83217,0.0,0.0,4.42857,3.886,1.82014,0.0,0.0,126.0,59.14199,0.00034,0.29,1.393,-1.0,8.23493,0.21947634537403396,0.8551996078431373,162.0119088724593,89.72651756895206,0.2220786562369787,0.2621314220061717,93.60510025766025,69712.59323044727,1.4377893518518519,0.10505387264388204,1.6425467511790903,1.9942758233681674,0.1400713970310325,0.09590565880214322,541.6688712234367,0.15563930311553306,33.39528250988619,0.2018778634442511,0.005222640981572902,0.00490856189460316,60317.20017676176,0.10369799825574422
36,436,66.4903,2.52112,31,3.40754,0,107,131,7,125,6,0.98296,59.79541,0.0,0.0,3.57143,3.88,2.00397,0.0,0.0,126.0,59.10772,0.00032,0.29,1.397,-1.0,8.228292,0.21949198636411085,0.8546490196078432,162.5591566806797,89.74647476569005,0.22209729176067644,0.26219596550662105,93.85770372216066,69609.17146439919,1.5536265432098766,0.10507847312271895,1.6786284188731426,2.0962042614718532,0.14016705648640326,0.09600854519371181,541.8539333701957,0.15568539033697698,33.414064195421005,0.2040954894874788,0.0052255162453385155,0.004893090208428248,60191.56906955959,0.10371343279798718
37,437,66.5555,2.68964,31,3.23107,0,107,131,7,125,6,0.99002,59.8645,0.0,0.0,4.39286,3.87,2.11969,0.0,0.0,126.0,59.11739,0.00033,0.29,1.445,-1.0,8.283384,0.21951070847919923,0.8549466666666667,162.28020803442274,89.71392561777381,0.22200410430458756,0.2623372832437657,92.71704576543766,69723.1693078182,1.669849537037037,0.10510171622892095,1.861533878335111,2.165562359544544,0.1401715848326868,0.09614417497579678,542.0606478917388,0.1557878818521208,33.43520458833671,0.20187786344425182,0.005219479429283591,0.004906202480704519,60356.69630372061,0.1037128962631379
38,438,66.4876,2.81562,31,3.56672,0,107,131,7,125,6,0.99039,59.80254,0.0,0.0,3.78571,3.89,2.26696,0.0,0.0,126.0,59.07024,0.00035,0.28,1.425,-1.0,8.250769,0.21953698191933313,0.8544188235294118,162.63308683183777,89.73716396513458,0.22198614748786652,0.2624313771753128,92.64974147010028,69633.11551314828,1.7680362654320987,0.10510736724192317,1.7889396434280815,2.2210814490913977,0.1401057380750048,0.0962517522331449,542.240744322637,0.15589006238612058,33.50149611484857,0.20793653046653807,0.005214911567596455,0.004874473950421043,60278.594129640325,0.1037004758069874
39,439,66.5384,2.94106,31,3.46258,0,107,131,7,125,6,0.99165,59.85096,0.0,0.0,3.82143,3.897,2.37736,0.0,0.0,126.0,59.09743,0.00034,0.29,1.45,-1.0,8.312511,0.21957545825337962,0.8549396078431374,162.09032460523196,89.72332835231592,0.22199574476634162,0.2625433419034882,93.71977134596291,69618.21939025495,1.8537808641975309,0.10511134830743253,1.8141835519260228,2.2644390166060964,0.13997521994423284,0.09643007527810334,542.4584772869302,0.1560947113285625,33.43190868989921,0.20409548948747883,0.005214900761439482,0.004885369255113918,60430.503382953146,0.10368322933762565
40,440,66.5164,3.01784,31,3.39597,0,107,131,7,125,6,0.9853,59.81922,0.0,0.0,3.64286,3.902,2.48302,0.0,0.0,126.0,59.05656,0.00029,0.28,1.431,0.46091,8.258629,0.21962857956528756,0.8543584313725491,162.58222863861934,89.73254924346779,0.2219772147799189,0.2626181037428756,94.41462196613391,69604.8011824877,2.1136188271604937,0.1051419281102099,1.7285549670451679,2.3036456348932126,0.13976342132997222,0.09658438306443505,542.6503710294387,0.156215898692714,33.552843823845,0.20793653046654115,0.0052027340370571565,0.004884696857429323,60405.837538344014,0.10368119729057862
41,441,66.5664,3.0761,31,3.64387,0,107,131,7,125,6,0.984,59.86386,0.0,0.0,4.25,3.896,2.55426,0.0,0.0,126.0,59.0768,0.00027,0.29,1.446,-1.0,8.351627,0.21967074798124142,0.8549019607843139,162.12903214200952,89.72507537929216,0.22197283891337666,0.26275411076755006,94.4596412597296,69608.88875176325,2.187692901234568,0.10508028246522381,1.8586729239111057,2.3369940351043192,0.13958477593838883,0.09670488419580298,542.8638044617641,0.15641389998179275,33.42258651168258,0.2040954894874786,0.005215487367491721,0.004898102297531336,60458.33977580439,0.10368633134109281
42,442,66.4993,3.10861,31,3.61754,0,107,131,7,125,6,0.99183,59.79031,0.0,0.0,4.28571,3.892,2.60416,0.0,0.0,126.0,59.04537,0.00033,0.29,1.382,-1.0,8.251748,0.21969618873757965,0.8543584313725491,162.37521811314426,89.75804645087743,0.22197183959913377,0.2628505200181302,93.0651957559776,69687.45772612767,2.2064043209876543,0.10503029593015882,1.7711437322917776,2.3519032738983254,0.13944218601959857,0.09681329646204015,543.0500965833409,0.15652201406404007,33.51168201587818,0.20793653046654056,0.005202218147044116,0.004908038188326767,60347.72551034697,0.10365191659954227
43,443,66.6124,3.19221,31,3.74665,0,107,131,7,125,6,0.9939,59.90345,0.0,0.0,4.17857,3.908,2.63331,0.0,0.0,126.0,59.0744,0.00022,0.28,1.386,-1.0,8.259025,0.21972769777260007,0.8548870588235296,162.72152426195274,89.73286150219687,0.22196556687931807,0.26290181755394454,94.38420705192316,69686.89344721852,2.228250385802469,0.10498475972500292,1.7577365081686216,2.3593860119520635,0.13926349515225783,0.09710244212478196,543.2588776897891,0.1566747802875377,33.601044266312215,0.2040954894874786,0.005206142597542543,0.004912226883221714,60586.8119148419,0.10366124985880665
44,444,66.5693,3.25607,31,3.84346,0,107,131,7,125,6,0.98916,59.85713,0.0,0.0,4.14286,3.896,2.70651,0.0,0.0,126.0,59.04705,0.00031,0.29,1.401,-1.0,8.344745,0.21976128022150712,0.8543584313725491,162.84579021119225,89.74745680293228,0.22191773860200742,0.26299434564035357,94.47573587248019,69695.01103737709,2.2180748456790123,0.1049869257184296,1.7964426176566761,2.3666545084238213,0.13912680600694877,0.09734481921023948,543.4310302724032,0.15686844849464063,33.64507453824267,0.20187786344425004,0.005205354072868783,0.0049070123552381936,60413.108797646186,0.10367103756217388
