,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.3,blockiness,cubcol.0.6,cubcol.0,cubcol.1.0,cubcol.0.5,saturation,contrast,cubrow.0,tone,color_fulness,uhdhdsim,cubrow.0.5,staticness,fft,blur,temporal,cubrow.0.6,movement,cubrow.0.3,noise,cubrow.1.0
10,210,48.5566,5.66396,24,5.42492,0,115,133,6,125,5,0.99243,44.28058,0.0,0.0,3.53571,4.964,4.87111,0.0,0.0,128.0,54.60408,0.00021,0.0,0.961,-1.0,8.478328,0.027075565711954103,2.4275083414211513,0.15097655662757611,0.006422954541909003,0.005992007647292347,0.1464525398894499,33.94214997468171,89.72920393295117,0.10361926176424328,0.7714101960784314,161.62487780149763,92.95199572228847,0.24914592059271942,612.078051110245,64700.29389559128,20250.355169572977,2.798187490914556,0.13219473729577313,1.225019290123457,0.21484714552566928,0.21621282353206062,0.10420689718873669
11,211,48.6182,5.58272,24,5.62271,0,115,133,6,125,5,0.97533,44.32601,0.0,0.0,3.82143,5.025,4.84192,0.0,0.0,128.0,54.55476,0.00014,0.0,0.947,-1.0,8.357813,0.02702088364173594,2.604049457152633,0.1508194539469603,0.006354922710017113,0.005997957973823621,0.14861268970480707,33.96241703739873,89.08791353235314,0.1036599227574651,0.7714101960784314,161.5704498136642,92.96735203431815,0.2493084471533843,611.8606950016841,64731.661062370425,20423.89056893471,2.8292685416847725,0.13169524888046744,1.4155574845679013,0.2143809320868182,0.21621282353206658,0.10606853359370567
12,212,48.7199,5.30538,24,5.24513,0,115,133,6,125,5,0.98022,44.41718,0.0,0.0,3.67857,4.994,4.77699,0.0,0.0,128.0,54.49684,0.00012,0.0,0.974,-1.0,8.452719,0.026998254873212293,2.2434797616415496,0.15082168794679554,0.006344110489210132,0.005997213011610845,0.14941543027702542,33.99153363263166,88.72506978064179,0.10369863039568188,0.771783137254902,161.46059232741294,93.00838644560876,0.24948514202980884,611.56698189616,64813.11053711597,20608.3988734553,2.863192788197615,0.13108121647655105,1.3579764660493827,0.2140364879872547,0.21621282353206686,0.10789253199514952
13,213,48.8825,5.0146,24,5.08696,0,115,133,6,125,5,0.99382,44.58968,0.0,0.0,3.53571,4.954,4.5335,0.0,0.0,128.0,54.44371,0.00012,0.0,0.917,-1.0,8.312422,0.02693080958955278,2.108429381397896,0.15070878029079943,0.006286689352098388,0.006007734724277319,0.14920168691519395,33.945083806544176,88.16542803108722,0.10375096621029439,0.7714101960784314,161.21977794144988,92.93855085790254,0.24973290350525204,611.3335525589445,64886.46181996833,20811.501433244306,2.833096679023763,0.13081837684845202,1.2082851080246915,0.21387699862765472,0.21621282353206706,0.109117494564244
14,214,48.9892,4.68285,25,4.94758,0,115,133,6,125,5,1.00281,44.70461,0.0,0.0,3.35714,4.972,4.28349,0.0,0.0,128.0,54.36541,0.00012,0.0,0.931,-1.0,8.309836,0.027206215943167078,2.3718414764895193,0.15080396990030603,0.006345227166145841,0.005987674588401135,0.14889552631125622,33.952512387876155,87.45099211209269,0.10378327864153317,0.7714478431372549,161.14937603606415,92.8663273333099,0.24976181216454535,611.0366832523584,64970.57545316358,20975.90770378089,2.7396334138500995,0.13099260224381953,1.1082658179012346,0.21371855255474892,0.21621282353206714,0.1106535700231981
15,215,49.0822,4.35928,25,4.68189,0,115,133,6,125,5,1.00668,44.814,0.0,0.0,3.64286,4.949,3.9969,0.0,0.0,128.0,54.33578,0.00014,0.0,0.963,-1.0,8.29776,0.02724100921990515,2.4823067371057617,0.1501932436663427,0.006295593396358491,0.006017769606874489,0.1490432935667928,34.073862711588546,89.15564933338433,0.10386815565331194,0.7714101960784314,160.99532031274057,92.86482746759626,0.24979044583901294,610.813639287653,64925.4626872574,21082.834979963023,2.6627021612715,0.1314293491086496,1.669849537037037,0.21372498203686707,0.21621282353207164,0.11169889351637913
16,216,49.0947,3.80628,25,4.5037,0,115,133,6,125,5,0.99559,44.84349,0.0,0.0,3.78571,4.959,3.71356,0.0,0.0,128.0,54.2594,0.00015,0.0,0.969,0.47415,8.275174,0.027488256637432512,2.356774529643416,0.14879842852444136,0.006270037461717646,0.0060134381917555215,0.14931869019257601,34.01849855022666,87.80867319877468,0.10393912271353024,0.7714101960784314,161.61791071994222,92.86007115646282,0.24984578091975673,610.5474385919441,65153.315733914984,21114.486315777038,2.62779493695948,0.13155532767834,1.4367283950617284,0.21374164387915848,0.21621282353206936,0.11296957217483887
17,217,49.1732,3.32939,25,4.39229,0,115,133,6,125,5,0.99075,44.94129,0.0,0.0,3.25,4.971,3.2353,0.0,0.0,128.0,54.24749,0.00017,0.0,1.028,-1.0,8.452172,0.027739763240449987,2.2788874436458255,0.14734851130338325,0.0062823973940596915,0.006069134909134927,0.14976101824692503,33.92295065043885,87.51889512027594,0.10396599451136979,0.7714101960784314,161.42712505844858,92.85540458860618,0.24991974894055885,610.3375492433446,65294.17820963899,21239.50004571277,2.5506808000461914,0.1315840486002535,1.2787422839506173,0.21359504741640914,0.21621282353206725,0.11450463117317222
18,218,49.1945,3.1263,25,4.04333,0,115,133,6,125,5,0.99117,44.98201,0.0,0.0,3.57143,4.963,2.8207,0.0,0.0,128.0,54.20766,0.00013,0.0,0.956,-1.0,8.22277,0.028019691063730257,2.4533338543025573,0.1461011140450986,0.0062647197066607865,0.006062317777834877,0.14995365069848904,33.98839955271026,91.47947267748827,0.10398921135665903,0.7714101960784314,161.46930776400637,92.83599860703761,0.2500011553360009,610.0871493765233,65293.96972998683,21324.72700950478,2.4615834343193055,0.1315518663828668,1.1584201388888888,0.2137147744097533,0.22005386451113088,0.11632438575719058
19,219,49.3034,3.01957,25,3.88984,0,115,133,6,125,5,0.98917,45.09664,0.0,0.0,3.42857,4.959,2.64271,0.0,0.0,127.0,54.20483,0.0001,0.0,0.965,-1.0,8.294332,0.02846504293477033,2.5013377225170896,0.14518505947583177,0.0062573979876971424,0.006077459275062684,0.15031184650310558,33.984221846969035,90.65870962190658,0.10407273416085705,0.7714478431372549,161.40298684354212,92.88029575545218,0.25014288854874245,609.8905087647552,65340.049902902414,21451.912887644947,2.4060879909118635,0.13160276049534322,1.060474537037037,0.21379463019596667,0.22005386451112993,0.11840222917342579
20,220,49.2944,2.98816,25,3.74926,0,115,133,6,125,5,0.99312,45.08333,0.0,0.0,3.35714,4.962,2.55256,0.0,0.0,127.0,54.16457,0.00013,0.0,0.946,-1.0,8.436655,0.02903339450982159,2.498511466643511,0.14426254156516058,0.006285102991463535,0.006085679733591358,0.15072105139495404,33.97870306321133,91.51628843265422,0.1041296259818481,0.7709121568627452,161.32415667810704,92.88514976357872,0.2501907573651269,609.6494772774303,65495.338669511,21434.048615397798,2.378148937207498,0.13148796370445837,1.4213445216049383,0.2139382677812673,0.21621282353206972,0.11994752887616343
21,221,49.2778,3.16908,25,3.75139,0,115,133,6,125,5,0.99004,45.07414,0.0,0.0,3.10714,4.962,2.52328,0.0,0.0,127.0,54.17726,0.0001,0.0,0.998,-1.0,8.304726,0.0293385535434884,2.645487991293526,0.14347851389751815,0.006282072858807294,0.006151912617970414,0.151310500502597,33.98703775288146,92.28712123189177,0.10414707840193939,0.7714101960784314,161.4960510991761,92.89667586348665,0.2502592874410413,609.5038312001884,65419.98096190272,21451.14914840792,2.4380213711160366,0.13130918200197086,1.3098958333333333,0.21411981446758774,0.2222714905543608,0.12127067591526823
22,222,49.2147,3.44467,25,3.97282,0,115,133,6,125,5,0.98424,44.98692,0.0,0.0,3.85714,4.955,2.67977,0.0,0.0,127.0,54.13187,9e-05,0.0,0.989,-1.0,8.446225,0.029599106647375504,2.755595594540952,0.1426765625473778,0.0062414092011003645,0.006146685896366909,0.1517310356436811,33.97629839108314,90.71144337086699,0.10412440542131392,0.7711423529411765,161.40682369527983,92.91950728780964,0.2503010690970957,609.3082150717421,65412.891928354664,21391.523738890275,2.5334103657472706,0.13120175507390003,1.2254050925925926,0.21431724608352137,0.2184304495752977,0.12223613288438386
23,223,49.2349,3.40982,25,4.07571,0,115,133,6,125,5,0.98349,44.98833,0.0,0.0,4.0,4.967,2.9212,0.0,0.0,127.0,54.13958,0.00012,0.0,1.009,-1.0,8.41987,0.02979539653419579,2.9215534219542176,0.1419851380049235,0.006205979037707255,0.006137780206941461,0.15206262549894808,34.05348770706742,87.45682180560776,0.10414606647071407,0.7712176470588236,161.35139785066232,92.92962385806814,0.2504335081900691,609.1907334420018,65334.89652093466,21458.55247549345,2.584218380600155,0.13114476138899447,1.1448688271604939,0.21457927522451975,0.2162128235320739,0.12310591142784875
24,224,49.2108,3.30633,25,4.00986,0,115,133,6,125,5,0.98404,44.94724,0.0,0.0,4.10714,4.982,2.89016,0.0,0.0,127.0,54.11755,0.00013,0.0,1.012,0.47145,8.400527,0.029825720944204333,2.6658063128228595,0.1413327101041318,0.0062217558396495615,0.006096229616977769,0.15252610704067668,34.00041556652681,90.17715325336806,0.10409320125339976,0.7703466666666667,161.25811123066558,92.95984701524236,0.2504884334435714,609.0528081173916,65300.21597024977,21438.853098190077,2.6402890717606753,0.131000548034025,1.0694926697530864,0.21481798118450315,0.22005386451112888,0.12393052731335813
25,225,49.2768,3.24127,25,3.72279,0,115,133,6,125,5,0.98027,44.98945,0.0,0.0,4.42857,4.975,2.79825,0.0,0.0,127.0,54.20741,0.00015,0.0,0.954,-1.0,8.329317,0.029850736884892908,2.6759353429892183,0.14065376455797063,0.006184323843863076,0.0060792279444073765,0.1531919455470988,34.08514988275222,89.57705361644736,0.10408794165879993,0.7708823529411765,161.2775138513712,92.94410046515506,0.2505815405374358,608.9778456122641,65345.16467890888,21564.419053220892,2.669463593988431,0.13081524182531615,1.2686149691358024,0.21522742286751478,0.22227149055435724,0.12457142653953744
26,226,49.2047,3.23031,25,3.78415,0,115,133,6,125,5,0.98119,44.92061,0.0,0.0,4.17857,4.988,2.7428,0.0,0.0,127.0,54.17133,0.00015,0.0,0.953,-1.0,8.373826,0.029655423740814653,2.423659874151346,0.14003936728773303,0.0061362799450118445,0.006058451948822469,0.15387267579995004,34.079853199146406,90.47438687004285,0.1040573543681129,0.7708756862745099,161.17440314649537,92.97801068420529,0.25071411219803863,608.8690206730477,65327.9143962302,21485.650965456327,2.685380690120953,0.1306145143255041,1.1411554783950617,0.21560589601809957,0.2178362384679029,0.12512264333923742
27,227,49.2486,3.20402,25,4.10512,0,115,133,6,125,5,0.98815,44.93857,0.0,0.0,3.39286,4.999,2.73248,0.0,0.0,127.0,54.22128,0.00013,0.0,0.981,-1.0,8.352864,0.029565539470398475,2.4127079904510538,0.13948065252600442,0.006168164303942011,0.006039159393723238,0.15431533171792414,34.123392364125195,88.74750560747822,0.10407429032065914,0.7725490196078432,161.04527000914635,92.96486347886827,0.2507971428497635,608.8156886216,65388.642303060915,21617.522957351623,2.7113055272390527,0.13048032645176663,1.0271026234567902,0.21602798716101487,0.21621282353206986,0.12594620471816703
28,228,49.1784,3.11781,25,3.84186,0,115,133,6,125,5,0.97966,44.87159,0.0,0.0,4.14286,5.015,2.7101,0.0,0.0,127.0,54.18418,0.00015,0.0,0.952,-1.0,8.449424,0.02928820679291574,2.3784626877157224,0.13901734457119289,0.006143456127837795,0.006040731872832457,0.15453261933769621,34.11846377525801,90.37615539636093,0.1040907349042872,0.7716474509803922,161.32898733618677,92.98248407336638,0.25079262293941706,608.7264707836536,65390.44732266956,21503.51279358112,2.673784355858902,0.1302695460089627,0.9111689814814815,0.2164539533575927,0.21621282353206847,0.12677638706865585
29,229,49.1849,3.15574,25,3.63769,0,115,133,6,125,5,0.97359,44.88385,0.0,0.0,3.75,5.048,2.63467,0.0,0.0,127.0,54.19591,0.00012,0.0,0.988,-1.0,8.435948,0.0290134229944371,2.2422680713854053,0.138539309821847,0.006154519696385759,0.006071248448119507,0.15474811685114673,33.95974618417245,89.14864041326032,0.10410220546056423,0.7725639215686275,161.46643204873934,92.96534944655436,0.2507992711852508,608.6821855161232,65396.73721935041,21480.855409379277,2.6196932199920715,0.13003458269827728,0.798804012345679,0.21685743619496295,0.22005386451113004,0.127645709944864
30,230,49.1305,3.07999,25,3.85215,0,115,133,6,125,5,0.98527,44.83856,0.0,0.0,3.46429,5.026,2.67207,0.0,0.0,127.0,54.17681,0.00013,0.0,0.964,-1.0,8.311279,0.02879135520977088,2.276655484801201,0.13805332470428838,0.006120293958857595,0.006066049060392841,0.15483297850283256,34.0790128354673,88.36348421084877,0.10410064479870604,0.7725490196078432,161.26729050414156,92.93306328879437,0.25079971986362243,608.6090253048768,65387.91020312062,21417.009710604332,2.6261210067176775,0.1297262990724248,0.8377700617283951,0.2171905663945854,0.21843044957529822,0.12834929455863933
31,231,49.1921,3.08843,25,3.8345,0,115,133,6,125,5,0.98635,44.90679,0.0,0.0,4.32143,5.017,2.60368,0.0,0.0,127.0,54.1946,0.00019,0.0,1.019,-1.0,8.341601,0.0285547646298124,2.2381929115118715,0.13755914011478113,0.006113056749667993,0.0060321236027537405,0.15472930425089018,34.088087105456694,89.58055742362129,0.10412990387535408,0.7730917647058825,161.33542886190907,92.92150253519372,0.2507814210763525,608.5752057106969,65390.968189413354,21476.619591245613,2.6069403438768832,0.1294910214824889,0.6946855709876543,0.2175135441954911,0.21621282353206772,0.12913512526473633
32,232,49.1392,3.10885,25,3.64602,0,115,133,6,125,5,0.98552,44.86966,0.0,0.0,3.92857,5.039,2.61296,0.0,0.0,127.0,54.17046,0.00013,0.0,0.948,0.48508,8.408212,0.028368609942326536,2.1563019715406044,0.1371155761791981,0.006114370317904414,0.006051749962621767,0.15479373442481825,34.18141984350888,88.1259695650879,0.10410508266867285,0.7731145098039216,161.1218164117709,92.91961807972126,0.2507744032742512,608.5111508496724,65407.20328652403,21360.24603337139,2.6002540051317493,0.12926820828597013,0.62890625,0.217762286315205,0.22005386451113015,0.12964162936406157
33,233,49.2237,3.0297,25,3.59145,0,115,133,6,125,5,0.99014,44.96412,0.0,0.0,4.03571,5.015,2.62803,0.0,0.0,127.0,54.19213,0.00012,0.0,1.035,-1.0,8.371244,0.028280361231275832,2.395239575814267,0.13676310883177323,0.006090697091697625,0.006056160701030119,0.15508225339105494,34.025219010718075,90.7132269213061,0.10413421971777309,0.7730917647058825,161.39458967938972,92.88287431630164,0.25075003557454134,608.4769093769077,65397.719761655455,21465.529214294445,2.6110996909226225,0.12906376487972343,0.6067708333333334,0.21801971736815995,0.2162128235320705,0.13017706212389696
34,234,49.1992,2.85855,25,3.60406,0,115,133,6,125,5,0.9836,44.95557,0.0,0.0,4.0,4.996,2.55842,0.0,0.0,128.0,54.18113,0.00014,0.0,0.977,-1.0,8.417349,0.02820529895208512,2.2908908687982468,0.1363874914874269,0.006084804921575904,0.006059808949762598,0.15509545288228782,34.02069280176987,91.40384904716696,0.10418358463344546,0.773129411764706,161.56343195184732,92.93552369804272,0.25075111902030983,608.4156425115996,65392.4123515177,21391.12756114994,2.558368520287237,0.1288347404271852,0.6426504629629629,0.2183110193024014,0.22227149055435727,0.13070352157972817
35,235,49.201,2.6186,25,3.66795,0,115,133,6,125,5,0.98181,44.97353,0.0,0.0,3.5,5.012,2.41047,0.0,0.0,128.0,54.21414,9e-05,0.0,0.996,-1.0,8.437488,0.02810754350492896,2.4832428570751643,0.13608461972603575,0.006076194753396358,0.006042434983927531,0.15548655904248626,34.1236587336034,88.13964977331582,0.10422835302128237,0.773129411764706,161.29062804991108,92.88091581057827,0.25069749587023726,608.3769019704708,65378.71788879442,21253.53665393783,2.48330925292824,0.12868761556774674,0.7105034722222222,0.21847975606870362,0.22005386451113043,0.1311850548303096
36,236,49.2611,2.4178,25,3.6052,0,115,133,6,125,5,0.99266,45.0383,0.0,0.0,4.03571,4.986,2.19959,0.0,0.0,128.0,54.19819,0.00017,0.0,0.989,-1.0,8.467734,0.0280967848259736,2.344464460579047,0.13574130590493932,0.0060872192943236874,0.00604803932870689,0.155794592909294,34.12221536518615,91.62768327445919,0.10418478371721464,0.773129411764706,161.5060237119405,92.81831542846686,0.25071461397603734,608.3170533105513,65381.473740195164,21337.442626613687,2.3768704054665486,0.12856657398871565,0.7547260802469136,0.21863889793595756,0.22005386451113015,0.13181176051226315
37,237,49.2743,2.43118,25,3.48314,0,115,133,6,125,5,0.98988,45.07156,0.0,0.0,3.25,5.01,2.02607,0.0,0.0,128.0,54.23536,0.00018,0.0,0.997,-1.0,8.45654,0.02813998005143853,2.002929079526531,0.13548044276090732,0.006052274350834332,0.006063127567684269,0.1557777529069633,34.119655844606,88.07443455606776,0.10422627614377415,0.7730917647058825,161.29272620342925,92.85327318507072,0.25070782008454473,608.2875220430715,65381.58821501538,21354.47883757976,2.2492517045570235,0.12848513668613643,0.7437307098765432,0.2186769082315856,0.2162128235320707,0.13240751857087754
38,238,48.8581,2.41196,25,3.77947,0,115,133,6,125,5,0.98852,44.73438,0.0,0.0,3.57143,5.072,2.03771,0.0,0.0,128.0,54.22226,0.00013,0.0,0.97,-1.0,8.326193,0.02825772962559466,2.4703780430732754,0.1351429622891765,0.006085374622595517,0.0060449029237225815,0.15560783355834867,34.14557205011815,87.9272013447962,0.10419537354099116,0.7732345098039217,161.06213946280232,92.9694720177904,0.25062209134270563,608.2461652607053,65182.400094540106,20536.46464723933,2.228957710582649,0.12838974869337624,0.724633487654321,0.21862899757645557,0.22005386451113051,0.13285517948370143
39,239,48.7702,2.52733,25,4.88641,0,115,133,6,125,5,0.9851,44.61518,0.0,0.0,3.32143,5.042,2.02016,0.0,0.0,128.0,54.24705,0.00015,0.0,0.969,-1.0,8.415622,0.028336743053597162,2.113758657863565,0.13491040128118123,0.0060858906558834795,0.006032464872697337,0.15525757589668598,34.16333346896702,87.88739678134164,0.10414113405990354,0.7736572549019608,161.24054821722882,93.08057993337016,0.25069829804176696,608.2383268184091,65294.172690320025,20992.2346891954,2.2215391021790025,0.12830963593881584,0.6971932870370371,0.2186568406356757,0.22227149055435605,0.13332835027566434
40,240,49.9134,2.73907,25,5.35893,0,115,133,6,125,5,0.98734,45.59413,0.0,0.0,3.28571,4.894,2.1231,0.0,0.0,128.0,54.25258,0.00018,0.0,1.018,0.47505,8.423609,0.028407176274770393,2.701764407680086,0.13472756438417088,0.0060598748753334,0.00604580004941558,0.1550223774428825,34.12207370334202,88.26416200742756,0.10421695078586152,0.7736572549019609,161.2812219360083,92.78405361496418,0.25091870865530264,608.2072209310674,65558.31680042445,22633.09494069692,2.2714204558702202,0.12825554196893577,0.7418499228395061,0.21881382993249682,0.22227149055435666,0.1338461898703182
41,241,49.0875,2.93883,25,5.99537,0,115,133,6,125,5,0.98587,44.92728,0.0,0.0,3.5,4.998,2.30811,0.0,0.0,128.0,54.25576,0.00015,0.0,1.009,-1.0,8.366967,0.028524691084792334,2.564842957460234,0.13450598674077696,0.006070263469160292,0.006053899341734011,0.15489989918406008,34.08628920566888,88.15591308579727,0.10433596321339615,0.7736949019607843,161.59884207148102,92.92026199694897,0.2509099043489805,608.2037260895819,65147.379930442126,20876.479023276213,2.289634164613965,0.1281373991141167,0.6815200617283951,0.21880043540223512,0.22227149055435813,0.134213527369448
42,242,48.2726,2.91566,25,4.99145,0,115,133,6,125,5,0.97685,44.23326,0.0,0.0,2.89286,5.139,2.4816,0.0,0.0,128.0,54.22059,0.00012,0.0,0.992,-1.0,8.4001,0.02859772791217069,1.704128743132294,0.13419897494132615,0.006050126795185768,0.006066174920666051,0.15491755290862982,34.099000718858505,88.08489601258665,0.10426068547617974,0.773129411764706,161.3422039683909,93.02770744107585,0.25078879918807034,608.1750284491055,64971.1159855014,19671.99835283631,2.33921031540376,0.12797289507973747,0.6771797839506173,0.21869120107058473,0.22227149055435522,0.13444025887129205
43,243,48.7585,2.92732,25,5.19798,0,115,133,6,125,5,0.97897,44.60614,0.0,0.0,3.71429,5.023,2.46118,0.0,0.0,128.0,54.24733,0.00015,0.0,1.003,-1.0,8.444209,0.028676438916374097,2.142705203800934,0.13391904064007834,0.006060942472753666,0.006040612539316049,0.15486757477547636,34.05983046543451,91.91796824906875,0.10421700582598321,0.7736949019607843,161.4535003663799,93.00353623935285,0.2508070478890358,608.168945317869,65230.13427230413,20778.88916681883,2.257145076552444,0.12789329821026213,0.656298225308642,0.2186079895085665,0.2200538645111275,0.13477670071685624
44,244,49.7922,2.9504,25,5.07554,0,115,133,6,125,5,0.98408,45.49842,0.0,0.0,3.03571,4.875,2.47334,0.0,0.0,128.0,54.25848,0.00015,0.0,0.987,-1.0,8.377964,0.028748830803690412,2.5885147938914677,0.13371503105468296,0.006067266329625797,0.0060690551598045015,0.1548043973686782,34.074658429181135,92.16102853742996,0.10426629415711512,0.7744764705882353,161.37310826919895,92.74268521215964,0.25090783366446434,608.1470608556353,65554.34398502923,22369.73454261892,2.23488370673133,0.12791322407311279,0.7046199845679012,0.21866442382217133,0.22227149055435583,0.13515836812685264
