,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,blur,cubrow.0.6,contrast,fft,cubcol.0,color_fulness,saturation,tone,temporal,cubcol.0.6,staticness,noise,movement,cubrow.1.0,cubrow.0.3,cubcol.1.0,uhdhdsim,cubcol.0.5,cubrow.0,cubcol.0.3,blockiness
45,245,48.421,2.88425,23,4.78772,0,115,133,6,125,5,0.98325,43.60335,0.0,0.0,2.71429,4.907,2.34908,0.0,0.0,128.0,54.14614,0.0002,0.0,0.971,-1.0,9.52072,0.25475734490226637,21876.39667195212,0.11945465022619356,90.40898389490673,66092.05280437079,0.00588845963812761,161.4792816489062,34.00499075430411,0.7695141176470588,1.9877250387000986,0.13393931468451997,607.1894685525538,0.19360157037872558,0.7002797067901234,0.13335586711916006,0.21679450952099943,0.005716543883547485,92.66391106589892,0.1503146446206218,0.10210914105142876,0.01567981426883137,2.1984500326569383
46,246,47.8047,2.84984,23,4.43189,0,115,133,6,125,5,0.99469,43.08038,0.0,0.0,3.21429,4.981,2.4359,0.0,0.0,128.0,54.12257,0.00025,0.0,0.975,-1.0,9.566519,0.2546016861689634,20907.817271947817,0.11935961722634293,89.54955350309864,66036.49444206817,0.005899266963248077,161.28009264101715,33.9712865382065,0.7700560784313726,2.0286933102536473,0.13411571264909153,607.1635378183913,0.1936015703787255,0.7369791666666666,0.13368005731376453,0.21661523883853298,0.005729891466067579,92.80637389877695,0.14984657211545113,0.10205350143461171,0.01570074081809279,2.141786857797791
47,247,48.1922,2.74791,23,4.54861,0,115,133,6,125,5,0.97884,43.38367,0.0,0.0,3.03571,4.942,2.40829,0.0,0.0,128.0,54.12506,0.00024,0.0,0.937,-1.0,9.502319,0.2545716354059593,21797.975450937756,0.11937913476916721,90.14935846322203,66039.13757395759,0.005890913638658534,161.44801956607623,33.96639600212191,0.7692078431372549,2.0081311370476396,0.13445831593054594,607.1575109774489,0.19360157037872572,0.7631655092592593,0.1341086617228346,0.21646401413390187,0.005721748214900246,92.76361368441448,0.14930073720420745,0.10203464789895411,0.015731167261579283,2.260434340109013
48,248,49.0915,2.70106,23,4.61541,0,115,133,6,125,5,0.98696,44.15732,0.0,0.0,3.28571,4.834,2.31626,0.0,0.0,128.0,54.13749,0.00032,0.0,0.94,0.50219,9.608866,0.2545707306449507,23216.83616764187,0.11929528331655077,86.19712880000178,66540.720950071,0.005905237446335758,161.64394790116265,33.87451153036989,0.7697356862745098,1.991641605490863,0.13482044341699506,607.1370519888997,0.19360157037872572,0.7974537037037037,0.13453375106135435,0.21649231960487914,0.005710528225744733,92.44748970694258,0.14872075834704418,0.10208202726507858,0.015777218866987137,1.9851691241496998
49,249,48.4023,2.72041,23,4.78105,0,115,133,6,125,5,0.9949,43.59569,0.0,0.0,2.85714,4.902,2.27644,0.0,0.0,128.0,54.16448,0.00025,0.0,0.939,-1.0,9.555399,0.2545694078784289,21721.465318358445,0.11919573007519825,88.22354030207734,65966.24784269607,0.005920476709130865,161.55082328670184,33.91635847680362,0.7692454901960785,1.983887360695658,0.13515947467101422,607.1355546885636,0.19360157037872405,0.7805748456790124,0.1349104018043379,0.21635835107551193,0.005730956296501368,92.65377974126048,0.14817524999318396,0.10208593658296367,0.015824646708603007,1.9974928944661097
50,250,47.6214,2.7776,23,4.38894,0,115,133,6,125,5,0.98646,42.92792,0.0,0.0,3.32143,5.009,2.29041,0.0,0.0,128.0,54.12775,0.00022,0.0,1.008,-1.0,9.478421,0.2544695378734122,20527.81110925349,0.11905565662326047,87.58460409528888,65689.36079349519,0.005908710198822517,161.57005950588487,33.86549151385272,0.7691929411764706,1.9744748644199899,0.13541674561569786,607.1187441844479,0.1936015703787278,0.7934027777777778,0.13525617020087188,0.21616080479337862,0.005729027013153852,92.79125785466066,0.14765436778628743,0.10203246097927596,0.015893482013254905,2.1344616613123644
51,251,48.1648,2.62406,23,4.71558,0,115,133,6,125,5,0.99549,43.37177,0.0,0.0,2.71429,4.957,2.34212,0.0,0.0,128.0,54.17045,0.00019,0.0,0.909,-1.0,9.583028,0.2544296163333049,21612.383136033135,0.11895130502019809,93.01688070265025,66105.99827645668,0.0059273789374201915,161.46367735915766,33.97194417317708,0.7691929411764706,2.0015840563333587,0.13575809598552166,607.1205281394949,0.19360157037872486,0.7576195987654321,0.1358030185855832,0.21600827130610384,0.005737933261328196,92.68018947292452,0.14718265009525763,0.10199297717487654,0.015937638970861888,1.920654843672739
52,252,49.067,2.63693,23,4.83393,0,115,133,6,125,5,0.99442,44.15616,0.0,0.0,2.92857,4.824,2.20936,0.0,0.0,128.0,54.1817,0.0003,0.0,0.935,-1.0,9.591745,0.2544791042556666,23032.92018679978,0.11900255629851918,91.26885488559306,66383.9225267084,0.005919534256366502,161.253951806462,33.9342913215543,0.7692078431372549,2.012476556173038,0.13619967777308595,607.1055557365397,0.19360157037872602,0.718798225308642,0.13633534503182973,0.2160084804714787,0.005732554677477011,92.40216731615526,0.14673810766925569,0.10200177283465767,0.015971121991847633,2.162667675094888
53,253,48.601,2.7561,23,4.72369,0,115,133,6,125,5,0.99137,43.77236,0.0,0.0,2.35714,4.855,2.2221,0.0,0.0,128.0,54.19001,0.00022,0.0,0.929,-1.0,9.488614,0.2544675616613166,21912.222058961313,0.11897554874889839,89.80768521413212,65995.08269970855,0.005948855983403237,161.84482770671997,33.893907523449556,0.7691929411764706,2.0465170559233523,0.13656150213805146,607.1160831596345,0.19581919642195325,0.6469907407407407,0.1366070656519218,0.21606394019377004,0.005735323703213596,92.55251177469412,0.14624229413989942,0.10203955408385544,0.015938859460413436,2.10379112925072
54,254,47.9844,2.85996,23,4.63976,0,115,133,6,125,5,0.98258,43.25087,0.0,0.0,2.46429,4.939,2.32254,0.0,0.0,128.0,54.15317,0.00022,0.0,0.944,-1.0,9.551331,0.25436341022339476,20917.707763138653,0.11894262626050912,83.31373355299459,65649.64881401086,0.005928676623325571,161.69359651551756,33.870519755799094,0.7691929411764706,2.1220257265538462,0.1369095293077169,607.0964655397476,0.1936015703787258,0.6022858796296297,0.1368422737382192,0.21611741375418422,0.00573156342180706,92.67019685054686,0.14576167328854886,0.10201038581669618,0.01593003447401628,1.9758780469267756
55,255,48.6198,2.85307,23,5.31983,0,115,133,6,125,5,0.99006,43.74622,0.0,0.0,2.92857,4.849,2.41379,0.0,0.0,128.0,54.18546,0.00023,0.0,0.999,-1.0,9.574474,0.25438709418986516,22199.27923430117,0.11887593659843028,83.36158187725475,66144.29348639511,0.0059507202460849775,161.64995142255032,33.90997220263069,0.7691929411764706,2.165922756313547,0.1372485301921311,607.1009383726915,0.1936015703787255,0.6168016975308642,0.1372686895328901,0.21625251935764395,0.005736062286173226,92.56992331205765,0.14527971555017627,0.10196626815988233,0.01586638786258404,1.8889080217066374
56,256,49.479,2.9542,23,5.03434,0,115,133,6,125,5,0.99096,44.47275,0.0,0.0,3.03571,4.761,2.4073,0.0,0.0,128.0,54.17309,0.00027,0.0,0.987,0.5081,9.512928,0.2544269870620434,23533.884381469103,0.11888270096206213,87.64566046981423,66402.75900400418,0.005960372745396442,161.68420006203064,33.779791749553915,0.7691929411764706,2.2147889278339745,0.13765617897261626,607.0857449142385,0.19360157037872538,0.6774691358024691,0.13779945386238937,0.21648013273407996,0.0057482880479971694,92.36659606466057,0.14485144197990898,0.10201693051147133,0.015831342558405976,2.440395793956709
57,257,49.0025,3.10543,23,5.00545,0,115,133,6,125,5,0.99173,44.08219,0.0,0.0,2.67857,4.812,2.49655,0.0,0.0,128.0,54.19075,0.00022,0.0,0.963,-1.0,9.386752,0.2544240460119219,22412.841874388207,0.11890879983014202,83.54580778587977,66056.48996960242,0.005944860487875194,161.41200266098753,33.89861175160349,0.7691929411764706,2.2524234633685856,0.13802806937215603,607.095851359286,0.19360157037872538,0.6870659722222222,0.13846828515075746,0.21670508648785758,0.005748218204527311,92.49157956935392,0.1446249496636327,0.10208680416895671,0.01576503479392968,2.09989373790247
58,258,48.4401,3.22979,23,4.41708,0,115,133,6,125,5,1.00842,43.6124,0.0,0.0,2.28571,4.906,2.62758,0.0,0.0,128.0,54.163,0.00025,0.0,0.946,-1.0,9.466459,0.2542915316256612,21572.347416222154,0.11884865768454261,88.84466242430794,65904.73483005025,0.005942630334944207,161.49202665998774,33.75286187065972,0.7691929411764706,2.302177495141459,0.1383292806175631,607.0893739996359,0.19360157037872627,0.7130111882716049,0.13878283364939548,0.21691973816189022,0.005727697416716684,92.57990386265465,0.1446926453804221,0.10206521930425623,0.01572929312137128,2.5917412958961203
59,259,48.8178,3.46762,23,4.98366,0,115,133,6,125,5,1.00593,43.88312,0.0,0.0,3.21429,4.894,2.73708,0.0,0.0,128.0,54.1726,0.00023,0.0,0.974,-1.0,9.46604,0.2542897656737469,22500.29199716355,0.11878431659821459,88.80551033660652,66181.32550911981,0.005941198729439032,161.23011454680938,33.8171085310571,0.7690003921568628,2.3291508273164467,0.13863293245351688,607.096912787649,0.19581919642195902,0.7459972993827161,0.1390001878708808,0.2171400636926782,0.005737477391158145,92.53306563363459,0.14467164573847544,0.10206764641707441,0.015679555816673185,2.0218705085905073
60,260,49.4596,3.71695,23,4.91206,0,115,133,6,125,5,0.99262,44.42409,0.0,0.0,3.35714,4.769,2.94429,0.0,0.0,128.0,54.14993,0.00024,0.0,0.997,-1.0,9.52295,0.25434758057247653,23545.56302697374,0.11869157682832525,90.05646925705952,66328.39993100117,0.005931565976677135,161.32134610499534,33.79381947458526,0.7691929411764706,2.3552961482555976,0.1386391193819725,607.0942747405091,0.1936015703787248,0.8151523919753086,0.1398365793842098,0.217254658420285,0.005745346979495941,92.35836304083392,0.14458251822454407,0.10212812847732056,0.015660629145363078,2.28337458228614
61,261,48.9444,3.78798,23,5.20994,0,115,133,6,125,5,0.99523,44.01458,0.0,0.0,2.71429,4.849,3.15859,0.0,0.0,128.0,54.12526,0.00019,0.0,0.955,-1.0,9.490373,0.2543083127972385,22355.227015660654,0.11844990418398664,87.94617267797972,65910.09058491363,0.005944942550224848,161.28031356600755,33.80438835238233,0.7686274509803922,2.4222306505757203,0.1386353020058687,607.1089408267051,0.19744261135778773,0.8697434413580247,0.14035390302973183,0.217315754597745,0.005753521709418874,92.59134659699001,0.14457303321420104,0.10219786624684862,0.015623751950578135,2.4799140400341835
62,262,48.3005,3.69229,23,5.01825,0,115,132,6,125,5,0.99359,43.46645,0.0,0.0,3.10714,4.951,3.22181,0.0,0.0,128.0,54.06313,0.0002,0.0,1.065,-1.0,9.494891,0.2542439560385968,21390.217864653307,0.11823146428334468,90.1380248436752,65852.55375231501,0.005929331592894541,161.04902562722535,33.75419089234906,0.7686274509803922,2.4629781593272493,0.1386629294423655,607.1069340549758,0.1936015703787247,0.9965760030864198,0.14100795205579356,0.21728197650878436,0.005747759298338501,92.65409570315788,0.14453431080646895,0.10218258507896957,0.015613010620974567,1.9363398455147043
63,263,48.793,3.66742,23,6.20591,0,115,133,6,125,5,0.98148,43.80618,0.0,0.0,2.82143,4.881,3.13967,0.0,0.0,128.0,54.07531,0.00017,0.0,1.006,-1.0,9.44659,0.25415596093319903,22712.28178809418,0.11814198225568232,87.98385410259527,66401.60310799518,0.005951196814446695,161.34908308583715,33.78547254020785,0.7686274509803922,2.4003947452716132,0.1386999432963518,607.1179613028924,0.1936015703787242,1.1150655864197532,0.14182348277462792,0.21735672193569247,0.005773862149865605,92.57843814458951,0.14419176128417902,0.1021635814547521,0.015545800080348804,2.1327558422068176
64,264,49.7212,3.54591,23,6.21972,0,115,133,6,125,5,0.98527,44.59931,0.0,0.0,2.78571,4.766,3.12137,0.0,0.0,127.0,54.06524,0.00021,0.0,1.025,0.5117,9.50695,0.25415728708442975,24122.511766237036,0.11814651653575393,88.89755468696754,66486.41222455994,0.005950741541016949,160.88367844345248,33.78119028350453,0.7691929411764706,2.401327503338972,0.1387387484039506,607.117022924321,0.19360157037872372,1.310136959876543,0.14254275485472429,0.217414791559823,0.0057593268122574405,92.32624455143844,0.14375477818634969,0.10219121807105877,0.015522544365041715,2.4423580581376205
65,265,49.0111,3.59657,23,6.05359,0,115,133,6,125,5,0.98198,44.02957,0.0,0.0,3.32143,4.876,3.01508,0.0,0.0,127.0,54.0546,0.00025,0.0,1.036,-1.0,9.528236,0.25413169900195803,22771.11852122179,0.11819658893653347,84.22262441011571,66178.19907995539,0.00596089773866373,160.94810017285903,33.8392143720462,0.7686196078431373,2.319130952977346,0.1387226010676211,607.1196937687954,0.19360157037872405,1.287085262345679,0.14332120273890048,0.21745630030681154,0.005757751956463403,92.53210007983711,0.14338996738529822,0.1022887638325173,0.015493065788824362,2.478161866014071
66,266,48.3785,3.64284,23,5.39918,0,115,133,6,125,5,0.98676,43.5081,0.0,0.0,2.89286,4.93,3.0555,0.0,0.0,128.0,54.00147,0.00022,0.0,0.985,-1.0,9.503588,0.2539974241303548,21819.82345140909,0.11818159804316401,87.07360547450965,66143.44062406417,0.005941809910728694,161.18951600872555,33.699137934932,0.7680917647058825,2.3400480365857463,0.13868900073815457,607.10554818876,0.1936015703787279,1.3210358796296295,0.14436682544646745,0.21746343862569822,0.005778050449563399,92.7071646960346,0.14335058001375883,0.10227104011145899,0.015507906673743646,2.1476344850165017
67,267,48.6551,3.91358,23,5.50942,0,115,133,6,125,5,0.98832,43.70414,0.0,0.0,3.0,4.881,3.09655,0.0,0.0,127.0,54.03974,0.00024,0.0,1.066,-1.0,9.498281,0.2539830504835649,22622.297544101533,0.11841441926312789,91.68470305193198,66145.4766534406,0.00598057880995711,161.04865450547587,33.77665578583141,0.7680541176470588,2.292641767856497,0.1387749986060026,607.1068870924084,0.19360157037872408,1.3238811728395061,0.1446356974176796,0.21751312193404815,0.005766436028984242,92.64498572912953,0.14355905343633504,0.1022967922629822,0.015486485088891578,2.1346590474537224
68,268,49.2321,4.36287,23,5.44562,0,115,132,6,125,5,0.98155,44.1933,0.0,0.0,3.39286,4.85,3.32997,0.0,0.0,128.0,54.01586,0.00025,0.0,0.974,-1.0,9.463483,0.2540505013776107,23569.739356887345,0.11856732228672402,88.38063792238725,66280.21676940232,0.005949224362709312,161.24687335683325,33.698888331283754,0.7675184313725492,2.3066970971932115,0.138829867143434,607.0840018830809,0.1936015703787254,1.3439911265432098,0.14479908104020126,0.21755555359553636,0.005763700485025437,92.53440227718387,0.14377310301315907,0.10235871539980745,0.015475572891469891,2.3040354980153714
69,269,48.7339,4.52418,23,5.96373,0,115,132,6,125,5,0.99166,43.80615,0.0,0.0,3.10714,4.878,3.72035,0.0,0.0,128.0,54.07957,0.00022,0.0,0.958,-1.0,9.457946,0.2540488787326526,22411.27596266193,0.11874647849724207,88.2520114323494,65896.5738464727,0.005939453309605848,161.07786448434481,33.679515508957856,0.7674886274509805,2.4086806306360407,0.13889486426423406,607.0637841453358,0.1936015703787283,1.3318865740740742,0.14486122581682861,0.21765801348017605,0.005770359689960355,92.64334804189708,0.1435311804428566,0.10236489961879032,0.015463220324313489,2.278152303523567
70,270,48.1675,4.41295,23,5.69853,0,115,132,6,125,5,0.97927,43.33996,0.0,0.0,3.07143,4.958,3.85807,0.0,0.0,128.0,54.03789,0.00022,0.0,0.946,-1.0,9.487167,0.25401408573201,21533.64231588113,0.11900827765593468,88.97956700549088,65752.51641703471,0.005921581276099678,161.21612738150333,33.64674867229697,0.7669458823529411,2.4752643320208216,0.13900569718246206,607.028540155562,0.19966023740101038,1.439429012345679,0.14492786761721085,0.21766641904965256,0.005761093608135608,92.7319825594501,0.14281409736835274,0.10240200087366139,0.015506438953196196,2.2096928099437343
71,271,48.6119,4.07472,23,5.99899,0,115,133,6,125,5,0.98437,43.6874,0.0,0.0,3.32143,4.91,3.76239,0.0,0.0,128.0,54.09602,0.00018,0.0,0.945,-1.0,9.44091,0.2540329441790735,22629.602661951067,0.11917339247267714,88.31991959072167,66191.60420730185,0.0059417292552696455,161.14991374813258,33.83177787874952,0.7679858823529412,2.4945317962413003,0.13908274554797626,606.9971717110359,0.19360157037872947,1.648533950617284,0.14512991662968114,0.2177087712156915,0.005759500190381534,92.72074614729107,0.14184612915300418,0.1023949430964819,0.015519826892642198,2.7882650671804536
72,272,49.3942,3.92461,23,5.35882,0,115,133,6,125,5,0.98979,44.37731,0.0,0.0,4.25,4.872,3.47206,0.0,0.0,128.0,54.06763,0.00028,0.0,0.956,0.5081,9.460195,0.2540779196504691,23900.659448297643,0.11946061665560799,91.66694588883506,66567.66929728031,0.005930541088094892,161.3111446627837,33.711272251458816,0.7672584313725491,2.414577974035105,0.13914164105135526,606.9326928011868,0.19744261135778052,1.8967013888888888,0.14538903289600516,0.21777255880649515,0.0057635675156674955,92.50339258614132,0.141417623143687,0.10245791744624791,0.015568647744086617,2.482047639105385
73,273,48.7644,3.96219,23,5.99894,0,115,133,6,125,5,0.99318,43.89441,0.0,0.0,3.46429,4.867,3.34053,0.0,0.0,128.0,54.07616,0.00018,0.0,0.965,-1.0,9.523091,0.25401847091121277,22425.50109371389,0.11962468206548627,91.74022609269514,65987.97393655089,0.005940270782125857,161.38169481161654,33.75838234983844,0.7669529411764706,2.3749345480476483,0.13919115235926813,606.8816772614257,0.19360157037872616,1.931761188271605,0.1455015804102037,0.21789822693902525,0.005762132443372843,92.69310273529284,0.1413783186541565,0.10248807798213114,0.015680470999965945,2.3235955999559548
74,274,48.168,4.01865,23,5.41688,0,115,133,6,125,5,0.9926,43.38784,0.0,0.0,3.82143,4.923,3.37196,0.0,0.0,128.0,54.01549,0.00023,0.0,0.954,-1.0,9.495419,0.2539870978437581,21568.382275846354,0.11950855827659869,92.22334838674242,66103.32041740081,0.0059396601979642485,161.48424541423356,33.695661003206986,0.7669380392156864,2.4120976724268774,0.13918947174726315,606.8002100163148,0.19744261135778654,2.028935185185185,0.14566585297157456,0.2178560339739704,0.005763820102680705,92.73988861566808,0.1414703737164203,0.10251674967506454,0.015711257314003992,2.5860441851970792
75,275,48.4314,4.0123,23,5.19597,0,115,133,6,125,5,0.99326,43.58061,0.0,0.0,3.67857,4.906,3.4203,0.0,0.0,127.0,54.02691,0.00019,0.0,0.959,-1.0,9.443405,0.2540299011580862,22282.60121417655,0.11939847933603966,91.7608853148629,66171.85193594218,0.005940518193438956,161.196140847379,33.78358685528791,0.7669529411764706,2.374136999368307,0.139286921762853,606.7231337044311,0.19360157037872547,2.093798225308642,0.14603078891909807,0.21783655998078186,0.0057723472447197685,92.77199790300659,0.1412573362376757,0.10250099148996794,0.015730507733966708,2.614685308825419
76,276,49.0829,4.02285,23,5.14616,0,115,133,6,125,5,0.97503,44.14758,0.0,0.0,3.10714,4.846,3.41674,0.0,0.0,127.0,53.98618,0.00024,0.0,1.004,-1.0,9.504152,0.2541310182074544,23258.436451916205,0.11934922560126313,92.87550836788473,66317.80294367606,0.005967954389631594,161.36443239197396,33.76437924232012,0.7669380392156864,2.3587595179410226,0.1394760675876128,606.621273005413,0.19966023740101538,2.205102237654321,0.14612323935890142,0.2179280129130235,0.005760422149336139,92.55061931790216,0.14076149304065816,0.10254244354179907,0.015758400014580162,2.2043671205698363
77,277,48.3328,3.8814,23,6.24714,0,115,133,6,125,5,0.98466,43.54705,0.0,0.0,2.53571,4.915,3.42373,0.0,0.0,127.0,53.96546,0.00019,0.0,1.063,-1.0,9.519693,0.2541251805091123,21615.725909862187,0.11925652030917525,89.86533264540535,65922.32936241651,0.005930492736360443,161.09910430110918,33.82713656955295,0.7663874509803923,2.3531006203684086,0.13945096442135288,606.530062995374,0.19744261135779081,2.261863425925926,0.14636566019923544,0.21789199307339116,0.00577948165835334,92.71574673521313,0.14005850128856182,0.10257929549475328,0.015797351027289117,2.119733605826967
78,278,47.4799,3.66046,23,5.79777,0,115,133,6,125,5,0.99195,42.82219,0.0,0.0,2.60714,5.047,3.302,0.0,0.0,127.0,53.89356,0.00023,0.0,1.026,-1.0,9.463218,0.2540349140551569,20276.620562871274,0.1191545036213211,89.9690939908335,65844.04337301018,0.005946283863164441,161.15893550707787,33.85731770079813,0.7660819607843139,2.2967354857407734,0.13944353889075164,606.4151626214092,0.19581919642195464,2.3169367283950617,0.14641570800292814,0.21776693577683728,0.005764070716642896,92.88688672427497,0.13947036382950337,0.10255629174717494,0.015834135441995762,1.9212170587429096
79,279,48.0041,3.42406,23,5.37614,0,115,133,6,125,5,0.99965,43.23437,0.0,0.0,2.78571,4.955,3.11065,0.0,0.0,127.0,53.87341,0.00025,0.0,1.005,-1.0,9.46452,0.25398860786130495,21476.363340545464,0.1190360543326369,90.25220573453122,65993.56724454573,0.005959270531873899,161.309293383447,33.87102047013648,0.7663725490196078,2.2389691233555467,0.1393796832572183,606.3150316420343,0.1996602374010151,2.3658371913580245,0.14644484149668047,0.21777962328929554,0.0057606722571193125,92.80810651099773,0.138803748434279,0.10249597438156155,0.015770032071036638,2.225966147994027
80,280,48.7517,3.35603,23,4.79717,0,115,133,6,125,5,0.99866,43.887,0.0,0.0,3.17857,4.894,2.90605,0.0,0.0,127.0,53.83558,0.00022,0.0,0.951,0.50656,9.500325,0.25404259816628166,22588.387210238005,0.1189820903370343,88.74610311221552,66361.44461878238,0.005922662113431289,161.53800699376424,33.83931647406684,0.7663725490196078,2.1816732730450106,0.1393788513624553,606.1967653282733,0.19744261135778626,2.407793209876543,0.1464191268797115,0.21781915326222637,0.005775833359706826,92.60667290908911,0.1382389977219685,0.10250801809313363,0.01568752182751286,2.0447852557643214
81,281,48.0744,3.19699,23,5.37004,0,115,133,6,125,5,0.97827,43.33111,0.0,0.0,2.92857,4.941,2.84599,0.0,0.0,127.0,53.82515,0.00027,0.0,0.945,-1.0,9.470307,0.25402338361917975,21158.2434720355,0.11893958372184482,88.95831405318681,65896.87333176935,0.005937423172207866,161.39473720935655,33.868654604311345,0.7660266666666667,2.1971240745157914,0.1393492815694002,606.0854472556505,0.19966023740101765,2.4808545524691357,0.1468685479017585,0.21776463136400062,0.005728683831272528,92.85080522849148,0.13764877398210745,0.10252080277493071,0.015652405906559426,1.9898463347760613
82,282,47.0439,3.01624,23,5.05087,0,115,133,6,125,5,0.98764,42.438,0.0,0.0,3.35714,5.192,2.70839,0.0,0.0,127.0,53.76493,0.0003,0.0,0.945,-1.0,9.572853,0.2539253902992722,19642.618167338183,0.1188434792807443,90.28901817456929,65586.4255950599,0.0059436828881829,161.4705929558902,33.859789813006365,0.7653239215686274,2.1795191716166307,0.1392766038142146,605.96153502726,0.1974426113577883,2.540798611111111,0.1473230985298249,0.21761161881519253,0.005721246389316674,93.07746270784565,0.13711526015790534,0.10248542602024542,0.015631369839254818,1.9751098368188331
83,283,47.7373,2.76061,23,4.43676,0,115,133,6,125,5,0.98089,43.02105,0.0,0.0,3.07143,5.013,2.55003,0.0,0.0,128.0,53.782,0.00032,0.0,0.971,-1.0,9.476529,0.25382143070464863,20957.62236811981,0.11878810617343996,90.40378961922971,65909.86091074621,0.005947406701910679,161.31256731614098,33.901065214180655,0.7652713725490197,2.130964871771053,0.1392530042173362,605.8505448025859,0.1936015703787276,2.5078125,0.14765677688827655,0.2174702787448735,0.0057291486580809455,92.97815491304252,0.1367459214293219,0.10243604128825176,0.01562589949132996,2.0065395453022523
84,284,48.7001,2.71215,23,4.57879,0,115,133,6,125,5,0.98555,43.86129,0.0,0.0,3.35714,4.931,2.32856,0.0,0.0,128.0,53.74618,0.0003,0.0,1.016,-1.0,9.537097,0.2538403922510054,22438.936168934793,0.11872857357334195,88.97824839337393,66308.36230771775,0.005950653536743007,161.3215802317415,33.976373177987554,0.7643627450980393,2.004162856763402,0.13925670092002307,605.7327078765293,0.19360157037872713,2.4948398919753085,0.14798054992712714,0.21745596914222398,0.005738614430781429,92.75136138406174,0.1362272580532233,0.10248816636603372,0.015626498445668036,2.3388034612229545
85,285,47.8085,2.7604,23,5.02753,0,115,133,6,125,5,0.98364,43.10161,0.0,0.0,3.39286,5.022,2.28497,0.0,0.0,128.0,53.72733,0.00023,0.0,1.014,-1.0,9.507351,0.25371271825356373,20732.10559788374,0.11865155686746899,90.20409185377797,65566.48004478647,0.00593720888457101,161.40465408978497,33.91081501525125,0.7652337254901962,1.9825070900604411,0.13925362851522405,605.6229286996021,0.19360157037872797,2.4653260030864197,0.1482603394430636,0.2172905198578313,0.00575111262441393,93.0054407118709,0.1357492733737496,0.10249897445884007,0.01561811369285084,2.174113268310531
86,286,46.4888,2.29227,23,4.94082,0,115,133,6,125,5,0.97974,41.95752,0.0,0.0,3.67857,5.241,2.32759,0.0,0.0,128.0,53.64504,0.00028,0.0,0.922,-1.0,9.510272,0.25342017007817835,18827.063595553016,0.11857338386351782,86.17933865229831,65392.24720230837,0.005964924266732387,161.29136897082714,33.92320891957224,0.7630392156862745,2.0914206070532524,0.13914401405266194,605.507980708516,0.19522498531456065,2.514226466049383,0.14857212285662147,0.21706406085658786,0.005757571689818768,93.26446708555875,0.13515884077217657,0.1024019479635123,0.01562181166888072,1.9853235391916677
87,287,47.2232,2.01659,23,4.03788,0,115,133,6,125,5,0.98407,42.58708,0.0,0.0,3.64286,5.072,1.91562,0.0,0.0,128.0,53.65698,0.00032,0.0,1.007,-1.0,9.452392,0.25321533527840345,20104.029926697473,0.11854514847546786,90.19230787722682,65959.79298632234,0.005957744742945454,161.2499052200244,33.89806243519724,0.7641701960784313,1.9661104030615242,0.13910573337585663,605.4110900222205,0.19581919642195444,2.315586419753086,0.14888612000318271,0.21683604769130474,0.005788553666115701,93.07085069677413,0.13459782808764278,0.10230953530440827,0.015685099029060456,2.1200745784643273
88,288,47.9725,1.92639,23,3.77772,0,115,133,6,125,5,0.99001,43.22766,0.0,0.0,3.57143,5.022,1.67817,0.0,0.0,128.0,53.64759,0.00023,0.0,0.924,0.49769,9.632182,0.2532296096892079,21190.659726074264,0.11857520191718461,88.29087763886477,66076.32426978151,0.00597625322013407,161.11108059711208,33.93073395152151,0.7635968627450982,1.917424912080543,0.13907339539090602,605.306656684222,0.19360157037872563,2.1883680555555554,0.14917637662516492,0.21667194807956336,0.005777846625604113,92.80530641647849,0.1342968128063274,0.1022948151619281,0.015745840005614565,1.9659398309660925
89,289,47.0784,1.99426,23,4.25648,0,115,133,6,125,5,0.98775,42.45454,0.0,0.0,3.5,5.22,1.59361,0.0,0.0,128.0,53.70613,0.00023,0.0,1.019,-1.0,9.518008,0.2530577833053166,19694.823765359146,0.1185945299726752,89.0162241711617,65581.18656444845,0.005953408350047753,161.42543564745873,33.93539692443095,0.7655839215686274,1.8986210595393536,0.13902798099319177,605.2222137235942,0.19744261135779131,2.0815972222222223,0.1493582134291177,0.21642808755772242,0.005777718274395594,93.09566329206646,0.13392092626323082,0.10226216442071738,0.015813400467354726,2.02917691905698
90,290,45.7116,1.97446,22,4.75964,0,115,133,6,125,5,0.99126,41.26801,0.0,0.0,3.21429,5.452,1.65167,0.0,0.0,128.0,53.65604,0.00023,0.0,0.943,-1.0,9.579152,0.2527923379232249,17751.97029316964,0.11858011060361168,86.36155674506169,65259.92900828762,0.005964029873422353,161.10863793289556,33.88130753128617,0.7647129411764706,1.9553598633540705,0.13891514718889283,605.1291347777492,0.1936015703787266,2.0613908179012346,0.14969568662860447,0.21612370763915378,0.005788756922382192,93.43839732264246,0.13362809409057613,0.10217698183502821,0.015899244997111622,2.003810737509717
