,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,blur,cubrow.0.6,contrast,fft,cubcol.0,color_fulness,saturation,tone,temporal,cubcol.0.6,staticness,noise,movement,cubrow.1.0,cubrow.0.3,cubcol.1.0,uhdhdsim,cubcol.0.5,cubrow.0,cubcol.0.3,blockiness
10,210,47.8719,5.48036,22,5.21694,0,115,133,6,125,5,0.99121,43.03656,0.0,0.0,3.32143,4.893,4.71474,0.0,0.0,128.0,54.54458,0.00023,0.0,0.97,-1.0,9.643335,0.25299442162268376,20941.12880764152,0.12179433486536347,88.73392817580243,65287.99090626838,0.006162277612667504,161.56295480400968,33.89145519115307,0.7691929411764706,2.3300012032176904,0.1525374719172747,611.0341739062496,0.19360157037872358,1.1657986111111112,0.10224798034297262,0.21269345553998467,0.005694595595929192,92.73211232887422,0.1410618461266854,0.10170423253490868,0.015141292330281388,2.1773635425152316
11,211,47.9673,5.37543,22,5.3256,0,115,133,6,125,5,0.97513,43.11351,0.0,0.0,2.92857,4.914,4.68602,0.0,0.0,128.0,54.49613,0.00027,0.0,0.944,-1.0,9.617214,0.25303030013791067,21149.34912797635,0.12151543887049553,90.6789367471713,65395.01632542207,0.006086401716013902,161.5073498311192,33.90921190049913,0.7691929411764706,2.349914766206684,0.1523745002901976,610.82481738865,0.19360157037872291,1.3400366512345678,0.1044097139063454,0.21232187429939364,0.005706552793854765,92.7513369882469,0.14359804442015978,0.10170560725074866,0.015127705533963502,2.0264202900913304
12,212,48.0681,5.09149,23,4.94572,0,115,133,6,125,5,0.97568,43.19843,0.0,0.0,3.46429,4.902,4.60127,0.0,0.0,128.0,54.43748,0.00021,0.0,0.974,-1.0,9.646,0.25316606502040084,21335.438124999768,0.12103073391517025,90.01836084873045,65516.70467651205,0.006048971468172012,161.40191012319812,33.935113977502894,0.7705392156862745,2.3844096275848536,0.15223327924609445,610.538854127819,0.19360157037872308,1.290605709876543,0.10636977240699821,0.2120009545808935,0.005721737350570924,92.78576435129187,0.14427201885753838,0.10177663094446181,0.015125868062766695,2.0315794549897648
13,213,48.2272,4.83203,23,4.73086,0,115,133,6,125,5,0.99277,43.35616,0.0,0.0,2.67857,4.895,4.35415,0.0,0.0,128.0,54.38426,0.00019,0.0,0.934,-1.0,9.567277,0.25346396230939183,21590.00541857095,0.12078942404421955,89.65307180783724,65546.58984053513,0.006017528263557656,161.15298219776898,33.888996453932776,0.7692078431372549,2.3660425081147127,0.15201095268352963,610.3136621479473,0.19360157037872414,1.1453993055555556,0.10747613577715437,0.21187963186768213,0.005674611697012819,92.69539636256972,0.1439325436889923,0.10182544993381086,0.015070230539987161,2.289302682957544
14,214,48.3223,4.50142,23,4.51182,0,115,133,6,125,5,1.00224,43.44721,0.0,0.0,2.78571,4.878,4.12816,0.0,0.0,128.0,54.30474,0.00019,0.0,0.93,-1.0,9.506668,0.25342386702315384,21761.26296987788,0.12108350226436014,93.10941198787987,65627.82175630203,0.006009991764915218,161.08179843208293,33.89486524793837,0.7697207843137255,2.3074177413789756,0.15201558069165494,610.0265724650666,0.19360157037872247,1.0346739969135803,0.10950684285666847,0.21175878324150596,0.005690381533416859,92.6521697157105,0.1434752499305051,0.10181564473398748,0.015186095413456608,2.0968682509406444
15,215,48.3856,4.18579,23,4.36909,0,115,133,6,125,5,1.0073,43.51675,0.0,0.0,2.75,4.886,3.84129,0.0,0.0,128.0,54.2753,0.0002,0.0,0.95,-1.0,9.555054,0.2534551113806596,21878.503580032575,0.12154395615046636,88.7216939972403,65684.83807490708,0.006007011823796083,160.94676119372528,34.018851951316556,0.7692078431372549,2.2565458337455144,0.1513309706772905,609.8091695878726,0.1936015703787242,1.5912422839506173,0.11040518425838783,0.21170518055487839,0.005711089083171036,92.6941603683888,0.1435721767537974,0.10189349534505185,0.015216369973206226,2.2817903046180374
16,216,48.3548,3.61475,23,4.15482,0,115,133,6,125,5,0.99606,43.50088,0.0,0.0,3.21429,4.87,3.56737,0.0,0.0,128.0,54.19722,0.00022,0.0,0.969,0.49769,9.500454,0.25346465410704044,21881.789663376276,0.12158432310130046,91.05540140432973,65919.42219476211,0.005988787589803459,161.54440571510503,33.96579940230758,0.7686572549019609,2.2380501858223063,0.14988141684878178,609.545677565375,0.19360157037872394,1.3599537037037037,0.11142005067668374,0.21173244811048467,0.005721050145552892,92.66825043178872,0.14373004047230079,0.10189811704167744,0.015273757959801893,2.1955369938088185
17,217,48.4191,3.11063,23,4.10765,0,115,133,6,125,5,0.99042,43.573,0.0,0.0,2.64286,4.907,3.07205,0.0,0.0,128.0,54.18481,0.00019,0.0,1.01,-1.0,9.625891,0.2536437173058641,22005.94913708468,0.12157469600451874,86.42492555877199,66137.74106227534,0.006023406906440668,161.34894614130462,33.86736608434606,0.7691929411764706,2.200581220864011,0.1484570697246401,609.3524860499432,0.19360157037872516,1.2067418981481481,0.11284432209742822,0.211667682897314,0.0057147369031248065,92.63422519188529,0.14425907839888283,0.10195598898752081,0.015368359629008739,2.256107377225442
18,218,48.4685,2.90955,23,3.83725,0,115,133,6,125,5,0.99197,43.62455,0.0,0.0,3.0,4.883,2.63362,0.0,0.0,128.0,54.14477,0.00022,0.0,0.951,-1.0,9.463615,0.253801240728706,22147.18105695581,0.1215886685057116,90.98034561528996,66135.56851811442,0.005956218884058642,161.39116891087846,33.93397126374421,0.7686721568627451,2.153561050755533,0.14715155490442192,609.1043060141744,0.19360157037872486,1.09765625,0.11442680259366605,0.21186335562541964,0.005679163253972766,92.62242934086407,0.14471246214822564,0.10194388397992238,0.015460566899149077,2.055685847652529
19,219,48.5547,2.77098,23,3.55365,0,115,133,6,125,5,0.99016,43.70594,0.0,0.0,3.0,4.888,2.4572,0.0,0.0,128.0,54.14089,0.00018,0.0,0.951,-1.0,9.51833,0.25397180451848894,22256.456158640354,0.12169376114725722,88.80174653679538,66318.99130890038,0.005995331573055702,161.33854664691455,33.92751943329234,0.7692078431372549,2.1307390050312893,0.14614202159806436,608.9047838528986,0.1936015703787285,1.0206404320987654,0.11655606411182501,0.2119144142716796,0.005670527305473492,92.65955474658347,0.14532089737448528,0.10206726567449875,0.01567139622878518,2.099397843447633
20,220,48.569,2.68498,23,3.46103,0,115,133,6,125,5,0.99402,43.71954,0.0,0.0,2.96429,4.919,2.33677,0.0,0.0,127.0,54.10053,0.00018,0.0,0.957,-1.0,9.606046,0.25402289500490194,22241.448922734453,0.1215531393206075,92.70384343782068,66375.59129831106,0.006022198024411121,161.2808723420308,33.920027179482545,0.7690074509803922,2.0828832461342497,0.1451304283316708,608.6726696578211,0.19360157037872547,1.3837287808641976,0.11841057242516977,0.2121066252521032,0.0056726652851682565,92.65012562685104,0.14595319891655212,0.10208232601409198,0.015915957939477914,2.3370328991273635
21,221,48.576,2.86193,23,3.45242,0,115,133,6,125,5,0.9886,43.73048,0.0,0.0,3.03571,4.91,2.26108,0.0,0.0,127.0,54.11256,0.00019,0.0,1.012,-1.0,9.543425,0.2541285276050322,22279.323970811758,0.12139347663370652,88.95924972640945,66380.69423804071,0.006004145116807098,161.4624756781506,33.9286158055435,0.7692447058823529,2.097413952175353,0.14426536311577232,608.526427446527,0.1974426113577841,1.2721836419753085,0.11961588465974479,0.2122668966642069,0.005779517258101917,92.66681752452862,0.14677045338286387,0.1020914464074617,0.015975416098054748,2.295296384366729
22,222,48.5518,3.15247,23,3.64273,0,115,133,6,125,5,0.98252,43.68836,0.0,0.0,3.57143,4.924,2.41513,0.0,0.0,127.0,54.06876,0.00021,0.0,0.994,-1.0,9.610677,0.2542092743464098,22181.44302982015,0.12131772370377114,90.20827997272757,66316.02033906853,0.0060045007712058686,161.32790240902492,33.920088591399015,0.7686721568627451,2.1572752825739525,0.14341075828786326,608.3356541121547,0.1936015703787252,1.1885609567901234,0.12046894223412932,0.21240154277996798,0.005756424145784604,92.68869297931013,0.1474265423826967,0.10207027433841839,0.016082463156895002,2.308112147290584
23,223,48.5972,3.06801,23,3.77211,0,115,133,6,125,5,0.9848,43.72496,0.0,0.0,3.17857,4.905,2.6688,0.0,0.0,127.0,54.07585,0.0002,0.0,0.988,-1.0,9.570718,0.2543152745525897,22249.377864976213,0.12127164648512172,89.6831136151244,66155.75869390482,0.005957760590325823,161.2908830770639,33.99596357934269,0.7691850980392158,2.179951555885642,0.14268219928682713,608.2202140547067,0.1936015703787249,1.1012249228395061,0.12131156669670552,0.21271244533898953,0.005704314711493483,92.67969938518094,0.1477613782624887,0.10206401633496978,0.016174733999586424,2.4384283952234242
24,224,48.5951,2.91421,23,3.73393,0,115,133,6,125,5,0.98197,43.7113,0.0,0.0,3.5,4.92,2.59489,0.0,0.0,127.0,54.05375,0.00022,0.0,1.007,0.50347,9.537679,0.2543631067920201,22230.144612874326,0.12123140710152801,89.0961981899585,66104.97173332017,0.005959658850580405,161.20465965638437,33.9429916570216,0.7686274509803922,2.188888595130644,0.14201259355560822,608.0846584107869,0.19360157037873307,1.0337094907407407,0.12225712856573061,0.21296399281523973,0.0056890508685573955,92.69133276469731,0.14824022144940813,0.10199870847995171,0.01619318014437318,2.2002257917225783
25,225,48.6645,2.79512,23,3.38696,0,115,133,6,125,5,0.98236,43.7762,0.0,0.0,3.21429,4.889,2.4599,0.0,0.0,127.0,54.14455,0.00023,0.0,0.967,-1.0,9.541412,0.254451252087918,22377.821584101206,0.12110875459470509,89.95822876241293,66105.29956046709,0.005961036920662351,161.22623901375567,34.023731184594425,0.7691929411764706,2.1759153861052853,0.14133410125312687,608.0131196970909,0.1936015703787254,1.2279610339506173,0.12281471350271413,0.21338924992436736,0.0056874462387376595,92.67924225485986,0.149034211369043,0.10196968880378272,0.016225491228158726,2.143894280586013
26,226,48.6092,2.76789,23,3.49363,0,115,133,6,125,5,0.98227,43.71963,0.0,0.0,2.89286,4.907,2.35751,0.0,0.0,127.0,54.10878,0.00029,0.0,0.942,-1.0,9.593155,0.2545981927869646,22300.23481198537,0.12103201124667427,91.63299440885314,66226.72157219559,0.005921903438675939,161.12127904476347,34.02374324092158,0.7691929411764706,2.16525383512527,0.14071604913769273,607.9035396055858,0.19360157037872547,1.1061921296296295,0.12333543520790557,0.2137750795455904,0.0056753356259067345,92.71949389637163,0.1497990941187359,0.10196388224549134,0.0161293121982276,2.04072671975812
27,227,48.7029,2.7069,23,3.74058,0,115,133,6,125,5,0.98808,43.78908,0.0,0.0,3.0,4.92,2.3325,0.0,0.0,127.0,54.15904,0.00019,0.0,1.007,-1.0,9.623508,0.2547137541722472,22464.32422256223,0.12097247184919291,91.43199918133668,66370.41401070564,0.0059518892176464375,160.99156055164104,34.06317119833864,0.7705690196078433,2.1895649791903202,0.14012254302804256,607.85131702547,0.19360157037872439,0.9970582561728395,0.12406409695326172,0.2141906543741943,0.005641621454435607,92.68405040943085,0.15048897326098357,0.10200419634540296,0.016065916960829464,1.8259986671188086
28,228,48.6264,2.61797,23,3.5912,0,115,133,6,125,5,0.97957,43.72505,0.0,0.0,3.07143,4.925,2.28009,0.0,0.0,127.0,54.12217,0.00019,0.0,0.957,-1.0,9.653795,0.2547023366734636,22340.55365048147,0.1209263910333468,91.01783173719154,66318.37152510085,0.005925627609227849,161.2652298942478,34.05815049159674,0.7691929411764706,2.1240773157205073,0.1396125369053201,607.7593429066953,0.19360157037872391,0.8722993827160493,0.124863070086935,0.21460977817673438,0.005650422299833781,92.71965085929425,0.15065196003544926,0.10198788677494491,0.015943410543825164,1.8599910208877712
29,229,48.6224,2.65223,23,3.41797,0,115,133,6,125,5,0.9756,43.72535,0.0,0.0,3.0,4.911,2.20265,0.0,0.0,128.0,54.13427,0.00024,0.0,1.016,-1.0,9.638551,0.2546894079485694,22302.99250172741,0.1207837350249358,87.64560487549235,66263.8574399715,0.005950089484639304,161.41915296555436,33.89930913477768,0.7708674509803921,2.0641819974684497,0.13910345673120883,607.7163473346129,0.19360157037872405,0.7642746913580247,0.12587606754324288,0.21503186931584264,0.005684763837897721,92.7012805885106,0.15080726214411824,0.10197742204340904,0.015812582110744735,1.927601730851019
30,230,48.5329,2.56336,23,3.51187,0,115,133,6,125,5,0.98373,43.65446,0.0,0.0,3.07143,4.944,2.23558,0.0,0.0,128.0,54.11442,0.00026,0.0,0.968,-1.0,9.549314,0.2546335353974819,22191.2343856638,0.12053398844402691,90.16703524079405,66182.46745346527,0.005910298796558078,161.21202453557055,34.02219871238426,0.7694827450980393,2.0751222446513635,0.13860869725260655,607.6512886547223,0.19360157037872494,0.7951871141975309,0.12649846595328199,0.21535033191808511,0.005670854468740874,92.7133882342132,0.15086886339875627,0.10196056241004331,0.015705581487978508,2.0435507519711873
31,231,48.5817,2.61513,23,3.50054,0,115,133,6,125,5,0.98477,43.70544,0.0,0.0,3.21429,4.929,2.15567,0.0,0.0,128.0,54.13261,0.00025,0.0,1.01,-1.0,9.539276,0.25465567831169883,22239.275258594775,0.12042227142864752,87.75224302940174,66275.40681449417,0.005921265476284135,161.29326841052594,34.02568449797453,0.7708674509803921,2.061300701947131,0.13811518527546765,607.6176344605312,0.19360157037872414,0.6560088734567902,0.12716420097298434,0.21566198069392545,0.005672319835022303,92.67226555585572,0.15061138289939358,0.10197678064218776,0.015612351838838046,1.9194738124811292
32,232,48.5352,2.65454,23,3.2814,0,115,133,6,125,5,0.98529,43.66347,0.0,0.0,3.10714,4.922,2.20235,0.0,0.0,128.0,54.10793,0.0002,0.0,0.964,0.50823,9.619036,0.25470209084126083,22163.263915851257,0.12027528229961522,90.86213585165439,66301.47356468574,0.005918260127371039,161.07484404927132,34.12223231939622,0.7708886274509804,2.0806893330254383,0.1376710769560508,607.5508337984692,0.19360157037872464,0.5823206018518519,0.12766807743296033,0.2159032343259639,0.005691218797099992,92.67638660476892,0.1506717057746576,0.10194843897579137,0.015525845508637306,1.9519259075101625
33,233,48.5789,2.61838,23,3.25054,0,115,133,6,125,5,0.98767,43.71664,0.0,0.0,3.42857,4.923,2.23645,0.0,0.0,128.0,54.12994,0.00025,0.0,1.004,-1.0,9.549762,0.2546628802333673,22241.115194743546,0.1201523885477992,86.69441398800993,66276.08437899433,0.005924011941313967,161.32328673169323,33.96830561131607,0.7708894117647059,2.1232551917540907,0.13727205252909402,607.5212786436713,0.19360157037872494,0.5711805555555556,0.12820354376641963,0.21614622544420614,0.005715475739016633,92.63613133405285,0.15089978946003507,0.10197546690930868,0.015498982322290822,2.1022102859674807
34,234,48.531,2.49369,23,3.33728,0,115,133,6,125,5,0.98413,43.6793,0.0,0.0,3.64286,4.908,2.20197,0.0,0.0,128.0,54.11816,0.00025,0.0,0.963,-1.0,9.627491,0.25465888049933255,22176.581518124145,0.12000358145492551,90.73288524605064,66263.19811079394,0.00590195043155719,161.51086100528067,33.959756168318386,0.7716552941176471,2.100399619654031,0.13687171242617757,607.4586149860531,0.19360157037872475,0.6027199074074074,0.12876688333909203,0.21642866270764247,0.005731066246004373,92.71150069639685,0.15090666385314758,0.1020307418938402,0.015458219700177519,2.1965288405632717
35,235,48.5254,2.29016,23,3.25163,0,115,133,6,125,5,0.98504,43.68608,0.0,0.0,2.78571,4.919,2.09553,0.0,0.0,128.0,54.15226,0.00027,0.0,0.981,-1.0,9.597777,0.25463132986559783,22092.580313494513,0.1199092495837976,88.6448185267041,66370.70894477887,0.005902593907257724,161.243588379413,34.069689338589896,0.7709270588235295,2.0529179069973478,0.1365306388366231,607.4234623800039,0.19360157037872439,0.6617959104938271,0.12922272667725018,0.21662495911304344,0.005709498769586419,92.65117497578348,0.15128344334750302,0.10207751997554786,0.015410125317380525,1.8561919443943349
36,236,48.5589,2.15223,23,3.1628,0,115,133,6,125,5,0.99384,43.71942,0.0,0.0,3.21429,4.927,1.91532,0.0,0.0,128.0,54.13595,0.00025,0.0,0.966,-1.0,9.69763,0.2547085557910239,22172.907134280624,0.11988074144481449,88.0867265544552,66395.81848358046,0.005933453054660243,161.46117474878923,34.06748397262008,0.7714101960784314,1.9790458865030829,0.1361905245750591,607.3684089392094,0.1936015703787247,0.7010513117283951,0.12999592925262024,0.21682660107477625,0.005729491007570329,92.62135919044351,0.15156491058332391,0.10201803196887974,0.015398003462956503,1.9245760046435416
37,237,48.5461,2.18569,23,3.14611,0,115,133,6,125,5,0.9874,43.71364,0.0,0.0,3.25,4.924,1.79417,0.0,0.0,128.0,54.17178,0.00025,0.0,0.965,-1.0,9.655931,0.25469480540618494,22128.212136299688,0.11980610805379331,88.80641950110962,66259.08843737321,0.005922245021083157,161.21446346950094,34.0649557231385,0.7708894117647059,1.9162182027003298,0.13591239176857361,607.3413248690581,0.19360157037872358,0.6902006172839507,0.13050270336851716,0.2168685462115656,0.0057634433329762326,92.63304298496699,0.15153029461354345,0.10205333262255475,0.015402522226177679,2.0635387324097394
38,238,48.1257,2.20376,23,3.44815,0,115,133,6,125,5,0.98865,43.3638,0.0,0.0,2.78571,4.954,1.82581,0.0,0.0,128.0,54.15859,0.00017,0.0,0.959,-1.0,9.524839,0.25459497688341626,21365.199186413978,0.1197413433161543,89.76401784541638,65895.31200198011,0.005926838826930219,160.9926378723916,34.09084819275655,0.7708894117647059,1.920902918787243,0.13559467500516828,607.2982732902378,0.19360157037872897,0.6609278549382716,0.13092378542652108,0.2168161568347015,0.0057549816810608286,92.76694872549434,0.15129117518262475,0.10202683423432361,0.015451020539972968,2.1001958014742312
39,239,48.083,2.32639,23,4.39303,0,115,133,6,125,5,0.98171,43.28354,0.0,0.0,2.96429,4.952,1.84055,0.0,0.0,128.0,54.18397,0.00022,0.0,0.946,-1.0,9.654608,0.2546775352070411,21790.507716553675,0.11969101377685176,88.16499666764238,66286.03577050034,0.005926567172537384,161.1649979826853,34.10636864179447,0.7708745098039217,1.9500908840406692,0.13533277300611166,607.2915396022546,0.1936015703787248,0.6360918209876543,0.13135415771650835,0.21682635178148818,0.00573931965307346,92.81799640935017,0.15087265616075943,0.10199219458483601,0.015473015564928829,1.9611362572359827
40,240,49.1814,2.5685,23,4.98336,0,115,133,6,125,5,0.98321,44.23662,0.0,0.0,2.92857,4.848,1.95085,0.0,0.0,128.0,54.18891,0.00025,0.0,0.989,0.50103,9.601736,0.2548559691842058,23323.268338145797,0.11963507759331041,88.27823119286364,66480.89517752313,0.00592645310562035,161.19290982552974,34.06152607482157,0.7719011764705883,2.0068844105464168,0.13511265556644872,607.2605823939302,0.19360157037872425,0.6820987654320988,0.13176280594828574,0.21701726369982036,0.005744917192802939,92.52764993519219,0.15061234066125595,0.10206308485982454,0.01548705078706724,2.5066534237166755
41,241,48.3449,2.79016,23,5.49022,0,115,133,6,125,5,0.98734,43.5387,0.0,0.0,3.07143,4.913,2.16103,0.0,0.0,128.0,54.19239,0.00026,0.0,0.988,-1.0,9.602168,0.2548151057801892,21699.157389889526,0.11957568476623917,88.33226737598031,66113.14456523108,0.005918129406180033,161.50868945946922,34.03321197886526,0.7708894117647059,2.015477183385853,0.13485424509580832,607.2603434308741,0.1936015703787247,0.6300636574074074,0.1322110418504601,0.21701427062443165,0.005756152115041205,92.71769514583792,0.15046071292362717,0.10216820104299838,0.015540566065322978,1.9578394233766434
42,242,47.5143,2.76956,23,4.76656,0,115,133,6,125,5,0.97938,42.82712,0.0,0.0,3.53571,4.978,2.35473,0.0,0.0,128.0,54.15719,0.0002,0.0,0.985,-1.0,9.576388,0.2546761779769502,20513.10047993803,0.11946517702378599,87.94574280465191,65798.30732747223,0.005887718570393811,161.29961831416358,34.04303619008006,0.7708894117647059,2.073524594459193,0.1345269916693405,607.2319865729748,0.19360157037872536,0.6350790895061729,0.13241151973149734,0.2168945128952282,0.005762428480809452,92.8860233295557,0.15048202316759104,0.10210531712339657,0.015580238241069796,1.9801275084974825
43,243,48.0458,2.77928,23,4.83883,0,115,133,6,125,5,0.9776,43.25601,0.0,0.0,3.14286,4.93,2.33735,0.0,0.0,128.0,54.18408,0.00022,0.0,0.983,-1.0,9.590629,0.25468523792040393,21588.213383950635,0.11940605539332091,85.40482393642884,66147.70807909593,0.005890637915004828,161.39620474510292,34.002778983410494,0.7711494117647059,1.9906804066007884,0.1342546519557502,607.2212768126024,0.1936015703787235,0.6166087962962963,0.1326551675679248,0.21681466196518578,0.005729285293865673,92.765813282815,0.15039573053715097,0.10205278806128594,0.015592640004135181,1.9860273215476036
44,244,49.0514,2.78401,23,4.68979,0,115,133,6,125,5,0.98436,44.1235,0.0,0.0,3.07143,4.792,2.34699,0.0,0.0,128.0,54.19481,0.00021,0.0,0.973,-1.0,9.556853,0.2547697422847506,23086.39370122402,0.1194533268706018,90.02634140822788,66471.98458098937,0.005901407668697483,161.32938865492167,34.01590870044849,0.7725560784313726,1.9707914492586964,0.13403193838562064,607.1950108550357,0.1936015703787248,0.6593364197530864,0.13296599048959182,0.21685710067958183,0.005749808927569937,92.503671402565,0.15033507555055853,0.10210792360862836,0.015618170300197765,2.0836097840106476
