,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blur,cubcol.0.5,movement,uhdhdsim,cubcol.1.0,saturation,cubcol.0,temporal,cubcol.0.3,noise,cubrow.0.5,cubrow.0,cubrow.0.3,tone,cubrow.1.0,cubcol.0.6,contrast,staticness,fft,cubrow.0.6,color_fulness,blockiness
10,310,45.3253,22.8724,29,30.4671,0,108,122,7,130,6,0.99666,44.36613,0.0,0.0,1.96429,8.262,19.57162,0.0,0.0,125.0,37.60297,0.00042,0.32,1.935,-1.0,2.284806,13582.04815941923,0.0670994716536558,11.505015432098766,95.67580252066102,0.1105993195253552,32.39039065514081,0.15804810262762256,6.543586538574136,0.06578684247313316,0.32321042227648483,0.05572816536081022,0.0362544075378411,0.08152248602486831,0.5574282352941176,0.05556678745553523,0.11386515392944749,88.86610674064517,281.569204342432,64225.2483343992,0.05737258661248122,94.65341441153393,3.6106148808908642
11,311,45.4116,22.9263,29,27.7838,0,108,122,7,130,6,0.99268,44.48964,0.0,0.0,2.17857,8.21,19.63452,0.0,0.0,125.0,37.72017,0.00044,0.32,2.363,-1.0,2.366034,13643.04560588039,0.07467397931679814,12.58521412037037,95.63119624888859,0.10965763363028252,32.552915219907405,0.16239978315983236,6.53984860863131,0.06740484475380969,0.32321042227648494,0.0551817363931361,0.0361111059507584,0.0811293683228681,0.5585301960784314,0.05520803601766908,0.11295546384138956,91.42104477472435,278.8546463596479,64200.12283146794,0.05707130982198044,94.84886946029556,2.5929873808307895
12,312,45.435,22.958,30,27.6441,0,108,123,7,130,6,0.99364,44.5289,0.0,0.0,2.5,8.217,19.67971,0.0,0.0,125.0,37.73935,0.00039,0.31,2.09,-1.0,2.333154,13574.220822976038,0.08085418856661045,11.759500385802468,95.4985916157166,0.11025440070803509,32.23053185733748,0.165079150707705,6.539448282638726,0.06848248492796033,0.32321042227648467,0.05484404637152164,0.0357124163114545,0.08073238723961372,0.559778431372549,0.05493322268724977,0.11153426876128128,90.03979734332346,276.2073874423613,64364.618101001644,0.0567595815261598,93.91040726486835,2.898906768297988
13,313,45.3649,22.9557,29,30.0617,0,108,123,7,130,6,0.9927,44.48678,0.0,0.0,3.89286,8.272,19.70876,0.0,0.0,125.0,37.71674,0.00033,0.31,2.328,-1.0,2.325344,13476.04374478497,0.08664128929198373,10.5390625,95.46700136030341,0.11201261750907171,32.364704461745276,0.1659334114523721,6.5491049237443075,0.06811073696664109,0.32321042227648816,0.05459838994011151,0.03552433972411778,0.08045052185409418,0.5603835294117647,0.054390524588612946,0.11178103164255429,89.46285818497718,273.72040102277015,64220.39953851078,0.05657614951022919,95.8830636937652,2.9583811892173766
14,314,45.2765,22.9429,29,28.8989,0,108,123,7,130,6,0.98507,44.39182,0.0,0.0,2.53571,8.325,19.70068,0.0,0.0,125.0,37.8372,0.00029,0.32,2.16,-1.0,2.250311,13359.943049146403,0.09161358877446042,9.863474151234568,95.4208165975456,0.11455473733885052,32.34297933696229,0.16630546859040288,6.5223217446978206,0.0676322291903229,0.3232104222764847,0.05473895431581783,0.03541774537179988,0.08011196554765565,0.5620333333333333,0.053712522312123326,0.11195669128580134,86.88639377157854,271.51795693575355,64085.32517510544,0.05650868316038036,95.78523039189555,3.0292572260855932
15,315,45.1559,22.9041,29,26.0288,0,108,123,7,130,6,0.98996,44.31351,0.0,0.0,2.85714,8.42,19.68836,0.0,0.0,125.0,37.943,0.00029,0.32,2.125,-1.0,2.291265,13175.990874683164,0.09624930083886206,11.05883487654321,95.31042144618854,0.11629505480382257,32.297835173430265,0.1667107055664359,6.488605724177357,0.0671936597961058,0.3232104222764849,0.05489596325074592,0.035223250542575864,0.08012684278911235,0.5638129411764705,0.05348863588694537,0.11166450286422898,90.05553072524538,269.58344873086577,63870.21218897626,0.0562693937598499,94.80010650247479,2.3385070663988987
16,316,45.0035,22.881,29,28.7919,0,108,123,7,130,6,0.99401,44.18817,0.0,0.0,1.78571,8.37,19.66247,0.0,0.0,125.0,37.90603,0.00041,0.32,2.117,0.35828,2.346272,12913.689998828238,0.0997899772411123,12.228491512345679,95.30379208374654,0.11504585420050159,32.33400528519242,0.16577324743292368,6.4830267048590535,0.06649480852453515,0.3232104222764851,0.05494021633482381,0.03514307276781527,0.08011607116194965,0.5642443137254902,0.053722908075634124,0.11034561691885132,88.57006022444114,267.95247614551397,63583.59229928469,0.05592129641517726,96.43524676746205,2.291745951740609
17,317,44.8159,22.836,29,29.9614,0,108,123,7,130,6,0.99669,44.01004,0.0,0.0,3.89286,8.405,19.63837,0.0,0.0,125.0,37.91879,0.00031,0.33,2.226,-1.0,2.298618,12720.89029081602,0.10306355856639392,11.954185956790123,95.2828630900778,0.11561880261148294,32.30161502037519,0.16531550381868573,6.4612334189563745,0.06615812580970613,0.3232104222764853,0.0550790165831161,0.03497515992137112,0.07984207418422917,0.5637980392156863,0.05336851629202618,0.10845465561155893,86.0327560290824,266.6329192730306,63567.41155269847,0.05587087889649483,96.05694970023721,2.638314456484473
18,318,44.4214,22.7556,29,28.9206,0,108,123,7,130,6,0.97832,43.66368,0.0,0.0,2.25,8.47,19.60077,0.0,0.0,125.0,37.8581,0.00035,0.32,2.039,-1.0,2.357308,12447.362747058212,0.10581423077535347,11.630111882716049,95.38993720571098,0.1152190225926384,32.311761926721644,0.1642283678644504,6.468915166078925,0.06684320176273494,0.3232104222764846,0.055376310368087434,0.03481036463681621,0.0796394294514189,0.5622898039215687,0.05306723668554756,0.10643608996507052,89.47439979206963,265.5232347223567,63478.87690022207,0.055486222070676376,96.01905305021279,2.78657282127372
19,319,44.1819,22.6162,29,26.9628,0,108,123,7,130,6,0.98698,43.39374,0.0,0.0,3.39286,8.517,19.53174,0.0,0.0,125.0,37.76136,0.00033,0.32,2.048,-1.0,2.335911,12406.517795893298,0.10840586313739878,11.380594135802468,95.51206183650665,0.11558474187165657,32.39992005148052,0.16337455961916655,6.484552364449219,0.06718056986269672,0.3232104222764809,0.05585916997070558,0.034614711326452705,0.07953028207061985,0.5611929411764707,0.05251941283754552,0.10443296426557598,88.58802965096207,264.5346301114988,63550.88804512586,0.0554609843614645,97.09782602958927,3.661559924654821
20,320,44.1225,22.4986,29,29.315,0,108,123,7,130,6,0.98732,43.29005,0.0,0.0,2.5,8.489,19.41322,0.0,0.0,125.0,37.79833,0.00036,0.32,2.131,-1.0,2.365334,12385.29895420886,0.11070553316486295,12.752604166666666,95.61738024439073,0.11283394760618763,32.401111555688175,0.16438779560780994,6.466025337693588,0.06812193828800248,0.3209927962332576,0.05616823182035606,0.03454154064616449,0.07926643134544607,0.560875294117647,0.052029473353904045,0.10231494609681317,90.01131876985217,263.66734924386,63442.633728786604,0.05541668068403806,96.41068489287787,3.430301125574217
21,321,44.2673,22.4575,29,29.7496,0,108,123,7,130,6,0.98964,43.41021,0.0,0.0,1.53571,8.485,19.31013,0.0,0.0,125.0,37.77624,0.0004,0.32,2.186,-1.0,2.381608,12575.688035174255,0.11463652883021666,13.29345100308642,95.56266754503491,0.11477578615608536,32.5769613760489,0.16806530144963172,6.454018060021553,0.06872133482361613,0.3232104222764803,0.056547671264113274,0.03434042397799085,0.07866028183252444,0.5595729411764706,0.05138104320461338,0.10055650399618771,86.68683257730248,262.84734101762814,63961.26915825492,0.05503110202981831,94.24719088485753,3.7769697627195757
22,322,44.1642,22.5744,29,27.1964,0,108,123,7,130,6,0.98793,43.27601,0.0,0.0,3.28571,8.499,19.27925,0.0,0.0,125.0,37.58692,0.00036,0.32,2.217,-1.0,2.387074,12552.962981297285,0.12012442187195227,13.167341820987655,95.71924028265556,0.11680555352455238,32.52237013828607,0.16795194325474155,6.467864059826797,0.06893333345895818,0.3209927962332546,0.0567205472000315,0.034227608971449906,0.07820318685929877,0.5563627450980392,0.05069696341441738,0.09888799204802037,87.3867849024306,262.17228937121257,63850.98219796107,0.054852493539652825,95.1128851642669,3.4467813884409
23,323,44.2173,22.6872,29,28.742,0,108,123,7,131,6,0.98917,43.31068,0.0,0.0,2.46429,8.626,19.3802,0.0,0.0,125.0,37.59044,0.00045,0.32,2.214,-1.0,2.36402,12658.558508996215,0.12331647477331534,12.95630787037037,95.71541693253397,0.11920481005802937,32.5849260871793,0.16834233120998857,6.471599440013697,0.07004449768642311,0.3232104222764835,0.056897281532657766,0.03412362407227443,0.07754428705488028,0.5554996078431372,0.05008484349891105,0.09750342141218137,86.74203192611144,261.59186317724533,63958.0678677345,0.05463012356803084,93.20519916205394,3.0519221667442524
24,324,44.1556,22.7152,29,29.5405,0,108,123,7,131,6,0.98977,43.21772,0.0,0.0,3.35714,8.616,19.48145,0.0,0.0,125.0,37.54582,0.00035,0.32,2.118,0.3651,2.411088,12676.49035315735,0.12832882917184987,13.155092592592593,95.85701958949952,0.12084772032370104,32.5307950620298,0.16912948695250232,6.497712456565763,0.07099864150656433,0.32099279623325366,0.056859877944749934,0.033892099495393964,0.0770430362554729,0.5542952941176471,0.04964914897942904,0.09638161169463967,90.21818297934179,261.0783092808873,63939.62349533651,0.05457050334315699,93.37996467330203,3.2852434907133485
25,325,44.3655,22.8003,29,28.9906,0,108,123,7,131,6,0.98888,43.35858,0.0,0.0,3.17857,8.559,19.50052,0.0,0.0,125.0,37.51198,0.00046,0.32,2.123,-1.0,2.37219,12783.360075230685,0.13018830774670195,13.882474922839506,95.87851342525121,0.11734690898822063,32.51771978684413,0.1718573391447219,6.48210505846213,0.07117295235693612,0.3171517552541923,0.05686814003922979,0.033639803495258684,0.07652552289015394,0.5533211764705882,0.04918899193631662,0.0954351721087661,89.93258742483003,260.5998126994461,64011.297840237516,0.05435981495402239,92.89786697028222,3.941146245331132
26,326,44.6201,22.9623,29,28.0931,0,108,123,7,131,6,0.98669,43.60697,0.0,0.0,4.64286,8.608,19.58457,0.0,0.0,125.0,37.61855,0.00035,0.32,2.203,-1.0,2.450553,13006.945243914231,0.13308619630087848,14.059220679012345,95.89061281523038,0.11605779589612615,32.80446389280719,0.1727151283369488,6.456384226491837,0.07189970475422752,0.3171517552541905,0.05688640311456869,0.0333867980299378,0.0761584407905695,0.5541843137254902,0.04884154346525308,0.09389345190646944,88.0448082252909,260.15315434029475,64007.3136406716,0.0541446226125224,90.85573478308964,3.709737668791305
27,327,44.8666,23.1029,29,29.5573,0,108,123,7,131,6,0.9957,43.79404,0.0,0.0,5.21429,8.6,19.71532,0.0,0.0,125.0,37.75733,0.00036,0.32,2.315,-1.0,2.4135,13255.1337531252,0.1358212846189509,14.093605324074074,95.84186890779793,0.11891214561325193,32.805628647038965,0.17572395933943727,6.462165243636197,0.07389097485193247,0.3193693812974204,0.057878630232871965,0.03318968904068732,0.07573703395251215,0.5551494117647059,0.04831063394033953,0.09237331467213725,86.7788436115504,259.7073791832182,64220.778013139505,0.05397981048365023,90.8456651601029,3.395743773851355
28,328,45.0645,23.1311,29,29.3867,0,108,123,7,131,6,0.99682,43.94991,0.0,0.0,3.39286,8.543,19.83743,0.0,0.0,125.0,37.8347,0.00037,0.32,2.293,-1.0,2.489796,13579.475850737772,0.13881562771966646,14.252411265432098,95.88014323694934,0.12193692745784504,32.73426423249421,0.18067179414633203,6.476556838613886,0.07581870208192067,0.31936938129742015,0.05813284981208168,0.0331010828998977,0.07541769260179967,0.5560740784313725,0.04796035947657996,0.09116579252565184,86.52137087682897,259.2813577793284,64443.81084282294,0.05379460343730801,91.91865257969121,2.360689627482141
29,329,45.2696,23.1303,29,29.2432,0,108,123,7,131,6,1.00451,44.13839,0.0,0.0,4.25,8.47,19.86436,0.0,0.0,125.0,38.01743,0.00036,0.32,2.293,-1.0,2.486027,13654.472465258477,0.14108004733416946,14.639805169753087,95.84587334674161,0.12338761068819784,32.700236944504724,0.18225092610201094,6.4581932357365375,0.0768542922527676,0.31715175525418643,0.05859627011017268,0.03291822466181782,0.07519836078056304,0.5579113725490196,0.0476579890687955,0.08990075224607372,89.05570782137107,258.8633317591335,64626.10565930185,0.053708384838299025,91.06129559674028,2.5299318498186665
30,330,45.3912,23.2056,29,30.0506,0,108,123,7,131,7,0.98947,44.26956,0.0,0.0,4.78571,8.412,19.86004,0.0,0.0,125.0,38.20757,0.00028,0.32,2.323,-1.0,2.455812,13759.280226772718,0.1439268898277278,15.053626543209877,95.85680873383856,0.12394277125873131,32.54765037254051,0.1840971609879865,6.452454973610525,0.0790199285373088,0.31715175525419076,0.05913309829946097,0.03296135178135701,0.07495686576950658,0.5597557843137251,0.04756018809819743,0.08879732262444576,89.37929483321743,258.38434487378095,64405.59544536142,0.05361989513388325,91.37429651804793,3.117241369595819
31,331,45.4282,23.2968,29,29.3987,0,108,123,7,131,7,0.9927,44.31472,0.0,0.0,3.92857,8.189,19.93016,0.0,0.0,125.0,38.29059,0.00029,0.32,2.332,-1.0,2.421266,13686.491882026821,0.1460526261116794,15.208719135802468,95.88021389165057,0.12466600275850383,32.63332790798611,0.18386825851315475,6.464679404023891,0.08340444269135935,0.31715175525419026,0.05971067058706438,0.033039689393937234,0.07477214967327915,0.5621611764705883,0.04762836113438677,0.08917413628554004,89.50799093119909,257.82465351425486,64446.249219437144,0.05374671025673196,92.45921937534627,3.0836211267342724
32,332,45.4291,23.4123,29,29.5458,0,108,123,7,131,7,1.00032,44.29855,0.0,0.0,3.82143,8.427,20.0093,0.0,0.0,125.0,38.36282,0.00026,0.31,2.207,0.37757,2.473183,13725.530799663584,0.14760395227343429,15.179253472222221,95.83292766750927,0.1260251738298548,32.48117008915654,0.18454066010500064,6.449563988596758,0.08903451407309568,0.3209927962332533,0.060361345892907654,0.03307748941973083,0.07455184912700497,0.5643474509803922,0.04765430440185273,0.08988311088199907,91.92295221783345,257.28338237323084,64342.3432058784,0.05427442964901378,91.4799393117472,3.4348974050229724
33,333,45.6057,23.5442,29,31.0536,0,108,123,7,131,7,0.993,44.48023,0.0,0.0,3.0,8.232,20.10564,0.0,0.0,125.0,38.44797,0.00025,0.32,2.904,-1.0,2.424475,13905.158815276833,0.14903753633727224,15.049720293209877,95.71177326432888,0.12781053810590365,32.44623914177035,0.18644219380312185,6.465766630283214,0.09121408478803776,0.3171517552541909,0.06084429818187723,0.033060717489630784,0.07437840213592421,0.5663505882352942,0.04764532725887112,0.09111270516932998,89.51012149236035,256.75587557820637,64154.33529356232,0.054944386519936814,92.29579535932118,3.006415066832311
34,334,45.8052,23.6378,30,29.5068,0,108,123,7,131,7,0.99917,44.68984,0.0,0.0,4.39286,8.251,20.21935,0.0,0.0,125.0,38.44633,0.00019,0.31,2.784,-1.0,2.492788,13989.791818405572,0.15089237596078273,15.261429398148149,95.61184026239354,0.1297671821381894,32.47834872022087,0.1883628904648181,6.486417519429991,0.09401010514408466,0.31715175525419087,0.061210511770448846,0.0330431038511378,0.07421023276694631,0.5695360784313725,0.04771270882053132,0.09227594469274635,90.20273034644347,256.22218548236924,64154.33332643564,0.05578041376345936,93.24986059169967,3.3140599179717554
35,335,45.9011,23.6433,30,30.5131,0,108,123,7,131,7,1.00338,44.78913,0.0,0.0,2.85714,8.269,20.30223,0.0,0.0,125.0,38.4994,0.00018,0.32,2.717,-1.0,2.47285,14133.8348756848,0.15186402146280017,15.53173225308642,95.54770630141505,0.13095772606101258,32.47552320692274,0.18827986660639143,6.455614770318719,0.09539630472313242,0.31715175525419154,0.061582506014341155,0.033064096913127845,0.07399640594170745,0.5713733333333334,0.047655630615394524,0.0936362230537053,91.53495080601849,255.72641066796334,64052.94616563225,0.05624623579326185,94.08245791190683,1.8538892634528203
36,336,45.8514,23.6693,30,32.3345,0,108,123,7,131,7,0.99953,44.67586,0.0,0.0,2.85714,8.315,20.3073,0.0,0.0,125.0,38.56475,0.00021,0.32,2.719,-1.0,2.466167,14225.349772913849,0.1520343851401352,15.418016975308642,95.5774558490201,0.130122100758761,32.55057082941503,0.18685734823838165,6.43668932677776,0.09381316123876768,0.3209927962332494,0.06201754181864905,0.033023071123064816,0.07381255092323637,0.5719972549019608,0.04756721920586088,0.09511130026248898,91.88865698583689,255.2710552734749,63771.755340866395,0.05689246867148749,93.68481156316288,2.3467783686901913
37,337,45.643,23.7356,30,30.3522,0,108,123,7,131,7,1.01067,44.46443,0.0,0.0,1.82143,8.407,20.32783,0.0,0.0,125.0,38.48728,0.0002,0.32,2.851,-1.0,2.455813,13906.745649950568,0.15186380793917104,15.198543595679013,95.66968718027013,0.12857674064911256,32.41311268747589,0.18702127301278873,6.448049234262184,0.09363559029939236,0.3209927962332531,0.06225377433078751,0.0329366891072322,0.07363691611562756,0.5726152941176471,0.0475185019449035,0.09639473524320263,90.65220067513957,254.9257679408211,63830.38196294004,0.05740179219338501,94.93774064272401,2.503263368244389
38,338,45.7899,23.8307,30,29.657,0,108,123,7,131,7,1.00284,44.63426,0.0,0.0,2.71429,8.443,20.39172,0.0,0.0,125.0,38.51306,0.00025,0.31,2.574,-1.0,2.459608,13941.35517523894,0.14989050001318718,15.113136574074074,95.61227640215529,0.12701385430021647,32.633663789725595,0.18863214064717213,6.4270349859117575,0.0928731056200283,0.31715175525419015,0.06277015857953608,0.03280768690015006,0.07350951457641604,0.5741631372549021,0.04751633732296615,0.0974874740981551,91.96713369684558,254.6935337960165,63955.45010039803,0.05757487004151932,95.82330628245596,3.208657196553155
39,339,46.0133,23.9091,30,30.8778,0,108,123,8,131,7,1.00524,44.85493,0.0,0.0,4.10714,8.447,20.47437,0.0,0.0,125.0,38.5652,0.00029,0.32,2.741,-1.0,2.430672,14183.916643418945,0.14839804971603276,15.11279899691358,95.63868807500683,0.12562269663160183,32.66502907835407,0.188448923250381,6.443858979232761,0.0927651727200038,0.3209927962332516,0.06342565011163379,0.03275408812542845,0.07333656163584194,0.5751243137254902,0.047605458721275716,0.09853714569935085,92.59516298541021,254.49127873890566,63988.87232201919,0.057981217443640036,94.95300754503374,2.6234403115105924
40,340,45.931,24.0504,30,29.7246,0,108,123,7,131,7,1.00023,44.79312,0.0,0.0,3.10714,8.559,20.53046,0.0,0.0,124.0,38.47507,0.00029,0.32,2.371,0.37423,2.502872,14006.703996604947,0.14715833386269106,15.201630015432098,95.68994799934883,0.12422067166766633,32.68269103250386,0.18748457385521633,6.479648021101629,0.09251995095480377,0.317151755254191,0.06391206319958509,0.032672782651606204,0.07323740802901371,0.5750341176470588,0.047777740182196625,0.09952801422425687,87.49794161779273,254.30529941260835,63779.41947816122,0.058140142632033466,94.97135477471468,2.7128298420825074
41,341,45.729,24.243,30,30.1603,0,108,123,7,131,7,1.00654,44.68231,0.0,0.0,3.53571,8.736,20.65346,0.0,0.0,124.0,38.42537,0.00021,0.32,2.651,-1.0,2.527906,13594.24870563627,0.14658758304208894,15.18311149691358,95.47541132219533,0.1228691460438797,32.73031145260658,0.18770859904451925,6.476253252624517,0.09188828896538863,0.31715175525419176,0.0643102946310138,0.03257164729887878,0.07304388623041788,0.5756301960784314,0.04780064108326279,0.1006111465977164,88.48592500993409,254.12109078375715,63773.72264542188,0.05801949034448058,94.05573625272297,2.6311032028550967
42,342,45.8911,24.3273,30,29.3432,0,108,123,7,131,7,1.00504,44.79487,0.0,0.0,2.64286,8.757,20.82758,0.0,0.0,124.0,38.48785,0.00022,0.32,2.477,-1.0,2.545477,13894.66885627853,0.14696715733427637,15.15258487654321,95.5618242779925,0.12163089768482899,32.85052772804543,0.18818650584110533,6.494803401610078,0.09205112983572863,0.31715175525419054,0.06485795129857642,0.032547678365782366,0.07293818918156632,0.5777364705882353,0.04784488277778921,0.10203136040792862,88.11814675979294,253.91486930283375,64007.95687586112,0.05795078122448479,94.99933502834467,3.1451988656902996
43,343,45.7425,24.1251,29,31.2266,0,108,123,7,131,7,1.00543,44.62064,0.0,0.0,2.64286,8.945,20.89398,0.0,0.0,125.0,38.36999,0.00022,0.32,2.486,-1.0,2.528927,13782.338666980073,0.1454551374929643,14.997926311728396,95.62971725928614,0.12221465040408822,32.77823083194685,0.18833532308894954,6.467767589065222,0.09267663203930988,0.31493412921096137,0.06521686937661858,0.03255379633992452,0.07265929280842992,0.5791878431372549,0.047871760623788645,0.10457222247805013,87.72233189503474,253.67864461263244,64155.622725994035,0.05795887438757572,95.91055483270338,3.449932670058461
44,344,45.6832,24.2215,29,28.4413,0,108,123,7,131,7,1.00184,44.55469,0.0,0.0,3.25,8.967,20.72146,0.0,0.0,125.0,38.09011,0.00031,0.31,2.398,-1.0,2.517913,13688.308496171807,0.1441778097716002,14.818094135802468,95.64824900036655,0.1262027892103029,32.76901791419512,0.18773975201001775,6.455543553169821,0.09417693401481365,0.3149341292109611,0.06542001774055399,0.03252662762065339,0.07243800568255279,0.5765745098039216,0.04785322499376419,0.10651533407474362,90.787299989534,253.4017947504278,64380.72968826007,0.05790873754797797,94.91386746039478,3.1219145209159542
