,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,color_fulness,cubcol.0.5,cubrow.0,cubcol.0.3,cubrow.1.0,cubrow.0.6,cubcol.0,cubrow.0.3,blur,blockiness,cubcol.1.0,cubcol.0.6,fft,staticness,tone,temporal,uhdhdsim,saturation,noise,movement,contrast,cubrow.0.5
11,511,48.2544,3.92819,24,4.10477,0,116,132,6,125,5,0.98961,43.58315,0.0,0.0,2.92857,5.097,3.43014,0.0,0.0,128.0,54.42541,0.00016,0.0,0.968,-1.0,9.624573,161.93523904835138,0.13787413496952008,0.10046088511606434,0.0587236875454893,0.14095961738936297,0.13171354121345558,0.006174568155245684,0.2100768415699805,20926.187201031615,1.9605687948051098,0.006027190196705681,0.15395249904267974,65834.16783666553,618.5727977404415,0.7518023529411765,2.2739649165313054,92.67181076520144,34.203389485677086,0.1996602374010142,1.1246141975308641,92.02841945183054,0.2488564065418884
12,512,48.3089,3.91037,24,4.66152,0,116,132,6,125,5,0.98446,43.63729,0.0,0.0,2.96429,5.134,3.34226,0.0,0.0,128.0,54.43921,0.00016,0.0,0.98,-1.0,9.500682,161.8982367137399,0.13915804909974303,0.10043099850042009,0.06002488829468504,0.1409467482491942,0.13163657411050317,0.006174839357005091,0.2096889636187598,20902.646907186976,2.0344149194008527,0.005979581406808286,0.15385386390789263,65724.79458592473,618.636665482385,0.7518023529411765,2.263104769341548,92.65660103200864,34.21202727894725,0.19966023740101627,0.9797453703703703,87.44425651615265,0.24865936002437905
13,513,48.3932,4.58046,24,4.35057,0,116,132,6,125,5,0.98852,43.72074,0.0,0.0,3.03571,5.126,3.32605,0.0,0.0,128.0,54.49136,0.00021,0.0,0.996,-1.0,9.56165,161.68329959960514,0.14049116131072917,0.10047552066191949,0.06015812885555818,0.14114074610106045,0.13165602786880298,0.00614036434096234,0.20962806346804408,21017.077763259927,2.0321026667364546,0.005976479947002897,0.15382831059163493,65748.41489231671,618.756540043764,0.7518023529411765,2.202466292021222,92.63062357706367,34.1943660783179,0.1974426113577881,0.7543885030864198,87.15392558527813,0.24854919145529863
14,514,48.3123,5.28288,23,4.38701,0,116,132,6,125,5,0.98657,43.65123,0.0,0.0,2.85714,5.125,3.90837,0.0,0.0,128.0,54.49382,0.00024,0.0,0.984,-1.0,9.48615,161.3885813813917,0.14084587437848414,0.10049518503977442,0.059616379045502384,0.1411656919378289,0.13163825190548797,0.00615982517577995,0.20970820201652246,20980.081637833835,1.9675450436309538,0.0058952796043809695,0.1537736750854124,65809.2478847469,618.739633314212,0.7518400000000001,2.2747834174253634,92.65251845105466,34.27467741789641,0.19966023740101205,0.6646894290123457,91.3274653655215,0.2486557535069878
15,515,48.3055,5.65078,23,4.63096,0,116,132,6,125,5,0.97942,43.64386,0.0,0.0,2.67857,5.097,4.51394,0.0,0.0,128.0,54.50428,0.00025,0.0,0.933,-1.0,9.619585,161.88155504711517,0.13984656915454852,0.10052830652587072,0.057993365198485795,0.14119487719664436,0.13134592073536225,0.006156965797202862,0.20986206521938408,21029.635968381102,1.888968947213886,0.0059220317767863994,0.15370513884441855,65777.27274550879,618.6893228734104,0.7518400000000001,2.258460210378332,92.63829067452025,34.16006149480372,0.19966023740101288,1.0087770061728396,89.86462327390616,0.2486295059100995
16,516,48.2202,6.10244,23,4.293,0,116,132,6,125,5,0.98187,43.56787,0.0,0.0,2.28571,5.098,4.83706,0.0,0.0,128.0,54.48062,0.00019,0.0,0.97,0.51685,9.514418,162.07302823840257,0.1386478317795881,0.10049458801753514,0.05669780210301349,0.1410958667126491,0.1312753787105877,0.006218143414986008,0.21045867114257372,21041.732296358216,1.8285337016609124,0.005898725640109572,0.15359329413490638,65752.7592727937,618.4694011724962,0.7527039215686275,2.1873904293545996,92.62954408434025,34.05332325122974,0.19966023740101346,1.001977237654321,89.35558773697662,0.2485817577576113
17,517,48.2059,6.41292,23,3.73723,0,116,132,6,125,5,0.98922,43.55116,0.0,0.0,2.92857,5.062,5.22343,0.0,0.0,128.0,54.49029,0.00019,0.0,0.985,-1.0,9.625429,162.33271546736742,0.13729886917975306,0.10045286427471352,0.05551289945146335,0.14086877030275052,0.1312128002528443,0.00606954056662113,0.21101671166337316,21099.573040230563,1.9302281868926763,0.005850056601843823,0.1535486346209898,65724.04795253408,618.1897696065756,0.7529411764705882,2.1319683841700896,92.60990137234958,33.9505615234375,0.19744261135778782,0.8901909722222222,89.52521670081278,0.24851770677813048
18,518,48.1459,6.02392,23,3.97603,0,116,132,6,125,5,0.98286,43.48835,0.0,0.0,2.78571,5.065,5.50013,0.0,0.0,128.0,54.47085,0.00016,0.0,1.022,-1.0,9.559754,161.9496138249402,0.13601888391328265,0.10049406521205254,0.054362412569787265,0.14067500513361977,0.13117217154432648,0.006050400920397168,0.21155887497763665,21024.83759735344,1.7844288730838347,0.005834541048287938,0.15342272529054343,65701.5230471607,617.711929781144,0.754093725490196,2.0173489194506344,92.60628972838616,33.95662679789979,0.1974426113577881,0.7203896604938271,87.31853524135319,0.2484743498165639
19,519,48.145,5.37274,23,3.53957,0,116,133,6,125,5,0.98216,43.48371,0.0,0.0,2.64286,5.059,5.1519,0.0,0.0,128.0,54.47953,0.00021,0.0,0.912,-1.0,9.511973,161.88989452149855,0.13495911902579297,0.10051001208129233,0.05330964759232444,0.14052680304532178,0.13109866639240036,0.006060486065440388,0.21197906833778898,21106.109141898156,1.8526939930429378,0.005854731998218424,0.1533850071226321,65751.4609488953,617.1886110299876,0.7594152941176471,1.9118988437639708,92.6182588648496,34.00146522051023,0.19966023740101554,0.5530478395061729,91.57326323907401,0.24843372368713543
20,520,48.071,2.75907,23,3.38772,0,116,133,6,125,5,0.98515,43.40306,0.0,0.0,3.07143,5.051,4.5978,0.0,0.0,128.0,54.4387,0.00019,0.0,0.957,-1.0,9.512095,161.88650116408854,0.13394255032753222,0.10046796740645121,0.05220162053822426,0.14041652470056915,0.13112187318596671,0.006027277517966801,0.2125472530653683,21052.224306909982,1.9186744544323542,0.005842898964592117,0.15328696194284064,65769.57459065391,616.5665672018288,0.7607843137254902,1.8556986232686694,92.6121773552506,33.90064663357205,0.19744261135778926,0.7243441358024691,89.69969452017843,0.24838238288105066
21,521,48.097,1.95186,23,3.17467,0,116,133,6,125,5,0.98891,43.41912,0.0,0.0,3.0,5.048,2.32182,0.0,0.0,128.0,54.4634,0.00019,0.0,0.95,-1.0,9.532382,162.23428550367692,0.13294410746997173,0.10048139013404093,0.05114608714735163,0.14012794501197282,0.13126193604294187,0.0060072695500269216,0.2129671117953417,21078.027873284376,1.885920816245818,0.005880065552525172,0.15326358838814624,65735.04795699903,616.0320016908015,0.7607843137254902,1.8398757859335528,92.62853923611084,33.81659086250964,0.1958191964219552,0.6225405092592593,89.60932999014791,0.24832868924073123
22,522,48.0747,2.17252,23,2.76503,0,116,133,6,125,5,0.98801,43.39353,0.0,0.0,3.25,5.036,1.61293,0.0,0.0,128.0,54.43995,0.00019,0.0,1.004,-1.0,9.552933,161.88004520911585,0.13201976999332204,0.10047536984245302,0.05018525228256175,0.13977018059488977,0.13142320884353909,0.006002084386486228,0.21332177311159273,21038.34600459101,1.9783265777169996,0.005832912770990135,0.15329682185131996,65644.55751799891,615.5132215946907,0.7607843137254902,1.8584377392749312,92.61002686800138,33.8012378833912,0.1974426113577881,0.5463445216049383,88.798677396771,0.24823616419417463
23,523,48.1053,2.31361,23,3.11765,0,116,133,6,125,5,0.99181,43.42162,0.0,0.0,3.03571,5.046,1.8087,0.0,0.0,128.0,54.45967,0.0002,0.0,1.005,-1.0,9.5577,162.09049335191358,0.13105801664624026,0.10050517027538906,0.04927853448400999,0.13939435680347198,0.1315377567504569,0.005983171135347921,0.2135708553759413,21091.748429593983,1.8661554061593855,0.005848170449946309,0.15342808631769392,65734.2066684763,615.0896337340823,0.7607843137254902,1.9295310197754583,92.60088519217294,33.85531766915027,0.19360157037872738,0.49797453703703703,90.6223052131395,0.24819777542960644
24,524,48.039,2.34889,23,3.01765,0,116,133,6,125,5,0.99063,43.35225,0.0,0.0,3.35714,5.038,1.93544,0.0,0.0,128.0,54.4367,0.00019,0.0,0.965,0.50887,9.607541,161.80931933611183,0.13012643843567737,0.10054878118141358,0.04842785924423883,0.13912139822538203,0.13162886581983482,0.005962954895931675,0.2138770388503875,20995.134058255637,1.943661598769075,0.005792962440207494,0.15341509067756795,65690.26421315318,614.671514317407,0.7607843137254902,1.9747351703597005,92.62843404414323,33.918371318299094,0.19360157037872638,0.4627700617283951,87.08068359029869,0.2481338905580632
25,525,48.0944,2.18392,23,2.99352,0,116,133,6,125,5,0.99984,43.4055,0.0,0.0,2.57143,5.003,1.96332,0.0,0.0,128.0,54.44703,0.00019,0.0,0.945,-1.0,9.510703,161.83626279334194,0.12925240234804244,0.10052767132585046,0.047646752869972886,0.13889506269274876,0.13164230192177948,0.005981497319013391,0.21423662834314086,21062.582690662613,1.9946097335490514,0.005835508623810523,0.15340707698476008,65705.07075243574,614.323280954621,0.7607843137254902,1.982515482311016,92.59755850013491,33.93242051866319,0.19744261135778748,0.5692997685185185,91.24991043730196,0.24814359380617376
26,526,48.0031,2.12224,23,2.83091,0,116,133,6,125,5,0.99856,43.32583,0.0,0.0,3.0,5.009,1.82282,0.0,0.0,128.0,54.4191,0.00019,0.0,1.028,-1.0,9.524143,161.86549075205843,0.12842914505110412,0.10046967244768833,0.046924136191974636,0.13873888472241802,0.1317516775705697,0.005997789796003355,0.2145872105768072,20927.92208338043,2.093139446235847,0.0057832600969018565,0.1533383172593197,65650.35489691059,613.9806415431004,0.7607843137254902,1.9428748625378531,92.63222521385687,33.91271520543982,0.19360157037873282,0.5942322530864198,89.95893891311181,0.24809123999243562
27,527,48.0062,2.14692,23,2.81106,0,116,133,6,125,5,0.99734,43.32605,0.0,0.0,2.28571,4.989,1.76485,0.0,0.0,128.0,54.41471,0.0002,0.0,0.955,-1.0,9.584609,161.89865193497386,0.1275553084067823,0.10042476367997459,0.046231194820074165,0.1385274823233589,0.13190422337918628,0.005973866290809719,0.21488009454769544,20907.351739802427,1.8871753885554645,0.005831336440697534,0.1532149530350912,65679.00845978665,613.6900480922084,0.7607843137254902,1.9329528979942054,92.6421433635247,33.859625733928915,0.19360157037872847,0.5903260030864198,90.93443293299885,0.24809267599754908
28,528,47.9723,2.24532,23,2.93578,0,116,133,6,125,5,0.9968,43.27861,0.0,0.0,2.92857,5.024,1.79237,0.0,0.0,128.0,54.40503,0.00023,0.0,1.04,-1.0,9.474863,161.80063684520786,0.1266610785482055,0.1003964556516558,0.045569336986933766,0.13826299650462562,0.13214442167469226,0.005968419237697344,0.2150749282271728,20947.79689668345,1.9712089335573706,0.005778258680566624,0.15315505607324167,65733.28034478045,613.3984017349354,0.7607843137254902,1.963836420143568,92.62558402758961,33.91566241229022,0.1974426113577877,0.5835262345679012,91.93684710701856,0.24810189965043508
29,529,48.0114,2.00727,23,3.37938,0,116,133,6,125,5,0.99795,43.30423,0.0,0.0,2.71429,5.054,1.87607,0.0,0.0,128.0,54.41589,0.00015,0.0,0.979,-1.0,9.59573,161.76236293399293,0.12591799704736437,0.10040385121309935,0.04491629914636133,0.13800217830070916,0.1323210456728599,0.005949089250313464,0.2152857382244231,20987.130093078198,1.979290572379664,0.005774607512915056,0.15316060353274655,65673.02137353685,613.1484219865158,0.7607843137254902,2.0225625794669697,92.64193476568893,33.93825389720775,0.19360157037872727,0.5696855709876543,88.2861438856584,0.24812692484489784
30,530,47.9558,1.89779,23,2.96909,0,115,133,6,125,5,0.98896,43.25283,0.0,0.0,2.67857,5.042,1.66856,0.0,0.0,128.0,54.3919,0.0002,0.0,0.913,-1.0,9.535031,161.73973363686235,0.12547737576481532,0.10047611440180253,0.044318115364729974,0.13747264083799557,0.13241489966483788,0.005951162259593659,0.21559608392477062,20912.770254431904,2.186102473761823,0.005770068948280947,0.15322647354382626,65559.7055490751,612.8986466489088,0.7607928235294117,1.928300374783697,92.66059197050328,33.932811784155575,0.1936015703787246,0.6114004629629629,93.23835691985795,0.2481302963745815
31,531,47.9794,1.84302,23,2.921,0,116,133,6,125,5,0.98693,43.28891,0.0,0.0,2.82143,5.035,1.57017,0.0,0.0,128.0,54.38979,0.00023,0.0,1.002,-1.0,9.567034,161.9745516029619,0.12515299579156047,0.1005152398255138,0.043762181859247545,0.1369985995068272,0.1325246469507223,0.005985931383775779,0.21582871602947012,20888.17493897325,2.0515616058040664,0.005787004706162044,0.1533086684193033,65651.55664819607,612.6909484574479,0.7607843137254902,1.888525717401822,92.66366635894535,33.86864612720631,0.19360157037872616,0.5350115740740741,88.3713623651862,0.24821649086509442
32,532,47.9514,2.15806,23,2.92473,0,115,133,6,125,5,0.98884,43.25143,0.0,0.0,2.89286,5.034,1.51989,0.0,0.0,128.0,54.37933,0.00018,0.0,0.909,0.4964,9.616674,161.420946150535,0.124910287373987,0.10056339700279396,0.04322267216723262,0.136532532375714,0.13262713497843703,0.005990020173447889,0.2160575730339586,20888.66218404198,2.0881579755494952,0.005785726799826432,0.15332063627840678,65681.24246636296,612.4722472553715,0.7607843137254902,1.8685122238863618,92.648188844393,33.94140662676023,0.1936015703787266,0.4742476851851852,88.84330246940576,0.2482241726541659
33,533,47.935,2.33862,23,3.24363,0,116,133,6,125,5,0.98994,43.23595,0.0,0.0,2.42857,5.026,1.79912,0.0,0.0,128.0,54.38367,0.00022,0.0,1.013,-1.0,9.515699,162.0117198944009,0.1243509110719418,0.10059300426024784,0.04270484223722775,0.13606880328849463,0.1325990627874242,0.005962546409432063,0.2162165855587597,20917.520921390606,2.0652312584202464,0.005793773398270946,0.1533733227265673,65658.68005669415,612.303180581847,0.7607843137254902,1.9187596345651599,92.6871386830773,33.84998557008343,0.19360157037872905,0.3933256172839506,92.04228241677204,0.24835080946420943
34,534,47.9853,2.37786,23,3.17465,0,115,133,6,125,5,0.99289,43.26615,0.0,0.0,3.42857,5.025,1.96029,0.0,0.0,128.0,54.38113,0.00012,0.0,0.963,-1.0,9.540082,161.68602549067154,0.12459912546666424,0.10055139430862994,0.04218834115432902,0.13568526590165828,0.13268631836756217,0.005959315697919748,0.2164011726023977,20998.008648155224,2.1188834945826054,0.005781212960090329,0.15344292896331838,65621.29752170833,612.1179772016777,0.7613498039215687,1.972321047667447,92.64666546211106,33.89194102346161,0.19360157037872508,0.35542052469135804,93.02015290563989,0.24837649817170832
35,535,48.0367,2.45668,23,3.25569,0,115,133,6,125,5,0.99348,43.31472,0.0,0.0,2.64286,5.029,1.99154,0.0,0.0,128.0,54.40207,0.00024,0.0,0.961,-1.0,9.48617,161.68414924893287,0.1256007967234495,0.10057365573727671,0.041688514292825406,0.13531163262520732,0.13283806952760352,0.005962965884236511,0.2166172699181789,21129.49985683488,1.9371645418080632,0.005797430252506404,0.15350547450328386,65689.67550014445,611.9817739263253,0.7613498039215687,1.959436007526807,92.68470454660374,33.90466534649884,0.1936015703787316,0.3316936728395062,93.25101063504825,0.2484961553309241
36,536,48.0241,2.52566,23,3.24273,0,115,133,6,125,5,0.9805,43.29915,0.0,0.0,3.14286,5.021,2.06364,0.0,0.0,128.0,54.38669,0.00024,0.0,1.088,-1.0,9.482729,161.1741848128438,0.12644574988972587,0.10056679230694837,0.04121453427425172,0.13491545296603474,0.13300632287750783,0.0059473298390664885,0.2167401714091727,21099.709925820905,1.9283322900718816,0.005788830717195759,0.1535313099934671,65729.85349984774,611.8334245022761,0.7613498039215687,1.9588219691805695,92.69344092360937,34.011469523111984,0.19360157037872514,0.314429012345679,89.61798592512581,0.2485512768790411
37,537,48.0382,2.7349,23,3.26852,0,116,133,6,125,5,0.97884,43.32237,0.0,0.0,2.46429,5.043,2.12471,0.0,0.0,128.0,54.39187,0.00019,0.0,1.002,-1.0,9.465077,161.63440316459827,0.1271594348930552,0.1005494829041022,0.0407787616948633,0.13449278078972843,0.13315466599709647,0.005951706919880074,0.2169348731290112,21137.224111382246,1.9482323977012972,0.005784779566867456,0.15354858558688025,65751.86251212009,611.7312060528272,0.7607843137254902,1.950231879876869,92.75295044302679,33.91093407148196,0.19360157037872638,0.2864583333333333,92.87994657612704,0.2486120119560481
38,538,47.9294,2.85594,23,3.20757,0,115,133,6,125,5,0.97684,43.22858,0.0,0.0,3.03571,5.025,2.30327,0.0,0.0,128.0,54.36931,0.00023,0.0,1.102,-1.0,9.533779,161.69775642700623,0.12802381462255427,0.10055091119251562,0.04035647157010299,0.13414273552412462,0.13320472518144613,0.0059680744483723465,0.21688225434051941,20899.219533012314,2.0743039612190626,0.005807771249846314,0.15352900901369404,65784.51042508679,611.6135994159604,0.7613498039215687,1.983362916705397,92.71906884559243,33.856226791570215,0.19360157037872608,0.27020640432098764,92.95275077381393,0.24863222448018849
39,539,47.8457,2.92018,23,3.34807,0,116,133,6,125,5,0.97446,43.15154,0.0,0.0,3.10714,5.045,2.41184,0.0,0.0,128.0,54.41023,0.00014,0.0,1.066,-1.0,9.513834,161.58123353468955,0.1287795556466416,0.10050184010349093,0.03994683282015011,0.13389814344141762,0.13326154877645635,0.005934466263697196,0.21672686123390766,20789.56966828705,2.0428170782421824,0.005806200286977487,0.1535933977167762,65703.87071116957,611.5409362302879,0.7609925490196079,2.0364624873659127,92.6955761911698,33.938666638032885,0.19360157037872563,0.25602816358024694,92.57025806184123,0.24865684914234146
40,540,47.6437,2.85371,23,3.2991,0,115,133,6,125,5,0.97024,42.97657,0.0,0.0,2.89286,5.054,2.46589,0.0,0.0,128.0,54.37251,0.00019,0.0,1.09,0.50502,9.567533,161.8031650481456,0.12940770968022325,0.10051722968776276,0.039545284260575055,0.1336426871464315,0.13328789545265438,0.005942084311225846,0.21649169296903373,20536.164100468457,2.1272571135105296,0.00579020931091314,0.15357197115388763,65662.59673266397,611.4396884696913,0.7607843137254902,2.056203836086048,92.7517765711977,33.894439132125285,0.1936015703787276,0.2589699074074074,92.93306655452974,0.24866211610935013
41,541,47.6066,2.71238,23,3.40705,0,116,133,6,125,5,0.97782,42.94209,0.0,0.0,3.21429,5.087,2.40998,0.0,0.0,128.0,54.39816,0.00022,0.0,1.026,-1.0,9.560927,161.82801896080915,0.12992950859225572,0.10050808317904442,0.039178477358847615,0.1333447906092233,0.1332688203728335,0.005959931328923246,0.2162192910669934,20566.026452992806,2.0061151045053522,0.005810916305032707,0.15351543514925264,65643.09469497862,611.375693914387,0.7607843137254902,2.058765324288766,92.80279160617593,33.89914543246045,0.19360157037872824,0.25593171296296297,92.82566419475307,0.24871684698574617
42,542,47.5603,2.53599,23,3.29722,0,116,133,6,125,5,0.9864,42.90527,0.0,0.0,3.32143,5.077,2.28475,0.0,0.0,128.0,54.38033,0.00019,0.0,0.988,-1.0,9.591411,161.80520915572367,0.13044610065927162,0.10051272463187017,0.03881579670605961,0.13306784892182127,0.13319490364943984,0.0059611274991997355,0.2159399517897684,20513.088822392187,2.112885676857032,0.005782814695665011,0.1534529826387004,65624.94634556926,611.2965129041896,0.7607843137254902,2.027719272367569,92.84251929297545,33.916086644302176,0.19581919642195902,0.2390528549382716,88.90070409175465,0.24874962841530726
43,543,47.5865,2.40587,23,3.21773,0,116,133,6,125,5,0.97955,42.93057,0.0,0.0,3.07143,5.055,2.13444,0.0,0.0,128.0,54.39002,0.00023,0.0,1.051,-1.0,9.582506,161.91627520040637,0.1308431931360621,0.10054347910657425,0.038474093585734136,0.13284614058029756,0.13312885773334127,0.005987448703615031,0.21574770712237643,20555.247083104467,2.0546705623219097,0.005784689103879342,0.15340981663153982,65731.83151019696,611.2378024632702,0.7607843137254902,1.9898163766948354,92.81310285709455,33.869273809739106,0.1936015703787256,0.23635223765432098,88.72984350047997,0.2487965262485722
44,544,47.5531,2.12702,23,3.21795,0,116,133,6,125,5,0.9826,42.90821,0.0,0.0,3.17857,5.044,2.0186,0.0,0.0,128.0,54.38309,0.00018,0.0,0.993,-1.0,9.590925,161.72096705860622,0.13131528338054452,0.1005685997860298,0.03815413654993358,0.13266484928759348,0.13306342604329244,0.005982047491743502,0.21553289349951196,20504.576909175426,2.069218927872369,0.005802856068462706,0.15331353765516562,65739.71393129467,611.1639364176087,0.7602933333333333,1.964193973827684,92.81486441791834,33.90875187626591,0.1936015703787259,0.2592110339506173,92.75865474612391,0.2488354575733648
