,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,color_fulness,cubrow.0.6,saturation,cubcol.0,cubcol.1.0,cubcol.0.3,cubrow.0.3,staticness,movement,blockiness,contrast,cubcol.0.6,cubrow.0.5,tone,blur,noise,cubcol.0.5,fft,cubrow.1.0,cubrow.0,temporal,uhdhdsim
10,410,46.454,30.4965,37,35.0729,0,116,123,12,131,10,0.99589,48.59493,0.0,0.0,2.5,8.532,26.60097,0.0,0.0,126.0,50.38823,0.00012,1.34,1.813,-1.0,9e-06,88.09196663397258,0.08958955526559392,29.625240561402876,0.1278609620992961,0.06201599240253209,0.16224839450292525,0.06911950223462146,317.8338155197844,14.449315200617283,2.4521191436735377,86.93417275313148,0.1507295827072564,0.09764871023865501,0.8232551764705881,15832.988991811066,0.49198311345864437,0.18758240801707327,64674.54278699855,0.04977251838141932,0.04492924187026948,7.499771655045853,95.37449994250339
11,411,46.2952,30.4474,37,36.6653,0,117,123,12,131,9,0.99992,48.36552,0.0,0.0,2.28571,8.612,26.20511,0.0,0.0,126.0,51.26529,0.00015,1.33,1.792,-1.0,2.3e-05,87.7230524862176,0.08906404212570208,29.293487925588344,0.1245776202793726,0.06755804773851597,0.16198656994477884,0.06853389821353494,314.5811506011692,16.48143325617284,2.3709057469334693,85.8455807792705,0.1556402183046339,0.09674164687984524,0.829423137254902,15561.645820916405,0.49198311345863877,0.190497299633041,64731.222638778716,0.05042939867037434,0.04441292182167795,7.500786470681267,95.42206956793551
12,412,46.0519,30.4485,36,35.8583,0,117,123,12,131,10,1.00649,48.11324,0.0,0.0,3.82143,8.888,26.16406,0.0,0.0,126.0,52.02328,0.00012,1.32,1.985,-1.0,2e-06,87.86935225066267,0.08886644539451954,29.16121607650945,0.12101223082223732,0.07411912509546423,0.16002257021442154,0.06804918374006595,311.4456043431851,15.454812885802468,1.5623069283973257,86.59433380203834,0.16777292679339825,0.09544837532736505,0.8348266666666668,15377.55405693801,0.49198311345863815,0.19181081499683117,64645.104909009715,0.05041974691050009,0.04410276552742748,7.497771456028889,95.44131106099094
13,413,46.1336,30.5128,36,36.8428,0,118,123,12,131,10,0.99751,48.15982,0.0,0.0,4.0,8.985,26.18093,0.0,0.0,126.0,52.91236,0.00015,1.34,1.947,-1.0,0.0,87.43857228340535,0.08864011363619807,28.673130176685476,0.12491553615639159,0.08084854443488365,0.158142618866041,0.06774615392386081,308.303116277113,14.25414737654321,2.601948674703285,86.22083176648027,0.1731233645193874,0.09447677199668354,0.8442988235294118,15480.163816600912,0.4919831134586352,0.19296157982741616,65081.60469836963,0.05005987641442584,0.04410067033180126,7.506179542265856,95.41224810209206
14,414,46.3797,30.7182,37,37.1109,0,118,123,12,131,10,0.99724,48.37498,0.0,0.0,4.5,9.042,26.23057,0.0,0.0,126.0,53.80145,0.00025,1.33,2.034,-1.0,0.0,87.72182006051848,0.0885545039593112,28.520003895700714,0.1274922791305183,0.087027189618908,0.1529712553757882,0.06758007789102957,305.29229756151,13.828510802469136,1.8811917082381746,86.01949605537735,0.1734396289644841,0.09359346513380136,0.8504227450980393,15575.423846145786,0.4897654874154144,0.19419170425076066,65125.762339234156,0.04964861729122274,0.04368077449762753,7.513073150506806,95.36361194653934
15,415,46.9136,31.0026,37,36.7035,0,119,123,12,130,10,0.99725,48.87633,0.0,0.0,2.60714,9.239,26.3927,0.0,0.0,126.0,54.5057,0.00015,1.33,2.184,-1.0,2.2e-05,87.09651251628735,0.08870605613530295,28.152751592942227,0.1298835204045862,0.09257430763214429,0.14909948584927757,0.06731267714950193,302.324798748899,14.799961419753087,1.8557601791250942,85.18633469209412,0.17574268048065564,0.09287635543309354,0.85648,15959.081098611885,0.48976548741540893,0.19612559083612702,64984.62379176544,0.049878076537464115,0.043717923525153427,7.522353433808303,95.29296637334005
16,416,47.2561,31.1733,37,38.3334,0,119,123,12,130,10,0.99063,49.19954,0.0,0.0,2.57143,9.126,26.62893,0.0,0.0,126.0,55.08905,0.00014,1.32,2.283,0.1268,0.0,85.96568415318123,0.08877426583079302,27.750977316020446,0.12876714108587412,0.09772897696714863,0.14503464679409195,0.06720387856403462,299.3591341870345,17.87644675925926,2.2973967262428565,86.23396780093093,0.1802366484187642,0.09218676455098615,0.8594266666666667,16223.884793203833,0.48976548741540843,0.1973396124739874,65014.59158886687,0.05013497495105912,0.043525551608525934,7.527718850134943,95.23128675753762
17,417,47.3745,31.167,37,40.0343,0,120,123,12,130,10,0.99847,49.35284,0.0,0.0,3.07143,9.188,26.77526,0.0,0.0,126.0,55.4919,0.00023,1.31,2.226,-1.0,1e-05,85.39498582930932,0.08903770776292501,27.510682659384646,0.12923799719136134,0.1017501266078259,0.14168721276000687,0.06711619819105971,296.3591676366699,18.06134259259259,1.9499433715798573,90.11079430582286,0.18169711237150626,0.09157774049284009,0.8583254901960784,16271.48322073021,0.4897654874154121,0.19696850168989852,64874.771111128306,0.05296373250493921,0.04344088709318175,7.557185122216514,95.21396777505478
18,418,47.5927,31.2064,37,38.4212,0,120,123,12,130,10,0.99438,49.5521,0.0,0.0,3.25,9.088,26.77483,0.0,0.0,126.0,55.88374,0.00019,0.65,2.139,-1.0,4.1e-05,83.68888220576129,0.0895760645972342,27.30160258728781,0.12612959973490998,0.10494027453565791,0.13916538888293742,0.0669676170361799,293.29964141139163,18.043161651234566,2.950117100750998,86.68336394485178,0.18406224574413724,0.09090485467501684,0.8564812156862744,16307.468124356461,0.491983113458629,0.19649269449805307,64774.23651619039,0.05414829301494923,0.043407725361744594,7.5639248054124755,95.22211549050203
19,419,47.6368,31.0073,37,39.2346,0,121,123,12,130,10,0.99057,49.55882,0.0,0.0,3.75,9.001,26.80874,0.0,0.0,126.0,56.31762,0.00013,0.65,2.186,-1.0,0.0,83.90401170662999,0.08973530530694547,26.933983131691264,0.12429075903554263,0.10775861234931867,0.13677258773708056,0.06695966532067066,290.0988146720566,18.21050347222222,2.637871908124553,90.09173750752274,0.18477101721284386,0.09035371077043904,0.8534156862745099,16294.219832679166,0.4897654874154053,0.1963804597374448,64841.13080440674,0.05419436000653412,0.043320602099075,7.56851610430278,95.18502327802545
20,420,47.5815,30.9289,37,39.1637,0,121,123,12,130,10,0.99325,49.52339,0.0,0.0,4.96429,8.994,26.63948,0.0,0.0,126.0,56.75572,0.00012,0.65,2.055,-1.0,5e-06,82.67162284919428,0.0890839940515517,26.55007068021798,0.1230532790178753,0.11004492690894475,0.13557214229512426,0.06690458523728195,286.9158356582946,19.85894097222222,2.4929841610525014,88.7163521807528,0.18629422574878746,0.08979587731036467,0.8519258823529412,16269.410902541555,0.48976548741541,0.19425441139592883,64738.778444513766,0.054956144260586585,0.04342680746003941,7.563497844671322,95.23161583706154
21,421,47.7683,31.6727,38,41.2879,0,122,123,12,130,10,0.99284,49.71909,0.0,0.0,2.75,8.929,26.56939,0.0,0.0,126.0,57.117,6e-05,0.65,2.302,-1.0,2e-06,82.64306149261883,0.08831883212488623,26.255338880750866,0.12389142453410704,0.11234826287851354,0.13451952909625028,0.06684399296280187,283.7731691913112,21.07392939814815,2.7562757573240457,91.05703809524363,0.18613752753342658,0.08937884843436479,0.8494337254901961,16433.576026277377,0.48976548741540427,0.19245947176223704,64700.78985834603,0.05479808707216518,0.04332173542904757,7.571892039722568,95.18394373209634
22,422,48.3319,32.0085,38,41.1653,0,122,124,12,130,10,1.00288,50.28426,0.0,0.0,3.39286,9.045,27.21266,0.0,0.0,126.0,57.22282,0.00013,0.65,2.274,-1.0,0.0,81.96863503734954,0.08783672650560578,25.97962951660156,0.12636120859444885,0.11524960319406038,0.13318394311237786,0.06668583831118008,280.75504554038673,21.471016589506174,2.287310258516237,87.91274958115045,0.1864562999966788,0.08927513413073791,0.8473870588235295,17133.29017158558,0.4897654874154056,0.19131965778144452,64869.26167319722,0.055423595905506225,0.04339586525716611,7.594610465398603,95.06922637342939
23,423,48.1254,32.4225,38,42.7327,0,122,124,12,130,10,1.00448,50.16601,0.0,0.0,3.5,8.988,27.47996,0.0,0.0,126.0,57.12282,0.00012,0.65,2.367,-1.0,0.0,81.42619891031339,0.08759448378069153,25.767953001422644,0.1277861422689723,0.11935359598334669,0.1321119272959023,0.06661273059599594,277.9137866889516,21.661988811728396,2.0365475925614023,87.69472563156316,0.1869679731163271,0.08922896469910907,0.8448784705882353,16649.214245538256,0.4897654874154038,0.19115393566055253,64975.83824262346,0.05572701570200625,0.043499967403564994,7.605467565874969,95.12641115074288
24,424,48.0805,32.6548,38,41.1062,0,123,124,12,130,10,1.00393,50.2013,0.0,0.0,3.07143,9.006,27.82783,0.0,0.0,126.0,57.00081,0.00018,0.66,2.423,0.13002,1e-06,81.22010372081994,0.08815739309423222,25.597828429422258,0.12986892339559877,0.12318985555947366,0.13304696045250936,0.06654469855992706,275.2655971232461,22.238908179012345,1.9156667748066634,90.2320141880235,0.18780512554192846,0.08916967207172258,0.8426996078431372,16587.996256427425,0.48976548741540743,0.19118197002694398,64881.13589902175,0.056022090677853166,0.04344224673041822,7.633997792307296,95.1468912865312
25,425,48.1809,32.7525,38,40.1919,0,123,124,12,130,10,0.99678,50.35075,0.0,0.0,5.71429,9.028,28.02034,0.0,0.0,126.0,56.87094,0.00013,0.65,2.191,-1.0,0.0,80.69978548608776,0.08842941947649502,25.55327464916088,0.12958963599695889,0.1274547309043507,0.13342355600460287,0.06652165271599692,272.76670619323545,23.097511574074073,2.0024210364407278,87.36799755625539,0.19037051429403676,0.08902636917817422,0.8403474509803922,16609.76679759567,0.4897654874154079,0.19010076105822113,64907.82565200282,0.056113745171226845,0.0433477007854214,7.657822516347086,95.10586672066871
26,426,48.161,32.7031,39,41.8731,0,123,123,12,130,10,0.99662,50.3718,0.0,0.0,3.03571,9.152,28.10995,0.0,0.0,126.0,56.66442,0.00019,1.31,2.499,-1.0,0.0,80.63428894987916,0.0880956614533299,25.546833367995276,0.13201414755305652,0.13097609366900748,0.13306627613588762,0.06654359871389881,270.3969722687774,23.749421296296298,1.8107695474233543,89.96897443893018,0.19273745180907906,0.08888478338229706,0.8370658823529411,16621.283924389125,0.4897654874154109,0.1900951596089727,64958.05697507019,0.05551118012840549,0.04345269604137578,7.665471445514352,95.07831737140975
27,427,48.1436,32.4265,38,43.2794,0,123,123,13,130,10,0.99527,50.35383,0.0,0.0,2.82143,9.169,28.06523,0.0,0.0,126.0,56.56232,0.00016,1.33,2.228,-1.0,0.0,80.28026127836453,0.08787460586248648,25.678982958381557,0.1349682264490369,0.13291610826577985,0.13273140529835942,0.06640478991227924,268.20199793565445,23.70949074074074,1.3276320890885134,88.11765926694898,0.19373977002659554,0.08880451120970752,0.8378694117647059,16555.72392147335,0.48976548741540576,0.19106314737299193,64938.07534344374,0.05507360861137499,0.04333073902835808,7.667399216042472,95.11759902483666
28,428,48.1775,32.4576,39,41.9404,0,124,123,13,130,10,0.99373,50.39409,0.0,0.0,3.25,9.158,27.83247,0.0,0.0,126.0,56.48118,0.00018,1.33,2.363,-1.0,0.0,80.77358080738273,0.0880208535142703,25.49625613365644,0.13706983817377735,0.13558373715215305,0.1350218806548932,0.06613875907141065,266.10463498174437,23.75096450617284,2.8106691349437436,91.73253865372759,0.19539145764588758,0.08841332307069065,0.8389854901960785,16632.483436913233,0.4897654874154071,0.19060081302087786,65003.23852716786,0.054886551035765514,0.043503326919282076,7.679462439374744,95.05059013225512
29,429,48.0368,32.7314,39,40.6569,0,124,123,13,130,10,0.99462,50.31901,0.0,0.0,2.96429,9.323,27.85555,0.0,0.0,126.0,56.48415,0.00013,1.31,2.538,-1.0,0.0,81.23052567411635,0.08810543090267574,25.68817289375965,0.13604870137789898,0.137592383649186,0.13432584387946855,0.06595544412463979,264.1033058848902,23.96754436728395,3.2205725411432997,90.08342631095644,0.1955258945641423,0.08825876040772315,0.8423109803921569,16467.411661247337,0.48976548741540515,0.1923205419362807,64871.18146066439,0.05498978275923131,0.04358279602332323,7.6911851717864534,95.14824509720859
30,430,48.0527,32.6501,39,42.1085,0,124,123,13,130,10,0.99186,50.41727,0.0,0.0,3.07143,9.246,28.09343,0.0,0.0,126.0,56.58635,0.00016,1.31,2.517,-1.0,2e-06,81.0785023586065,0.08834712401549033,25.609016512647088,0.13732544446258085,0.14031428464744136,0.1322618226220959,0.06581468908970406,262.06762605239675,24.49561149691358,3.5267862186924375,87.93177561690355,0.1964217070709411,0.08839441526701404,0.844886274509804,16511.647263851824,0.4897654874154078,0.19307641304365475,64834.91960499292,0.05499520123539097,0.04358177160987929,7.690191844448607,95.13753536849296
31,431,47.9936,32.6962,39,42.7278,0,123,123,13,130,10,0.9973,50.39929,0.0,0.0,4.67857,9.288,28.02604,0.0,0.0,126.0,56.73015,0.00015,1.31,2.756,-1.0,0.0,81.85894342194756,0.08810494623758679,25.59963009681231,0.13840581677489738,0.14238713944572104,0.1309367635292175,0.06559350845189875,259.94508679249964,25.15041473765432,3.0421218980447,87.52075595166016,0.1972680326470034,0.08865486031681905,0.8468960784313726,16489.92115873271,0.4897654874154142,0.19530035666736356,64819.32254789558,0.054924355235126295,0.043611192883593476,7.687755106343,95.14886996021647
32,432,47.9422,32.8719,39,43.6432,0,123,123,13,130,10,0.99712,50.36062,0.0,0.0,4.89286,9.46,28.05725,0.0,0.0,126.0,56.85888,0.00012,1.31,2.452,0.13387,3e-06,82.73558376698209,0.08800280907227409,25.619486490885418,0.13860581248544376,0.14499223941370884,0.1306737087612147,0.06544790323760483,257.7332471567665,25.48244598765432,3.2831067782839556,88.3659463854052,0.1979342411674185,0.08884531498053365,0.8482423529411766,16225.71466191245,0.489765487415408,0.19383620375919955,64843.51601071022,0.05521124665274637,0.04363774713268108,7.684344073505596,95.17383309316914
33,433,47.9774,33.3363,39,42.0301,0,123,123,13,130,10,0.99984,50.38975,0.0,0.0,4.32143,9.432,28.20981,0.0,0.0,126.0,56.88591,0.00012,1.32,2.147,-1.0,0.0,83.03875997335044,0.08781241405865636,25.523928606951678,0.1388211087411273,0.14709956101173177,0.12880466084073658,0.06535250066608507,255.45628216174617,25.79470486111111,3.184727285667422,90.8909469108797,0.19859136688637197,0.08916315777377146,0.8483325490196079,16225.785890679235,0.48976548741540554,0.19374307380910066,64813.50724531128,0.055279295121072006,0.043562853561140216,7.685027110294198,95.13949822706662
34,434,47.8787,33.5022,39,43.5839,0,124,123,13,130,10,1.0013,50.36689,0.0,0.0,3.60714,9.496,28.62715,0.0,0.0,126.0,56.90491,0.00012,1.34,2.036,-1.0,1e-06,83.53007934152707,0.08750963918569182,25.39771016438802,0.13886534613396143,0.14833124831705122,0.127618989205986,0.06531007541085981,253.13482153554392,26.225694444444443,2.2512860966777724,88.22463726296382,0.1988441027975909,0.08948990934427482,0.8492768627450982,16051.037972924101,0.48976548741540427,0.1931183255922822,64831.44447376067,0.05557140835355468,0.04362308220649646,7.703923131529308,95.16496127193805
35,435,47.9812,33.9652,39,43.311,0,124,123,13,130,10,1.00137,50.49159,0.0,0.0,3.89286,9.36,28.76409,0.0,0.0,126.0,56.97093,0.00014,1.33,1.845,-1.0,0.0,83.97482127443645,0.08726562705575863,25.26104943546248,0.13787552494259936,0.14961890716532747,0.12753132209275203,0.06512874451061991,250.7731124669548,26.738233024691358,2.5129958101303544,88.03094390764241,0.1997474705166207,0.09011844624617997,0.8501854901960786,16090.486495310051,0.4897654874154029,0.19384370783873717,64815.249763406624,0.05601244131794106,0.04360027253596334,7.731772453079805,95.14758474775661
36,436,48.236,33.906,39,44.4947,0,124,123,13,130,10,1.00489,50.686,0.0,0.0,2.89286,9.347,29.19781,0.0,0.0,126.0,57.19322,0.00015,1.32,1.943,-1.0,0.0,84.57644576347714,0.0869983181296204,25.112139289761764,0.13600140989417497,0.15054888081045353,0.12946289753443949,0.06498286388296386,248.3474019793509,26.98799189814815,2.521897941385509,88.60361699709712,0.20081849027068135,0.09075445151363785,0.8495596078431373,16471.479491273014,0.489765487415401,0.1946098482567132,64630.20315024593,0.05631358945941076,0.043645912977967966,7.751585320067105,95.14093725329204
37,437,47.9051,33.4924,39,44.9504,0,125,124,13,130,10,1.00091,50.26468,0.0,0.0,3.21429,9.206,29.13522,0.0,0.0,126.0,57.49428,0.00017,1.32,1.717,-1.0,5e-06,84.4210814868877,0.08682074325127943,24.68356172538098,0.13471355077274147,0.1521294916503012,0.13161718682495432,0.06471627841909161,245.84426611694664,26.867042824074073,1.73745325952137,87.06539628194383,0.20100476634677622,0.09092747810160609,0.8488007843137255,16191.60321024582,0.48592444643633864,0.1954200348170657,64885.99096037934,0.056636110510849665,0.043637214141826954,7.762159645593688,95.18931980599176
38,438,47.6406,33.9027,39,45.7447,0,126,123,13,130,10,0.99232,49.92514,0.0,0.0,4.32143,9.229,28.75991,0.0,0.0,126.0,57.82524,6e-05,0.65,1.792,-1.0,1e-06,84.06645154495126,0.08670570643294594,24.481990107783567,0.13402923281298695,0.15320287871745467,0.12941782217897346,0.06453696926020425,243.28323117616688,27.234905478395063,1.8107632987266171,88.26091088513733,0.20025131212568825,0.09122501964916377,0.848167843137255,15985.690001607283,0.4814891943498824,0.1949614344469096,64760.86555145672,0.05675035204283787,0.04370234549216527,7.777375909343499,95.3143147747715
39,439,47.348,34.5912,38,45.7447,0,126,124,13,130,9,0.99654,49.61219,0.0,0.0,4.42857,9.345,29.10817,0.0,0.0,126.0,58.03213,0.00012,0.66,1.773,-1.0,0.0,83.28783520964639,0.0864607539714338,24.23513247642988,0.132869999185338,0.15370044486702844,0.12777263502340833,0.06443837018281501,240.64533256116087,27.860194830246915,2.8586453854556417,85.9183690483789,0.1994831017166901,0.0915628531043555,0.8471937254901961,15724.428160637768,0.4776481533708239,0.19455924572526978,64718.10685543836,0.05681795337540324,0.04373323612315623,7.780739174565837,95.32605867573142
40,440,47.0386,34.6871,38,44.5869,0,127,124,13,130,9,0.99736,49.26359,0.0,0.0,3.32143,9.586,29.6973,0.0,0.0,126.0,58.25347,0.00019,0.66,1.866,0.13387,0.0,83.84717885458835,0.08641165069226661,23.854374826690297,0.13135752348829416,0.1539397822568752,0.12688402875884602,0.06434019684975159,237.94164810046104,28.32349537037037,1.7788420137214012,85.08018797449049,0.19919025021909972,0.09174300779123033,0.8423266666666667,15413.802577195072,0.47543052732758584,0.19408995877090485,64524.09805050245,0.056926958949144325,0.04379009002703265,7.779556344264128,95.4195751699275
41,441,46.5761,34.0606,37,44.0909,0,127,124,12,130,9,0.9945,48.68489,0.0,0.0,3.5,9.567,29.78445,0.0,0.0,126.0,58.5188,0.00014,0.66,1.816,-1.0,0.0,82.74249325834768,0.0863108014211897,23.650413230613427,0.13022375789404456,0.1539780976561573,0.12715776701854947,0.06419580106125733,235.1924021496036,28.648533950617285,2.1457321729153627,88.10309882836124,0.19847351044364225,0.09182002510413373,0.840667843137255,15237.630734412116,0.47158948634852854,0.19299033489737297,64555.18362144097,0.05686446373848725,0.04392266510038724,7.769027133451694,95.48773967927832
42,442,46.1183,34.2111,37,45.5522,0,127,124,12,130,9,0.99251,48.08952,0.0,0.0,5.28571,9.679,29.24258,0.0,0.0,126.0,58.84755,0.00015,0.66,1.804,-1.0,0.0,82.48235656955286,0.08601166809463623,23.384607008945796,0.12933621489559674,0.15203004206216303,0.12656780464515352,0.0640746835177574,232.4452358364316,29.25390625,2.5136468680891784,87.7361173416827,0.1978608872183646,0.09204760553129811,0.8379149019607843,15039.438257127276,0.4715894863485259,0.19155217104246658,64261.80428066157,0.056705126429049194,0.04401345576013086,7.758401521858914,95.57714324634338
43,443,45.5601,34.2966,36,44.0285,0,128,124,12,130,9,0.99956,47.45092,0.0,0.0,3.10714,9.928,29.36918,0.0,0.0,126.0,59.21,0.00015,0.65,1.778,-1.0,0.0,81.43551155896833,0.08599879830807554,23.03761875482253,0.12796548092082702,0.15072889686265725,0.12688597244252175,0.06400110523126185,229.70840135336923,29.95486111111111,1.7843731706995338,87.22019970777926,0.19742676169147755,0.09221276370977428,0.8370360784313726,14453.576976164493,0.47158948634852255,0.19017006541280404,64118.582296326196,0.056602334168478055,0.04417276448417624,7.751840349657903,95.66268511531383
44,444,45.2891,34.7748,36,45.6865,0,128,124,12,130,9,0.99606,47.08561,0.0,0.0,5.14286,9.862,29.43458,0.0,0.0,126.0,59.7723,0.00015,0.66,1.851,-1.0,0.0,80.23900907350819,0.08581383915980688,22.79994879828559,0.1267834310432766,0.1494308803450069,0.12598358490986408,0.06388112052718582,227.00289527885374,30.628809799382715,2.75637637604809,87.21412853288363,0.1968590837398463,0.09238608650759675,0.837341568627451,14125.72868725182,0.46937186030529426,0.18883950736131647,64132.597507847255,0.05653755860936545,0.044319668737492234,7.761501923038958,95.75179772261328
