,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0,cubrow.0.5,blur,cubcol.0.6,cubrow.0.3,cubcol.0.5,cubcol.1.0,cubcol.0,tone,temporal,blockiness,uhdhdsim,saturation,staticness,cubrow.0.6,movement,contrast,cubcol.0.3,color_fulness,cubrow.1.0,fft,noise
10,310,66.2828,5.09634,37,5.21808,0,108,131,10,125,8,0.98866,61.93818,0.0,0.0,3.60714,4.072,4.38903,0.0,0.0,126.0,59.28898,0.00011,0.7,1.232,-1.0,0.0,0.11020481869264959,0.16100410384115985,61173.04229012693,0.22198878442365658,0.27613600256722226,0.22097799749095445,0.02408488197611115,0.017538320698877476,0.8577145098039217,3.8304077083841297,2.036741238768406,90.07290200563057,32.543739036277486,545.4881880821343,0.14133089303859306,1.511766975308642,90.92951191822232,0.11048509729742312,158.32707285592195,0.120168550891127,69204.79746550898,0.5273059117639677
11,311,66.3279,5.08627,37,5.12353,0,108,131,10,125,8,0.98346,61.98176,0.0,0.0,3.42857,4.078,4.33686,0.0,0.0,127.0,59.36466,5e-05,0.71,1.197,-1.0,0.0,0.11016989419441622,0.16120972981996626,61358.23085487341,0.22205598168709337,0.27657312595178546,0.22102167076237608,0.024053415462470792,0.017449746533588356,0.8583325490196079,3.828770201569956,1.910185967243113,90.06321361445869,32.484605765637056,545.4981676049033,0.1410012539413226,1.5764853395061729,91.96704655754337,0.11186779476809512,158.72078831308312,0.12007509793308989,69233.5103787438,0.5273059117639665
12,312,66.3535,5.06985,38,5.34752,0,108,131,10,125,8,0.98898,62.02743,0.0,0.0,3.46429,4.087,4.32722,0.0,0.0,126.0,59.37061,0.00011,0.71,1.167,-1.0,0.0,0.11012578060397933,0.16122346185915087,61215.77478651584,0.222187532150149,0.2770526391518161,0.22115493478848347,0.024008515168419474,0.01751534361664637,0.8579525490196079,3.834917563806739,1.8167481512014743,90.0713765579192,32.47529771592882,545.4434798730174,0.1408915101454637,1.4230324074074074,91.13664050005572,0.11283682190216249,158.4121413213391,0.1199666418759069,69159.64848629067,0.5273059117639641
13,313,66.3962,5.09642,38,5.10569,0,108,131,10,125,8,0.98838,62.08686,0.0,0.0,3.89286,4.08,4.31839,0.0,0.0,127.0,59.42666,8e-05,0.72,1.207,-1.0,0.0,0.1101363962566502,0.16144065684048917,61318.58349750671,0.22224654682986308,0.27758089268538993,0.2212502685415743,0.023951614293848084,0.017385724141125113,0.8582878431372549,3.8331371561449417,2.072087962065554,90.05169968350955,32.56244574652778,545.4014378887703,0.14089804095120434,1.220727237654321,93.26698346072592,0.11357884526057138,158.29010107275522,0.11990443593750662,69192.24402665725,0.527305911763966
14,314,66.4292,5.07615,38,5.14077,0,108,131,10,125,8,0.98016,62.13183,0.0,0.0,3.28571,4.08,4.3371,0.0,0.0,127.0,59.43513,9e-05,0.72,1.193,-1.0,0.0,0.11014664081581507,0.16159654411816846,61347.205231569984,0.22221833690317647,0.2778881557984602,0.22131889448780664,0.02380745206228231,0.01728502110600925,0.8577223529411766,3.8202615918810108,1.7786245720198468,90.0473487552907,32.48633057394145,545.2995204901075,0.14131012496215767,1.181520061728395,88.73595618857097,0.11417755895676555,158.74936257790898,0.11973544641587863,69222.32498284683,0.5273059117639695
15,315,66.4111,4.94077,38,5.0186,0,108,131,10,125,8,0.98559,62.12944,0.0,0.0,3.67857,4.095,4.32169,0.0,0.0,126.0,59.43572,0.00014,0.72,1.186,-1.0,0.0,0.110207325473071,0.1616019241242396,61217.582951199605,0.22222647665564507,0.27840129854010637,0.2212611338178684,0.023823585080970107,0.017267536880066128,0.8588156862745099,3.8190933129843647,2.281969212345283,90.05393027022835,32.61701268325618,545.2255539393511,0.1409650916867423,1.6782407407407407,92.80357102226965,0.11485631153923442,158.89530134504284,0.11960053569846048,69259.5627931509,0.5333645787862591
16,316,66.4491,4.74239,38,5.12993,0,108,131,10,125,8,0.98658,62.18101,0.0,0.0,3.35714,4.08,4.20493,0.0,0.0,127.0,59.39159,8e-05,0.72,1.201,0.125,0.0,0.11018660280980123,0.1616450939931727,61216.27099209954,0.22213386621656903,0.27886396033266025,0.22123668978916095,0.023668756729344598,0.017422943965966584,0.8571411764705883,3.7791817456856807,1.6880344123681135,90.06286927509173,32.58360196337288,545.068504424055,0.1408927002089959,1.683545524691358,94.17665376279535,0.11575154711717042,157.78396867075801,0.11918882424127439,69107.6189561122,0.5273059117639657
17,317,66.5605,4.61897,38,5.01838,0,108,131,10,125,8,0.99017,62.31634,0.0,0.0,3.32143,4.08,4.03128,0.0,0.0,126.0,59.4032,0.00014,0.71,1.197,-1.0,0.0,0.11017041330469916,0.16173995041916409,61255.9511719786,0.22207255582180183,0.279563444412897,0.22124450513067262,0.02363562943308844,0.01742775312836139,0.855667843137255,3.7093932283364057,2.0185413917729127,90.01203322599837,32.500388816550924,544.9487999004099,0.14074440595653076,1.5050636574074074,93.55565193587584,0.11693564538349696,157.71379471134128,0.11910597265937901,69223.60711516706,0.5273059117639726
18,318,66.5059,4.57898,38,5.16054,0,108,131,10,125,8,0.98728,62.27036,0.0,0.0,3.32143,4.078,3.92467,0.0,0.0,126.0,59.38047,0.00011,0.72,1.184,-1.0,0.0,0.11021029727295614,0.16177941621274222,61058.9897773363,0.22197388301011567,0.280336132433912,0.22127738117906526,0.023532938648362676,0.017375298399358242,0.8538535882352933,3.6708028762697187,1.6200372950928141,90.00972830513989,32.46066510235821,544.7619314066299,0.1407591783128029,1.351658950617284,93.66950171056138,0.11807712488468432,158.0927549206845,0.11913447171942614,69206.99815734172,0.5273059117639667
19,319,66.7121,4.4841,38,5.07448,0,108,131,10,125,8,0.99081,62.48865,0.0,0.0,3.14286,4.068,3.89376,0.0,0.0,126.0,59.45742,0.00011,0.71,1.169,-1.0,0.0,0.1103580196976718,0.1618035470563069,61450.05971877144,0.2219302511865495,0.2809388368743124,0.22126577286055313,0.02354420887767902,0.017346838801324177,0.8580121568627451,3.6485059648386167,1.8898628688719026,89.95073681664316,32.47411581910687,544.6000765994429,0.14080820173942038,1.2222704475308641,89.52968983917461,0.11925944295411844,158.08704098935058,0.11914527923113911,69287.08402806369,0.5327703676788557
20,320,66.7047,4.37151,38,4.9753,0,108,131,10,125,8,0.98398,62.50637,0.0,0.0,3.57143,4.074,3.80681,0.0,0.0,126.0,59.44268,0.00012,0.72,1.18,-1.0,1e-06,0.11039869568722019,0.1619159695191154,61292.7801715954,0.2217597651475481,0.28121913731840253,0.2211811353646213,0.023441156906928905,0.01734726908115189,0.8582047058823531,3.6405657934658313,2.126820668059495,89.94240347423886,32.48615726423852,544.3931066316081,0.14092550370546575,1.5735435956790123,89.61319250082434,0.12011289060177732,158.28348586469974,0.11914679214357503,69195.0992025871,0.534987993722089
21,321,66.793,4.23695,38,4.82484,0,108,131,10,125,8,0.98333,62.58115,0.0,0.0,4.5,4.069,3.71442,0.0,0.0,127.0,59.47227,9e-05,0.72,1.211,-1.0,0.0,0.11045272367576864,0.16191556440587096,61473.53634029709,0.22166176624283815,0.2813413571365428,0.2212789710911033,0.02348316381108657,0.017303894278128295,0.8577670588235295,3.630336199414855,1.9562958908259975,89.92874326330637,32.4098090654538,544.2246036157866,0.14124903126589233,1.4828800154320987,89.49587865911008,0.12069451870547537,157.68138903597492,0.11920387668755464,69210.97757596972,0.5349879937220882
22,322,66.7939,3.97766,38,4.93241,0,108,131,10,125,8,0.98492,62.5992,0.0,0.0,2.82143,4.072,3.59465,0.0,0.0,126.0,59.47166,0.00015,0.71,1.18,-1.0,0.0,0.11047520299638056,0.1620880626080337,61374.95801095547,0.22155961283490247,0.28144196753594464,0.2211553910108553,0.023325016438094277,0.01729454877310317,0.858883137254902,3.611346257479261,1.7992711289129175,89.94814096275223,32.592536455319255,544.0342865135661,0.1414713787584774,1.3685378086419753,91.96297865333457,0.12148048359165191,157.969217941978,0.11929185551002401,69191.95059238617,0.5349879937220813
23,323,66.9198,3.65192,38,4.87059,0,108,131,10,125,8,0.98596,62.73919,0.0,0.0,3.35714,4.063,3.3734,0.0,0.0,127.0,59.49821,0.00014,0.71,1.246,-1.0,0.0,0.11045697986707932,0.1621421632073454,61569.47801111773,0.22150196204428246,0.2815324838508279,0.2211056165827278,0.02323961821301802,0.01728687171795898,0.8577670588235295,3.54388748907702,1.8445551380578693,89.87694215982374,32.432638851212864,543.861004868878,0.141966464005835,1.2717496141975309,91.098592694356,0.12235556574871972,157.88666892558527,0.11936923408106326,69199.38779048595,0.5349879937220893
24,324,66.9215,3.49249,38,4.77587,0,108,131,10,125,8,0.98259,62.75201,0.0,0.0,2.92857,4.069,3.08541,0.0,0.0,127.0,59.4688,8e-05,0.71,1.162,0.125,0.0,0.1104242867433508,0.16220862879052866,61488.20371511649,0.22141105720927987,0.2816252417015958,0.2211381339950163,0.023203992351745577,0.017315823809364587,0.8580200000000001,3.43493909470927,1.9900670130534774,89.88566954685838,32.61260044427566,543.6714889332153,0.14252986606349863,1.2496141975308641,88.89964807611773,0.12299133780532936,157.82315942830627,0.11943699055550414,69109.98487521443,0.534987993722091
25,325,66.9642,3.61584,38,4.44058,0,108,131,10,125,8,0.98311,62.7978,0.0,0.0,4.03571,4.052,2.94917,0.0,0.0,127.0,59.51088,7e-05,0.72,1.213,-1.0,0.0,0.11047837314670222,0.1622935321836185,61690.77560564081,0.22130900233299017,0.28163850719148403,0.22111665332977012,0.023310941408186753,0.017361973313357797,0.8582949019607844,3.369040043210707,1.8053003612646408,89.89466613615318,32.562632054458426,543.5306369436423,0.14308173963578896,1.4089988425925926,90.79195832869931,0.12380488121650794,157.8053954759435,0.1196413219012562,69241.85965850935,0.5349879937220858
26,326,66.9107,3.75134,38,4.52111,0,108,131,10,125,8,0.98482,62.76438,0.0,0.0,3.42857,4.067,3.05772,0.0,0.0,127.0,59.49139,0.00012,0.72,1.241,-1.0,0.0,0.11052235204541176,0.1624141303176955,61460.29190158259,0.22118594302846145,0.2817147389931359,0.22117759222322275,0.023162054014118465,0.01733543797964138,0.8582501960784314,3.3785016271416484,1.7289120910752818,89.88000765247395,32.61784720715181,543.3648561755246,0.1436613284893373,1.3142361111111112,89.39078957666422,0.124233780156171,158.1154394553763,0.11979609631533407,69195.31106790846,0.530552741635628
27,327,66.9424,3.82741,38,4.6146,0,108,131,10,125,8,0.9773,62.80586,0.0,0.0,3.14286,4.058,3.17647,0.0,0.0,127.0,59.52632,0.00012,0.71,1.148,-1.0,0.0,0.11052268792964723,0.16247664729015365,61545.19382859158,0.221151024439162,0.28177372229291403,0.22114637476933635,0.023088296511301322,0.01727751989653931,0.8585109803921569,3.3802696628859596,1.8617567618978834,89.885902007546,32.56977637020158,543.2388634711999,0.14416843436339155,1.2821662808641976,89.26586674957528,0.12467187247291701,157.79989601428127,0.12007313353383861,69098.06739748003,0.5333645787862585
28,328,66.8781,3.87289,38,4.65801,0,108,131,10,125,8,0.97883,62.76076,0.0,0.0,3.39286,4.084,3.24247,0.0,0.0,126.0,59.50837,0.00012,0.71,1.183,-1.0,0.0,0.11055104828234974,0.16251112288236164,61388.24883329192,0.2210539531831596,0.2817746527977758,0.22113779199419228,0.02309769981030786,0.017261379281818673,0.8591588235294119,3.370659312375382,1.9096033857209986,89.89775379994968,32.62903510199653,543.1035841101028,0.14470295231368294,1.3016010802469136,90.05319905664591,0.12525656932929638,158.2019861289495,0.12030472689619755,69209.38357114403,0.5349879937220895
29,329,66.9673,4.05472,39,4.76185,0,108,131,10,125,8,0.98313,62.8675,0.0,0.0,2.64286,4.068,3.28206,0.0,0.0,127.0,59.54243,0.00012,0.71,1.212,-1.0,0.0,0.11047992184224371,0.16252912185130622,61652.417752184876,0.22102760858001863,0.2817796799933355,0.22118304757020718,0.023092996760675135,0.017228886058314335,0.8591588235294118,3.3067580679198603,2.0706809567608278,89.86394563244794,32.57582186475212,542.9871795915774,0.14510187596951635,1.4265046296296295,93.92125787820329,0.1256686336953567,158.52207465745403,0.1205377942819135,69208.52993069837,0.5349879937220908
30,330,66.8766,4.21236,38,4.56057,0,108,131,10,125,8,0.98333,62.77581,0.0,0.0,2.64286,4.068,3.44159,0.0,0.0,127.0,59.52278,0.00014,0.72,1.203,-1.0,0.0,0.11047993410169114,0.16257187128667464,61364.45891569012,0.22092026261748415,0.28169817600025726,0.2212224391068133,0.02308953382948479,0.017281526183961185,0.8591588235294119,3.3021045098047455,2.0381034368511344,89.88683922897074,32.6929756447121,542.8851727649275,0.14552189346776817,1.6102912808641976,91.99408299661208,0.12553934805545955,158.23570923004021,0.12073943688217514,69135.34382172523,0.5349879937220897
31,331,66.9354,4.28414,38,4.68706,0,108,131,10,125,8,0.97976,62.8397,0.0,0.0,3.03571,4.057,3.57889,0.0,0.0,127.0,59.55305,0.00011,0.71,1.202,-1.0,0.0,0.11043033036033,0.1625594477334694,61528.17497254533,0.22082683571494788,0.28173769625480244,0.22119783106127752,0.023085106989941578,0.01728124659571513,0.8593356862745098,3.349353982494451,1.7841697611317424,89.87077790436187,32.64666239420573,542.8029197766845,0.14580526818800116,1.6296778549382716,92.89779637986362,0.12506869868633846,157.85394785162435,0.12084563135391042,69091.21762190879,0.5343937826146857
32,332,66.8998,4.24908,38,4.9988,0,108,131,10,125,8,0.97863,62.79449,0.0,0.0,2.67857,4.05,3.63902,0.0,0.0,127.0,59.54365,0.00012,0.72,1.261,0.125,0.0,0.11043111960426434,0.16260227701898533,61389.18348515244,0.22070773107717334,0.28168460385728955,0.22125321398723852,0.023011704299005675,0.017286249830502438,0.8591588235294119,3.3720913201452856,1.4318263019174415,89.89674385741965,32.79847001440731,542.7450524554379,0.1462754936974444,1.6164641203703705,92.35855767959896,0.12424401759181375,158.11348691232038,0.12091029355658653,69140.44656563278,0.5333645787862483
33,333,66.9637,4.16456,39,4.8658,0,109,131,10,125,8,0.97507,62.85544,0.0,0.0,3.60714,4.054,3.61164,0.0,0.0,127.0,59.5662,0.0001,0.72,1.254,-1.0,0.0,0.11045074473920383,0.16256174599172518,61598.87659144052,0.2206300687378666,0.2817023914530953,0.22122152332783512,0.023016787344138274,0.017313834069961866,0.8588156862745098,3.373221243845115,1.6495815954105713,89.88097729228777,32.72365221565152,542.7002726841724,0.14683723244577215,1.6062885802469136,92.16114952730331,0.1231288217897221,157.48408579426473,0.12098594840626573,69151.32073081218,0.5349879937220865
34,334,66.9014,4.03732,39,4.83968,0,108,131,10,125,8,0.9768,62.81365,0.0,0.0,3.39286,4.042,3.53732,0.0,0.0,127.0,59.55974,0.00014,0.71,1.185,-1.0,0.0,0.11049570786478247,0.16256126388436035,61413.07799867073,0.22049165726648465,0.28175346947820107,0.22124013292833355,0.02305864655487851,0.01723015118871858,0.8588839215686276,3.3512244591364517,1.7063453367042019,89.90269457064025,32.86250738450038,542.6701790642974,0.14758618816999688,1.6349344135802468,93.51641494129909,0.12201701528480349,157.91681661278747,0.12104025546300339,69199.97492517019,0.5349879937220864
35,335,66.9855,4.01147,39,4.73238,0,109,131,10,125,8,0.98561,62.88036,0.0,0.0,3.10714,4.05,3.42766,0.0,0.0,127.0,59.57777,9e-05,0.72,1.281,-1.0,0.0,0.11045711553770719,0.16249564651007842,61670.28300935888,0.22035417997206774,0.2819060945373303,0.22119546002916948,0.023118665653454697,0.017250423313428263,0.8585854901960784,3.3375396396437624,1.6430348105296644,89.88547556000674,32.675824012285396,542.6526492967415,0.14810613897521555,1.7536168981481481,93.03118669136468,0.12089665169029794,157.73905519954735,0.12104301290708135,69248.6970194825,0.5349879937220882
36,336,67.0141,4.06122,39,5.02879,0,109,131,10,125,8,0.98965,62.90152,0.0,0.0,2.39286,4.038,3.4052,0.0,0.0,127.0,59.56998,0.00013,0.71,1.177,-1.0,0.0,0.11039460674122982,0.1625325472242382,61617.15792853915,0.22027865596343377,0.2821029226689289,0.22120521069914412,0.023103560598178526,0.01727484171873262,0.8580200000000001,3.3589611849155907,1.6668804344139205,89.86296110981465,32.740697413315004,542.638859302055,0.14951300193447986,1.7658179012345678,88.0262738695614,0.11970798344352748,158.36118682310666,0.12105794037100198,69194.48533749666,0.5295235378072002
37,337,67.083,4.1447,39,4.93475,0,109,131,10,125,8,0.9891,62.94711,0.0,0.0,3.39286,4.031,3.44851,0.0,0.0,127.0,59.57974,0.00011,0.71,1.19,-1.0,0.0,0.11035546566664615,0.1625528506463455,61845.299397528215,0.22017822126558967,0.2822466545912423,0.22116395834595112,0.02315999920829527,0.017336433078759355,0.85828,3.416119371440053,1.7636267020730303,89.84044719484415,32.814002143012154,542.6292710640989,0.15061336863045127,1.7853009259259258,93.97712458608441,0.11844753593923661,158.07847076358502,0.12110265789259965,69208.22131678947,0.534987993722083
38,338,67.0691,3.97096,39,5.01547,0,109,131,10,125,8,0.98682,62.92374,0.0,0.0,2.71429,4.049,3.51883,0.0,0.0,127.0,59.55246,9e-05,0.73,1.215,-1.0,0.0,0.11033035212331437,0.1625374706412269,61672.107689350654,0.22010987291565473,0.28238537218195575,0.22121747404244035,0.023098927024971277,0.017357175856097334,0.8577223529411766,3.4657039975763757,1.9186161532646024,89.846864210212,32.803010917004244,542.623901042267,0.1505459610377996,1.8445698302469136,90.02720386560875,0.11718292366404477,158.04138332726527,0.12125992612060649,69204.99868446794,0.531146952743028
39,339,67.1344,3.65703,39,4.89777,0,109,131,10,125,8,0.98667,63.00154,0.0,0.0,3.25,4.046,3.36947,0.0,0.0,127.0,59.54823,0.00012,0.71,1.273,-1.0,0.0,0.11037183998823448,0.16262947242076264,61785.27036699894,0.22001195512569527,0.2825371837376917,0.2212153971099163,0.023135622616980905,0.017367209945171425,0.85802,3.4514370944543242,1.8830484136166747,89.83021772314532,32.73142760476948,542.6180389278453,0.1508074339964287,1.92578125,91.84322761277312,0.11598880725271543,157.43907267831875,0.12137646778792921,69263.3735540372,0.5349879937220893
40,340,67.1752,3.33101,39,4.97285,0,109,131,10,125,8,0.98352,63.03176,0.0,0.0,2.53571,4.046,3.09459,0.0,0.0,126.0,59.52154,0.00012,0.71,1.192,0.125,0.0,0.11039010773017263,0.1626696408194415,61794.25628591855,0.2199327806154209,0.28272700801027084,0.22125352710526208,0.02310145277311431,0.01736284923435206,0.8574545098039217,3.3707850242231037,1.8307365684928023,89.82910371016688,32.722626297562215,542.6067601130076,0.15109555515618883,1.9990354938271604,87.59328096934355,0.11482939956566891,157.986879719554,0.121722069871944,69175.39862979633,0.5349879937220888
41,341,67.2523,3.17354,39,4.72203,0,109,131,10,125,8,0.98305,63.11538,0.0,0.0,3.17857,4.053,2.80738,0.0,0.0,127.0,59.53004,0.0001,0.71,1.234,-1.0,0.0,0.1104496956728977,0.1627157041521182,61957.24232820669,0.21984972850829385,0.28288340686530594,0.22123259438596216,0.023145404920060866,0.01736225042962817,0.8577749019607843,3.2610016534331008,1.8726416843895304,89.82290881437868,32.729870831524885,542.6161121644792,0.15144718354506825,1.9936342592592593,87.62948285524456,0.11375836353561586,158.1474811552464,0.12201626549806882,69185.84301107883,0.5349879937220886
42,342,67.2068,3.06501,39,4.60463,0,109,131,10,125,8,0.98693,63.07265,0.0,0.0,2.60714,4.058,2.66848,0.0,0.0,127.0,59.48357,0.00012,0.71,1.198,-1.0,1e-06,0.11050528252676058,0.1626738480840597,61811.10240942956,0.21977749422405368,0.2830225953621531,0.22125597453977477,0.023128452900103152,0.017385174934289566,0.8571490196078433,3.187132760455311,1.7649030803089159,89.84302155543618,32.715685809100115,542.6208855060815,0.1517361105512959,1.9291087962962963,93.99320651013353,0.11269775742419785,157.98457536773327,0.12234867524873895,69132.0579956768,0.5289293266997972
43,343,67.2804,3.29136,39,4.37426,0,109,131,10,125,8,0.98816,63.15828,0.0,0.0,3.64286,4.053,2.57605,0.0,0.0,127.0,59.50036,0.00012,0.72,1.228,-1.0,0.0,0.1105336933136878,0.16267089334925974,61983.007339586,0.21970759481131294,0.2832108935260117,0.221277708129249,0.023184765863837577,0.017356118151505767,0.8577145098039216,3.163322633293121,1.3889222658849287,89.85322975279195,32.760365804036454,542.6394311051444,0.1520378314994543,1.8680555555555556,92.50091545761904,0.11170798254674426,157.9579023055697,0.12268685337990727,69245.18668544981,0.5349879937220896
44,344,67.2447,3.51801,39,4.48069,0,109,131,10,125,8,0.99327,63.11643,0.0,0.0,3.17857,4.062,2.77142,0.0,0.0,127.0,59.44967,0.00012,0.71,1.209,-1.0,2e-06,0.11052416962530887,0.162686826191315,61927.61566136246,0.2196420103804885,0.2834623350062004,0.22129126843571667,0.023152718607361702,0.017371672682523858,0.85657568627451,3.2620584159868597,1.7315285930912225,89.83645257480751,32.703345404730904,542.6560433340505,0.1522999415377534,1.7863136574074074,88.19949487393673,0.11074874291560814,157.51657628780615,0.12293668467855876,69337.66474264576,0.5349879937220873
