,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0,cubrow.1.0,staticness,cubcol.0.6,temporal,blockiness,cubrow.0.6,blur,cubcol.0.3,saturation,cubrow.0,noise,cubcol.1.0,cubrow.0.3,uhdhdsim,tone,fft,contrast,cubcol.0.5,cubrow.0.5,movement,color_fulness
15,315,73.0473,15.5921,75,21.8522,0,115,121,21,131,24,1.02779,71.12849,0.0,0.0,1.39286,3.262,13.27561,0.0,0.0,125.0,58.63296,0.00132,0.6,1.928,-1.0,0.034424,0.08468677156436398,0.26230825460717144,458.6176355833394,0.20546604716841663,5.121830248444261,2.3682232361903073,0.2341397073526401,38372.8630191857,0.18688570645587868,40.2233379976249,0.251816195258841,1.0253476922448954,0.13272865155975375,0.21263086071908435,82.36476176363851,0.8990212156862746,76347.05567469478,96.30911271127214,0.27092072447033483,0.23481526049286958,4.365499614197531,146.5660212392997
16,316,72.8723,15.6146,75,21.2461,0,115,121,21,131,24,1.019,70.97101,0.0,0.0,1.10714,3.262,13.4129,0.0,0.0,125.0,58.68371,0.0014,0.59,1.816,0.1677,0.029244,0.0846604317350201,0.26229019825958527,457.4658729742352,0.2038862949472551,5.091789509489823,2.4769973041244584,0.2341049574505538,38198.471600054094,0.1846415341534523,40.11820908534674,0.2527261384000098,1.029782944331357,0.1326306259143553,0.21242764513043813,82.36926667583924,0.9009556862745098,76332.04640658863,98.06238531074371,0.26947313766221603,0.23489515381175272,4.628713348765432,146.84322768767152
17,317,73.288,15.8075,75,20.5583,0,115,121,21,131,24,1.01853,71.37587,0.0,0.0,1.0,3.247,13.43709,0.0,0.0,125.0,58.51497,0.0013,0.59,1.771,-1.0,0.022786,0.0846311203833286,0.2630519462452996,456.4314888386837,0.20243511450191687,5.04226701608737,3.0818304265156864,0.23414658455529588,39226.601907144264,0.1829177115493013,40.27644574200666,0.2513199295132011,1.0336239853104114,0.1327059020732827,0.21242836180395494,82.33891832746505,0.8989984313725491,76527.61651492777,96.5434092887592,0.26856384376338627,0.2349512045676776,4.458670910493828,146.7252778813323
18,318,73.979,17.9882,76,22.955,0,115,121,21,131,24,1.01532,72.03714,0.0,0.0,1.0,3.246,13.59399,0.0,0.0,125.0,58.41682,0.0014,0.6,1.95,-1.0,0.027645,0.08461086263966788,0.2647088984672817,455.46896752332725,0.20150217626714173,5.036437702633706,2.789955168871416,0.23424236830475678,41488.1408563555,0.18156176943523505,40.25067082157842,0.25017872699086413,1.0374650262894802,0.13271056830623057,0.2127635616517752,82.30364966679126,0.8973054901960784,76880.2072626264,96.59212799494094,0.26798310202958003,0.2351376055376976,4.470968364197531,146.66239976538682
19,319,75.0928,19.102,77,22.7544,0,115,121,22,131,24,1.01605,73.08207,0.0,0.0,0.67857,3.275,15.46391,0.0,0.0,125.0,58.47506,0.00123,0.6,1.833,-1.0,0.034757,0.08461972791230207,0.2647221092785655,454.53075261102504,0.20065987613023942,5.082814782041452,2.0693867999057822,0.2341690392911613,44189.288974220835,0.18050669853359538,40.186843495310086,0.24949749103616753,1.0457413193549991,0.13270994517592177,0.2130857268516597,82.18984538480575,0.8979007843137256,77083.60672207469,96.82885824496,0.2690781943706779,0.23539482174685267,4.690779320987654,146.7081223008298
20,320,74.4973,17.5604,77,24.326,0,114,121,21,131,24,1.02677,72.52688,0.0,0.0,0.78571,3.267,16.42427,0.0,0.0,125.0,58.26478,0.0013,0.6,1.844,-1.0,0.030427,0.08454712856901352,0.2655348910455246,453.58362299485196,0.19965514028718392,5.159460669558415,1.8759063888774892,0.23421771188889262,42975.377994786824,0.17927936168585784,40.19760207187982,0.24858557063483377,1.0435236933117773,0.13265254369636928,0.21350027757354298,82.20062437567995,0.8942286274509804,77333.3348238536,95.98284103452342,0.26960308727090376,0.2353384016506677,5.441020447530864,146.723868296521
21,321,74.38,16.5322,76,24.6089,0,114,121,22,131,24,1.02081,72.3974,0.0,0.0,0.96429,3.258,15.10009,0.0,0.0,125.0,58.18963,0.00119,0.6,1.838,-1.0,0.028374,0.08454479015845368,0.2654933944307216,452.66255007497006,0.19907385660115215,5.188183088795159,2.18034297342511,0.23431832363010613,43155.308833696734,0.1777861836973597,40.373979733314044,0.2482448804766299,1.0430887005907374,0.13266591196202462,0.21397266934275713,82.22603752028888,0.8923956862745098,78341.17157558646,95.80090240634658,0.2695552967492415,0.2354151432482945,5.548755787037037,146.8466669194269
22,322,74.396,15.8625,76,22.9375,0,114,121,22,131,24,1.01273,72.4197,0.0,0.0,1.71429,3.241,14.2161,0.0,0.0,125.0,58.20683,0.00136,0.59,1.656,-1.0,0.026207,0.08456352656985719,0.26575925278878076,451.7320167292194,0.19877829866732147,5.165469420224625,2.3038302180869303,0.23438529917454992,43247.63375311858,0.17702486193089698,40.522709222487464,0.24778662300167123,1.0457413193550014,0.13276564943295513,0.21446567740940153,82.21620793411914,0.8928823529411765,78118.72327322394,97.47796828586735,0.2702917921206005,0.23535318465600102,5.436824845679013,147.03904419884717
23,323,74.3999,15.6812,77,23.5348,0,114,121,22,131,24,1.02112,72.48247,0.0,0.0,1.46429,3.287,13.64208,0.0,0.0,125.0,58.219,0.00136,0.59,1.643,-1.0,0.027144,0.08457056835149887,0.2660991182577713,450.8349738910564,0.19872938888649702,5.129727287561502,3.089374402510192,0.23438667911525318,43714.699001620385,0.17659172989812916,40.538618864836515,0.24678382059760853,1.0479589453982363,0.13278586412379573,0.21502940656749822,82.20737388711491,0.8934513725490196,78294.9459655174,97.40319246668814,0.27059963554866373,0.2350033555708017,5.359037422839506,147.1175060175204
24,324,74.242,15.4443,76,23.6552,0,114,121,22,131,24,1.01635,72.38233,0.0,0.0,1.71429,3.272,13.49047,0.0,0.0,125.0,58.21379,0.00136,0.6,1.636,0.15702,0.028046,0.08454747166221328,0.2665627465543372,450.0347259310547,0.19916516321152672,5.091176481349764,2.6773366508455085,0.23446140923102965,43556.27116970393,0.17606247841620487,40.630113954897276,0.24571594916246248,1.0479589453982414,0.13281560622367672,0.21555481722432265,82.27619222722313,0.8928823529411765,78184.83880069066,97.20887797245499,0.2711140784240678,0.2349424804037307,5.504677854938271,147.14967963733164
25,325,74.0732,14.8813,76,22.3356,0,114,121,22,131,24,1.02488,72.23737,0.0,0.0,1.64286,3.256,13.28791,0.0,0.0,125.0,58.18652,0.00139,0.59,1.701,-1.0,0.022583,0.08455803674767795,0.2673391206406342,449.32372414481983,0.19981307783569305,5.070654139661252,2.740732192627362,0.234452683971514,43769.77229545985,0.17587278790451877,40.72652746129919,0.24541174670206864,1.0507707825488675,0.132900342083685,0.2160423380766401,82.26753053317634,0.8923274509803922,78106.16364998414,97.22487942018653,0.27180715509111497,0.2350383472319889,5.839409722222222,147.3020530716875
26,326,73.9151,14.5805,76,20.9618,0,114,121,22,131,24,1.03152,72.08475,0.0,0.0,0.75,3.249,12.80472,0.0,0.0,125.0,58.17271,0.00106,0.59,1.687,-1.0,0.029156,0.08452496804255426,0.2682517203496172,448.65819774220734,0.20055246725157808,5.022230304222643,3.2738815721638086,0.23445595711853545,43911.91860194829,0.17532170321247373,40.734154595269096,0.24548619470724492,1.0501765714414717,0.1329210733645456,0.21635537267757632,82.27038893355325,0.8922819607843138,78069.81358436777,97.2935635686166,0.2728514031159986,0.23506206905667926,5.721450617283951,147.30474329465113
27,327,74.5277,14.4212,77,20.6239,0,114,121,22,131,24,1.03732,72.65303,0.0,0.0,2.42857,3.242,12.55257,0.0,0.0,125.0,58.1702,0.00142,0.6,1.722,-1.0,0.031845,0.08446959056391766,0.2684573839069762,448.0510741971569,0.20043500279164672,5.00217378158259,2.6567448680930164,0.23426911447643833,44937.94364834724,0.17431737295149163,40.54976550443673,0.24563759856967177,1.0451471082476134,0.13289503265256056,0.21678228349642395,82.20375275198954,0.8935345098039216,78367.70412318883,97.48899590592796,0.27401689740685914,0.2350648076703092,5.474151234567901,147.60002460133543
28,328,74.7406,14.2161,77,19.5531,0,114,121,22,131,24,1.01963,72.86884,0.0,0.0,1.78571,3.254,12.41681,0.0,0.0,125.0,58.1455,0.00117,0.6,1.827,-1.0,0.036373,0.0844773825259441,0.26866444767833353,447.5205901687329,0.20083609242359102,4.96287373814212,2.592196186945057,0.23444888159112348,45328.76192926932,0.17440641121415096,40.59385116012008,0.24517694930853307,1.0479589453982385,0.13283909128427104,0.21702877692506423,82.16656632201827,0.8937717647058824,78205.498616997,97.30831141673283,0.27485568380526576,0.23521280097582492,5.237509645061729,147.8283410480159
29,329,74.7392,14.1317,77,19.6974,0,114,121,22,131,24,1.0225,72.92113,0.0,0.0,1.64286,3.263,12.23755,0.0,0.0,125.0,58.12889,0.00124,0.6,1.892,-1.0,0.031749,0.08444282275782809,0.26888831267471086,447.0331233118789,0.20185628319546964,4.958721325207735,2.827533568399769,0.23455722194950362,45390.68063160943,0.17435349344968382,40.51914450563031,0.2446893194356688,1.0495823603340753,0.13281948856691148,0.21735404284219345,82.18321712340958,0.8933831372549019,78022.39416798424,97.97125914995628,0.27518982946558046,0.23532751067890467,5.3304880401234565,147.75601350605453
30,330,74.7608,13.9904,78,18.9155,0,114,121,22,131,24,1.0209,73.01483,0.0,0.0,0.60714,3.239,12.16577,0.0,0.0,125.0,58.11013,0.00123,0.59,1.942,-1.0,0.031187,0.08440321663488089,0.26923083181340474,446.56356635849073,0.20274127059692998,4.9450615381666525,2.8959450841468852,0.2346207567181519,45336.39622067796,0.17498538721170287,40.28963348011912,0.24401680724953392,1.0546118235279265,0.13283815546448177,0.21767527697786168,82.16306911731951,0.8927501960784314,78232.59080334356,95.78255363307578,0.2745932816762384,0.23541599542206662,5.540991512345679,147.8667891610832
31,331,74.6816,13.7358,78,18.7051,0,114,121,22,131,25,1.02801,73.01297,0.0,0.0,1.92857,3.257,12.04313,0.0,0.0,125.0,58.10701,0.00131,0.6,1.892,-1.0,0.03036,0.08438730443666981,0.2697179614560661,446.119700174458,0.20243454452967488,4.914070544189573,3.331206543065873,0.23478462860698793,44922.34522939989,0.17457853902149156,40.28939216519579,0.24392461753275568,1.0602937758033448,0.1328789463763308,0.21783970407322192,82.15743859673762,0.8926705882352941,77749.23049359316,95.88035013775739,0.27507740636906447,0.23557552625816722,5.535783179012346,148.04069085846362
32,332,74.6423,13.6248,78,18.9241,0,115,121,22,131,25,1.03253,73.03705,0.0,0.0,1.03571,3.227,11.82835,0.0,0.0,125.0,58.10767,0.00128,0.61,1.837,0.15882,0.028416,0.08439971599059139,0.2703699398244711,445.7161086260474,0.2026481595575962,4.870177887074452,2.8530690475527725,0.23504935404389407,44905.80402924461,0.17420447043767043,40.28028417516637,0.24476515198070165,1.062888116593456,0.1329180573052233,0.21766812060478025,82.15229660534077,0.8926145098039215,77809.08427717071,97.79000710577218,0.2757751667950552,0.2357080186830969,5.518325617283951,148.2368089581878
33,333,74.6158,13.39,78,18.3108,0,115,121,22,131,25,1.02361,73.04585,0.0,0.0,1.25,3.26,11.72937,0.0,0.0,125.0,58.10758,0.0013,0.6,2.038,-1.0,0.025857,0.08439743846472131,0.27098835912269253,445.3297003816303,0.20346442416326152,4.81777530400566,3.189300947733486,0.23537029308337595,44681.326358117294,0.17375546721342397,40.21120123215663,0.2445493089055845,1.062293905486055,0.13292906470899382,0.21770054234817096,82.2030210448558,0.8924333333333334,77661.32980226773,97.7975591658647,0.276156910962659,0.2357224535330663,5.509837962962963,148.21838941037225
34,334,75.1586,13.1047,79,17.999,0,115,121,22,131,25,1.01953,73.56149,0.0,0.0,1.10714,3.257,11.52984,0.0,0.0,125.0,58.13075,0.00127,0.6,1.958,-1.0,0.031603,0.08438037670942836,0.2718201641085362,444.9614412949986,0.20392345885863278,4.774987846870105,3.8392618675213877,0.2355624057054489,45569.02576110089,0.17358217203463008,40.24851857880015,0.24472729805692273,1.0661349464651162,0.13293609822143088,0.2177143972447936,82.15017083435662,0.8922066666666667,77782.440097308,97.9036321253028,0.27690566309951914,0.23576064353682774,5.476658950617284,148.3978895061189
35,335,75.6577,12.4204,79,16.6759,0,115,121,23,131,25,1.02383,74.01446,0.0,0.0,1.60714,3.245,11.28527,0.0,0.0,125.0,58.15479,0.0017,0.61,1.969,-1.0,0.031909,0.08436926126008397,0.2732341855112659,444.62318943452124,0.2042882719814899,4.710065080167532,3.3131155296794526,0.23556741049256213,46674.85797709374,0.17358934972731138,40.2913771264347,0.2450028420904047,1.0683525725083491,0.1329490131640854,0.21770666439532935,82.11462517343617,0.8924482352941177,77799.8683985993,97.6627920170305,0.27768700212521547,0.23575358352431697,5.505835262345679,148.50576008548762
36,336,76.4321,11.6711,80,15.916,0,115,121,23,131,25,1.02182,74.74346,0.0,0.0,1.07143,3.232,10.70123,0.0,0.0,125.0,58.17997,0.00123,0.61,2.052,-1.0,0.028396,0.08436050343375634,0.2748486499138249,444.2945880253903,0.20494678882463138,4.613996510495896,2.641883106402499,0.23574523840881992,48314.50810231967,0.1733895027943016,40.24794684516059,0.24539066937591156,1.0705701985515768,0.13290901936252603,0.2178621104960361,82.01410029729678,0.8926145098039215,78193.90816862439,97.89744241567548,0.2788821690431734,0.23574821354309364,5.481867283950617,148.4145526389378
37,337,76.5461,12.116,80,13.9661,0,115,121,23,131,25,1.0275,74.86261,0.0,0.0,0.85714,3.233,10.06053,0.0,0.0,125.0,58.18341,0.0012,0.6,1.915,-1.0,0.027878,0.08435563822459766,0.27681369133111505,443.9923504745079,0.20561688488491006,4.468748075483772,2.850627819656612,0.23582340880881505,48529.0550965798,0.17325629003454937,40.23754656756366,0.24576936639998195,1.0705701985515808,0.13294218611228342,0.21801453988296343,81.97992516367988,0.8917619607843137,78250.27661160736,97.91838311031846,0.28054952430796704,0.23573019053216257,5.300636574074074,148.7025493103862
38,338,76.2095,12.7424,80,16.5041,0,115,121,23,131,25,1.02739,74.56338,0.0,0.0,1.42857,3.253,10.44205,0.0,0.0,125.0,58.16663,0.00135,0.6,1.988,-1.0,0.034406,0.08435238073392312,0.2784759699300572,443.704995549811,0.20647167297258476,4.552870249382915,2.7088411548715636,0.23592453285914095,47571.1063695782,0.17334454107616548,40.04358870894821,0.24594300933284485,1.0738170284232476,0.13300246422539086,0.21825804339517788,82.00937690103476,0.8921156862745099,78060.73026144407,97.94615839503491,0.2815057722141493,0.23573545507364202,5.0843942901234565,148.63801688394773
39,339,75.895,13.0797,79,16.6737,0,115,121,22,131,25,1.02787,74.27323,0.0,0.0,0.82143,3.232,10.9721,0.0,0.0,125.0,58.17213,0.00154,0.6,2.048,-1.0,0.029196,0.08434387748048201,0.27932877869002976,443.45228547219,0.20720394084086488,4.658066887353338,2.8988986981077924,0.2360927109107642,47005.120542912446,0.17315226307108533,40.12817834924768,0.2454308630598827,1.0766288655738732,0.133032462425709,0.2184709508617098,82.05227700272695,0.8910101960784311,78126.74037851977,96.34429186593049,0.2818980347247401,0.23554445146277414,5.047405478395062,148.73774051374355
40,340,75.4351,13.4002,79,17.3197,0,115,121,22,131,24,1.02755,73.84177,0.0,0.0,1.25,3.237,11.25907,0.0,0.0,125.0,58.17474,0.00128,0.61,1.891,0.15831,0.032577,0.08438391053810755,0.27994482238430235,443.2065542430608,0.20807518769603936,4.7501644200750475,2.381299873428643,0.23613049891062782,45981.98971359073,0.1728795627535592,40.0448267430435,0.24570914902354662,1.0766288655738754,0.13299382052619615,0.21870556715865952,82.06346995261757,0.8909329411764706,77924.98339582005,97.39378739745659,0.2823656798619745,0.23536937478516767,5.198591820987654,148.70564719280137
41,341,74.8682,13.5296,78,17.6714,0,115,121,22,131,24,1.02932,73.30309,0.0,0.0,1.53571,3.229,11.53202,0.0,0.0,125.0,58.17012,0.00138,0.6,1.843,-1.0,0.024274,0.08437665498362536,0.28065175850786955,442.9722336503596,0.20866966979897672,4.8213670083246,2.3600628429285955,0.2362588004884363,45023.4683516932,0.1729174797018851,40.108096464180655,0.24490306303700338,1.0750054506380375,0.13300663398219253,0.2190605906162887,82.11010587155602,0.8901556862745098,77882.59483354038,95.86992665543782,0.2830157006458597,0.23523682477221203,5.37818287037037,148.84863042430868
42,342,74.9828,13.5424,78,18.3053,0,115,121,22,131,24,1.02433,73.3633,0.0,0.0,2.03571,3.23,11.64481,0.0,0.0,125.0,58.17808,0.00137,0.6,1.895,-1.0,0.023942,0.08438968335518711,0.2812483726200659,442.7254997812203,0.20859344055358217,4.861354888067382,2.661935221030703,0.23638971612548387,45080.30477775848,0.17343096174575387,40.04046442479263,0.2441719090432967,1.0750054506380393,0.13295408143196175,0.21924799417340468,82.08140781294821,0.8899866666666667,77865.46250643537,96.01160113223595,0.28365845733175293,0.23511175688329206,5.544367283950617,148.7773875241978
43,343,75.0733,13.7578,78,18.4572,0,115,121,22,131,24,1.02978,73.39433,0.0,0.0,0.96429,3.219,11.65817,0.0,0.0,125.0,58.15741,0.00123,0.6,1.907,-1.0,0.024676,0.08439650357660332,0.28186623845676134,442.4774430524711,0.2087487676322968,4.891427719625106,2.754988945174517,0.23651260653558806,45279.41655352647,0.17360545948064568,40.00090931080006,0.2440798704520153,1.0721936134874042,0.1329420404117832,0.21956644129858216,82.07752030647154,0.8895490196078432,77849.71554433186,96.13607137099733,0.28384145088298995,0.2350265090204861,5.715856481481482,148.73806431560075
44,344,75.1375,13.9191,78,18.4385,0,115,121,22,130,24,1.0344,73.43338,0.0,0.0,1.0,3.216,11.839,0.0,0.0,125.0,58.12118,0.00135,0.6,1.824,-1.0,0.025795,0.0843893924450374,0.28233001674323255,442.22764800894333,0.20921933384879807,4.927208582961583,2.6626249740114263,0.23653818439167826,45521.10850600995,0.1737953081290579,39.845953858928915,0.24442363899006306,1.072193613487413,0.13291739648856113,0.21980294466949807,82.03931211686465,0.8889125490196078,78261.65438036024,97.88513490839681,0.2832936473191346,0.23497841673620434,5.896122685185185,148.8225265553292
