,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0,cubrow.1.0,staticness,cubcol.0.6,temporal,blockiness,cubrow.0.6,blur,cubcol.0.3,saturation,cubrow.0,noise,cubcol.1.0,cubrow.0.3,uhdhdsim,tone,fft,contrast,cubcol.0.5,cubrow.0.5,movement,color_fulness
45,345,75.1796,13.98,78,19.7348,0,115,121,22,130,23,1.02538,73.40827,0.0,0.0,0.46429,3.206,11.97621,0.0,0.0,125.0,58.09467,0.00134,0.6,2.027,-1.0,0.025774,0.08438053727759942,0.2826467460394695,441.96543018796956,0.2096025681489235,4.955572456010461,2.2133562856839912,0.23662543343339865,45554.040566586635,0.17424638266526835,40.035698973102335,0.2452851532650156,1.0689467836157482,0.1329247956573704,0.21991575690442325,82.0577586535733,0.8889109803921569,78323.55484227909,97.79218756458603,0.28360945607174953,0.23485455230167232,6.056327160493828,148.75592866125888
46,346,75.2091,14.1387,78,18.411,0,115,121,22,130,23,1.01926,73.39792,0.0,0.0,0.25,3.172,12.02693,0.0,0.0,125.0,58.07502,0.00135,0.6,1.774,-1.0,0.025682,0.08437743696519144,0.2829142851151856,441.67818227267026,0.20948165141703806,4.982735303622608,2.408560554285763,0.2367288559775068,45286.859803206426,0.1749880267892009,40.07276916503906,0.24598285246353294,1.065381516971356,0.1328842642459552,0.22010305201369382,82.0329038103081,0.8886054901960785,78246.11839219226,97.73247556440003,0.2839852066022628,0.23475975220300865,6.276331018518518,148.50458945385213
47,347,75.0818,14.3362,77,19.8152,0,115,121,21,130,23,1.01755,73.27669,0.0,0.0,0.35714,3.165,12.16318,0.0,0.0,125.0,58.05172,0.00124,0.6,1.766,-1.0,0.028873,0.08438673089726684,0.28346372757083316,441.36938282900434,0.20931086674811028,5.040284156431263,2.943603677897411,0.2367846933218761,44458.62861265217,0.17525642168923036,39.8805818910952,0.2468245480228979,1.069975987444171,0.1328226687685133,0.22010191331093112,82.0763482973633,0.8868659803921568,78006.60362522637,97.67079996245198,0.28417837536129115,0.2347919253881561,6.633005401234568,148.50819411575276
48,348,75.1812,14.7163,77,20.1219,0,115,121,21,130,23,1.02719,73.36052,0.0,0.0,0.42857,3.155,12.33453,0.0,0.0,125.0,58.03612,0.00133,0.6,2.034,0.15985,0.026526,0.08441035152066208,0.2841794518782271,441.06705897975706,0.20925112784735422,5.086554111469716,2.489459605861418,0.2368136258938149,44435.916018968266,0.17549416151486347,40.033946096161266,0.24723249408203807,1.0661349464651193,0.1328784870507413,0.22029653272046645,81.99070450038835,0.8857062745098039,78293.4579727386,97.9510040322314,0.28441980214332085,0.2347867537776738,6.888744212962963,148.45558755989668
49,349,75.2852,15.0488,78,20.4758,0,115,121,21,131,23,1.02556,73.47322,0.0,0.0,0.67857,3.157,12.66355,0.0,0.0,125.0,58.03834,0.00131,0.6,1.852,-1.0,0.023655,0.08440450071304374,0.2845999602120272,440.7466848122726,0.20925433855295753,5.113074473821566,2.5515337964831764,0.23687781671421604,44545.932285104216,0.17629482470473695,39.91530015733507,0.24711384700619596,1.0677583614009534,0.13286149671565756,0.22049755992198242,82.02563583867921,0.885883137254902,78476.00025898662,97.94172397655649,0.2845392880620999,0.23485612797429237,7.176842206790123,148.35590309827177
50,350,75.3453,15.226,77,21.5762,0,115,121,21,130,22,1.02606,73.5053,0.0,0.0,0.67857,3.17,12.94748,0.0,0.0,125.0,58.00923,0.00125,0.6,1.905,-1.0,0.026138,0.08439381288998518,0.28479915966577096,440.4070247451793,0.2090767037136612,5.149427304322297,2.627841972299094,0.23687454434246724,44257.91735140118,0.17647550650768712,39.904435711142455,0.24741106052979372,1.0661349464651173,0.13282280470269117,0.2205162491307809,82.01448383226949,0.8861737254901961,78429.39224724963,96.38075564615752,0.2847280427729891,0.23489470268859763,7.297019675925926,148.2852049909687
51,351,75.3482,15.5652,77,23.1873,0,115,121,21,130,22,1.02209,73.47808,0.0,0.0,0.39286,3.141,13.0981,0.0,0.0,125.0,57.96156,0.00111,0.6,1.947,-1.0,0.025087,0.08439610253080777,0.2849599945157584,440.05907467008456,0.20874324371803626,5.16444494682597,2.582874848861252,0.2368416812944642,43825.56457935479,0.1769943367555258,39.663121729721254,0.24678829493047832,1.0639173204218846,0.1328107287378794,0.22055138159053875,81.99985864131222,0.8859329411764706,78079.58152053237,96.50525236887401,0.28510118854611405,0.23489960523125428,7.265094521604938,148.48357234120024
52,352,74.8251,16.1317,77,22.7233,0,115,121,21,130,22,1.02348,72.97944,0.0,0.0,0.21429,3.127,13.38537,0.0,0.0,125.0,57.89554,0.00126,0.6,1.949,-1.0,0.023328,0.08438419722646863,0.2851686610787211,439.7417583847888,0.20840730652610026,5.20425358732975,2.53625537678942,0.23687854242659864,42826.46348605641,0.17686803497150905,39.71585327901958,0.24650714720185926,1.0594820683354265,0.13280600018058467,0.22052327420232354,82.05993193430115,0.8845490196078432,77793.02996161142,97.91105186608968,0.2854534178105298,0.23487064245179204,7.149402006172839,148.4507312837133
53,353,74.7343,17.1673,77,22.2404,0,116,121,21,130,22,1.02703,72.89609,0.0,0.0,0.35714,3.132,13.87237,0.0,0.0,125.0,57.84207,0.0013,0.6,1.892,-1.0,0.027414,0.08440062700789065,0.2854701344355521,439.4455375428656,0.20819681307036234,5.254945327235338,2.746337037575836,0.2369197863175596,42497.792690412774,0.1768044094098962,39.561776055230034,0.24682035319803175,1.0584528645069906,0.13275010935327744,0.2205725668461449,82.07669091376695,0.8841270588235295,77742.39489682761,97.27410666476527,0.2850077965898828,0.23487868903483122,7.260609567901234,148.50003496071236
54,354,75.4362,17.9945,77,23.1851,0,116,121,21,130,22,1.01987,73.55059,0.0,0.0,0.42857,3.135,14.76582,0.0,0.0,125.0,57.8795,0.00104,0.6,1.853,-1.0,0.024064,0.08440452244439489,0.28594521248803295,439.15405129411437,0.20819852373727218,5.26511257519977,2.8938139328176073,0.23693232745026446,43430.54186598937,0.17718122368424843,39.239257058979554,0.24698623984283968,1.062293905486053,0.1327946359546262,0.22056427006654983,82.01238172120077,0.8853823529411765,77554.77129051369,96.55316281423835,0.2849535327805326,0.23489398839450662,7.138551311728395,148.56143732780188
55,355,75.2645,16.6213,77,22.4363,0,116,121,21,130,22,1.02963,73.35456,0.0,0.0,0.25,3.127,15.47539,0.0,0.0,125.0,57.9477,0.00117,0.6,1.901,-1.0,0.024224,0.08441108344005029,0.28650942837584126,438.88798419752675,0.20815085782260384,5.212807954408768,2.560333239421783,0.23689741604201653,42918.13706584552,0.17787860114399776,39.08713371371045,0.24674996668164306,1.0556410273563697,0.13280212842470077,0.22046826894923519,81.99648185834792,0.8859601764705882,77209.37199849334,96.75787835261296,0.28443985268043326,0.2347996233629798,6.900221836419753,148.84944461281214
56,356,74.1745,14.8394,76,21.2328,0,116,121,20,130,22,1.03046,72.3398,0.0,0.0,0.39286,3.125,14.28822,0.0,0.0,125.0,57.89438,0.00124,0.59,1.992,0.15535,0.027716,0.08442851281688736,0.2865842183172057,438.6415777815499,0.2078532443887145,5.133757682852284,2.7347261288983464,0.23682012535403646,40468.667628344105,0.1778341973391329,39.228499801070605,0.24611061412045487,1.0546118235279287,0.1327551677419624,0.22038802218139233,82.1017802433874,0.886461215686273,76838.06976891062,97.31032156245475,0.2840227089197765,0.23477182989635795,6.636766975308642,148.86798071780788
57,357,73.476,15.1398,75,19.8359,0,116,121,20,130,21,1.02608,71.68083,0.0,0.0,0.35714,3.141,12.75907,0.0,0.0,125.0,58.01008,0.00112,0.6,1.778,-1.0,0.023433,0.08442281824592517,0.2865618236058922,438.3841737031025,0.2079677204575974,5.078848519998864,2.869868818717579,0.23673491931883536,38934.329557508776,0.17774849448578395,39.231512940960165,0.2450880510235407,1.0556410273563703,0.1327570783116133,0.22024948613757553,82.21991440801187,0.8892164705882353,76853.81103969448,96.60200593795608,0.283566089385611,0.2348010750739512,6.934895833333333,149.14696448566232
58,358,73.3038,14.795,75,20.7603,0,116,121,20,130,21,1.03062,71.47827,0.0,0.0,0.35714,3.113,13.02264,0.0,0.0,125.0,58.09288,0.00117,0.59,1.715,-1.0,0.02761,0.0844088684615472,0.28637147826650655,438.12895237819504,0.20840254694278515,5.078127251503141,3.0976909422757806,0.23670658502816827,38326.11976083011,0.17724673261731147,39.06433350362896,0.24447733592843687,1.0457413193550078,0.13275064621025398,0.22012639359913663,82.21344632171412,0.8906152941176471,76638.21709754731,96.76406767791791,0.28296284187638504,0.23481096848831298,7.228636188271605,149.2452219920627
59,359,73.2637,15.0171,75,21.5643,0,116,121,20,130,21,1.0207,71.43697,0.0,0.0,0.71429,3.127,12.7235,0.0,0.0,125.0,57.99016,0.00144,0.6,1.772,-1.0,0.03069,0.08441255829454852,0.28630135999080425,437.89999846634623,0.20830913910076446,5.111877175631752,3.378548926901882,0.2366638492958518,37890.99699208644,0.1766562022190463,38.91019543306327,0.2439245428575068,1.043523693311781,0.1327270335315102,0.2199928256884331,82.21862318365811,0.8895490196078432,76221.99228103978,96.9380591943102,0.2823709835519992,0.23474377596664028,7.485580632716049,149.2856841509896
60,360,73.6853,14.5503,75,22.1846,0,116,121,20,130,21,1.02304,71.79055,0.0,0.0,0.96429,3.135,12.91098,0.0,0.0,125.0,58.03427,0.0012,0.6,1.957,-1.0,0.027631,0.08443409341365377,0.2866143576344839,437.69594477091715,0.20806137713623274,5.182252524047224,3.046341952571719,0.23669851686575905,38290.825113630846,0.17619386158223538,38.98196241590712,0.244737026810411,1.0396826523327132,0.13273222461942621,0.219964667214514,82.14445301634771,0.893216862745098,76442.70969103147,97.93178380974638,0.2813022606002323,0.23464201115429612,7.587239583333333,149.39375357081357
61,361,74.2914,14.0806,75,21.0163,0,117,121,20,130,21,1.02503,72.29211,0.0,0.0,0.78571,3.111,12.51403,0.0,0.0,125.0,58.12734,0.00122,0.6,1.961,-1.0,0.029658,0.08442610407951658,0.28678079943730583,437.53596114898306,0.2082579759687379,5.193297494190827,3.036999806075972,0.23669074593779915,39291.36312953942,0.17594774186750362,39.09780243296682,0.2455022027385358,1.039088441225316,0.1327373700278228,0.22004139516305574,82.08107590972652,0.8945490196078432,76607.656139594,98.34570687229983,0.280666628554263,0.23453770762230033,7.405140817901234,149.6256433145573
62,362,74.8279,14.0895,76,20.037,0,117,121,20,130,21,1.02003,72.82424,0.0,0.0,0.46429,3.116,12.11701,0.0,0.0,125.0,58.02739,0.00117,0.59,1.881,-1.0,0.027395,0.08446711153459267,0.28687604235435943,437.42838441297135,0.20885144028240668,5.1810272163901345,3.348500848246986,0.2368387707810505,40276.7935350185,0.176102011532605,38.78313738034095,0.24614831597582837,1.0402768634401154,0.13275063425834285,0.22018641457116062,81.99523932480595,0.8967667843137254,76648.91961303684,98.36830954637807,0.27974983444202034,0.23453230730524235,7.377700617283951,149.75809150608353
63,363,74.7702,14.4559,76,19.8675,0,117,121,20,130,21,1.02859,72.78221,0.0,0.0,0.57143,3.115,12.12022,0.0,0.0,125.0,58.02697,0.00124,0.6,1.887,-1.0,0.03072,0.08447335237256612,0.28712569564198054,437.39419517887563,0.20967370369895916,5.141887028938325,3.921368070139476,0.2369219530484174,40098.98149618127,0.1753487909349619,38.93532590512876,0.24586096777951752,1.0402768634401076,0.1327770220808313,0.2202515632185788,82.03668156116224,0.8968556862745098,76513.8157440423,98.39384773108699,0.2790792731679063,0.23442438547978003,7.291087962962963,149.94969727947245
64,364,74.497,14.6738,76,20.8129,0,117,121,20,130,22,1.03249,72.5566,0.0,0.0,0.5,3.13,12.43285,0.0,0.0,125.0,58.01017,0.00121,0.6,1.845,0.15947,0.026817,0.08445652891019195,0.28761253991735847,437.41924600119177,0.21061986476107483,5.155604445809055,4.272221628730582,0.23701691297693137,40551.27415722999,0.17616504031279195,39.08079039020303,0.24556825354128364,1.048988149226672,0.1327374867728041,0.2203744262102062,82.08301465616948,0.8951180392156863,76524.94322893118,97.19418438854457,0.2782977752201611,0.23434945180622724,7.045138888888889,150.1708470883125
65,365,74.1769,14.4916,76,20.8622,0,117,121,20,130,22,1.02199,72.29145,0.0,0.0,0.75,3.132,12.61943,0.0,0.0,125.0,57.95479,0.00119,0.61,1.763,-1.0,0.027795,0.08446914917044783,0.2878222232489574,437.47466628178773,0.21184391254954618,5.161927819181743,3.468513415623913,0.2370874919239354,39906.76203331897,0.1764479558963206,39.28268112370997,0.245328077224052,1.0506115641625067,0.13275518086898017,0.2204553561090666,82.13717645428653,0.8918827450980392,76497.6466226407,96.90836035763269,0.2775506524820008,0.23435794443642893,7.068528163580247,149.81296523260104
66,366,73.8232,14.7256,76,21.2572,0,116,121,20,130,22,1.02625,72.00585,0.0,0.0,0.32143,3.142,12.46283,0.0,0.0,125.0,58.00415,0.0012,0.6,1.697,-1.0,0.026295,0.08447220889783674,0.2883034700895104,437.53300281568767,0.211775046845303,5.187138386672339,4.034390580049942,0.23722141860909796,39353.529095068036,0.17569456451406784,39.22976157105999,0.24499135641289488,1.056235238463765,0.1327644009130151,0.2206149244497498,82.19413537698719,0.8905627450980392,76288.93528808781,97.94814553883108,0.27708294560747815,0.2341434034746385,6.799141589506172,149.73150472862483
67,367,73.1718,14.4768,76,21.1679,0,116,121,20,130,22,1.02755,71.41986,0.0,0.0,0.21429,3.152,12.66036,0.0,0.0,125.0,57.91665,0.00117,0.59,1.762,-1.0,0.025573,0.08446615205923705,0.2889439584665245,437.61259191719944,0.21199463433267232,5.2565058650652166,2.5578427999907105,0.23721711219354227,38597.371292040596,0.17519821666499497,39.39989857614776,0.24455982405656002,1.0600762794428242,0.13271193874817333,0.22074560192399806,82.24134951439592,0.8887007843137256,76241.27999533809,97.55146355195293,0.2768768408101113,0.2338674476924551,6.349488811728395,149.45812544196474
68,368,73.203,14.2492,75,21.0872,0,116,121,20,130,21,1.02741,71.3991,0.0,0.0,0.64286,3.147,12.44719,0.0,0.0,125.0,57.81556,0.0013,0.59,1.695,-1.0,0.02931,0.08447624008735699,0.2898381097172759,437.68963285699033,0.21235243771027237,5.265934705176968,3.4648796750952475,0.23723848250632118,38818.55235884607,0.1747628215095503,39.38690279736931,0.24462413710481323,1.0534234013131323,0.13273436250008597,0.22090369465098825,82.20080827350492,0.8847294117647059,76297.53594350611,98.04823452014047,0.2765805987233681,0.23347659068605417,5.7837094907407405,149.46933622274346
69,369,73.1438,14.1689,75,20.2163,0,116,121,20,131,21,1.03569,71.2911,0.0,0.0,0.42857,3.133,12.25525,0.0,0.0,125.0,57.82118,0.00115,0.59,1.891,-1.0,0.021204,0.08446243323914546,0.29092681000270787,437.71398359858006,0.21250752510303308,5.237359120354031,2.8079965226518326,0.23722572533181324,38906.70238151526,0.1744373003468385,39.31768101821711,0.24440127545426704,1.0540176124205363,0.1327370618434598,0.22099298732208472,82.20873856735194,0.8848168627450981,76503.39729464173,97.49181602628941,0.27630932576225226,0.2330409768574447,5.689187885802469,149.22167835199764
70,370,73.1818,13.4955,75,20.851,0,116,121,19,130,21,1.02803,71.30578,0.0,0.0,0.46429,3.114,12.19087,0.0,0.0,125.0,57.91469,0.00118,0.6,1.804,-1.0,0.025353,0.08446865190361828,0.291498600081233,437.68681865536047,0.21297323306442947,5.17507792095071,2.9309131250396794,0.23722871511967997,38828.854534451624,0.174571539779791,39.27463748131269,0.24415544020380878,1.0540176124205314,0.13274342399808078,0.22097015117399424,82.16499164259965,0.8848317647058823,76428.29689093491,96.65462732341561,0.2761426053838357,0.23262624192133674,5.712094907407407,149.20734635033227
71,371,73.2883,13.5071,76,19.1926,0,116,121,19,130,21,1.0309,71.42351,0.0,0.0,0.67857,3.107,11.60847,0.0,0.0,125.0,57.87757,0.0011,0.59,1.817,-1.0,0.023613,0.08445758924414652,0.29256295242904795,437.66401354651236,0.21380866185132222,5.09390837379081,2.6142691334572974,0.23724959942530804,38661.1294487309,0.17507075738630035,39.217683203426404,0.24311571125062295,1.060076279442822,0.13273165614514482,0.22096837472575034,82.14694600331426,0.8837156862745098,76619.06212706426,97.98299477836848,0.27597783037890744,0.23231303758573982,5.769241898148148,149.1103461455189
72,372,73.0622,13.3252,75,19.6688,0,116,121,19,130,21,1.03445,71.24337,0.0,0.0,0.46429,3.121,11.62118,0.0,0.0,125.0,57.80794,0.00124,0.6,1.754,0.16268,0.024367,0.08445491624525178,0.2932085514136646,437.6679851662553,0.2143429437094954,5.087812471445735,2.631321422404678,0.23726185127504112,38252.135991407325,0.17507592238819045,39.18355305989583,0.24281842190607367,1.0616996943786574,0.13277988048354455,0.22119493165863818,82.1873235606526,0.8833,76514.0955883491,97.5742930780115,0.27572209306390427,0.23208306592563632,5.557677469135802,149.2209359033225
73,373,73.0641,12.9257,75,18.3968,0,117,121,19,130,21,1.03637,71.20331,0.0,0.0,0.64286,3.141,11.46254,0.0,0.0,125.0,57.88803,0.00098,0.6,1.843,-1.0,0.021047,0.08444618267078702,0.29400647408203334,437.6619184201995,0.2150139028318445,5.059007997749785,2.725949687938029,0.23727890426009063,38281.8633846445,0.17513966388797922,39.08637736756125,0.2430014037499442,1.0552060346353296,0.13282901853847448,0.22125507833057678,82.2079128758578,0.8851521568627451,76420.72457807022,97.67429340307724,0.2753475322839596,0.23184078752091128,5.174768518518518,149.14373859359847
74,374,72.9127,13.3489,75,17.9283,0,117,121,19,130,21,1.03137,71.02528,0.0,0.0,0.35714,3.145,11.12132,0.0,0.0,125.0,57.87418,0.00114,0.6,1.976,-1.0,0.020628,0.08441303147199361,0.29472766692904523,437.64666093859336,0.21529984858893092,5.007707360199998,2.3411123378827337,0.23735243639488482,38145.174119914875,0.1751479391306938,38.866192664629146,0.24293795187509593,1.049582360334078,0.1328655434271324,0.2212648883397276,82.26513351544946,0.8844362156862745,76319.07738576623,97.74642383969471,0.2750837822194851,0.23162620395047587,5.01880787037037,149.41460492461212
75,375,73.0502,14.2666,75,17.5066,0,117,121,19,130,21,1.03666,71.11042,0.0,0.0,0.57143,3.135,11.48342,0.0,0.0,125.0,57.77538,0.0011,0.59,1.81,-1.0,0.023337,0.0844145162621946,0.2958516623744562,437.6333524320382,0.2158091921673149,5.062583399328283,2.2895451453816666,0.23736008951485513,38439.81577526243,0.17561378166800642,38.77235695167824,0.24278061479687446,1.0479589453982354,0.13291199506858448,0.22137431923172893,82.26682475570468,0.8845490196078432,76332.16694227915,97.54481609562033,0.2747955756445355,0.231513236760281,5.527874228395062,149.76832779725734
76,376,73.1919,14.7351,75,19.3288,0,117,121,19,130,21,1.02426,71.19462,0.0,0.0,0.28571,3.14,12.27568,0.0,0.0,125.0,57.8222,0.00106,0.59,1.718,-1.0,0.024749,0.08442944433746094,0.29672842268737526,437.6127729335134,0.21659318624830082,5.090516548641786,2.027563302367321,0.23732820959671183,38854.89371123608,0.17621230951870484,38.88023414140866,0.242410692727295,1.0374650262894791,0.13291927152937924,0.22131429334738006,82.28739475979708,0.8853823529411765,76680.82301884558,98.30415668785331,0.2745614432572714,0.231344497230795,5.727719907407407,149.8961462736196
77,377,73.0604,14.7088,75,18.7702,0,117,121,19,130,21,1.03057,71.05185,0.0,0.0,0.39286,3.152,12.67719,0.0,0.0,125.0,57.87514,0.00123,0.6,1.766,-1.0,0.022304,0.08443114222845147,0.29816857068525143,437.58231535275485,0.2167475723045554,5.122826749897465,2.4049483832406953,0.2373184264764931,39033.73099286689,0.1766455523251702,38.896374737774885,0.2426260294185428,1.0390884412253147,0.13293014360664254,0.22120046710748711,82.31164587624944,0.8873274509803922,76916.72250530252,97.09510024828744,0.2743941041797435,0.2312416945955619,5.802806712962963,149.94967365868453
78,378,73.0736,14.8373,75,17.8656,0,116,121,19,130,21,1.02698,71.06626,0.0,0.0,0.82143,3.152,12.65423,0.0,0.0,125.0,57.97224,0.00109,0.6,1.731,-1.0,0.02527,0.08444719449415773,0.2989692450098443,437.54293583091544,0.21700854726193625,5.1507732012265155,2.5879581167858086,0.23730327712889882,38882.29166936248,0.17761908797854611,38.860242867175444,0.2432199548578923,1.0374650262894933,0.1329453382792299,0.22110899904772552,82.3361818445258,0.8917619607843137,76277.71606476298,96.78460477561042,0.27430177667486344,0.23108217825620014,5.82764274691358,149.8342716883688
79,379,73.2636,14.7496,75,18.8425,0,116,121,19,130,21,1.02812,71.26572,0.0,0.0,0.32143,3.172,12.76261,0.0,0.0,125.0,58.03279,0.0011,0.59,1.745,-1.0,0.032955,0.08444326681164277,0.29974875507694726,437.5074286025393,0.2171893147246569,5.138937374646142,2.388899028494495,0.2373533939816888,39136.33960056107,0.1781658343596691,38.98320007324219,0.24331044057023904,1.0429294822043718,0.13295705421331647,0.22097655724964055,82.32633198639158,0.8939380392156863,76585.40456792196,96.63234634208939,0.2736595773384554,0.2308969900893388,5.983844521604938,149.91520214353625
80,380,73.4196,14.591,75,18.9167,0,116,121,19,130,21,1.03068,71.42668,0.0,0.0,0.71429,3.183,12.68888,0.0,0.0,125.0,58.12758,0.00126,0.6,1.833,0.16242,0.030074,0.08446180282562023,0.30058563101692265,437.4705672749364,0.21748503837228697,5.093229005899197,2.303993305367702,0.23728921679057427,39659.98339207766,0.17814615350864274,39.015569051106766,0.24433037223341697,1.0457413193550071,0.13297267208490854,0.22091720351384483,82.34193948708017,0.8959329411764706,76501.10364492195,96.53571729596965,0.273347606080135,0.23088554117885607,6.032937885802469,149.78644469025502
81,381,73.5059,14.4578,75,18.5171,0,116,121,19,130,21,1.03514,71.50126,0.0,0.0,0.35714,3.191,12.55843,0.0,0.0,125.0,58.16589,0.00129,0.59,1.857,-1.0,0.027581,0.08444905474694579,0.3015818911500742,437.43329054571984,0.2176895247460675,5.0483836364261165,2.5236819254543708,0.2372774273920695,40084.013941319325,0.1788754982497326,39.18837483723958,0.24494682477782867,1.0435236933117764,0.1329460288967037,0.2209261665711914,82.36773456299287,0.8961666666666667,76682.05557979543,96.50073382307664,0.27259895787293575,0.23086655410137477,6.137104552469136,149.95180853754053
82,382,74.1046,14.3761,75,18.5062,0,116,121,20,130,21,1.03575,72.05039,0.0,0.0,0.35714,3.188,12.44377,0.0,0.0,125.0,58.16686,0.00121,0.6,1.573,-1.0,0.035263,0.08444025259719076,0.3024932838003514,437.39874368912234,0.2181954499676206,5.007417658841961,2.487059750303141,0.23725041765612295,41475.21499374572,0.1802355647757632,39.22686447331935,0.24551675480858942,1.045147108247607,0.13289572829404286,0.22086197296849097,82.31283865014288,0.8963172549019608,76855.74192118025,98.20439286376396,0.2715683446310122,0.23094823388188046,6.003858024691358,149.9273332630731
83,383,74.0606,14.1688,75,17.9896,0,116,121,20,130,21,1.02513,71.98099,0.0,0.0,0.5,3.202,12.37096,0.0,0.0,125.0,58.17239,0.0012,0.59,1.885,-1.0,0.024178,0.08441042412355189,0.303295156084328,437.3654074966187,0.21857279309509325,4.980446833597789,2.329142402285444,0.2372328951482234,41669.853245170096,0.1810016590694723,39.287624217845774,0.24621509310707088,1.0374650262894842,0.13290704845540677,0.2207179606859357,82.3731480203056,0.8973729411764706,77192.24027542576,98.19721615500896,0.27063237862160655,0.23107555438304428,5.995081018518518,149.94351068550532
84,384,74.0678,13.9031,75,17.334,0,116,121,20,130,21,1.03373,71.9368,0.0,0.0,0.64286,3.23,12.18863,0.0,0.0,125.0,58.17049,0.00133,0.59,1.765,-1.0,0.032566,0.0844134654024664,0.3040673412429071,437.339481106357,0.21914078129722994,4.970432929916917,2.8128412194280625,0.2371702714240643,42042.13646474049,0.18223589435351287,39.32074313693577,0.24581808272351088,1.034653189138855,0.13291696941629355,0.22047823076568115,82.37754791261891,0.8983,77385.82216808278,98.35569965745078,0.2699637947866026,0.23103398256588747,5.966628086419753,150.0666546507243
85,385,74.3538,13.9692,76,16.7021,0,116,121,20,130,21,1.02464,72.21857,0.0,0.0,0.57143,3.236,11.96024,0.0,0.0,125.0,58.18635,0.00125,0.59,1.881,-1.0,0.029339,0.0843982928594668,0.304774506931188,437.3204619412503,0.21960435069625261,4.966661698486412,2.5814037369557794,0.23707777168835575,42848.09329021628,0.1825148202039471,39.32601024486401,0.24538853024691967,1.039088441225313,0.13289426207805907,0.22001763511542544,82.37887095083502,0.8987156862745098,77515.96317783996,98.36219759648594,0.26955062494801285,0.23098192714529492,5.973813657407407,150.09323841778064
86,386,74.4703,13.868,76,16.878,0,116,121,20,130,21,1.03323,72.36853,0.0,0.0,0.53571,3.266,12.02051,0.0,0.0,125.0,58.21049,0.00122,0.6,1.975,-1.0,0.030745,0.08440910983888301,0.3054125962643899,437.30186805960096,0.2200732639506916,4.930206429997311,2.257098533087452,0.2370176660614927,43488.264906737895,0.18334368999072925,39.20682930652006,0.24587145153274834,1.037465026289482,0.1329282389152177,0.21962008318290654,82.40293071631561,0.8992662745098039,77727.86346520777,98.36136035296127,0.26918391179356443,0.23089320846618874,6.017264660493828,149.99761804995833
87,387,74.5762,13.6147,76,17.5597,0,116,121,20,130,21,1.03752,72.50737,0.0,0.0,0.42857,3.258,11.93229,0.0,0.0,125.0,58.26497,0.00121,0.6,1.903,-1.0,0.033527,0.08441542941822085,0.30641271160435307,437.2990451917602,0.2208960027711736,4.88757403536066,2.8903426418181795,0.23709407499166296,43918.03495848988,0.18401029801464813,39.350039258415315,0.2459071388216695,1.0396826523327136,0.1329409727500248,0.2193011980111989,82.46013440615064,0.8995490196078432,77980.85905604511,98.37766341553065,0.2685700457145771,0.23075152142545388,6.081645447530864,150.15970775903506
88,388,74.868,13.3144,77,16.6914,0,116,121,20,130,22,1.03418,72.78834,0.0,0.0,1.03571,3.286,11.71722,0.0,0.0,125.0,58.31058,0.00132,0.6,1.734,0.15676,0.030325,0.08441928641384612,0.30748121060825057,437.30565361382065,0.22117814413210565,4.811315340401619,3.110192083729612,0.23702792848492266,44776.01433092796,0.18434319136200644,39.39774520308883,0.246540280291232,1.039088441225316,0.1329717549353885,0.2190797523556259,82.39737947709978,0.8996050980392157,77975.5910241762,96.83028761810769,0.2680368662300581,0.23056941855524615,6.063319830246914,150.2056682593382
89,389,75.0846,12.8096,77,15.7255,0,116,121,20,130,22,1.0308,73.02215,0.0,0.0,1.03571,3.286,11.46487,0.0,0.0,125.0,58.3783,0.00109,0.6,1.831,-1.0,0.031715,0.08442392667145718,0.3086594459492999,437.3171640991292,0.22127770061090932,4.733472284709521,2.7267053508496453,0.23705563744451338,45207.35681828861,0.18442373096616155,39.39587609561873,0.24684164935447125,1.0447121155265622,0.1329712470251709,0.21901240002207112,82.41108091171878,0.9002992156862746,78266.55905873881,96.71189250069811,0.26755087544580963,0.23038834498904956,6.137393904320987,150.21116670787958
90,390,75.6914,12.2063,78,16.4058,0,116,121,20,130,22,1.02876,73.61545,0.0,0.0,0.82143,3.288,11.03541,0.0,0.0,125.0,58.42651,0.00122,0.59,1.871,-1.0,0.021884,0.08444431578275265,0.3097043425558289,437.3290083376205,0.22193007549391938,4.649828978502434,3.1255878505957693,0.23701602084936055,46133.5922759173,0.1841349957908379,39.50006687493972,0.24792152626917413,1.045147108247604,0.1329650719691095,0.21877060294789108,82.36904848402821,0.9003823529411765,78249.55447011837,96.50825855931947,0.2675337874620995,0.23022461125887878,6.152199074074074,149.99114738640196
