,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,movement,staticness,temporal,fft,uhdhdsim,cubcol.0,saturation,cubcol.0.5,cubcol.0.3,cubrow.0,blockiness,color_fulness,cubrow.0.6,contrast,cubrow.0.5,cubrow.1.0,noise,blur,tone,cubcol.1.0,cubcol.0.6,cubrow.0.3
10,210,47.2005,5.42398,21,5.16144,0,115,133,5,125,5,0.99207,42.16054,0.0,0.0,1.89286,4.873,4.66215,0.0,0.0,128.0,54.47234,0.00019,0.29,0.968,-1.0,9.731244,1.1255304783950617,610.0781391020124,2.1538963267933937,66311.12477861311,92.32868072686223,0.006162935733997877,33.857371765890235,0.13200263916264218,0.010035872630361469,0.10223765541002211,2.319344406281053,161.56366449146842,0.11592459581948357,90.85793901651114,0.25470608811232387,0.10172626431420073,0.18754290335642798,21630.837596421807,0.7686274509803922,0.005709568253788197,0.1517238780653422,0.20835371480658596
11,211,47.3253,5.30962,21,5.18186,0,115,133,5,125,5,0.97843,42.25894,0.0,0.0,2.39286,4.884,4.63831,0.0,0.0,128.0,54.4238,0.00025,0.29,0.936,-1.0,9.69178,1.2717978395061729,609.8826479363627,2.165433899652777,66399.34031434213,92.3401291062371,0.006101681999167456,33.880967128424,0.13495196546924687,0.010014244915788457,0.10225168263961065,2.212776896913612,161.47514188897958,0.11577657074266347,91.85076777604053,0.2547266995887621,0.10403432077059492,0.18532527731319817,21907.59765039006,0.7686274509803922,0.0057246250250714125,0.15145505963726466,0.2079740186067013
12,212,47.4011,5.02573,21,4.80022,0,115,133,5,125,5,0.97753,42.33389,0.0,0.0,2.60714,4.893,4.5472,0.0,0.0,128.0,54.36479,0.0002,0.29,0.96,-1.0,9.723234,1.2213059413580247,609.5940838773187,2.1969949723283877,66547.05229500047,92.36461496083871,0.00605302766634266,33.90776702504099,0.13528531150643303,0.009979605549998426,0.10224447150878044,2.068643879374267,161.37032779895617,0.11527679786610409,92.5445459620232,0.2549020325950469,0.10640550408389361,0.1875429033564285,22060.534722198412,0.7686572549019609,0.005709058429253884,0.1511395099148218,0.2076966991593182
13,213,47.5842,4.77899,22,4.71473,0,115,133,5,125,5,0.9922,42.49843,0.0,0.0,2.35714,4.879,4.29744,0.0,0.0,128.0,54.31197,0.00016,0.29,0.934,-1.0,9.647156,1.0873360339506173,609.3813778130774,2.180113852998746,66633.28737680658,92.25900084162751,0.006028278607212059,33.85731336805556,0.1347158170357424,0.00999661354828425,0.10222360728648801,2.117243234217492,161.13895107553043,0.11496904014547342,89.821294218248,0.25519919827366516,0.10723807116487549,0.19138394433549133,22353.17441158883,0.7687701960784314,0.005658244865877607,0.15074233312036442,0.20761508225841907
14,214,47.6606,4.45823,22,4.31492,0,115,133,5,125,5,1.00275,42.5716,0.0,0.0,2.17857,4.863,4.08519,0.0,0.0,128.0,54.23113,0.0002,0.29,0.929,-1.0,9.584374,0.9774787808641975,609.0956380705925,2.1326789511656123,66881.24419675638,92.25759979313592,0.006030987761961091,33.86659994243104,0.13434500079998488,0.010044008071717972,0.1022311377265537,2.247471766522445,161.06513945198358,0.11531533294706273,92.02115943154148,0.25517554711695634,0.10945006873239957,0.19138394433548364,22510.170014501808,0.7686572549019609,0.005685332012050196,0.15048873374068136,0.207500388648714
15,215,47.7224,4.14362,22,4.25591,0,115,133,5,125,5,1.00357,42.63158,0.0,0.0,2.14286,4.889,3.80588,0.0,0.0,128.0,54.20011,0.00018,0.29,0.938,-1.0,9.644069,1.5461033950617284,608.8896933476515,2.0915287108359353,66793.92518495073,92.3030240040449,0.005999239072973122,33.98717583550347,0.1344077383391625,0.010056486773897231,0.10229769930354843,2.0178339987483307,160.92847961883146,0.11561414835315884,86.47947551817556,0.25522893001001606,0.11036613575057794,0.19138394433549147,22636.09327860055,0.7685670588235295,0.005693056567729795,0.14968200772881038,0.20745493625091127
16,216,47.6918,3.54781,22,4.05542,0,115,133,5,125,5,0.99551,42.61471,0.0,0.0,2.53571,4.894,3.53144,0.0,0.0,128.0,54.12278,0.00019,0.29,0.969,0.4964,9.601046,1.3161651234567902,608.6272243497865,2.0751287130365488,67181.41308621528,92.26038813837464,0.005988472076512458,33.935882191599156,0.13461811584263067,0.010059390798630078,0.1022897204712512,2.021205937737749,161.53859937025882,0.11555849624179367,90.96319275292684,0.2552535778041369,0.11143337350859041,0.19138394433549147,22653.52785063074,0.7680917647058825,0.005707616116186663,0.14808240524176255,0.2074873089026581
17,217,47.7699,2.99811,22,3.96958,0,115,133,5,125,5,0.99159,42.68774,0.0,0.0,2.21429,4.896,3.01544,0.0,0.0,128.0,54.10889,0.00018,0.29,1.005,-1.0,9.733732,1.1579861111111112,608.4293143270716,2.053450929259962,67449.8810331865,92.20452195435587,0.006022287816529309,33.838797675238716,0.13545370377245297,0.01012990782153273,0.1023177364540127,1.9365679532620483,161.32218605401837,0.1155994158089832,90.0695490339452,0.25544741715503905,0.11291520014205171,0.19138394433549166,22799.90215457606,0.7680917647058825,0.005710550660321887,0.14666082417334741,0.2074485135524116
18,218,47.8085,2.79607,22,3.69779,0,115,133,5,125,5,0.99329,42.7308,0.0,0.0,2.85714,4.889,2.53757,0.0,0.0,128.0,54.06907,0.00021,0.29,0.961,-1.0,9.568502,1.0479359567901234,608.1784323219389,2.029398055735099,67407.91584668575,92.20252297606237,0.005957965068597504,33.904274646146796,0.13625453131461815,0.010147907990094273,0.10230626940067143,2.1806036885649847,161.3805710311969,0.11566901724768848,87.03569265705305,0.2556178479633492,0.11417437094904948,0.19138394433549166,22913.927306815305,0.7683000000000001,0.005668075174852823,0.14532958593073003,0.20764202700061749
19,219,47.8976,2.65674,22,3.43268,0,115,133,5,125,5,0.98949,42.80635,0.0,0.0,2.10714,4.866,2.35952,0.0,0.0,128.0,54.06376,0.00021,0.29,0.951,-1.0,9.602611,0.9672067901234568,607.9876526727331,2.0173316278842552,67578.93320932599,92.2198206650682,0.005991733425029422,33.89767380702643,0.13722507989738367,0.010251226425232936,0.1023902960724009,2.357009362091255,161.31840915731448,0.11579686577573939,91.50457321235392,0.2558260070731571,0.11641919285354636,0.19138394433549236,23032.517952294227,0.7680917647058825,0.005663040452638257,0.14421629995221738,0.20766600999619858
20,220,47.9021,2.53779,22,3.34551,0,115,133,5,125,5,0.99425,42.81817,0.0,0.0,2.10714,4.917,2.2385,0.0,0.0,128.0,54.0248,0.0002,0.29,0.946,-1.0,9.693668,1.3344425154320987,607.7560789881032,1.9621042053898774,67690.6144400236,92.21958566310343,0.0059993273987404925,33.89197851110388,0.1382110463876559,0.01034039826004529,0.10240599808437123,2.2135916218589116,161.25295883141686,0.11571012890601536,89.96186003157514,0.2559489980699946,0.11833562496415602,0.19138394433549277,22969.3618758973,0.7686274509803922,0.005665825080127818,0.1431459881633597,0.2078815651619315
21,221,47.9068,2.72988,22,3.33657,0,115,133,5,125,5,0.98751,42.82388,0.0,0.0,2.46429,4.907,2.13386,0.0,0.0,127.0,54.03577,0.0002,0.29,1.014,-1.0,9.627728,1.232301311728395,607.6122479966147,1.9612877061529204,67642.94203233953,92.24592633427378,0.005990065729070682,33.9011104254075,0.1393348710079168,0.010365393329529985,0.10243634331206439,2.1786594185265815,161.42252852025663,0.11553882699342881,92.00109184405308,0.25609027613341023,0.1194633572034567,0.19138394433549313,23016.54036285286,0.7684847058823531,0.005780086149954703,0.14220416589528495,0.20799365398097625
22,222,47.8799,3.03922,22,3.58099,0,115,133,5,125,5,0.9863,42.79286,0.0,0.0,2.42857,4.905,2.30189,0.0,0.0,127.0,53.99302,0.00023,0.29,0.992,-1.0,9.687786,1.144579475308642,607.4246041741379,2.0140123285924103,67530.48126749102,92.27589076716457,0.0059985804709505805,33.89018400215808,0.14003110329072352,0.010426458316280668,0.10242906335405393,2.0323657396744688,161.2846079821946,0.11546139504351581,92.06565129948586,0.25621837101310135,0.12036391623699526,0.1913839443354919,22913.01638290231,0.7686274509803922,0.00574695548977395,0.14130173670413523,0.20814986224835078
23,223,47.9234,2.94087,22,3.69766,0,115,133,5,125,5,0.98462,42.83206,0.0,0.0,2.5,4.91,2.57301,0.0,0.0,127.0,53.99956,0.00019,0.29,0.985,-1.0,9.691521,1.056616512345679,607.3139965714834,2.025829979975489,67349.30892942427,92.25745822380198,0.00594293638180333,33.96580034420814,0.1401570657282721,0.010414591560444107,0.10244511391393715,2.3012625342179733,161.26800691312877,0.11541609834122275,89.5676620804024,0.2563016152857644,0.12125299004560455,0.1913839443354918,22977.66679623148,0.7680917647058825,0.005704955692475635,0.1405277548528588,0.2084771345813057
24,224,47.9293,2.76774,22,3.59308,0,115,133,5,125,5,0.98621,42.82735,0.0,0.0,2.39286,4.91,2.48654,0.0,0.0,127.0,53.97722,0.00022,0.29,0.996,0.50373,9.61919,0.9933449074074074,607.1769491340124,2.021003834922538,67325.6994132953,92.25614560983792,0.005949918009050301,33.91560062361352,0.14081124549976257,0.010427945068663989,0.10240684685733231,2.040710849554277,161.17296196860534,0.11542803239809105,91.58689112428328,0.2563907452756487,0.12224049727104552,0.19138394433549208,22951.052477644826,0.7678317647058823,0.005693737083304725,0.13981275368372742,0.20868521863812722
25,225,48.003,2.60831,22,3.3158,0,115,133,5,125,5,0.98468,42.90006,0.0,0.0,2.64286,4.909,2.33307,0.0,0.0,127.0,54.06812,0.0002,0.29,0.969,-1.0,9.652932,1.1786747685185186,607.107422412462,1.9873994623483189,67409.2712009325,92.24117799595265,0.0059544287466669005,33.99339934925974,0.14162913107699704,0.010476702794141231,0.10239069016355623,2.195468447056547,161.20280636380107,0.11538670520950674,86.9771446936838,0.25647300097690134,0.12285212717838395,0.1913839443354917,23099.393342147843,0.7681066666666667,0.005690175004231812,0.1391277248542908,0.20912441848122806
26,226,47.944,2.57726,22,3.32985,0,115,133,5,125,5,0.98808,42.8402,0.0,0.0,2.17857,4.916,2.19606,0.0,0.0,127.0,54.03209,0.00023,0.29,0.95,-1.0,9.681702,1.0678047839506173,606.9990915525727,1.9613294653384827,67393.39586365495,92.28741019556477,0.0059142691670258755,33.99461911048418,0.1424578396190984,0.01044541162622039,0.10237488836279829,1.9929301580910868,161.08999900147126,0.11533915181203139,90.47746430782281,0.25656931096961116,0.12330366966143351,0.19138394433549158,23017.25521334822,0.7680541176470588,0.005673189754016092,0.13846410655178545,0.2094472640036558
27,227,48.0535,2.48972,22,3.52598,0,115,133,5,125,5,0.99222,42.93338,0.0,0.0,2.03571,4.929,2.16687,0.0,0.0,127.0,54.0832,0.0002,0.29,1.002,-1.0,9.71506,0.9619020061728395,606.9461751101094,1.9878513565378324,67652.8943303683,92.23271590781775,0.005941147653175153,34.03502739800347,0.14336452821399334,0.010428711568205483,0.10236926992555515,1.902468922041824,160.93574569117482,0.11534218569411461,86.9306711454039,0.25668436479339035,0.12398263349171759,0.1913839443354911,23221.213116929357,0.7680839215686275,0.005640726904498908,0.1378726229255084,0.20985499765236235
28,228,47.9732,2.41878,22,3.42187,0,115,133,5,125,5,0.98414,42.85937,0.0,0.0,2.53571,4.937,2.09131,0.0,0.0,127.0,54.04586,0.00021,0.29,0.938,-1.0,9.746601,0.8396508487654321,606.8543844639049,1.9129854275150069,67605.76595151174,92.2767378785921,0.005918797135991399,34.02868840723862,0.1434925029085715,0.010375856218564067,0.1023688238589156,2.033071844631634,161.24380524321847,0.1153513022940448,88.07216346094668,0.2566933785201879,0.12483363466107944,0.19138394433549047,23088.06355403085,0.7686274509803922,0.005642425268435414,0.1373107440108543,0.2102398725360718
29,229,47.972,2.43425,22,3.18254,0,115,133,5,125,5,0.9762,42.86559,0.0,0.0,2.07143,4.915,2.02965,0.0,0.0,128.0,54.05803,0.00023,0.29,1.032,-1.0,9.723547,0.7327353395061729,606.8148828161289,1.8506316002810628,67521.4116967841,92.27679975399997,0.0059443830995355995,33.870692500361685,0.14359452235873424,0.010339858699811277,0.10236072398553556,2.0861282936209316,161.3734226076835,0.11523352122810213,87.90223815759262,0.25671367347698854,0.12586172324124908,0.19138394433548922,23083.653785288425,0.7694756862745099,0.0056806991631009615,0.13676291916233593,0.21065734655715493
30,230,47.878,2.3439,22,3.26291,0,115,133,5,125,5,0.98466,42.78466,0.0,0.0,3.03571,4.937,2.04566,0.0,0.0,128.0,54.03769,0.00021,0.29,0.961,-1.0,9.665966,0.7623456790123457,606.7465667172828,1.859190075788789,67443.87310720983,92.29754905972875,0.005901211643461369,33.99103819293741,0.14376335949275917,0.01028469283741611,0.10233770178813646,2.079289070800541,161.17621748109318,0.11505301363767427,89.0342697246304,0.25667892783927443,0.1264289333433121,0.1913839443354913,22934.708688004805,0.7686274509803922,0.005663007285901953,0.1362656082133528,0.21099354019131972
31,231,47.9134,2.40076,22,3.26727,0,115,133,5,125,5,0.98299,42.82328,0.0,0.0,3.35714,4.921,1.96371,0.0,0.0,128.0,54.05584,0.00022,0.29,1.003,-1.0,9.624061,0.62109375,606.71280511783,1.8401771024174052,67511.61330844449,92.2694192581494,0.005912043584406596,33.99790088041329,0.14346941533903576,0.010271257036123086,0.1023521495263772,2.1079561900240127,161.26117068951945,0.11501737781187968,88.19087520104287,0.2566625482639187,0.12703413636817038,0.18754290335643228,22961.9686442972,0.7700035294117649,0.005650110066505856,0.13574410381657426,0.21129047676609183
32,232,47.8647,2.44505,22,3.17601,0,115,133,5,125,5,0.986,42.7796,0.0,0.0,2.46429,4.923,2.01622,0.0,0.0,128.0,54.03134,0.00022,0.29,0.947,0.50926,9.716522,0.5472125771604939,606.6508065068891,1.8755217038260672,67519.19773377178,92.26337572375547,0.0059031597055998865,34.089633517795136,0.14355945261230812,0.010246750161679962,0.102325663063522,2.1035047197562418,161.03719887287724,0.11493897684002854,88.2983974814607,0.25670688585675366,0.12757777792840302,0.19138394433549152,22892.756123142375,0.7692227450980393,0.005679874469314215,0.13525829798889388,0.2115395607611137
33,233,47.9215,2.4299,22,3.02397,0,115,133,5,125,5,0.99105,42.83486,0.0,0.0,2.46429,4.909,2.05304,0.0,0.0,128.0,54.05383,0.00019,0.29,1.011,-1.0,9.633712,0.5382426697530864,606.6154903931753,1.9329248717088778,67608.94296453029,92.21714544369739,0.005908506796105637,33.94072035801263,0.14384121804834796,0.010211948641920324,0.10234500941905572,2.2837905632134077,161.29385143621303,0.11484575564848748,87.98523839227663,0.25672208414328945,0.12804968617247045,0.19138394433549186,23009.016533586204,0.7702941176470589,0.005715697243758336,0.1348318586560202,0.21179888523426924
34,234,47.8622,2.32209,22,3.12971,0,115,133,5,125,5,0.98386,42.78312,0.0,0.0,2.89286,4.916,2.0385,0.0,0.0,128.0,54.04145,0.00022,0.3,0.996,-1.0,9.726316,0.5691550925925926,606.5603301617456,1.9142239449633873,67531.56344706181,92.28756403559134,0.005892338960481017,33.932037353515625,0.14377139945524608,0.01018328189555773,0.10237487415228273,2.095808365991734,161.46605143572066,0.11476687986853229,89.35593960508828,0.25668458536873945,0.12873020350919284,0.19138394433549122,22947.896468006926,0.7705690196078433,0.0057301985106888225,0.13442986903780343,0.21203734260416005
35,235,47.847,2.14435,22,3.16501,0,115,133,5,125,5,0.98866,42.77714,0.0,0.0,2.35714,4.912,1.94591,0.0,0.0,128.0,54.07469,0.00019,0.29,0.984,-1.0,9.660977,0.6208043981481481,606.520374677696,1.8690118714214747,67679.78322526606,92.2429112622967,0.005893676705101722,34.04023610809703,0.14422750042422824,0.010155547431376748,0.10240976439837948,1.9736570747478628,161.18711953796895,0.11471577443405813,84.29906959857433,0.25661815085183526,0.12919562639154938,0.19138394433549158,22850.02477169926,0.7708745098039217,0.005707160344219836,0.13407274295955574,0.21216942002260653
36,236,47.8625,2.03229,22,2.95643,0,115,133,5,125,5,0.99356,42.79178,0.0,0.0,2.85714,4.901,1.78823,0.0,0.0,128.0,54.05789,0.00019,0.29,0.964,-1.0,9.784435,0.6488715277777778,606.4675149323558,1.8037761441885247,67721.84167337177,92.2069659401467,0.005925989067643005,34.03735690646702,0.14438319137899455,0.010155190423719158,0.10236600799509761,1.9858943332751982,161.43765086425486,0.11470104546566719,88.65741943688703,0.2567233738893754,0.13000084884796861,0.19138394433549186,22898.657026413122,0.7705690196078433,0.005719691292049393,0.13372900992566364,0.21237240169296445
37,237,47.8527,2.07299,22,3.04624,0,115,133,5,125,5,0.99065,42.78174,0.0,0.0,2.5,4.889,1.69029,0.0,0.0,128.0,54.09452,0.00022,0.29,0.969,-1.0,9.744046,0.6295331790123457,606.4465481407443,1.7712819420871986,67510.77750207442,92.21479813568843,0.005913980405209918,34.035261554482545,0.14418431418289487,0.010157967317475126,0.10239290362652143,2.0453032120484758,161.18530668468054,0.11466851016007489,91.46472813930504,0.25670943576731714,0.13047621508942953,0.1913839443354861,22853.772040972228,0.7703090196078433,0.005752642809057632,0.13342962719382911,0.21241793563757388
38,238,47.4404,2.091,22,3.28219,0,115,133,5,125,5,0.9913,42.43287,0.0,0.0,2.53571,4.979,1.72925,0.0,0.0,128.0,54.07996,0.00019,0.3,0.959,-1.0,9.6048,0.6040219907407407,606.4045277599331,1.7847642847039304,67094.59283209966,92.33370534753546,0.005930450898336771,34.058428917402104,0.14389412047580136,0.010178876012652683,0.1023589710031034,2.0544874242555187,160.95144374144112,0.11463187141255776,90.04701040899042,0.2565961756107349,0.13100744059231773,0.19138394433549208,22113.10140972644,0.769766274509804,0.0057452783028478635,0.13309029347385898,0.2123869462323431
39,239,47.4483,2.21872,22,4.14014,0,115,133,5,125,5,0.98238,42.41154,0.0,0.0,2.28571,4.974,1.744,0.0,0.0,128.0,54.10764,0.00016,0.29,0.959,-1.0,9.734177,0.5804880401234568,606.3984426618547,1.824343357050306,67478.18579100155,92.35888371740421,0.005924754430702911,34.07403357235002,0.14351910273764545,0.010176417080649938,0.10233416141151641,2.115620662827816,161.136559939689,0.11462408673262782,91.70031194197797,0.25664490413272695,0.13137180279270924,0.19138394433549175,22552.979134956902,0.7703090196078433,0.005722723823159366,0.13277717624943847,0.212383506820872
40,240,48.4792,2.49802,22,4.8832,0,115,133,5,125,5,0.98477,43.30666,0.0,0.0,2.32143,4.842,1.85709,0.0,0.0,128.0,54.11184,0.00022,0.3,1.012,0.50129,9.689137,0.6306905864197531,606.3685902310318,1.8874244561504698,67617.6074416311,92.11406029050022,0.0059207383420832775,34.03241946373457,0.1432483090812864,0.010203531850440995,0.10240936816526984,2.247799378616475,161.1892762001364,0.11463533525957258,90.25052708556734,0.25684504938680386,0.13171991227873503,0.19138394433549152,23953.016722145036,0.7704959999999945,0.005727797481059379,0.1325082885919263,0.21255620220126223
41,241,47.6698,2.71241,22,5.12881,0,115,133,5,125,5,0.99011,42.61998,0.0,0.0,2.46429,4.932,2.10135,0.0,0.0,128.0,54.11436,0.00016,0.29,0.993,-1.0,9.674925,0.5808256172839507,606.3687055981871,1.8871110063011345,67409.087927414,92.3148004530713,0.005918966148711775,34.00142754448785,0.1430814295029763,0.010229145320421447,0.1024931532107436,2.258234889116168,161.48700020682986,0.11463057880012696,89.6427449284861,0.25681412687212635,0.13212537857182427,0.19138394433549186,22465.441449055776,0.7703090196078433,0.005731409289477609,0.13222998860894866,0.21254561334258992
42,242,46.8336,2.71876,22,4.59984,0,115,133,5,125,5,0.98252,41.90011,0.0,0.0,2.42857,5.034,2.28843,0.0,0.0,128.0,54.0793,0.00015,0.29,0.989,-1.0,9.65505,0.5980420524691358,606.3425106957396,1.9459695573168958,66985.48476359049,92.50882626937893,0.0058854915367327005,34.01309599699797,0.14313734354899532,0.010233791897260428,0.1024573954646868,2.0612846372925606,161.26459204482575,0.11458144989373023,91.02506384537674,0.25665106412849,0.1322660188249882,0.1913839443354924,21318.740791565695,0.7702941176470589,0.005738284269135704,0.13189465182495655,0.21240224236050628
43,243,47.4105,2.71505,22,4.60022,0,115,133,5,125,5,0.98035,42.37804,0.0,0.0,2.0,4.887,2.29361,0.0,0.0,128.0,54.10781,0.0002,0.29,0.992,-1.0,9.700882,0.5679976851851852,606.3355404937413,1.8650636063304749,67445.35598506693,92.32598738798768,0.005886615199671586,33.972330729166664,0.14314536108491108,0.010237194913025912,0.10240880165434091,2.220715487452322,161.3437020115433,0.11452652880865243,89.32906462038132,0.25668310175014797,0.1325111048948755,0.1891663182922585,22382.595886282576,0.7708745098039217,0.005705830947120076,0.1316059613525193,0.21231785103856224
44,244,48.3582,2.70567,22,4.53107,0,115,133,5,125,5,0.9859,43.20129,0.0,0.0,1.92857,4.787,2.29233,0.0,0.0,128.0,54.11787,0.00019,0.29,0.97,-1.0,9.660911,0.6042148919753086,606.3104611117827,1.84760469272132,67784.96198128455,92.08967232569039,0.005899762925173883,33.986044236171395,0.1431030080098555,0.010240727462526057,0.10244208170607853,2.132923120285509,161.30630410742674,0.11459804698624002,89.1173230723542,0.25679343221414186,0.13271525676339394,0.19138394433549147,23820.079107876776,0.7708745098039217,0.005727284952340453,0.13136764355590014,0.2123275859084573
