,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,movement,staticness,temporal,fft,uhdhdsim,cubcol.0,saturation,cubcol.0.5,cubcol.0.3,cubrow.0,blockiness,color_fulness,cubrow.0.6,contrast,cubrow.0.5,cubrow.1.0,noise,blur,tone,cubcol.1.0,cubcol.0.6,cubrow.0.3
45,245,47.7236,2.7853,22,4.55338,0,115,133,5,125,5,0.98741,42.66373,0.0,0.0,1.82143,4.866,2.28326,0.0,0.0,128.0,54.06841,0.00022,0.29,0.988,-1.0,9.629047,0.6392264660493827,606.3041641383026,1.8590361221606055,67295.10981592182,92.25687401128062,0.0058900807025784015,33.973987155490455,0.1431425815114256,0.010268543357899531,0.10244827400634565,2.170082602758523,161.44190222652114,0.11461883621080902,89.22366475653966,0.25680889751766955,0.13320108231340855,0.19138394433549186,22617.180544825413,0.7691929411764706,0.005689621379879778,0.1312576422735107,0.2122667726677696
46,246,47.1355,2.76273,22,4.25975,0,115,133,5,125,5,0.9959,42.16338,0.0,0.0,2.39286,4.956,2.35197,0.0,0.0,128.0,54.04417,0.00017,0.29,1.001,-1.0,9.659049,0.6742862654320988,606.2784161072167,1.902066346116997,67262.62456286766,92.40883669641192,0.005897055332447481,33.93991748197579,0.14257603780578637,0.010289787346985857,0.10242054318040364,2.179103274720371,161.24192969660245,0.11453419305819838,93.12104859312568,0.25668390206019864,0.13347787529001603,0.1913839443354932,21712.549366980984,0.7691929411764706,0.005710124130614803,0.13145824099785725,0.21210055873783124
47,247,47.5521,2.66667,22,4.34801,0,115,133,5,125,5,0.97797,42.49828,0.0,0.0,2.17857,4.929,2.33495,0.0,0.0,128.0,54.0478,0.00023,0.29,0.935,-1.0,9.631881,0.6961323302469136,606.2752178237502,1.8884745596781123,67352.6019812169,92.32389441770714,0.0058806743407827985,33.93474663628472,0.14207164232567981,0.010313646442333143,0.10240868704105295,1.9882814020651645,161.4049397498825,0.11459812650654548,89.23332873042011,0.2566486459496399,0.1338673169228417,0.19138394433549177,22595.839528394772,0.7691631372549019,0.005696225899133146,0.13177190028975583,0.21195404914361143
48,248,48.3906,2.60897,22,4.56865,0,115,133,5,125,5,0.98681,43.23109,0.0,0.0,2.53571,4.806,2.24589,0.0,0.0,128.0,54.06088,0.00025,0.29,0.937,0.50013,9.690676,0.7288290895061729,606.2520639452183,1.8776812105347014,67754.44601843022,92.02840937218079,0.005901123678064618,33.84195586781443,0.1415282116646366,0.01033344410022171,0.1024483094984756,2.1007424072279384,161.62909155373208,0.11450841815298278,89.47963424459311,0.25666459509396455,0.13420719034453854,0.19138394433549186,23903.834626110725,0.7691929411764706,0.005693776232483377,0.13209304747957115,0.21197523210175895
49,249,47.7104,2.63833,22,4.49948,0,115,133,5,125,5,0.99307,42.65868,0.0,0.0,2.28571,4.893,2.19787,0.0,0.0,128.0,54.08607,0.0003,0.29,0.945,-1.0,9.654693,0.7281539351851852,606.2533532852516,1.8775337390046611,67206.95812896671,92.27045814468063,0.005910111635448245,33.88442051263503,0.141019156188461,0.010342849553493273,0.10245030609453415,2.0478795945638057,161.53337979611595,0.11449331722389189,90.53946708889781,0.2566635588929693,0.13447597136122796,0.19138394433549144,22466.825960213522,0.7691929411764706,0.005714844330000283,0.1324563848863469,0.21185816623256282
50,250,46.9507,2.71534,22,4.19003,0,115,133,5,125,5,0.98551,42.00293,0.0,0.0,2.21429,5.05,2.21988,0.0,0.0,128.0,54.04959,0.00022,0.29,0.999,-1.0,9.582551,0.7360146604938271,606.237714644155,1.8692050796760722,66860.03767699629,92.40597211108363,0.005895111285671184,33.836367948555655,0.14054278461091846,0.010371868734110279,0.10240811959845234,1.9327846578555363,161.5300879060702,0.11439085061683851,87.70123525188772,0.25657430304765066,0.13480077306640184,0.19138394433549374,21314.36597963527,0.7685670588235295,0.005709859907509071,0.13277341129909576,0.21168105912750132
51,251,47.5175,2.51953,22,4.56084,0,115,133,5,125,5,0.99582,42.47409,0.0,0.0,2.07143,4.944,2.28852,0.0,0.0,128.0,54.09364,0.00015,0.29,0.909,-1.0,9.672122,0.7005690586419753,606.2409585232369,1.8896642352724733,67298.5611070972,92.26686616615788,0.005913038945180631,33.9423146188995,0.14009677927762632,0.010389453858254929,0.10237854247404476,2.0403125296691917,161.4191953373787,0.11429228621824786,87.42682905620951,0.25653221647729996,0.13526873611313744,0.19138394433549158,22410.132163472263,0.7686274509803922,0.005716044604512295,0.1330973597255514,0.21156038138666317
52,252,48.3696,2.51412,22,4.6311,0,115,133,5,125,5,0.99646,43.22119,0.0,0.0,1.92857,4.826,2.12002,0.0,0.0,128.0,54.10517,0.00027,0.3,0.962,-1.0,9.693106,0.6658950617283951,606.2247378235556,1.893569525822993,67521.74882566268,92.00018096119916,0.005908211754857136,33.9020504421658,0.13970971724092626,0.010413195059923424,0.10237484826092962,1.9182132693937604,161.2301256971214,0.11438013726889151,87.52264411397637,0.2565974848883854,0.1357967439757841,0.1913839443354919,23728.416488762898,0.7686274509803922,0.005710293838330602,0.1335218130033608,0.21155823768985238
53,253,47.9028,2.62203,22,4.49883,0,115,133,5,125,5,0.99274,42.83211,0.0,0.0,2.03571,4.894,2.11512,0.0,0.0,128.0,54.11182,0.00022,0.29,0.953,-1.0,9.593337,0.601514274691358,606.2332546628601,1.925339843605405,67244.70718137504,92.17333629135652,0.005926438335716457,33.863953390239196,0.1392531984768309,0.010395832479776369,0.10243234653111091,1.904071832515499,161.8042321560429,0.11440943111094552,92.56411677984038,0.2565741630558105,0.1360085971828605,0.19138394433549322,22652.28716788505,0.7686274509803922,0.005703090131987639,0.13397037693269348,0.2116050366943798
54,254,47.2879,2.72993,22,4.48203,0,115,133,5,125,5,0.98446,42.30465,0.0,0.0,2.57143,4.959,2.20592,0.0,0.0,128.0,54.07433,0.00027,0.3,0.938,-1.0,9.629049,0.5560860339506173,606.2152553756222,1.9799588651705595,66777.42736326814,92.30084420565825,0.005908721879838337,33.84129503038194,0.13879584337390136,0.010387578200966698,0.10239531722343055,1.9917541642441947,161.6730674628287,0.11434967875416516,91.17471100266908,0.25649377978082155,0.13617152123745052,0.1913839443354933,21660.918940586198,0.767861568627451,0.005701167618596185,0.13439115542749325,0.21166499544914413
55,255,47.9743,2.6946,22,5.06046,0,115,133,5,125,5,0.99238,42.86715,0.0,0.0,2.21429,4.873,2.30152,0.0,0.0,128.0,54.10873,0.00021,0.29,0.999,-1.0,9.664823,0.5581114969135802,606.222317929684,2.005195356299198,67448.72989027196,92.12901403393552,0.005933728239092825,33.87733158064477,0.1383392503965503,0.010359825405644943,0.1023580493236969,2.028507095604036,161.62624272505255,0.11427057483308883,87.65820744753121,0.25651624326171424,0.13651769398667912,0.19138394433549147,22934.777993436543,0.7683972549019608,0.005711440861249108,0.13473328421175373,0.21182238351496
56,256,48.7966,2.7635,22,4.84562,0,115,133,5,125,5,0.9903,43.57688,0.0,0.0,2.17857,4.821,2.26957,0.0,0.0,128.0,54.09624,0.00025,0.29,1.009,0.51247,9.607381,0.6138599537037037,606.2099164097826,2.040892907359595,67546.47663271475,91.93768759150792,0.005941118584402801,33.7511255711685,0.13789993132593123,0.010342721636866838,0.10241938268604403,2.0879725823912576,161.6623863706116,0.1142450666709382,89.0405191253714,0.2565612580289346,0.13698067028718783,0.19138394433549166,24174.79055265199,0.7682047058823529,0.005723969757251061,0.13511703274468398,0.2120555075240747
57,257,48.3299,2.90706,22,4.7787,0,115,133,5,125,5,0.99264,43.18623,0.0,0.0,2.17857,4.823,2.33053,0.0,0.0,128.0,54.11348,0.00023,0.3,0.951,-1.0,9.518531,0.6243730709876543,606.2187439543691,2.054978491321561,67175.97670566301,92.08443996248947,0.005930869720586001,33.86654776114005,0.13766642358262482,0.010308901733613176,0.10245562379578016,2.092298849009598,161.3801005754267,0.1142930324567281,91.27880376083394,0.2565489875175279,0.13763236476309898,0.19138394433549263,23105.844894404196,0.7680541176470588,0.00572336461589974,0.1355034636164572,0.2122815328829207
58,258,47.7962,3.02108,22,4.22742,0,115,133,5,125,5,1.01334,42.73172,0.0,0.0,2.78571,4.929,2.45517,0.0,0.0,128.0,54.08594,0.00023,0.29,0.949,-1.0,9.553532,0.6480999228395061,606.2076015892924,2.0771202880053967,66993.2239493225,92.17342815483433,0.005925441522667093,33.72149921935282,0.13773119767954534,0.010288250802913608,0.10242942813380772,2.1317859184244585,161.4610040572372,0.11419958553117075,88.95032377292006,0.25638629953034686,0.13797921514330758,0.1913839443354929,22338.37975292363,0.7675184313725492,0.005706004690655072,0.13581717368674537,0.212475795546568
59,259,48.191,3.29303,22,4.76351,0,115,133,5,125,5,1.00596,43.04034,0.0,0.0,2.21429,4.91,2.55537,0.0,0.0,128.0,54.09685,0.0002,0.29,0.979,-1.0,9.549107,0.6820505401234568,606.2219361698001,2.097819351770931,67364.52925764266,92.10064656889037,0.005929258890452263,33.78897754056954,0.13773521827247984,0.010259865651860394,0.10244186394743324,1.9552345820003383,161.1906726520097,0.11418876645312874,86.40424431907037,0.256384000412428,0.13813739501348976,0.19138394433549347,23233.153734481915,0.767861568627451,0.005707121530597874,0.1361336266306687,0.21270661518356723
60,260,48.8131,3.54681,22,4.68186,0,115,133,5,125,5,0.99636,43.57452,0.0,0.0,2.53571,4.823,2.79439,0.0,0.0,128.0,54.07469,0.00025,0.29,0.996,-1.0,9.601864,0.7483121141975309,606.2171829928733,2.1339995297692913,67391.94572514301,91.9356672023285,0.005920332438167938,33.76210342218847,0.13765978284863617,0.010256850377652702,0.10251098410924468,1.8446505043067853,161.29423999524332,0.11414316792675402,86.67625306577045,0.25644928173831255,0.1389365617287291,0.19138394433549144,24185.375524852087,0.7683894117647059,0.005727735918837286,0.1361103866497645,0.21281463800773
61,261,48.2969,3.57306,22,4.87919,0,115,133,6,125,5,0.99684,43.15273,0.0,0.0,2.64286,4.865,3.01099,0.0,0.0,128.0,54.04938,0.00021,0.29,0.954,-1.0,9.584795,0.7895929783950617,606.2353609991832,2.184536867298988,67109.44249518024,92.15591161376398,0.005932078441191465,33.77401262448158,0.1376691402943467,0.01023114728391892,0.10255836229186613,2.017877923821148,161.23934292263542,0.11396948153848395,86.58212586934302,0.25642744206512835,0.1394769981705888,0.19138394433549252,23072.578182913207,0.7674886274509805,0.0057302968022091404,0.13608576239116071,0.21289666273005875
62,262,47.6762,3.49955,22,4.79529,0,115,132,6,125,5,0.99447,42.61486,0.0,0.0,2.53571,4.913,3.03661,0.0,0.0,128.0,53.98649,0.00021,0.29,1.066,-1.0,9.574855,0.9411168981481481,606.2331134132453,2.2142213462676876,67017.31461848321,92.25374332351373,0.005922137189123001,33.724049132547265,0.1377003385169501,0.010231699162106858,0.10253682890730229,2.0348424327067582,161.01674093877762,0.11377476898778871,88.89889557001902,0.2563458355140144,0.14015240740061066,0.1913839443354917,22139.836469955037,0.7667227450980393,0.005727460940726177,0.13606566626821748,0.21286446873225087
63,263,48.2058,3.47535,22,5.81422,0,115,133,6,125,5,0.98156,43.02285,0.0,0.0,2.03571,4.908,2.9731,0.0,0.0,128.0,54.00164,0.00019,0.29,1.006,-1.0,9.567595,1.0481770833333333,606.2423439495255,2.1625106299841024,67655.95396763978,92.11400045809548,0.005941119573528667,33.75647876880787,0.13735607025579288,0.01020181539376767,0.10248837659886707,1.9514556791384554,161.29631598218035,0.1137384049514527,89.79313246123783,0.25627572462126863,0.14092748992236068,0.19138394433548586,23465.45158114659,0.767258431372549,0.005749330107775681,0.13610659379225207,0.21292623591688714
64,264,49.0926,3.34251,22,6.03772,0,115,132,6,125,5,0.98612,43.78446,0.0,0.0,2.21429,4.816,2.9561,0.0,0.0,128.0,53.99122,0.00028,0.29,1.036,0.51286,9.611982,1.2451292438271604,606.2363359274713,2.1873874162680322,67637.66962644843,91.86940835304773,0.0059384412019543665,33.75072865427276,0.1371076089664861,0.010192762323829803,0.10254429765124226,2.136649964585922,160.8459276766174,0.11372655793196376,88.4157507205546,0.25624999669392096,0.1416298573800946,0.1913839443354911,24784.988524091237,0.7671909803921569,0.00574083967200059,0.13609906052934662,0.21299974372071867
65,265,48.3829,3.37254,22,5.84371,0,115,133,6,125,5,0.98438,43.19739,0.0,0.0,2.75,4.907,2.83937,0.0,0.0,127.0,53.97977,0.00021,0.29,1.047,-1.0,9.615333,1.2340856481481481,606.2471959006227,2.096491356890474,67296.86812644955,92.06947994028228,0.005953138517799626,33.80695465464651,0.13674971925162113,0.010202496311410191,0.10262872012493279,2.020247967693335,160.9027047902954,0.11383834494349271,89.3390674891895,0.2562099962860738,0.14231041842643755,0.19138394433549163,23468.891384170598,0.7667901960784315,0.00574010429552538,0.1360784592620283,0.21304548181485258
66,266,47.7477,3.45085,22,5.17214,0,115,133,5,125,5,0.99187,42.65684,0.0,0.0,2.32143,4.938,2.86212,0.0,0.0,128.0,53.92636,0.00025,0.29,1.005,-1.0,9.581401,1.2648533950617284,606.2312373209223,2.1001557696245396,67332.88818395486,92.27079206527334,0.005936942395218036,33.66772310233411,0.13668106079276987,0.010222653683968573,0.1026136309172682,2.191144037259802,161.16367299161527,0.11380144633196405,92.55862438109054,0.25610210873217004,0.14339249570824894,0.19138394433549336,22572.886414868248,0.7664250980392158,0.005759472027516916,0.13602220516589503,0.2130511453385035
67,267,48.0349,3.75758,22,5.26786,0,115,132,5,125,5,0.9907,42.87843,0.0,0.0,2.75,4.937,2.93008,0.0,0.0,128.0,53.96588,0.00021,0.29,1.092,-1.0,9.616555,1.2644675925925926,606.2307753077514,2.0709567553949673,67320.76584429298,92.21681022539009,0.005967687714904901,33.7473001362365,0.1368496105673292,0.010193408220712921,0.10264436181453845,2.0248838465643475,161.03014256708002,0.11401784677446769,90.3674558151517,0.25609631036754166,0.14362819230762763,0.1913839443354898,23339.67111966068,0.7664172549019609,0.005750929082940024,0.13604441065896816,0.21310026390383496
68,268,48.6111,4.20408,22,5.1875,0,115,132,5,125,5,0.98488,43.3724,0.0,0.0,2.89286,4.872,3.19586,0.0,0.0,128.0,53.94171,0.00017,0.29,0.964,-1.0,9.547888,1.2819733796296295,606.2081628669561,2.102062723962644,67389.00386092685,92.09195667434156,0.005943907154075359,33.6663343641493,0.13698661905700468,0.010181269446520237,0.10268703325830696,2.0811207274576,161.2251646727826,0.1141065176323265,89.17181351129717,0.25616532448561113,0.14378249566901746,0.1913839443354913,24283.272715924137,0.7663803921568628,0.005741190250211404,0.13609104200165376,0.21315907682640797
69,269,48.1003,4.35201,22,5.6506,0,115,132,5,125,5,0.99426,42.9545,0.0,0.0,2.5,4.915,3.58343,0.0,0.0,128.0,54.00386,0.00025,0.29,0.951,-1.0,9.554497,1.2803819444444444,606.1950447095226,2.195459907748926,66997.99363699264,92.20509102596792,0.0059363150264959705,33.64750765576775,0.1368966521536683,0.010167521758679767,0.10267995024856694,2.233834166472503,161.04770147943884,0.11429287770074557,88.65020911864951,0.2561638199724016,0.14376299117581623,0.1913839443354932,23141.565743168394,0.7652862745098039,0.005744281709963301,0.13620155002137335,0.21325419199476592
70,270,47.5334,4.25577,22,5.5491,0,115,132,5,125,5,0.98076,42.47982,0.0,0.0,2.10714,4.923,3.70931,0.0,0.0,128.0,53.96185,0.00024,0.3,0.951,-1.0,9.576581,1.3915412808641976,606.1546729838632,2.249631349829066,66959.3875908631,92.31577456552779,0.005920344620628937,33.618781007366415,0.13619162347192065,0.010191272178274874,0.10269748395552064,2.063413916677993,161.1745935862764,0.1145181252070135,88.95344593996447,0.25615248861156725,0.1438396361234453,0.19138394433549563,22313.974573294014,0.7652713725490197,0.005730148390171274,0.1363099217470942,0.21325852637124082
71,271,47.9883,3.92534,22,5.7384,0,115,133,5,125,5,0.98513,42.84917,0.0,0.0,2.82143,4.929,3.62661,0.0,0.0,128.0,54.02062,0.00019,0.29,0.939,-1.0,9.539585,1.5974633487654322,606.1259413364907,2.2919949259849464,67354.92600711968,92.27407931859558,0.005932516313441807,33.79795046205874,0.13528070005739448,0.010199940957274034,0.10269294420281859,2.511265344254116,161.12209387160883,0.11463299615873257,86.95947337450708,0.2561521924925876,0.1439298934421924,0.1913839443354917,23364.954483003195,0.7664101960784313,0.005734191318499371,0.13633228022548446,0.21330542465050886
72,272,48.7353,3.78637,22,5.02751,0,115,133,5,125,5,0.99234,43.50359,0.0,0.0,3.07143,4.848,3.34441,0.0,0.0,128.0,53.993,0.00029,0.3,0.965,0.509,9.545817,1.8393614969135803,606.0624765746421,2.235843777152897,67785.80704771062,92.0730623111531,0.0059173159130524785,33.684228779357156,0.1349255400597935,0.010224127714988422,0.10277827178147157,2.3258397577768077,161.3060176402315,0.11491917651179467,88.9083231578739,0.2562136691827614,0.1441852134169428,0.19138394433549247,24583.735381942315,0.7652713725490197,0.005736030974021059,0.1363785082051919,0.2133709594542685
73,273,48.0661,3.83436,22,5.59981,0,115,132,5,125,5,0.99536,42.96113,0.0,0.0,2.71429,4.871,3.22111,0.0,0.0,128.0,53.99869,0.00017,0.3,0.966,-1.0,9.6011,1.8895640432098766,606.0124925618501,2.2091001827760444,67189.62280573328,92.29411468931676,0.005922493055131479,33.72602392126013,0.13501560278347274,0.010260646576421832,0.10284626102100934,2.324866920732007,161.33394300450757,0.11510337392346778,91.85895424822004,0.2561594678285507,0.14426469535752023,0.19138394433549297,23135.251116839532,0.7663725490196078,0.0057378517541149514,0.13640622446013226,0.213476283222751
74,274,47.4884,3.88139,22,5.30376,0,115,133,5,125,5,0.99583,42.4634,0.0,0.0,2.85714,4.925,3.26328,0.0,0.0,128.0,53.9381,0.00019,0.29,0.923,-1.0,9.605786,1.9831211419753085,605.9302893038822,2.253111916924054,67404.75541202915,92.33535256509127,0.005920511853683867,33.66121927897135,0.13513452603039075,0.010264271298315447,0.10287866173726302,2.2290345068500326,161.48666512833134,0.11498153249911895,90.28018089385439,0.2561442739202419,0.14441469237642932,0.19138394433549313,22345.375289284035,0.7652713725490197,0.005743964282297344,0.1364394639463379,0.2134337291132173
75,275,47.7724,3.87856,22,4.95177,0,115,133,5,125,5,0.99227,42.68643,0.0,0.0,2.92857,4.938,3.30384,0.0,0.0,128.0,53.95042,0.00017,0.29,0.973,-1.0,9.537033,2.045331790123457,605.8551442855991,2.23145697648678,67394.80097414044,92.33318137304303,0.0059259627468059755,33.75140418535397,0.13497657427409648,0.010278685696386973,0.10285677510239463,2.4745676299801938,161.15596361458472,0.11493901594300189,90.68546820932849,0.25619247399102335,0.14482006168148234,0.19138394433549263,23030.489702312672,0.7656066666666668,0.005752605683683034,0.13656608106931975,0.2134032206420982
76,276,48.3855,3.90363,22,4.99695,0,115,133,5,125,5,0.97455,43.218,0.0,0.0,2.42857,4.85,3.30296,0.0,0.0,127.0,53.90938,0.00022,0.3,1.011,-1.0,9.596782,2.1629050925925926,605.759893613083,2.2204852514260054,67603.34628055537,92.1343628631875,0.005952336318517125,33.733485092351465,0.13459667696354052,0.010280286120497972,0.10289059513346757,2.2514799082817007,161.33321818619834,0.11496086712014696,92.90901062661563,0.2562980083928244,0.14479984370722115,0.19138394433549402,23921.15360449682,0.7653239215686274,0.005737665992238021,0.13676584034422137,0.2134977630194173
77,277,47.632,3.76941,22,6.00474,0,115,133,5,125,5,0.98203,42.59481,0.0,0.0,2.53571,4.937,3.32174,0.0,0.0,127.0,53.88743,0.00017,0.3,1.057,-1.0,9.612635,2.224922839506173,605.6692348693692,2.213140404806909,67070.86697928103,92.34776762215012,0.005919757395842032,33.79459861472801,0.13387413610181143,0.010284619654614966,0.10292800757719935,2.2118340678103396,161.0764238379012,0.11486803706954493,92.48008829824222,0.2562593521497153,0.1451020506234298,0.19138394433549424,22326.778996692075,0.7652713725490197,0.005747534842129157,0.13673456424141492,0.2134571679424319
78,278,46.8081,3.55007,22,5.71304,0,115,133,5,125,5,0.99006,41.88863,0.0,0.0,2.5,5.164,3.20603,0.0,0.0,128.0,53.81541,0.00022,0.29,1.018,-1.0,9.549037,2.281057098765432,605.5546712731987,2.1590650050993965,66960.23982059812,92.47429464230386,0.005931730748829294,33.8275193579403,0.13325686824134322,0.010293543034656929,0.10290384605630251,2.076894526342269,161.12171523016553,0.11476919664510488,89.08106895842897,0.25618039618925464,0.1451211354575732,0.19138394433549433,21072.965856164185,0.7646682352941176,0.005735929129578727,0.13672037057462913,0.21334646969204932
79,279,47.3359,3.30917,22,5.1159,0,115,133,5,125,5,0.99946,42.31524,0.0,0.0,2.28571,4.977,3.01706,0.0,0.0,127.0,53.79536,0.00019,0.3,1.031,-1.0,9.56333,2.321711033950617,605.4529575391856,2.1036666683783554,67143.88982551814,92.37632638272243,0.005951140723014044,33.839983151282794,0.13253491263519282,0.010250729154829746,0.10285316315322092,2.036828350833609,161.28755103544796,0.11466846505381409,88.5785011487136,0.25613003326425277,0.14509751088792852,0.19138394433549358,22214.637464867636,0.7644756862745098,0.005730416087208143,0.13666870171633844,0.213368665544326
80,280,48.0378,3.22662,22,4.75234,0,115,133,5,125,5,1.0008,42.93546,0.0,0.0,2.28571,4.96,2.80656,0.0,0.0,128.0,53.75774,0.00021,0.3,0.954,0.51003,9.591096,2.368971836419753,605.3388321628777,2.0416925310153102,67416.16709880138,92.18928909094933,0.0059118096947926085,33.809112925588344,0.1318840880022632,0.010225249388209921,0.10286377459241278,2.1632033761558724,161.50458658383866,0.11457791513709453,91.47170526420075,0.2561883681168993,0.14499673256612838,0.19138394433549308,23233.935130864207,0.7646682352941176,0.005743817287318311,0.13666909103594457,0.21341699455467927
81,281,47.3739,3.06168,22,5.06403,0,115,133,5,125,5,0.97558,42.37842,0.0,0.0,2.60714,4.994,2.73467,0.0,0.0,128.0,53.74754,0.00024,0.3,0.949,-1.0,9.55738,2.450761959876543,605.2320932593018,2.0502948589136283,67032.72342591484,92.45793225369059,0.005933443267537009,33.84006076388889,0.1312067008595013,0.010192455041148475,0.10287035191558366,1.9627131592032965,161.35849712250354,0.11455263651484666,90.72429783161756,0.25616176304311217,0.14545982931444293,0.19360157037872025,21873.73053613391,0.7641780392156863,0.005700277157387778,0.13666053364658867,0.21337029210316524
82,282,46.3617,2.88791,21,4.89033,0,115,133,5,125,5,0.98868,41.50105,0.0,0.0,2.67857,5.203,2.59219,0.0,0.0,128.0,53.68641,0.00025,0.29,0.953,-1.0,9.685927,2.5031828703703702,605.1077774630277,2.0277459091864105,66763.67068278106,92.71592562667422,0.005935654564843906,33.82915336703077,0.1307022552061788,0.010151801591082992,0.10284344223630044,1.9474468087636037,161.43177360192755,0.11450933174858241,92.10160747412989,0.2560513560456192,0.14595852137078338,0.19138394433549655,20412.775300897112,0.7630611764705884,0.005692191377747323,0.1366139002501166,0.21321904335983857
83,283,47.0745,2.65942,22,4.2656,0,115,133,5,125,5,0.98292,42.10369,0.0,0.0,2.53571,5.122,2.43995,0.0,0.0,128.0,53.70417,0.00022,0.29,0.969,-1.0,9.580036,2.4839409722222223,604.9991122322763,1.986483429554614,67031.21897992089,92.57747405683622,0.005943902519951344,33.87245366602768,0.13034949771805526,0.010150266885091377,0.10280255799321796,2.067711207768106,161.2766659225481,0.11448159009966452,92.08699635796575,0.2559492353442324,0.14622208939535006,0.191383944335493,21750.01804779611,0.7629121960784313,0.005701824432018256,0.13659793797870773,0.21308579839780006
84,284,47.987,2.65021,22,4.44387,0,115,133,5,125,5,0.98858,42.89855,0.0,0.0,2.53571,4.942,2.24268,0.0,0.0,128.0,53.66783,0.00026,0.3,1.014,-1.0,9.64231,2.4755497685185186,604.8826087145644,1.8755730862875413,67449.01976599944,92.35134042246807,0.005947949298414441,33.94858993718653,0.12983369494751182,0.01015436071310813,0.10284071453731575,2.165359028513947,161.28840065759047,0.1144427840653701,87.03602425677762,0.2559696600156158,0.1465151973879431,0.1913839443354934,23108.094899374075,0.7630313725490196,0.005714249964497923,0.13659243175875405,0.21304043070826012
85,285,47.126,2.69663,22,4.86503,0,115,133,5,125,5,0.98613,42.16491,0.0,0.0,2.5,5.109,2.2323,0.0,0.0,128.0,53.64804,0.00025,0.29,1.011,-1.0,9.611753,2.451437114197531,604.7780999534007,1.8653663694799558,66762.23050067556,92.6020212063425,0.005931027980544405,33.878817711347416,0.1293841734415173,0.010128983090644162,0.10284881878594836,2.1224404966757637,161.37912917100897,0.11435508197379764,88.74617880165222,0.25584596806994786,0.14683261406964798,0.1913839443354928,21534.26474919117,0.7630380392156864,0.005724722608774752,0.13658921074992847,0.21290651232118288
86,286,45.8582,2.19196,21,4.79532,0,115,133,5,125,5,0.9802,41.06119,0.0,0.0,2.71429,5.259,2.27449,0.0,0.0,128.0,53.56611,0.00032,0.29,0.928,-1.0,9.603163,2.4947434413580245,604.6639393627626,1.9610647159027792,66414.22680478239,92.88319939860642,0.0059577388852051615,33.8955458652826,0.12875867614790415,0.010110764260149167,0.10278628583896418,2.081905567364701,161.2727150643067,0.1143124253594756,88.41036071128944,0.25557042363687155,0.1470602370720832,0.19138394433549388,19702.665227172824,0.7613498039215687,0.005733885213247834,0.1365353015826755,0.2127220454259293
87,287,46.572,1.89881,22,3.84798,0,115,133,5,125,5,0.98575,41.67618,0.0,0.0,3.10714,5.12,1.82946,0.0,0.0,128.0,53.57808,0.0003,0.29,0.994,-1.0,9.551307,2.2979841820987654,604.5670506054672,1.829389697868299,67032.70949154238,92.66645775562287,0.00595089475842073,33.868684179988904,0.1281131789797347,0.01014164832480386,0.10272644893507149,1.9334313596274413,161.2206118491406,0.11430322948905627,88.39708857050387,0.2553640216230332,0.14735656918281137,0.19138394433549477,20923.669621823017,0.7613796078431374,0.0057649945750847306,0.13649720338162233,0.21248956605891503
88,288,47.2814,1.80324,22,3.63927,0,115,133,5,125,5,0.99007,42.2877,0.0,0.0,2.46429,5.042,1.57568,0.0,0.0,128.0,53.56892,0.00027,0.29,0.934,0.50116,9.724586,2.170331790123457,604.4616240055594,1.7835616903378309,67269.55683848793,92.41479849322653,0.005967484341711377,33.899651233060865,0.12786062467660678,0.01014404474224378,0.1027101990148612,1.985661213861243,161.0666798123479,0.11434177932388022,87.7151780996917,0.25536955453422644,0.1475878982783951,0.19138394433549308,21950.87162421118,0.7619368627450981,0.005753480250830225,0.1364780044435104,0.21234857246102887
89,289,46.4449,1.8507,22,3.94453,0,115,133,5,125,5,0.98884,41.56548,0.0,0.0,2.28571,5.211,1.48619,0.0,0.0,128.0,53.62754,0.00027,0.29,1.017,-1.0,9.633795,2.052276234567901,604.3829883924242,1.7573203100368189,66672.64300853616,92.723190811384,0.005942667338044492,33.90753079638069,0.12752980729766566,0.010171040284309244,0.1026779182658335,1.9576582460312948,161.40096572515583,0.11438547418881449,84.79574488222968,0.255204729991836,0.14776710637407223,0.19138394433549544,20570.429745233192,0.7636494117647058,0.005755805133075406,0.1364566864052257,0.21210424668295225
90,290,45.1612,1.84212,21,4.68913,0,115,133,5,125,5,0.98631,40.45033,0.0,0.0,2.60714,5.42,1.52566,0.0,0.0,128.0,53.57803,0.00028,0.29,0.951,-1.0,9.684244,2.0126350308641974,604.2883884805308,1.810060441377671,66284.3623588435,93.06360080770278,0.005950539532151774,33.85065921736352,0.12719109823935076,0.010200088866650161,0.10261920241673422,2.004390611501854,161.08977648285804,0.11438522016180591,86.9129502416601,0.25493609218723395,0.1482000487664881,0.19138394433549297,18751.973113412532,0.7630313725490196,0.005760162412533804,0.13635520485853467,0.21181245438824045
