,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,contrast,staticness,uhdhdsim,blockiness,temporal,tone,cubcol.1.0,fft,cubcol.0,cubrow.0,cubrow.1.0,noise,cubrow.0.5,blur,cubrow.0.3,saturation,cubcol.0.3,color_fulness,movement,cubcol.0.5,cubcol.0.6,cubrow.0.6
10,410,48.5422,2.04743,25,3.30297,0,115,133,6,125,5,0.99346,44.50468,0.0,0.0,3.28571,5.094,1.77059,0.0,0.0,128.0,54.4661,0.00015,0.0,0.96,-1.0,8.355773,90.2008247886084,611.0997730555571,92.89538263932991,2.3623846380722546,2.1477548929630945,0.764378431372549,0.006150303202729588,64944.71947584779,0.006086034152889502,0.10210261250443739,0.12320827280099307,0.21843044957529867,0.2452953722590023,20003.18832750407,0.21574992822608793,33.823332421573596,0.033733591367027964,161.4726197375156,0.23736496913580246,0.15162396655312232,0.15106837919450203,0.1375668951414719
11,411,48.583,1.92919,25,3.14346,0,115,133,6,125,5,0.9932,44.5558,0.0,0.0,3.21429,5.107,1.69771,0.0,0.0,128.0,54.46769,0.00012,0.0,0.941,-1.0,8.261781,91.12529640507711,611.1025831056419,92.87617466786506,2.5705866550253234,2.090976988690337,0.7641325490196078,0.006161664373153826,65000.66661011219,0.006139685288878696,0.10219548047000271,0.12349251513346332,0.22227149055435258,0.2453702408197083,20061.791138116336,0.21599151374727216,33.810126787350505,0.03361863251437666,161.89652144088154,0.21788194444444445,0.15163477666392303,0.15100908238142455,0.13790450631196186
12,412,48.5967,1.85455,25,3.1875,0,115,133,6,125,5,0.99276,44.58076,0.0,0.0,3.21429,5.095,1.59364,0.0,0.0,128.0,54.42833,0.00016,0.0,1.035,-1.0,8.309541,92.41530161714728,611.0295022490037,92.86226633740333,2.445522263458567,1.9916797822931962,0.7646917647058824,0.006263989556591068,64991.44494911832,0.006135243638055428,0.10218959273561909,0.1235922825641378,0.22035097006482937,0.24557020724959835,20021.671392727636,0.21632935779601214,33.81198327335311,0.03368830306846314,161.94917532762906,0.19048996913580246,0.15158418434742602,0.15112080192895225,0.13805043864478167
13,413,48.598,1.84745,25,2.95302,0,115,133,6,125,5,0.99663,44.6001,0.0,0.0,3.5,5.095,1.52707,0.0,0.0,128.0,54.42255,0.00014,0.0,0.949,-1.0,8.324354,90.07595892531783,611.0155133414873,92.9099343354985,2.567634879075355,1.935937243109719,0.763618431372549,0.0062158893237474425,64921.13492008018,0.00614431220964625,0.10208534165217473,0.12372801357974562,0.22227149055435805,0.24569295659690144,20002.49267354228,0.2166405051738357,33.76060316297743,0.03380637329144358,161.84282184339702,0.14583333333333334,0.15131700215331512,0.1511904478254133,0.13808390418697872
14,414,48.5296,1.85928,25,3.00082,0,115,133,6,125,5,0.99142,44.54242,0.0,0.0,3.25,5.108,1.52433,0.0,0.0,128.0,54.39911,0.00011,0.0,0.961,-1.0,8.313525,91.21113029713261,610.9439221924748,92.91519536763667,2.3842809839324506,1.9472970147309956,0.7641325490196078,0.006198396483191625,64952.61690916691,0.006118431197241267,0.10191351122226804,0.12361107225837141,0.22005386451113074,0.24582375109183874,19902.98576773835,0.21680326317227436,33.83211357210889,0.03400401804402475,161.70595720245925,0.11988811728395062,0.151340054467574,0.15118708398845757,0.1381871846607317
15,415,48.554,1.88798,25,3.1146,0,115,133,6,125,5,0.99436,44.55927,0.0,0.0,3.32143,5.07,1.52867,0.0,0.0,128.0,54.40798,0.00016,0.0,0.96,-1.0,8.261659,90.91563169754986,610.915353671059,92.93631719277187,2.3202095259631594,1.9819241674064612,0.7639400000000001,0.006223515824384279,64954.32881612774,0.006096099349514135,0.10195003245564137,0.1237404993250142,0.22005386451112965,0.24587430433771376,19918.7161766327,0.21707057042619105,33.798929850260414,0.034057167437606915,161.77784633089925,0.20158179012345678,0.1510069601947394,0.15109454064643682,0.13817543071575328
16,416,48.528,1.95633,25,3.10038,0,115,133,6,125,5,0.99399,44.53868,0.0,0.0,3.10714,5.071,1.55569,0.0,0.0,128.0,54.38163,0.00011,0.0,0.946,0.47518,8.271017,88.57607931153623,610.8298097420009,92.9107217595878,2.595547305370234,2.022629936704663,0.7639032156862745,0.006191843655177745,64879.41111922075,0.006122366530512878,0.10187612316430746,0.12370905799209508,0.2200538645111312,0.24597281254616393,19898.72216813694,0.21732622958444048,33.78764738859953,0.03415748959685846,161.86361793648555,0.2038966049382716,0.15081869143667875,0.15108150749777813,0.13821014684596888
17,417,48.5497,1.94839,25,3.12315,0,115,133,6,125,5,0.99315,44.57165,0.0,0.0,3.75,5.059,1.61441,0.0,0.0,128.0,54.38969,0.00012,0.0,0.963,-1.0,8.326551,91.37516180646051,610.798421282632,92.90848983380499,2.666871875540319,2.036090781377463,0.7640580392156863,0.006130567732574534,64924.75224178211,0.006116014078171037,0.10193115636629388,0.12366095900402321,0.22005386451113038,0.24591307323738473,19907.91192121476,0.2174407579715702,33.76552967966339,0.03414894443762145,161.75982641704758,0.2443576388888889,0.15050712193356328,0.15106941169490776,0.13835124378413483
18,418,48.5781,2.09615,25,2.98121,0,115,133,6,125,5,0.99334,44.59754,0.0,0.0,2.82143,5.02,1.60873,0.0,0.0,128.0,54.37344,0.00014,0.0,1.0,-1.0,8.27764,89.73843354967194,610.7094356766343,92.89252534939703,2.3149622568882053,2.0078131530118553,0.7644458431372547,0.006180597162863368,64840.42023645585,0.006086323127388388,0.10182466359563198,0.12342700791351688,0.21843044957529992,0.24598456595915633,19942.78388502708,0.2176134231617431,33.779599790219905,0.03427949932213843,162.15667431798067,0.36728395061728397,0.15035188101551963,0.15099444798673176,0.13852310670712215
19,419,48.5631,2.22137,25,3.01629,0,115,133,6,125,5,0.99397,44.59416,0.0,0.0,2.96429,5.06,1.73717,0.0,0.0,128.0,54.38697,0.00016,0.0,1.0,-1.0,8.353094,89.77454265183036,610.6851960692502,92.9170533452338,2.7041017914586103,2.025413901522211,0.7647058823529411,0.006168603141709975,64943.12109379036,0.006093506737918572,0.10188665599608941,0.12302982143509027,0.2222714905543587,0.24599783880246165,19937.21358391823,0.21791673626779753,33.83588626060956,0.03431589863333279,161.89082655856234,0.6187789351851852,0.15034129717874262,0.15101693074206637,0.13864729587948255
20,420,48.5709,2.34478,25,3.01108,0,115,133,6,125,5,0.99552,44.58422,0.0,0.0,3.10714,5.03,1.85296,0.0,0.0,128.0,54.37371,0.00015,0.0,1.041,-1.0,8.330452,91.95522983461001,610.5849916826168,92.93459616163409,2.1485819027298105,2.1241806169596495,0.7647058823529411,0.0061710424707271585,64928.18311352817,0.006096308192732245,0.10182111970657773,0.12259087159813686,0.22227149055435322,0.24602646479520734,19996.400169729266,0.21809987125022465,33.741270277235245,0.03439185242000322,161.8296153621421,0.9234182098765432,0.1504437293144614,0.15101122661615332,0.1387453528186231
21,421,48.5366,2.23717,25,3.11773,0,115,133,6,125,5,0.99413,44.54614,0.0,0.0,3.25,5.028,1.95563,0.0,0.0,128.0,54.38118,0.00014,0.0,1.005,-1.0,8.337662,88.6558184568229,610.5389686509676,92.98006661664732,2.055147717616008,2.202145272555907,0.7647058823529411,0.00615207010234891,64941.242344800754,0.006052841992227831,0.10186452088050117,0.12200039897239832,0.2222714905543591,0.24609215664739015,19987.27218936269,0.21820595539547688,33.90427822536892,0.03432515669962087,161.71009912800915,0.9476273148148148,0.15052248542575308,0.1510238951907433,0.13886725874114345
22,422,48.5382,1.97298,25,3.01114,0,115,133,6,125,5,0.99396,44.54786,0.0,0.0,3.21429,5.082,1.86577,0.0,0.0,128.0,54.36701,0.00014,0.0,0.974,-1.0,8.25144,92.8427761510197,610.4236640002256,92.97257692924725,2.0985468473423436,2.1807340248975065,0.7647058823529411,0.006136399026142866,64978.829489236006,0.006011019760657417,0.10185147755022544,0.12148352177362402,0.2222714905543596,0.246179323783772,20011.246153545584,0.21814037901073804,33.78795670874325,0.034295323681736885,161.76814666162963,0.873070987654321,0.15044585553343146,0.15109238468826072,0.13900954387116352
23,423,48.5773,1.72861,25,3.04436,0,115,133,6,125,5,0.99514,44.58775,0.0,0.0,3.0,5.053,1.62834,0.0,0.0,128.0,54.3699,0.00012,0.0,0.912,-1.0,8.292569,90.2053277527898,610.3675050839519,92.94922353078508,2.465360377673234,2.0704748242715696,0.7647058823529411,0.006139645102373729,64978.10384738204,0.006013892797008864,0.10189115791983216,0.12108511327682693,0.22227149055436032,0.24630577181743274,20001.42736481426,0.21808742939150388,33.82313217351466,0.034291368848739706,161.78939917132678,0.6974826388888888,0.15047961719933156,0.15112886094403438,0.13906750488828748
24,424,48.5098,1.68919,25,2.97492,0,115,133,6,125,5,0.99551,44.53311,0.0,0.0,3.32143,5.117,1.41426,0.0,0.0,128.0,54.35162,0.00012,0.0,1.016,0.49306,8.307287,91.46046639089589,610.2566909180933,92.96100587589486,2.4081998727334484,1.9303624920117577,0.7652713725490197,0.006122659244840075,64885.93403087649,0.0060029338056634875,0.1018777113550373,0.12069895102841027,0.22227149055436102,0.24632823438619592,19895.014861064417,0.21803490074029364,33.745771243248456,0.03434063446588141,161.82512502606073,0.5570023148148148,0.15053679315899854,0.15112026100526488,0.13920400911608946
25,425,48.5446,1.80691,25,2.96078,0,115,133,6,125,5,0.99522,44.57502,0.0,0.0,3.57143,5.049,1.37695,0.0,0.0,128.0,54.36083,0.00016,0.0,0.93,-1.0,8.365735,89.65562825646408,610.1925329222289,92.94523454863659,2.544996288459672,1.8766823728044824,0.7650788235294118,0.006130156664521567,64961.16660790941,0.006028820917699273,0.1019202803561989,0.12054543484664047,0.222271490554358,0.24645537801188497,19947.687056112834,0.21805830581501515,33.7735215175299,0.03441319505456559,161.9049782676543,0.5503954475308642,0.15051108580308872,0.15106182195665294,0.139231602082335
26,426,48.4448,1.80969,25,3.06005,0,115,133,6,125,5,0.99384,44.48422,0.0,0.0,3.17857,5.074,1.48339,0.0,0.0,128.0,54.3448,0.00011,0.0,1.165,-1.0,8.2609,91.0748516026827,610.0967524674567,92.92893682074089,2.3933799702197294,1.915343998130059,0.7652713725490197,0.006117570223248674,64965.17533185211,0.005992583194575678,0.10192476819668374,0.12042592328709771,0.22227149055436113,0.24650376219921075,19867.860042350036,0.2179118609695776,33.827971093448596,0.03451019228003617,161.70899831748207,0.29658564814814814,0.15032307197801617,0.15103610908217047,0.13934088142268194
27,427,48.4602,1.87868,25,3.207,0,115,133,6,125,5,0.98952,44.50896,0.0,0.0,3.21429,5.058,1.48762,0.0,0.0,128.0,54.37237,0.00015,0.0,1.008,-1.0,8.39978,89.97099020675992,610.0534426494208,92.90983311263201,2.489749611554709,1.921464531344789,0.7647058823529411,0.006064487333224151,64981.86091549204,0.006022691534198964,0.10190873566074418,0.12045351498712087,0.22227149055435944,0.24662040072094335,19863.14336019655,0.21784610321255124,33.883049105420525,0.03450093563691081,161.7305977499629,0.18176118827160495,0.1500215933684117,0.1509834545632314,0.13943490691298718
28,428,48.3933,2.03993,25,3.04856,0,115,133,6,125,5,0.98803,44.43073,0.0,0.0,3.39286,5.07,1.5457,0.0,0.0,128.0,54.34691,0.00011,0.0,1.038,-1.0,8.247549,89.81239950440893,609.9740799176959,92.93210206742094,2.5396106022732376,1.9675836737270627,0.7647058823529411,0.006070234550769326,64950.85674058226,0.006033767998681344,0.10190392184143221,0.12041648431293028,0.22227149055435946,0.24667737493473954,19840.83588344261,0.2177626615894119,33.72357064706308,0.03447501111094899,162.11969616571764,0.16005979938271606,0.1497104584005012,0.15095583981054975,0.13941940830117971
29,429,48.4947,2.21276,25,3.19134,0,115,133,6,125,5,0.9831,44.52697,0.0,0.0,3.5,5.04,1.68958,0.0,0.0,128.0,54.38586,0.00014,0.0,1.096,-1.0,8.304552,89.83422922216305,609.9448082709406,92.91962888704336,2.3025948184120666,2.0799370078281028,0.7647058823529411,0.006062148454620813,64930.145407654854,0.006021897749608068,0.10193842138573805,0.12044087763057018,0.22227149055436138,0.24668575584672695,19928.573053182346,0.21770930195675833,33.77032018590857,0.034460895379660475,161.9202511430387,0.18639081790123457,0.14936504493569436,0.1509360671057209,0.13947072579735986
30,430,48.4024,2.53936,25,3.26141,0,115,133,6,125,5,0.9797,44.4246,0.0,0.0,3.28571,5.078,1.84246,0.0,0.0,128.0,54.36543,0.00016,0.0,0.972,-1.0,8.287129,86.37573474283684,609.8980432605989,92.95690250161374,2.1462960312388906,2.179352625849785,0.7647058823529411,0.006045331624836421,64946.97892386006,0.006017549773853859,0.10192586852236456,0.12045580104732971,0.2222714905543601,0.24668864041759517,19825.6243363245,0.21764794258123474,33.7457386534891,0.034498719592648684,162.13547829607512,0.24710648148148148,0.14893733114544178,0.1509261941421422,0.1394600288594586
31,431,48.4365,2.81122,25,3.51639,0,115,133,6,125,5,0.97748,44.44537,0.0,0.0,3.85714,5.04,2.12765,0.0,0.0,128.0,54.41093,0.00016,0.0,1.076,-1.0,8.262578,90.33763117628914,609.8963109190232,92.9298166117677,2.428378050793941,2.3183721739697094,0.7647058823529411,0.006029365430613533,64954.83375364414,0.00599999579388244,0.10194949143618692,0.12041175791070913,0.2222714905543608,0.24664486846829595,19874.124959322708,0.21771392215934973,33.77039591471354,0.034545327631536844,161.84802890293236,0.3643904320987654,0.14850769396691219,0.1508271650518519,0.13945300852838072
32,432,48.3745,2.58659,25,3.54804,0,115,133,6,125,5,0.98205,44.37373,0.0,0.0,2.82143,5.092,2.36764,0.0,0.0,128.0,54.39476,0.00011,0.0,0.99,0.48855,8.293117,92.2570653216327,609.8748057689241,92.91421036459978,2.4584486276893114,2.3989845419597287,0.764275294117647,0.006034841094245499,64929.36399020413,0.005974306771429667,0.10197007787588983,0.12037497957226832,0.22005386451113018,0.2466359110533833,19771.79475301348,0.2176320564282872,33.737232726297265,0.03454538783100277,161.72646474643238,0.46045524691358025,0.14823929083431361,0.15084425781568056,0.1394802099322884
33,433,48.4367,2.38148,25,3.46032,0,115,133,6,125,5,0.9846,44.43389,0.0,0.0,3.28571,5.073,2.17254,0.0,0.0,128.0,54.4168,0.00011,0.0,1.073,-1.0,8.329846,91.2303581676338,609.8842469372347,92.93472055258454,2.3899574437580346,2.3040714349752993,0.7641325490196078,0.006035503374656857,64928.69503674405,0.005976749867633054,0.10192195907444523,0.12047282078410522,0.2200538645111306,0.24663122909271162,19800.217860493678,0.2176433661478631,33.7877308409891,0.03459635682623199,161.795356501154,0.513647762345679,0.14818033312499157,0.15081065861950035,0.13952378931571208
34,434,48.4617,2.28993,25,3.25359,0,115,133,6,125,5,0.98308,44.46722,0.0,0.0,2.96429,5.075,1.98993,0.0,0.0,128.0,54.41015,0.00012,0.0,1.037,-1.0,8.339883,89.1809632091559,609.8668209562209,92.92517315100017,2.3857676459824777,2.2093738085776264,0.7641325490196078,0.00603920675196066,64846.33655337857,0.005986102103647264,0.10195137747351166,0.12054625720777389,0.21843044957529756,0.24670130966704518,19796.934405580738,0.21769233613092956,33.840010466399015,0.034630376600982046,161.66089131005452,0.6454475308641975,0.14809722088385024,0.15084909266112498,0.13959671261413706
35,435,48.5566,2.32839,25,3.17421,0,115,133,6,125,5,0.98908,44.56962,0.0,0.0,3.28571,5.086,1.9126,0.0,0.0,128.0,54.44288,9e-05,0.0,0.949,-1.0,8.433708,91.37723835175353,609.8803310997652,92.90484628155711,2.3085475093956864,2.1866765792975786,0.7638349019607843,0.006040948173573439,64966.486785016765,0.005960323550247717,0.10199203779449756,0.12073223545173664,0.22227149055435572,0.2466801073177897,19944.25512112132,0.21770405945030527,33.7452758035542,0.03469533844205917,161.90729895341016,0.7866512345679012,0.14814001186798767,0.15084772701951885,0.13959544629316997
36,436,48.4981,2.46477,25,3.35076,0,115,133,6,125,5,0.98841,44.50981,0.0,0.0,3.17857,5.048,1.94321,0.0,0.0,128.0,54.42013,0.00017,0.0,0.929,-1.0,8.370098,86.1267972190606,609.8694275578449,92.94064401184976,2.702206454349386,2.1825084142781814,0.763618431372549,0.0060316521398675335,64865.281650965306,0.005958298219012585,0.10197408893350918,0.1207320436458041,0.21843044957529736,0.2467048228201969,19886.200273509596,0.21771242557970968,33.714330790955344,0.034756177993192874,161.96304277641826,0.9602141203703703,0.14832181579001,0.1509368131326386,0.139521204593647
37,437,48.4685,2.27823,25,3.39875,0,115,133,6,125,5,0.9901,44.49322,0.0,0.0,3.64286,5.104,2.06309,0.0,0.0,128.0,54.44633,0.00011,0.0,0.951,-1.0,8.317252,89.64616576462824,609.8758394619454,92.95304777463994,2.4664937908915494,2.249039075212184,0.7635670588235295,0.006019542542413801,64907.892228703306,0.005955897445243804,0.10202100132772417,0.12067081374153596,0.22227149055436043,0.24664321910538603,19816.651025834257,0.21777259646984548,33.79012100784867,0.03470101920270811,161.69817101895222,1.2115644290123457,0.14835577942192182,0.15100249028678803,0.1395654235593903
38,438,48.4931,2.0275,25,3.29003,0,115,133,6,125,5,0.9972,44.50687,0.0,0.0,3.17857,5.085,1.90009,0.0,0.0,128.0,54.43208,0.00013,0.0,1.06,-1.0,8.280726,86.05753436650417,609.8616663046957,92.92131198542688,2.48185410205888,2.1951337627507606,0.7637098039215686,0.006041810510460676,64820.93776345373,0.0059628809270838,0.10202263087864827,0.1205686535246629,0.22005386451112985,0.24660754133923518,19831.64585597755,0.21781312647630222,33.745975824049964,0.034646635204770126,161.91960770612923,1.4263117283950617,0.14857852492588583,0.1510514615572961,0.1395714825917437
39,439,48.5165,1.90057,25,3.26732,0,116,133,6,125,5,0.99609,44.52629,0.0,0.0,3.5,5.089,1.68,0.0,0.0,128.0,54.44582,0.00015,0.0,0.938,-1.0,8.275418,90.24506418748508,609.8656632192021,92.938168075501,2.555280419036278,2.0874802092406033,0.7635670588235295,0.006019304924814929,64875.683135258,0.005944654390622021,0.10208672611927563,0.1205521855383846,0.22227149055436077,0.24663411191446158,19876.39901614275,0.21792027446098633,33.72321385513117,0.03461830849178474,161.869722496797,1.5202064043209877,0.1487360320721257,0.15116231828196128,0.13957186163667637
40,440,48.5229,1.86763,25,3.04178,0,115,133,6,125,5,0.99763,44.54536,0.0,0.0,3.07143,5.094,1.56489,0.0,0.0,128.0,54.44167,0.00013,0.0,1.014,0.4793,8.210716,89.7456479747864,609.8564133361086,92.9273448563476,2.5205496423439038,2.022281244369131,0.763618431372549,0.006045329119104369,64964.28853783255,0.0059469981941773905,0.10207395542275285,0.12047528256794711,0.22227149055436093,0.24661874321491228,19893.708348205266,0.21796280165548826,33.802497769579475,0.0346164394014981,161.84128642252136,1.6640625,0.1489291426674275,0.15123089808310014,0.13957875083930218
41,441,48.5457,1.85206,25,3.1299,0,116,133,6,125,5,0.99519,44.565,0.0,0.0,3.25,5.09,1.5392,0.0,0.0,128.0,54.45409,0.00013,0.0,0.946,-1.0,8.406784,86.07807804118801,609.8585971646036,92.91745623825982,2.4954594220903776,2.0162593010151353,0.7630313725490196,0.006052132467692612,64904.4172154331,0.005926732087184601,0.1021279013259873,0.12044369533388315,0.22227149055435955,0.24659222771725003,19906.875360273378,0.2179994255721752,33.65617050359278,0.03455721334707246,162.02108925639615,1.6435667438271604,0.14912708632250374,0.1512929295977921,0.13957471637705957
42,442,48.5377,1.88015,25,3.06852,0,115,133,6,125,5,0.99701,44.55803,0.0,0.0,3.10714,5.083,1.52171,0.0,0.0,128.0,54.44112,0.00012,0.0,1.008,-1.0,8.220015,90.92942490072639,609.838171594711,92.92124424435309,2.561164341496077,2.009428089638438,0.7635670588235295,0.006047991732980203,64972.875857382176,0.005936435187942193,0.10214215890983502,0.12038942800894782,0.2222714905543605,0.2465455067384002,19928.68198627537,0.21799208054963312,33.712700926227335,0.03453661941372442,161.9363452440589,1.5949556327160495,0.1491946021204343,0.15129701273402996,0.13958920007034745
43,443,48.6077,1.86192,25,2.9967,0,116,133,6,125,5,0.99179,44.62978,0.0,0.0,3.75,5.064,1.54682,0.0,0.0,128.0,54.45575,0.00012,0.0,0.949,-1.0,8.452035,86.37098880333735,609.8443316787066,92.88066815372893,2.63558438325995,2.020768262920809,0.7630313725490196,0.0060560310131352255,64921.121224204966,0.00596838473412938,0.10219218389805035,0.12023382605770425,0.22227149055435516,0.24652988679222257,19964.19222596498,0.21805135940404774,33.653774685329864,0.034539786101354025,161.95970872844535,1.4968653549382716,0.14931947287276257,0.15127643526428425,0.1396007082723498
44,444,48.4958,1.79173,25,3.06078,0,116,133,6,125,5,0.99761,44.52132,0.0,0.0,3.07143,5.11,1.52805,0.0,0.0,128.0,54.43574,0.00012,0.0,1.015,-1.0,8.35592,90.74985469545567,609.8306608016345,92.92889410605727,2.40845723356741,2.014890076804424,0.7630392156862745,0.006048565790092248,64918.63984810006,0.005959996727726998,0.10217867666361619,0.12012897340044944,0.22005386451113082,0.24651207803240188,19832.036719984564,0.21806059033734987,33.64788196705006,0.0344888271524906,162.28081104349837,1.3044945987654322,0.14950896720967888,0.1512675854200652,0.1396041652755159
