,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,fft,cubrow.0.6,noise,cubrow.1.0,cubrow.0,cubcol.0,uhdhdsim,staticness,saturation,color_fulness,temporal,tone,cubrow.0.3,blur,cubrow.0.5,cubcol.1.0,cubcol.0.3,cubcol.0.5,blockiness,movement,cubcol.0.6,contrast
45,345,68.0782,3.12233,34,3.78464,0,108,131,7,125,6,0.99129,61.8337,0.0,0.0,4.35714,3.96,2.49906,0.0,0.0,125.0,59.45661,0.00022,0.29,1.536,-1.0,7.038428,69159.4882582578,0.14640610310596186,0.232765409663112,0.1142458297919264,0.10593974533104136,0.005150531647602758,89.95743336903408,539.0352093852541,32.96942967544367,161.04157138290202,2.495600713875661,0.856047843137255,0.2770459757085036,61380.11073552967,0.15893007573426793,0.005611933069808504,0.1074023363754863,0.2209166302212318,1.5968929335590272,1.7705922067901234,0.21976009381496875,93.48478715256496
46,346,68.0028,3.29403,34,4.08834,0,108,131,7,125,6,0.99597,61.7612,0.0,0.0,3.82143,3.964,2.63937,0.0,0.0,125.0,59.42048,0.00024,0.29,1.487,-1.0,7.158965,69067.410338061,0.1464590701177539,0.224489116597597,0.11438855256325721,0.10596788746210595,0.005158105474797238,90.00641307698652,539.064752275306,32.93060340410398,160.51698618119866,2.538766845322234,0.8554823529411766,0.27725092054127304,61203.47619809976,0.15887992022680425,0.005606070647380385,0.10652712182553349,0.22092092694227772,1.7931976902577722,1.7932098765432098,0.21971699972926348,89.80070526928608
47,347,68.0334,3.53791,34,4.13736,0,108,131,7,125,6,0.99175,61.79658,0.0,0.0,3.82143,3.971,2.79236,0.0,0.0,125.0,59.4222,0.00026,0.29,1.461,-1.0,7.096979,69066.82338186992,0.1465384593771964,0.2267067426408227,0.11453150192317382,0.1059685986089737,0.005161282069384052,89.98302167153946,539.1238979371685,32.8517670808015,160.44755076055017,2.5465808027082555,0.8554823529411766,0.2772149361151819,61277.908710281794,0.1588824056084527,0.005620361439868962,0.1056274425988021,0.22093825011526816,1.7138186515489766,1.7990933641975309,0.2196845457713721,94.4681877978954
48,348,67.975,3.8365,34,4.35428,0,108,131,8,125,6,0.98842,61.74838,0.0,0.0,4.75,3.977,3.002,0.0,0.0,125.0,59.4176,0.00028,0.29,1.532,0.4438,7.159694,68942.20260816859,0.14656260400469673,0.22670674264082277,0.11480392862172424,0.10596682635014626,0.005156145113630245,90.01462493651167,539.1815414093273,32.86160805784626,161.0492902610371,2.557165700236705,0.8557800000000002,0.27711498311252,61137.11050491898,0.1588480906898604,0.00560262377693863,0.1047578191156138,0.22092687141194306,1.7324169242978396,1.838011188271605,0.219640373199884,91.89324633119183
49,349,67.996,4.01215,34,4.46068,0,108,131,8,125,6,0.98547,61.77848,0.0,0.0,4.03571,3.957,3.26111,0.0,0.0,125.0,59.46728,0.00029,0.29,1.393,-1.0,7.19446,69056.03161008288,0.14664371184585598,0.2267067426408285,0.11491604950691371,0.10597930632214098,0.0051576204717910515,90.00249015704696,539.2708339803232,32.8449818175516,161.3550999563559,2.582627467284754,0.856047843137255,0.2770373143554656,61238.266588116996,0.15883892284545575,0.005616848481556125,0.10389470477511002,0.2209343858613679,1.592263769901452,1.9205246913580247,0.219593698240577,92.1208070237509
50,350,67.9713,4.1816,34,4.33015,0,108,131,7,125,6,0.98617,61.74662,0.0,0.0,4.32143,3.972,3.41193,0.0,0.0,125.0,59.43058,0.00029,0.29,1.452,-1.0,7.13571,69105.02809337658,0.14672317488534334,0.2244891165975967,0.11501181555817111,0.10598656496361718,0.00514474500434601,89.9817166869186,539.3336928654659,33.01811331289785,161.07203163713268,2.6297232088363582,0.8557800000000002,0.2769261647740409,61198.81652939493,0.15883100180912751,0.005601126792829374,0.10303253896923348,0.22096155517670274,2.1184549035141056,2.056905864197531,0.2195276843659327,92.0143966057434
51,351,67.9675,4.30339,34,4.43905,0,108,131,7,125,6,0.99089,61.75481,0.0,0.0,3.71429,3.962,3.56034,0.0,0.0,126.0,59.44454,0.00026,0.29,1.418,-1.0,7.143754,68944.44822459143,0.14682812435434825,0.2267067426408218,0.11504476907226563,0.10596241208517986,0.005157707119618526,89.9557576192019,539.4198193652493,32.86670637719425,161.06542809358035,2.648359012502825,0.8554823529411766,0.2768599927293777,61202.90790081448,0.15876986874427243,0.005620535018208195,0.10220677473779631,0.22097259918338374,2.1311219419392007,2.1475694444444446,0.21947502363456062,94.37711849444123
52,352,67.9587,4.61946,34,4.6229,0,108,131,7,125,6,0.99177,61.75159,0.0,0.0,4.39286,3.956,3.66408,0.0,0.0,125.0,59.44459,0.00029,0.29,1.569,-1.0,7.1601,69086.57772867898,0.14695511980378417,0.2244891165975961,0.11510294545433958,0.10596296937654881,0.00514619754858371,89.97149973944424,539.4832783326373,33.086676515178915,160.9879013271464,2.636583453223652,0.8557800000000002,0.27676203777809316,61126.1981153203,0.15872996609673573,0.005602591603644675,0.10164851352620496,0.220984110887482,1.67803816867376,2.1672453703703702,0.21941925570641269,94.22484706183778
53,353,68.0365,4.96659,34,4.69937,0,108,131,8,125,6,0.98507,61.84025,0.0,0.0,4.17857,3.955,3.93952,0.0,0.0,125.0,59.46953,0.00022,0.29,1.376,-1.0,7.109071,69079.05125957803,0.14708493344509974,0.22448911659759418,0.11517412487401722,0.1059533715009263,0.005155211550045948,89.96982709332202,539.5732441994622,32.90059124981916,160.47198178002006,2.6079826979050336,0.8557800000000002,0.27666597795656933,61292.43845287583,0.15867525656151946,0.005608615443701282,0.10117988969367181,0.22099272194149072,1.9268840883192269,2.1685474537037037,0.219366966437187,92.43170191580256
54,354,67.9852,5.43376,34,4.92124,0,108,131,8,125,6,0.98567,61.78218,0.0,0.0,3.92857,3.971,4.2406,0.0,0.0,125.0,59.43565,0.00024,0.29,1.505,-1.0,7.171961,68962.74822465894,0.14721642746011104,0.22448911659759316,0.11528314980530256,0.10595597879151511,0.00514770357796253,89.98846819245274,539.6412897004149,32.98826768663194,160.22649000049333,2.6192413993317323,0.8557800000000002,0.2765796081574275,61039.695613338765,0.15866752697319503,0.0055928350974530855,0.10093172657639228,0.22101453532203214,2.095878895966061,2.1258680555555554,0.21933961497839857,94.47416754866315
55,355,67.9712,5.55704,34,5.06789,0,108,131,8,125,6,0.99247,61.76858,0.0,0.0,4.32143,3.958,4.64298,0.0,0.0,125.0,59.40397,0.00022,0.29,1.443,-1.0,7.225249,69012.39993687262,0.14728338917220743,0.22448911659760107,0.11538607391649361,0.10594210578721272,0.0051427274335097825,89.97774561514875,539.7302361984293,32.933264838324654,160.66114859807047,2.715265700456232,0.8549019607843138,0.2765089593814355,61035.99107199635,0.15864405464379522,0.005598621154567162,0.1008947450244235,0.22103306967323025,2.02017805979637,2.1875,0.21930527133678798,92.51177836638841
56,356,67.9246,5.62226,34,5.23946,0,108,131,8,125,6,0.98369,61.7351,0.0,0.0,4.32143,3.975,4.75145,0.0,0.0,125.0,59.40439,0.0002,0.29,1.509,0.44046,7.225752,68950.95632163345,0.14738408961805224,0.22448911659759743,0.11545047170808714,0.10594312922229923,0.005146247376617821,90.00525063455322,539.7951260679439,33.18858073670187,161.61020973464753,2.7784911410392032,0.8543215686274511,0.2764114678375815,60850.48945959304,0.15866275953421408,0.005598151640012106,0.10122551580024074,0.22102603215203465,2.1866990467912024,2.1029128086419755,0.21928654606668213,93.85738595153975
57,357,67.8454,5.70087,34,5.36397,0,108,131,8,125,6,0.9738,61.65996,0.0,0.0,4.42857,3.953,4.80273,0.0,0.0,126.0,59.36306,0.00019,0.29,1.458,-1.0,7.236754,68930.78314914735,0.14747799780522552,0.2244891165975934,0.11520625124657949,0.10590921901993591,0.005144056526030788,89.98769730517132,539.8716030322463,33.1581334243586,161.06295265271572,2.8270063992370376,0.8540537254901963,0.27635158628675366,60600.54737263068,0.15861628719921575,0.005589140084620285,0.10174871878415352,0.22103731386753325,1.8317549071123511,1.9482542438271604,0.21926688003703884,93.4574015495591
58,358,67.7619,5.53826,34,5.05485,0,108,131,8,125,6,0.97684,61.57743,0.0,0.0,3.92857,3.956,4.87288,0.0,0.0,126.0,59.29493,0.00022,0.29,1.434,-1.0,7.231812,68922.69457810733,0.14754100931729766,0.22448911659759288,0.11505292828008104,0.10591412900889241,0.005148560420554834,90.00235600993547,539.928271841444,33.21809876995322,161.40023507029844,2.7895137209064798,0.8532650980392157,0.2762544624530623,60474.09762726476,0.15860397684712713,0.0055966933627258466,0.10212120553339389,0.22109364236992307,1.7818273267443998,1.8435088734567902,0.21924474872055924,89.02436062670323
59,359,67.8277,5.18764,34,5.22181,0,108,131,8,125,6,0.98514,61.65248,0.0,0.0,3.89286,3.97,4.73004,0.0,0.0,125.0,59.26804,0.00024,0.29,1.408,-1.0,7.18743,68947.47123594403,0.14763394466257293,0.2244891165975952,0.11492534935397615,0.10591298833401346,0.005150921073384253,89.98051041023882,539.987381433801,33.31051654580199,161.69700423808956,2.7526654801065766,0.8532203921568629,0.2761846256663022,60622.33864195315,0.15852168188945606,0.005598925066236613,0.10266781936339715,0.22109799064335423,2.029770210298353,1.7985146604938271,0.21920525552543815,94.58728617811701
60,360,67.8309,4.98229,34,4.79423,0,108,131,8,125,6,0.98222,61.6366,0.0,0.0,4.03571,3.962,4.43085,0.0,0.0,125.0,59.21187,0.00024,0.29,1.463,-1.0,7.310727,68914.26528370722,0.1479278950819664,0.22448911659759405,0.11476271761899509,0.1059226693372495,0.005150806510904131,89.97224975496582,540.0322832341084,33.31087635181568,161.39367843888706,2.7086827291245488,0.8532203921568629,0.27626280350477095,60600.70222587123,0.15854902952212416,0.005583692533378555,0.10311005245338654,0.22108741837347784,1.8224154330532791,1.810426311728395,0.2191055121745963,94.51111268347522
61,361,67.8586,4.93475,34,4.95155,0,108,131,8,125,6,0.98062,61.66304,0.0,0.0,3.53571,3.964,4.24751,0.0,0.0,126.0,59.20367,0.00022,0.29,1.41,-1.0,7.258307,68907.10424838845,0.14817730771108634,0.2244891165975933,0.11470073847370992,0.1059231521532616,0.0051518933454978415,89.97733402502803,540.0609125670462,33.24070645556038,161.44285894575737,2.678303602130495,0.8531827450980394,0.27636150637524315,60539.69512150062,0.15862837020044007,0.0056027305151284,0.10331066211725012,0.22110591774343255,2.34001942058716,1.7770543981481481,0.21904951107024423,93.79006323815639
62,362,67.8647,4.79205,34,4.82397,0,108,131,8,125,6,0.97979,61.6572,0.0,0.0,3.82143,3.951,4.21204,0.0,0.0,126.0,59.17914,0.00022,0.29,1.42,-1.0,7.28546,68920.23508532361,0.14843303699686528,0.2244891165975921,0.11463774484452648,0.10593553832550466,0.005159238938020265,89.97767819621058,540.0711356246649,33.22526870539159,160.31253404152713,2.6726503504636243,0.8529149019607845,0.2764486308499037,60596.1136010933,0.1586254736940906,0.005612427854396764,0.10363318852920182,0.2210941226313145,2.0120366530599756,1.7398726851851851,0.2189661689208334,94.27555152032383
63,363,67.7498,4.58296,33,5.00945,0,108,131,8,125,6,0.98683,61.54429,0.0,0.0,3.89286,3.954,4.08513,0.0,0.0,126.0,59.22362,0.00029,0.29,1.381,-1.0,7.289218,68934.5290311596,0.14876995786299324,0.2244891165975922,0.11477920655357342,0.10594659740919898,0.00515794451125912,89.9748943003617,540.0889408125277,33.277679066599156,161.3064978784117,2.6380401900347694,0.8529525490196079,0.2765339166795407,60456.663177507115,0.15860493323055264,0.005605065872425625,0.10370321138854707,0.22109686625854427,2.008455620709038,1.6564429012345678,0.2189251648779814,93.75920709468406
64,364,67.7139,4.40116,33,4.53162,0,107,131,8,125,6,0.99223,61.50915,0.0,0.0,4.10714,3.967,3.90707,0.0,0.0,125.0,59.23147,0.00025,0.29,1.41,0.44997,7.228031,68921.84974825966,0.14918785775709473,0.2244891165975924,0.11480315393575628,0.10595107897979411,0.005145333640368767,90.00343724138833,540.0877056603291,33.29736912103347,160.96222678377725,2.5675768988848695,0.8529298039215687,0.27659515579684535,60406.81929034184,0.15861948827816597,0.005589622733128694,0.10424167563744768,0.22111602860714571,2.0509743699089698,1.5862268518518519,0.21881625607288965,94.49503164460674
65,365,67.7148,4.4512,33,4.26495,0,107,131,8,125,6,0.995,61.47704,0.0,0.0,4.57143,3.962,3.74781,0.0,0.0,125.0,59.28019,0.00024,0.29,1.429,-1.0,7.285827,68796.77203151533,0.14954049329093844,0.22227149055436426,0.1148203090692409,0.10596793116994835,0.005128520853784069,90.01922849059001,540.1000190602758,33.31792760778357,161.18352399778945,2.510916975400813,0.8532203921568629,0.27664049035589217,60294.84147615357,0.15864091519142282,0.005578075029689673,0.10453555984279726,0.2211232925912375,2.261203311837179,1.5813078703703705,0.2187926725675073,94.31295264761931
66,366,67.6334,4.55491,33,4.4448,0,107,131,8,125,6,0.99463,61.40178,0.0,0.0,3.92857,3.959,3.7949,0.0,0.0,125.0,59.27422,0.00025,0.29,1.346,-1.0,7.256033,68764.72869513188,0.1499033128005745,0.22448911659759094,0.11464495652387566,0.10596388697661577,0.005129864316128943,90.02948109269182,540.1081756754458,33.247302020037615,161.0546750225347,2.503228143441441,0.8532721568627452,0.2765769420450181,60209.95682995953,0.15870253999952486,0.005588625478953333,0.10447507570489198,0.22110830762386258,2.3297460033513064,1.6176697530864197,0.21871360179547478,90.05272287937963
67,367,67.6335,4.6812,33,4.61838,0,107,131,8,125,6,0.99429,61.38379,0.0,0.0,4.57143,3.953,3.88315,0.0,0.0,126.0,59.28984,0.00024,0.29,1.412,-1.0,7.28609,68874.00300752588,0.15029314093892318,0.22227149055436204,0.11440818546543993,0.10599316581501862,0.005128635587253442,90.02709285380847,540.1225027892974,33.19753124095776,160.51133420144052,2.524763446167767,0.8532203921568629,0.276534921655109,60209.119942939986,0.15872304463203268,0.0055818202433735266,0.1044881948069422,0.22116100752465978,2.495128429973539,1.5738329475308641,0.21863568510706533,94.0195676761895
68,368,67.616,4.61876,33,4.66558,0,107,131,8,125,6,0.99006,61.36604,0.0,0.0,4.03571,3.954,3.99763,0.0,0.0,125.0,59.28482,0.00022,0.29,1.461,-1.0,7.281125,68700.38221920567,0.15066929559743567,0.22448911659758877,0.11412377441598015,0.10604554292369568,0.005118638219104815,90.02550664691769,540.1164718246948,33.312524301034436,161.1173805815625,2.576645034436768,0.854030980392157,0.27643168335779295,60269.290783489596,0.1587165579294336,0.005579135435293906,0.10433113104026469,0.22114308944442213,2.100698831586056,1.6294849537037037,0.218633767886928,94.09592054506204
69,369,67.6716,4.48737,33,4.86953,0,107,131,8,125,6,0.99619,61.3955,0.0,0.0,4.39286,3.941,3.9362,0.0,0.0,126.0,59.28717,0.00019,0.29,1.509,-1.0,7.241479,68892.59000137336,0.15099813079266097,0.22227149055436235,0.11396176549542583,0.10604620975542439,0.005127227242309684,90.02789322305406,540.1209974952902,33.29384923864294,160.640974163815,2.56222242675106,0.8540913725490198,0.2763090119431401,60345.46300441044,0.1587309233841585,0.005568193081199322,0.1042765152682745,0.22114957764918955,2.0849094566304305,1.640673225308642,0.21858990827579758,94.24976743629165
70,370,67.6918,4.3087,33,4.74031,0,107,131,8,125,6,0.98948,61.4064,0.0,0.0,4.07143,3.956,3.83662,0.0,0.0,125.0,59.27009,0.00025,0.29,1.505,-1.0,7.321419,68928.59538322673,0.15133355255802342,0.22227149055436327,0.11415027088032623,0.10604437542289734,0.005137597969745692,90.01862882359633,540.119713058367,33.308317207995756,161.5688304354367,2.5033434753970054,0.8543584313725491,0.27622990862701613,60464.18432868647,0.1587382183366925,0.0055846426778899,0.10429117429294743,0.22113306586195472,1.9351069757828823,1.6841724537037037,0.21858761348289812,93.62153709073586
71,371,67.7007,3.97111,33,4.57051,0,107,131,8,125,6,0.98399,61.40942,0.0,0.0,3.39286,3.953,3.67257,0.0,0.0,126.0,59.28992,0.00022,0.29,1.475,-1.0,7.226972,69020.58991128174,0.1517249450377036,0.22227149055436532,0.11435377176900136,0.10608955897174437,0.005127603003356205,90.02611934708634,540.1143506555462,33.27036596227575,161.20726403606355,2.453554841308973,0.8543215686274511,0.27615058000100356,60561.250687471045,0.15877177324212813,0.005573387886700914,0.10441484144626165,0.22111641854083877,2.1213078315725826,1.7408371913580247,0.2185644599097585,92.38759224463881
72,372,67.6263,3.75684,33,4.10814,0,107,131,8,125,6,0.98646,61.33633,0.0,0.0,3.60714,3.955,3.38893,0.0,0.0,125.0,59.26977,0.00021,0.29,1.412,0.44342,7.223947,69064.52125435963,0.1520642710738608,0.22227149055436288,0.11464229576069825,0.10608868147716712,0.005112993272588031,90.00217853048126,540.0924036918053,33.20076327853732,161.30100340318455,2.4107325238276287,0.854432549019608,0.2760375386209152,60501.221975306464,0.15882037135409216,0.005563279257303599,0.10439880416095997,0.22109258319417446,2.14212398942216,1.7306616512345678,0.21851269609689788,94.29275996598211
73,373,67.6739,3.63442,33,3.91375,0,107,131,8,125,6,0.98168,61.37451,0.0,0.0,3.78571,3.944,3.19354,0.0,0.0,126.0,59.28928,0.0002,0.29,1.406,-1.0,7.166954,68954.49777901515,0.15249978458381422,0.22389490549019556,0.11476338267324178,0.1061027276625466,0.005124743834151687,89.98209665244019,540.0744886716649,33.17324019067082,161.71822657909422,2.3956828320952432,0.8548870588235296,0.2759119300601986,60598.52430169752,0.15885001005070243,0.00554788495072233,0.10433663333145902,0.22104353244286368,2.1335675076953247,1.7513503086419753,0.2185102044775011,94.32735827318068
74,374,67.5887,3.51133,33,3.81174,0,107,131,8,125,6,0.98224,61.286,0.0,0.0,4.14286,3.939,3.08974,0.0,0.0,126.0,59.25102,0.0002,0.29,1.326,-1.0,7.160898,68987.44169184595,0.15274614857813504,0.22227149055436377,0.11494032264229016,0.10610128064400949,0.005108126429945563,90.0277430026422,540.0353964063964,33.06400741765528,160.9046713969841,2.3778296306867777,0.8543584313725491,0.27582063606559637,60401.53408368229,0.1588031465562412,0.005556479204426897,0.10420959557265685,0.22100714984348083,1.8813704869057521,1.7231385030864197,0.218503771048699,94.04044954901023
75,375,67.635,3.40945,33,3.92473,0,107,131,8,125,6,0.98543,61.31395,0.0,0.0,3.71429,3.952,2.97884,0.0,0.0,126.0,59.34052,0.0002,0.29,1.517,-1.0,7.23689,68948.35813988953,0.15316226991596932,0.2222714905543656,0.11511273407522984,0.10608814415167596,0.005111908884043528,90.0421307274138,539.9980378242537,33.04307028688031,160.60036562583733,2.353849365429688,0.8568364705882354,0.27564192640520613,60550.548292293875,0.15877872099618842,0.0055392634366882194,0.10403546394737292,0.22100675104892123,1.9143626071051796,1.712770061728395,0.21846975052883055,94.20394855996925
76,376,67.5543,3.34943,33,3.93064,0,106,131,8,125,6,0.98984,61.24175,0.0,0.0,3.67857,3.945,2.8949,0.0,0.0,125.0,59.32163,0.00021,0.29,1.437,-1.0,7.248079,68888.13109607625,0.1535708371366429,0.22227149055436346,0.11530718036808146,0.10613570574156848,0.0050871359033987104,90.05405615014811,539.9445935268031,32.99832812650704,161.16366388344437,2.340541425142619,0.8564635294117646,0.2754399047515883,60485.2727692991,0.1587249108971313,0.005536120692392237,0.1038856217998612,0.22100691109913528,1.9871624367575598,1.7010030864197532,0.21849823285171466,93.47532612630991
77,377,67.5466,3.20711,33,4.1247,0,106,131,8,125,6,0.98437,61.22675,0.0,0.0,3.25,3.942,2.83933,0.0,0.0,125.0,59.39269,0.00019,0.29,1.443,-1.0,7.214444,68923.7798843473,0.15393823623500513,0.22448911659758952,0.11540647110500818,0.10615893862872555,0.005107416789378199,90.03330472596514,539.9027741375588,33.0202461525246,161.36618567859165,2.365630342789059,0.8571490196078433,0.275199726993532,60529.40208322451,0.15866035455270702,0.005522131675874502,0.1035981738380744,0.221015550769374,2.037854920212454,1.6597704475308641,0.21846844664212714,92.5927640640764
78,378,67.5349,3.40727,33,3.90566,0,106,131,7,125,6,0.97232,61.21632,0.0,0.0,4.07143,3.942,2.7132,0.0,0.0,125.0,59.3632,0.00022,0.29,1.462,-1.0,7.172275,68965.37184105982,0.15430096713830108,0.22448911659758974,0.11532835827542302,0.10620007211772799,0.005096659653807072,90.038882816969,539.843571275657,33.00002976405768,161.5958337403443,2.3661187705323314,0.8571490196078433,0.27491142203896207,60586.42462542548,0.15865871692258846,0.005536496807721504,0.10332325421509135,0.22100653883966567,2.080936081582218,1.6005979938271604,0.21846686910662338,93.95320862122199
79,379,67.5003,3.45563,33,3.92326,0,106,131,8,125,6,0.97515,61.1915,0.0,0.0,3.57143,3.941,2.88653,0.0,0.0,126.0,59.34331,0.00018,0.29,1.434,-1.0,7.120682,68923.79853533681,0.15461989463766856,0.22448911659758997,0.11529421182931741,0.10617584766166507,0.005099419040637355,90.01123056535583,539.7949499834657,32.955563203788095,161.6860053883549,2.431885879321057,0.85604,0.2746760920230719,60534.43047044268,0.15865138710024607,0.005517204082299405,0.10317581300220868,0.2210280862798337,2.016363854268273,1.591772762345679,0.21842379000455076,93.44005740093239
80,380,67.4208,3.61161,33,4.09638,0,106,131,7,125,6,0.99076,61.1151,0.0,0.0,4.25,3.948,2.93174,0.0,0.0,125.0,59.30181,0.00019,0.29,1.437,0.44573,7.163024,68913.01585173614,0.1548866255063286,0.22448911659759063,0.11511873018280984,0.10618471319901458,0.005106096471364576,90.03257185141811,539.7354714353135,32.99970951786747,161.38227896211077,2.449224926215951,0.8554596078431373,0.27449852479923276,60306.972776817514,0.1586105562709291,0.005523283915756232,0.10307673612189422,0.22106294473087496,2.0002534398895078,1.6130401234567902,0.21846305292624313,93.89835979334842
81,381,67.3833,3.47804,33,4.2924,0,106,131,8,125,6,0.98933,61.07254,0.0,0.0,4.35714,3.951,3.06734,0.0,0.0,125.0,59.2839,0.0002,0.29,1.422,-1.0,7.174816,68791.44462397683,0.15507700161883045,0.22227149055436465,0.11497642521325603,0.10619323055794361,0.00511343070575146,90.04524801120448,539.6854294588726,32.87053953571084,160.9749231943148,2.498138581715752,0.854857254901961,0.27439770126494684,60226.20635801884,0.15853982326719346,0.005512813138579606,0.10306148839778621,0.22103078435185652,1.957091859964196,1.6001639660493827,0.21843687816544535,92.39997150632624
82,382,67.3652,3.28177,33,4.07021,0,106,131,8,125,6,0.98448,61.0499,0.0,0.0,3.89286,3.943,2.95309,0.0,0.0,126.0,59.28758,0.00021,0.29,1.429,-1.0,7.111331,68874.55006882406,0.15525113014739014,0.22448911659759163,0.11476795005135537,0.10622025307446546,0.005110514592802197,90.03576717704043,539.6286389674,32.86432223849826,162.1753907046149,2.5050474381099193,0.8548870588235296,0.274264512281826,60230.07481780468,0.15846796335220265,0.00552029749245502,0.10289456528438351,0.2210403225123185,2.007438556261165,1.5943769290123457,0.21843895228147492,94.26062676741839
83,383,67.4368,3.04363,33,3.95003,0,106,131,7,125,6,0.97704,61.1154,0.0,0.0,4.57143,3.933,2.77861,0.0,0.0,125.0,59.35863,0.00022,0.29,1.431,-1.0,7.1466,69054.77545053115,0.1553867313820683,0.22448911659759233,0.11464950088929043,0.10620187348282474,0.0051294676237923185,90.03836217575811,539.5839408330286,32.89037709177276,161.31581748374967,2.5060163910090796,0.8568137254901962,0.274189828605529,60449.536722267556,0.1583699050556322,0.005501681451019167,0.1026331741077774,0.22105377014959557,2.0164446168374552,1.5534336419753085,0.21842179043918117,94.06323674339112
84,384,67.3502,3.17401,33,4.11811,0,106,131,8,125,6,0.97694,61.02372,0.0,0.0,4.35714,3.949,2.57395,0.0,0.0,126.0,59.33917,0.00023,0.29,1.437,-1.0,7.04688,68849.77966640676,0.15542339300772756,0.22448911659759138,0.1145616980200251,0.1062353927523029,0.005146505201944776,90.06344642379297,539.5333467889997,32.83594635386526,161.78534068963515,2.5149183230893803,0.8565686274509805,0.27407701768306375,60353.67789698356,0.15831318242834397,0.005512859916338865,0.10238279938685439,0.22104801053466372,1.99046301279157,1.5095486111111112,0.21844396426457488,93.2716230851712
85,385,67.324,3.30754,33,4.23859,0,106,131,7,125,6,0.98414,60.98514,0.0,0.0,3.75,3.966,2.6839,0.0,0.0,125.0,59.38363,0.0002,0.3,1.526,-1.0,7.111631,68968.18569706961,0.1554468691432052,0.2244891165975913,0.11447663132729977,0.10621179067482943,0.005128092944580421,90.07312184998996,539.4838337885406,32.88400381582755,161.67132489834202,2.5811790038961497,0.8570141176470589,0.27397669870906194,60459.595136418255,0.15824344304513782,0.0055095842815297055,0.10204941988133898,0.2210541210370641,2.0218073013067874,1.4501350308641976,0.2184536212993274,94.01096441287652
86,386,67.2667,3.42058,33,4.15392,0,106,131,7,125,6,0.97774,60.9215,0.0,0.0,3.82143,3.958,2.80361,0.0,0.0,125.0,59.3602,0.00022,0.3,1.44,-1.0,7.133683,68978.38622215803,0.15545504036596808,0.2244891165975921,0.11438953656622164,0.10621513477600772,0.0051539779540987025,90.0844761552795,539.4260717357648,32.82013466917439,161.82443358282384,2.5969321114462938,0.8568364705882354,0.2738554559326341,60354.72363358711,0.15815893875892068,0.0055178611503657595,0.10191831871176774,0.22103491666384023,2.0292781759081477,1.4126639660493827,0.21846287200941764,93.97098803307446
87,387,67.2593,3.49596,33,4.17367,0,106,131,7,125,6,0.98636,60.90421,0.0,0.0,3.96429,3.968,2.8983,0.0,0.0,125.0,59.37411,0.00022,0.29,1.446,-1.0,7.088108,68827.33684139673,0.155464568630191,0.2244891165975894,0.11421474092323404,0.10619473484115408,0.005132841465944635,90.09493304513876,539.3657944153831,32.81511716489439,161.53550725277506,2.607253355876332,0.8571490196078433,0.2737487566317283,60490.16400058496,0.15807631028527724,0.005513774662212555,0.10181881216860504,0.22106398366997904,2.0457181595268734,1.3575906635802468,0.218434103872478,94.08184755339946
88,388,67.1252,3.58686,32,3.90675,0,106,131,7,125,6,0.97977,60.7698,0.0,0.0,3.89286,3.975,2.96959,0.0,0.0,125.0,59.37701,0.00022,0.3,1.378,0.433,7.093618,68848.79700765136,0.1553474995172582,0.22448911659759152,0.11407301126788974,0.10620179707943085,0.0051567268470536585,90.13280598064368,539.3002313805866,32.88219122239101,161.9929864627515,2.625651588491148,0.8571490196078433,0.27366504407493764,60365.676515581225,0.15799002037581292,0.0055217858004490104,0.10148418288519591,0.2210722799773329,2.0600998910591986,1.279320987654321,0.21842957090949514,92.6986005807263
89,389,67.1232,3.4784,32,4.0235,0,106,131,7,125,6,0.98175,60.75742,0.0,0.0,4.10714,3.958,3.04272,0.0,0.0,126.0,59.39376,0.0002,0.29,1.461,-1.0,7.072994,68940.35573324807,0.15526770635299825,0.22448911659759238,0.11396182047712043,0.10620215638912636,0.00517506001178668,90.12981944423954,539.2354788240106,32.85956338011189,161.56476511070804,2.6526727909707954,0.8571490196078433,0.2735977496001767,60440.9725443512,0.1579174254249597,0.0055329520827735205,0.10129658617822936,0.2210475059335905,2.22484872474349,1.1980131172839505,0.218384623798216,94.10315832147981
90,390,67.0859,3.45621,32,3.82429,0,106,131,7,125,6,0.98455,60.7183,0.0,0.0,4.17857,3.961,2.95136,0.0,0.0,126.0,59.37569,0.00022,0.3,1.42,-1.0,7.079094,68977.43827057352,0.15518081126847863,0.22448911659759144,0.11378752303789129,0.10619611237484862,0.005177742723861064,90.13533569076273,539.1651203541023,32.87785075623312,161.5547692127774,2.607793739545826,0.8565835294117649,0.27357561640199085,60295.72341966847,0.15787233578293533,0.00551661084554703,0.10120925041422235,0.22104662593525343,1.9086467984919901,1.121141975308642,0.21838330738357198,93.66987177975412
