,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,fft,cubrow.0.6,noise,cubrow.1.0,cubrow.0,cubcol.0,uhdhdsim,staticness,saturation,color_fulness,temporal,tone,cubrow.0.3,blur,cubrow.0.5,cubcol.1.0,cubcol.0.3,cubcol.0.5,blockiness,movement,cubcol.0.6,contrast
10,310,67.0468,4.31612,32,4.61631,0,107,131,8,125,6,0.9854,60.62845,0.0,0.0,3.57143,3.986,3.73424,0.0,0.0,125.0,59.25466,0.00017,0.29,1.459,-1.0,7.035931,68932.78429411822,0.13608476335926653,0.22448911659758228,0.1120353414425336,0.10551553961116089,0.005543651532530209,90.22194639614796,541.683213442948,32.700294212058736,161.2358369015119,2.9388867009723705,0.8568741176470589,0.2694054175112082,60426.15211161052,0.15712247206870514,0.0058154868110887456,0.10904362313362732,0.22111695769582385,1.8904813379799574,1.4868827160493827,0.2223887692364461,94.19004371009453
11,311,67.0865,4.29875,32,4.51057,0,107,131,7,125,6,0.98384,60.67343,0.0,0.0,4.5,4.007,3.67615,0.0,0.0,126.0,59.32974,0.00019,0.29,1.509,-1.0,7.097118,69020.71027931926,0.13579662614754742,0.22448911659759208,0.11202501554682857,0.10534789315752598,0.005528901478735132,90.21266907818983,541.7286796987146,32.67445656105324,161.75307389822717,2.934937537017341,0.8574764705882353,0.2698694768795922,60625.65879485204,0.1573737121986347,0.005843421201084509,0.11048217080642024,0.22111792536478433,1.7835869710528676,1.5497202932098766,0.2224237960205208,94.28223881333723
12,312,67.1144,4.30298,32,4.65411,0,107,131,8,125,6,0.98671,60.70583,0.0,0.0,4.5,4.009,3.66029,0.0,0.0,126.0,59.33721,0.00028,0.29,1.401,-1.0,7.133882,68930.36326559987,0.13574507530059135,0.22448911659759205,0.11189915454743285,0.10536990885130605,0.005546075403677957,90.21878102307689,541.6648871586343,32.6409610701196,161.39459165939877,2.940741059610837,0.8571490196078433,0.2703444030324787,60422.33326730656,0.15742416403993376,0.005840355248077943,0.11152706485446091,0.22123959183271766,2.058776689523832,1.396363811728395,0.2225418579241155,93.53722180666914
13,313,67.1755,4.3459,32,4.53644,0,107,131,7,125,6,0.99208,60.77098,0.0,0.0,4.67857,4.008,3.66864,0.0,0.0,126.0,59.39248,0.00018,0.29,1.468,-1.0,7.039495,68967.58765615372,0.13580966368498476,0.22448911659759205,0.1119375435542387,0.10535857359458208,0.00547293142222702,90.20108726369854,541.6427848281213,32.69763635706018,161.14854066130601,2.940672620184868,0.8577145098039217,0.27092370324535703,60641.856745575285,0.15775435609409735,0.005827568564605388,0.11228991107118526,0.2212656541647138,2.132571874006612,1.2091531635802468,0.22246502710432633,94.3882115522523
14,314,67.2082,4.32998,32,4.46449,0,107,131,8,125,6,0.9781,60.80859,0.0,0.0,4.21429,3.988,3.70033,0.0,0.0,126.0,59.40186,0.00019,0.29,1.587,-1.0,7.155598,68954.06658791832,0.13621173787073285,0.22227149055436346,0.11198199974414609,0.10535528551452053,0.00550572426392882,90.18490927768234,541.530203974524,32.66832215108989,161.72704480788764,2.9287905262683536,0.8571490196078433,0.2712626484140367,60601.03511692922,0.15790109154830417,0.005774938860623815,0.11278821439321578,0.22129939161241904,1.9292057370849598,1.1784818672839505,0.22241214258373662,93.43426574996282
15,315,67.1915,4.19975,32,4.44818,0,107,131,8,125,6,0.98334,60.79943,0.0,0.0,4.21429,4.0,3.68884,0.0,0.0,126.0,59.40377,0.00014,0.29,1.433,-1.0,6.939074,68947.11018949363,0.13586477268967762,0.22448911659759227,0.1116656028649554,0.10546211627851294,0.0054668380473998,90.19371756297568,541.4797522184793,32.81651532208478,161.74515231993823,2.930445819211008,0.8568513725490198,0.2718412791054596,60507.16161409172,0.15798102065935485,0.005778474413321976,0.11346832214379045,0.22130495773574527,2.2405113544297794,1.6876929012345678,0.22245887690976532,91.33866659081981
16,316,67.22,4.00385,33,4.3844,0,107,131,7,125,6,0.98613,60.85811,0.0,0.0,4.57143,3.988,3.57612,0.0,0.0,126.0,59.35956,0.00019,0.29,1.371,0.44457,7.151036,68853.3744781667,0.13580291773598782,0.2244891165975902,0.11113492847369813,0.1053763771045846,0.0055169190950224035,90.20378699875891,541.3147129828493,32.675697609230326,160.55783113127399,2.9016799159928963,0.85566,0.27230984078083337,60498.353542971694,0.15803238943836342,0.005771926013177859,0.11430254718566343,0.2212468622905819,1.9856481320357227,1.6766493055555556,0.22233229520868883,94.40581933327948
17,317,67.3103,3.89537,33,4.37731,0,107,131,8,125,6,0.99026,60.96855,0.0,0.0,3.89286,3.997,3.40464,0.0,0.0,125.0,59.37036,0.00019,0.29,1.454,-1.0,7.028617,68874.18418266317,0.13581550462032635,0.22448911659759285,0.1109836358081837,0.10538608533543255,0.005417175727976166,90.15998823829665,541.2189356331917,32.6111442660108,160.50888133508872,2.831390747689344,0.8548941176470589,0.2730229215747342,60502.75407577515,0.15810319304374723,0.005779816873549329,0.11544654251628081,0.22124586335552632,2.1036043509480784,1.5191454475308641,0.22228013039649294,94.02350133348658
18,318,67.2571,3.87795,33,4.41315,0,107,131,7,125,6,0.98885,60.93133,0.0,0.0,4.46429,3.987,3.30918,0.0,0.0,125.0,59.34596,0.00027,0.29,1.382,-1.0,7.122512,68948.0295800402,0.13577014758629052,0.22448911659759252,0.11119479409703363,0.10539578449324265,0.0054705113767897166,90.15443142670263,541.0170186768038,32.59889654465663,161.03528250768164,2.788404095941507,0.8548870588235296,0.2738088570758603,60315.62103763986,0.15815960780084476,0.005742210866236596,0.11664799535555344,0.2212166871032028,1.7221043161176595,1.3816550925925926,0.22219880006220477,92.55158703940576
19,319,67.4686,3.8075,33,4.40523,0,107,131,8,125,6,0.99153,61.14281,0.0,0.0,4.10714,3.975,3.29817,0.0,0.0,125.0,59.42163,0.00024,0.29,1.426,-1.0,7.048983,69059.87082948994,0.13583205161174539,0.2244891165975961,0.11114486805598146,0.10546028597293282,0.005474244569341029,90.08740546182932,540.8668187894227,32.64318508572049,161.122654252727,2.7706809516717708,0.8568364705882354,0.27437940370736696,60733.18776944532,0.1582456752038778,0.0057369605528393465,0.11777071390784748,0.22116940672508517,1.97753613246941,1.2320601851851851,0.2221259489309351,94.39068503464286
20,320,67.4464,3.72192,33,4.38453,0,107,131,7,125,6,0.98164,61.15121,0.0,0.0,4.42857,3.991,3.23508,0.0,0.0,125.0,59.40817,0.00015,0.29,1.464,-1.0,7.139293,68989.2649086189,0.13595879839749492,0.22448911659759288,0.11104999848587606,0.10546679280270899,0.0054238151122172834,90.09447056727754,540.6536781115404,32.644697966399015,161.2220940380023,2.7598995846937244,0.8561082352941177,0.27465704258391055,60546.54516084073,0.15833243651202794,0.005730434785965768,0.11862601151806186,0.22103459365312442,1.676054110075487,1.6071566358024691,0.22194577393590484,93.10978894922167
21,321,67.5387,3.57456,33,4.15493,0,107,131,8,125,6,0.98181,61.2355,0.0,0.0,4.75,3.975,3.16435,0.0,0.0,126.0,59.43607,0.00018,0.29,1.555,-1.0,7.044507,68958.96437296437,0.13629022940954313,0.2244891165975927,0.11100493156919113,0.1054816632652477,0.005407567209498264,90.07080209843197,540.4998938639084,32.544683762538575,160.7498735951587,2.7560973369720085,0.8568435294117648,0.2747651604149579,60773.86377920376,0.15839800859648323,0.005717147214067027,0.11918453803069312,0.22107280544569746,1.8354672574292548,1.4948881172839505,0.22185123117520655,93.33940146440057
22,322,67.5386,3.32505,33,4.19518,0,107,131,7,125,6,0.98222,61.23911,0.0,0.0,4.10714,3.982,3.03253,0.0,0.0,125.0,59.43673,0.0002,0.29,1.405,-1.0,7.101342,68927.84056949355,0.13647033968854003,0.22448911659759604,0.11099168643025224,0.10546660877857213,0.0054069848290890545,90.10180774523849,540.2951848263552,32.724190606011284,160.8690021144242,2.7349371188820197,0.8570815686274511,0.27484802442400075,60656.73293504505,0.15848587004972386,0.005728282195522678,0.11990040023249655,0.22098671887087365,1.7431097619663087,1.3815586419753085,0.22176787359739142,94.32754614613452
23,323,67.6681,3.00972,33,4.10855,0,107,131,8,125,6,0.98309,61.38096,0.0,0.0,4.25,3.958,2.81897,0.0,0.0,125.0,59.46017,0.00018,0.29,1.523,-1.0,7.085132,69081.37471347084,0.13684598436039297,0.22448911659759663,0.11097971493251167,0.10546397651776353,0.0053674703307662695,90.03202345964186,540.1398450554764,32.58936620641638,160.9950740740617,2.6602879620249875,0.8571341176470589,0.27487234922935044,60876.02163787339,0.15856376623548896,0.005710260082070851,0.1207309934285598,0.2209484285665115,1.7909081461790017,1.2880979938271604,0.2216874789475456,94.13259747220125
24,324,67.6698,2.8491,33,4.06539,0,107,131,7,125,6,0.98167,61.38988,0.0,0.0,4.17857,3.973,2.54028,0.0,0.0,126.0,59.43254,0.00022,0.29,1.491,0.4402,7.050724,68935.5189136751,0.13732442186675634,0.22448911659759987,0.11103265521959421,0.10543321303510597,0.005356561792740697,90.039598539871,539.9482013300272,32.725654884620944,160.70848965753274,2.555234166083124,0.8568435294117648,0.27496338491667327,60767.159425943304,0.158626073330699,0.005692547481616238,0.12141958384540086,0.22096057055920518,1.9814126045049705,1.2550154320987654,0.2215571983161715,93.65277278825147
25,325,67.7032,3.00755,33,3.69499,0,107,131,7,125,6,0.98317,61.42547,0.0,0.0,4.57143,3.96,2.40396,0.0,0.0,125.0,59.47215,0.00019,0.29,1.515,-1.0,7.065174,68999.44178944509,0.13785042874173017,0.22670674264082744,0.11122895183344554,0.10550621510020257,0.005381340196903674,90.0432129361781,539.8071631662381,32.69346618652344,160.68470325713918,2.4831471896119606,0.8571490196078433,0.27501414094397425,60943.56902484356,0.1586884786820327,0.0056812408941443755,0.12219479996137567,0.22088815461011874,1.8947614514719802,1.442949459876543,0.22144849104919037,93.37156240663175
26,326,67.6486,3.17867,33,3.89946,0,107,131,7,125,6,0.98535,61.38416,0.0,0.0,4.35714,3.981,2.54204,0.0,0.0,125.0,59.45483,0.00021,0.29,1.499,-1.0,7.132022,68931.038430342,0.1383534320549615,0.22448911659759638,0.11134952051855428,0.10558751911609061,0.0053608394377312185,90.03770140479779,539.63681676757,32.75683292341821,161.10451061765247,2.505090849315259,0.8571341176470589,0.27507797131328754,60696.20242043416,0.15874046736492334,0.005659071902698577,0.12251088137729009,0.22093172271249367,1.93027726627998,1.345823688271605,0.2213127145431644,94.30376385628949
27,327,67.6639,3.28562,33,3.90313,0,107,131,7,125,6,0.97369,61.41507,0.0,0.0,4.14286,3.964,2.69276,0.0,0.0,126.0,59.48574,0.00019,0.29,1.574,-1.0,7.004925,68890.607035815,0.13878233380900462,0.23276540966311074,0.11165903829314189,0.10565911059135077,0.005364111450510842,90.0347319326811,539.5230851296797,32.71893404736931,160.76241176682174,2.505985119619246,0.8571490196078433,0.2750959314137629,60780.357563408725,0.15879968353575236,0.005638093098751843,0.12292706790934102,0.22088129754688884,1.7853672519718773,1.3081114969135803,0.22130471665017695,94.1523026054571
28,328,67.6038,3.38378,33,3.99594,0,107,131,7,125,6,0.97579,61.36509,0.0,0.0,3.82143,3.976,2.78593,0.0,0.0,125.0,59.46913,0.00019,0.29,1.497,-1.0,7.089208,69013.67136218358,0.13926409335728052,0.22670674264082258,0.1118736201490841,0.10569880527241414,0.0053449004807969444,90.0548941462484,539.3827281156107,32.780034948278356,161.17423407516276,2.5029433868934845,0.8571419607843138,0.2750834512853938,60609.052627877856,0.1588164484173913,0.005642608461762399,0.12341786133786121,0.220854338632405,1.6439496629292671,1.3142843364197532,0.221229191403632,90.23030147255996
29,329,67.6869,3.60343,33,3.95983,0,107,131,8,125,6,0.97949,61.46439,0.0,0.0,3.82143,3.966,2.87084,0.0,0.0,125.0,59.50465,0.00025,0.29,1.634,-1.0,7.014658,68979.26186890266,0.13963139450204265,0.23438882459894597,0.11201151317139274,0.10568063257023384,0.005314215730332888,90.01994329956916,539.2826375432893,32.80259308991609,161.66429969676474,2.4520152187482953,0.8572544117647048,0.2750861734078591,60850.42120913217,0.1588538839836124,0.0056222256824155995,0.12384678920990592,0.22086864185956373,1.4387916853315443,1.4415991512345678,0.22122827101965606,94.25273729776195
30,330,67.6003,3.76905,33,3.953,0,107,131,7,125,6,0.97815,61.3707,0.0,0.0,3.53571,3.96,3.05788,0.0,0.0,126.0,59.48465,0.0002,0.29,1.434,-1.0,7.112233,68868.41015518244,0.13999701235409182,0.2267067426408164,0.1122869066108635,0.1056802745812073,0.005315343342302425,90.05425629253159,539.1813951697561,32.84996108066888,161.229944239458,2.4581506588856255,0.8568890196078432,0.2749890364306733,60539.623657123746,0.158862551757649,0.005613387539610363,0.12373163746431795,0.22090358233217597,1.7275027803666667,1.636815200617284,0.22114044151137702,94.35276077922205
31,331,67.6637,3.84352,33,4.08943,0,108,131,7,125,6,0.97648,61.44561,0.0,0.0,3.5,3.954,3.20475,0.0,0.0,126.0,59.5151,0.00022,0.28,1.454,-1.0,7.101447,68836.20599973523,0.1402768717583391,0.2305477836198884,0.11239039160702714,0.10563916978350542,0.005290212315970938,90.02686455008556,539.1067083979427,32.776391865294656,160.75896886216788,2.506890965880809,0.8574843137254903,0.2749848714695318,60759.01484207606,0.1588479343361524,0.005619616754085735,0.12321086877889324,0.22088467959002367,1.8329648385554274,1.6497878086419753,0.22103830143411163,94.31288028551248
32,332,67.6225,3.80493,33,4.28045,0,108,131,7,125,6,0.97226,61.39659,0.0,0.0,3.57143,3.963,3.26601,0.0,0.0,126.0,59.50555,0.00012,0.29,1.418,0.43814,7.197933,68933.88750411027,0.1406466189132545,0.22448911659759543,0.11248949436008392,0.10564976398615016,0.005267093897792977,90.05794914746923,539.040352773765,32.94169183424962,161.03316996920447,2.5272549825677624,0.8572094117647059,0.2749057544194348,60625.103809659704,0.15880960846514902,0.005603788044398321,0.12237513990062954,0.22091647749514998,1.7051609524305933,1.6412037037037037,0.22093279078291686,93.3261507994347
33,333,67.6979,3.72002,33,4.28554,0,108,131,7,125,6,0.96897,61.46639,0.0,0.0,4.07143,3.946,3.23659,0.0,0.0,126.0,59.52724,0.0002,0.29,1.63,-1.0,7.153756,68981.3032588492,0.14118513243913802,0.2305477836198834,0.1125186854201698,0.10570881923271412,0.005234169169600762,90.03974230079444,539.0090120293123,32.82201602135176,160.2298241531682,2.534502273562081,0.8577145098039217,0.2749018064215485,60857.296542181444,0.1587286473866676,0.005621456035176913,0.12120147785795088,0.22088407823404424,1.616619434186808,1.6284722222222223,0.22082651631147557,94.53292289388338
34,334,67.6383,3.58816,33,4.22759,0,108,131,7,125,6,0.97339,61.41482,0.0,0.0,3.78571,3.946,3.16041,0.0,0.0,126.0,59.51829,0.00022,0.29,1.49,-1.0,7.173115,68927.00042118253,0.1418951107270804,0.22833015757665923,0.11249539912122877,0.10578238592624228,0.00523312586509252,90.0641277951564,538.9711370309499,32.975853248878764,160.7336870480791,2.51007460786269,0.8572015686274511,0.2749443781124451,60660.86481446805,0.15873110178814537,0.005606669758927698,0.12003341451148704,0.22090911160481938,1.6687343814469537,1.6568769290123457,0.22070660642949136,93.36991419297584
35,335,67.7181,3.54623,33,4.01879,0,108,131,8,125,6,0.98294,61.48805,0.0,0.0,4.07143,3.949,3.04729,0.0,0.0,126.0,59.53935,0.00018,0.29,1.648,-1.0,7.114599,69010.4730074849,0.14235755626454033,0.230547783619886,0.11251933488825668,0.1057875538817936,0.005196878443602654,90.04057448864043,538.9616335365565,32.81176305700232,160.50279286920062,2.5017773388923046,0.8572258823529412,0.27506978288017125,60920.723259919454,0.15865379884437794,0.005621156862865344,0.11884912642842155,0.22088892157702567,1.9132783699150222,1.7707368827160495,0.22056888393464497,93.45941905249174
36,336,67.7395,3.5717,33,4.2601,0,108,131,7,125,6,0.98861,61.50868,0.0,0.0,4.07143,3.95,3.01085,0.0,0.0,126.0,59.52961,0.00025,0.29,1.533,-1.0,7.139018,68928.01517802551,0.14378451012332344,0.23054778361988504,0.11246473098948748,0.10574609237595006,0.005209410892965195,90.01162506596216,538.9478842184651,32.90794127664448,161.3238846191949,2.5187556801292037,0.8571490196078433,0.27524151712956324,60829.93994199057,0.15870907226696834,0.005642553565795682,0.11759429030439886,0.22087954870310791,1.5952937727997198,1.798755787037037,0.22051335327324686,94.53609244733721
37,337,67.8184,3.6246,34,4.2037,0,108,131,8,125,6,0.98959,61.56748,0.0,0.0,3.32143,3.954,3.03487,0.0,0.0,126.0,59.54106,0.00022,0.29,1.6,-1.0,7.126606,68987.08832924328,0.1448104229268822,0.23054778361988637,0.11246812807176222,0.10574213549353206,0.005206242663816574,89.99680606559907,538.9434323155898,32.9663261131004,160.91736542853525,2.5714985845653913,0.8577145098039217,0.27538409335163255,61090.32000447685,0.1587341479321912,0.005634375836042901,0.11626830695302454,0.22083515345685434,1.648231610099215,1.8058449074074074,0.22038085812752886,94.31798307206792
38,338,67.8087,3.42546,34,4.33529,0,108,131,7,125,6,0.98739,61.5572,0.0,0.0,3.82143,3.968,3.07936,0.0,0.0,126.0,59.51262,0.00019,0.29,1.53,-1.0,7.105168,68981.63196175762,0.1447189267814109,0.22448911659759477,0.11265393360178516,0.10572868943957386,0.005197660981788138,89.99920667381576,538.9271445641674,32.943321510597514,160.9904047583481,2.599776175471927,0.8571490196078433,0.27553788584687394,60939.13317180309,0.1587773056221001,0.005648325557254117,0.11497402195860948,0.2208408295323469,1.7288957802992064,1.8738908179012346,0.22031050602285956,94.3739009616455
39,339,67.8728,3.09556,34,4.11743,0,108,131,7,125,6,0.98673,61.62769,0.0,0.0,4.14286,3.954,2.90991,0.0,0.0,126.0,59.51027,0.00017,0.29,1.452,-1.0,7.193163,69010.98140884713,0.144938119686769,0.2244891165975967,0.11273592671988085,0.10576899627305762,0.005202245263205482,89.9855502566856,538.9329554731238,32.83315343032648,160.20982916528624,2.5763777515482547,0.8565388235294118,0.275708308216722,61060.65630739613,0.15888381685385936,0.005649144383009696,0.11372176172413963,0.22084614412442474,1.6003976761518053,1.9579475308641976,0.22021898281584945,94.5172747389364
40,340,67.9143,2.76297,34,4.30885,0,108,131,7,125,6,0.9824,61.66147,0.0,0.0,3.67857,3.941,2.61891,0.0,0.0,125.0,59.4849,0.00021,0.29,1.579,0.4366,7.150449,68979.63494116803,0.14517311219011506,0.22448911659759407,0.11303655675677712,0.10578310515361186,0.005192386731949596,89.97574259733594,538.9274951882112,32.86716545952691,160.90151190111905,2.4862391015574445,0.8565835294117649,0.27592079740667275,61044.14101447682,0.1589171518841011,0.005653552181022597,0.11253352506563015,0.22087511433367,1.564778355950669,2.0322145061728394,0.22012415537821775,91.39160330850689
41,341,67.981,2.60147,34,3.86362,0,108,131,8,125,6,0.97846,61.73848,0.0,0.0,4.14286,3.973,2.32685,0.0,0.0,125.0,59.49362,0.00022,0.28,1.509,-1.0,7.183211,68951.0531770906,0.14549455382545706,0.22448911659759452,0.11326412319204573,0.10582329897487489,0.005197412197750473,89.97067723215031,538.940003693068,32.89397383324894,161.13074349284304,2.373412365983218,0.8571490196078433,0.2760642576338655,61202.60675336356,0.15897433376886605,0.005652873998869421,0.1114240339435783,0.22085028472098925,1.684430903965212,2.008632330246914,0.2200378418988714,90.48460880802692
42,342,67.9365,2.48718,34,3.79319,0,108,131,7,125,6,0.98769,61.69854,0.0,0.0,3.82143,3.966,2.18539,0.0,0.0,126.0,59.44758,0.00025,0.29,1.498,-1.0,7.095045,68855.29240272043,0.14571643386185146,0.22448911659759577,0.11353282523114461,0.10588065447204133,0.0051842954132922505,89.97369999806185,538.9474060509035,32.88542005750868,160.9035042407949,2.303809230977388,0.8565305098039216,0.2762301312599455,61049.68880181755,0.15894918873283043,0.005647891454368601,0.11033453559537351,0.22085524540227883,1.6983664868947879,1.9306037808641976,0.21997626206345242,90.08035197690127
43,343,68.0122,2.72689,34,3.67478,0,108,131,7,125,6,0.98782,61.78119,0.0,0.0,4.60714,3.979,2.08742,0.0,0.0,126.0,59.46109,0.00025,0.29,1.55,-1.0,7.09811,68994.20984943632,0.1459941581726558,0.22448911659759943,0.11377969943949061,0.10589492671479028,0.005179611500763818,89.98661887541743,538.9695007638453,32.90850980782214,160.86855988027213,2.298832021945809,0.8569188235294118,0.2764331575226173,61224.4875280509,0.1589191012229593,0.005644304444513377,0.10931543840023168,0.2208972313527849,1.686999184104519,1.8567226080246915,0.21990597118561628,93.69197236208389
44,344,67.9833,2.96211,34,3.82214,0,108,131,7,125,6,0.99291,61.75045,0.0,0.0,4.14286,3.967,2.29283,0.0,0.0,125.0,59.4119,0.00022,0.29,1.6,-1.0,7.14852,69132.71236931066,0.14624907178760813,0.22448911659759538,0.1139927685635567,0.10589210640399987,0.005165798066965687,89.98669543071432,538.9860009391607,32.81823617440683,160.2836683512163,2.4090959734323203,0.8557423529411765,0.2767212968446471,61165.26551993613,0.15891810861781522,0.005642076860883267,0.10830746976270755,0.22090888835283104,1.7013687572011502,1.764081790123457,0.21983825368171173,91.8743477596218
