,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,temporal,noise,cubrow.0.5,color_fulness,staticness,movement,cubcol.0,cubrow.0.3,blockiness,saturation,cubrow.0.6,cubrow.1.0,cubcol.0.3,tone,cubcol.0.5,blur,cubcol.1.0,contrast,cubcol.0.6,uhdhdsim,fft,cubrow.0
10,10,47.162,3.48986,24,5.25343,0,115,133,6,125,5,0.99541,43.09171,0.0,0.0,3.78571,5.317,2.74833,0.0,0.0,127.0,54.97812,0.00012,0.0,0.95,-1.0,8.364883,2.4917733729577156,0.21621282353206853,0.24316021619287206,161.6917336608714,608.711987287118,0.6104359567901234,0.006195714741373963,0.20906675674505623,2.0619637816641907,33.81303330409674,0.12337013751228236,0.17151928668681352,0.026296276876587314,0.7708745098039217,0.1425130440409003,18442.579982574047,0.0064248966308857285,90.0915692421637,0.12541151865798103,93.50598599605655,64981.95915526014,0.1019029119770989
11,11,48.0525,3.68997,24,5.99014,0,115,133,6,125,5,0.99292,43.81205,0.0,0.0,3.85714,5.159,2.96258,0.0,0.0,127.0,55.01731,0.00013,0.0,1.021,-1.0,8.266557,2.504575160289484,0.21621282353206683,0.24338836792343266,161.57373962863238,608.7193373064597,0.7025462962962963,0.00610607847064854,0.20924017877252896,2.260578684452081,33.77481606565876,0.12346195029846235,0.17109511716639056,0.02625998789006195,0.7714321568627451,0.1423555873639196,20407.47790430522,0.006387553969064437,91.2088000133392,0.12699003259474984,93.335963367391,65463.33310080136,0.1015541560721745
12,12,49.7058,3.5479,24,6.67603,0,115,133,6,125,5,0.99641,45.23224,0.0,0.0,3.28571,4.914,3.13331,0.0,0.0,127.0,55.05428,0.00012,0.0,0.982,-1.0,8.301426,2.5853109651993194,0.2162128235320672,0.24423884709003474,161.6955729943993,608.5872240856459,0.7459972993827161,0.006154108881256826,0.21043253968490744,2.4444638655928994,33.85056446216724,0.12341234336553471,0.170227209288569,0.02601573782538027,0.7708745098039217,0.14175574719509873,22909.19302362232,0.006386360824862179,90.38031243526248,0.1292094923186744,92.86360419295866,65942.39971802726,0.10181653040773087
13,13,48.8029,3.78873,24,6.61403,0,115,133,6,125,5,0.98608,44.50155,0.0,0.0,4.17857,5.055,3.01297,0.0,0.0,127.0,55.0894,0.00015,0.0,0.997,-1.0,8.42738,2.5278927209824977,0.21621282353206558,0.24428558072025808,161.0727090127975,608.5226462742738,0.6165123456790124,0.006157346095114346,0.2110863086248532,2.4538057051838944,33.83616638183594,0.12334890912266631,0.16872845168651132,0.02598139522545983,0.7711345098039216,0.1421134640978131,20849.583020018323,0.006511097920672254,87.38367613096739,0.13134697904010129,93.13304834406648,65181.065149227055,0.10226436210701113
14,14,47.9655,4.07335,24,5.12478,0,115,133,6,125,5,0.991,43.78694,0.0,0.0,3.60714,5.186,3.2185,0.0,0.0,127.0,55.08302,0.00017,0.0,0.966,-1.0,8.385897,2.536610059281835,0.21621282353206714,0.24408865511079575,161.03524399713734,608.3531785436421,0.6214313271604939,0.006170328557447177,0.21102032667680976,2.267333382119583,33.832206820264275,0.12310013400996182,0.16746689219426658,0.026026789846217768,0.7708745098039217,0.1430881644275008,19483.091426268642,0.006438422016478736,88.41333412237486,0.13280634814764194,93.23802439935349,64887.371871896525,0.10231329753869547
15,15,48.6145,3.8891,24,5.59888,0,115,133,6,125,5,0.99412,44.32095,0.0,0.0,3.92857,5.093,3.46768,0.0,0.0,127.0,55.13969,0.00015,0.0,1.054,-1.0,8.386815,2.5242883297084067,0.21621282353206553,0.24408743321872103,161.2152680837609,608.2727368745838,1.0316358024691359,0.006144870037514859,0.21132595085211678,2.8528785113712223,33.803029001494984,0.12309781022335403,0.1665431595484763,0.026048436182431137,0.7713584313725491,0.14454822506621987,20768.12720045294,0.006441101775612776,89.6358661592631,0.1339771735522311,93.1317306897115,65219.890444825476,0.10203092117512673
16,16,49.5549,3.9404,24,5.72143,0,115,133,6,125,5,0.98545,45.13779,0.0,0.0,3.21429,4.959,3.30484,0.0,0.0,127.0,55.18463,0.00018,0.0,0.952,0.48392,8.314581,2.431616104598757,0.21621282353206708,0.2444380439876878,161.21628500994325,608.1220099987239,0.9950327932098766,0.006126773232383658,0.21194547093757315,2.538186581969366,33.81085845570506,0.12346326584082744,0.16573339126923947,0.026026314236641025,0.7708894117647059,0.14533016343307906,22113.857857981282,0.006418906871048917,86.37107406586789,0.1353236255541206,92.90704983832586,65404.9058507155,0.10215472993146237
17,17,48.9457,3.8922,24,5.50313,0,115,133,6,125,5,0.9787,44.65653,0.0,0.0,3.89286,5.012,3.3553,0.0,0.0,127.0,55.22985,0.00022,0.0,1.016,-1.0,8.33803,2.446572194485423,0.21621282353206805,0.2445845470588298,161.67104792228204,608.0606881851663,0.9206693672839507,0.00615915713284104,0.21223283848775118,2.3619735465069365,33.72706604003906,0.12329256006841134,0.16474871314480197,0.0260730218154414,0.77144,0.14578371104223783,20655.355159776453,0.0064267498719157165,91.1272178138356,0.13642217437050952,93.0347510332234,64906.20821977456,0.10239941594066682
18,18,48.2991,3.53369,24,5.01999,0,115,133,6,125,5,0.97903,44.1242,0.0,0.0,4.25,5.15,3.30617,0.0,0.0,127.0,55.24378,0.00013,0.0,0.955,-1.0,8.331892,2.3933364941711135,0.21621282353206664,0.24455299738058903,161.4578813130871,607.9530897141349,0.8410976080246914,0.006141135971849521,0.21231284558578373,2.1506964895521925,33.76569865662374,0.12302953291756705,0.16283862464925258,0.026222170353181105,0.7708745098039217,0.14627806371450539,19591.084745026485,0.00637289251345585,88.22798368703,0.13707249563211601,93.18090010229378,64747.74239295465,0.10235775731615024
19,19,48.8885,3.39903,24,5.54684,0,115,133,6,125,5,0.98607,44.57799,0.0,0.0,3.32143,4.981,3.00133,0.0,0.0,127.0,55.31184,0.0001,0.0,1.015,-1.0,8.311642,2.2755784181929832,0.2162128235320666,0.24483658150722487,161.81500171784694,607.9154322843323,0.7026427469135802,0.006127518011248016,0.21257376477778206,2.5693170522169417,33.688524222668306,0.12314504020873283,0.16024504909305132,0.0261538331115202,0.77144,0.14614128681006522,20903.250489747603,0.006329509433613813,92.75482642272266,0.13774497657972345,93.11048265763168,65113.45783515987,0.10243025426122526
20,20,49.84,3.05772,24,5.40259,0,115,133,6,125,5,0.99005,45.3941,0.0,0.0,4.32143,4.875,2.87871,0.0,0.0,127.0,55.3489,0.00015,0.0,0.981,-1.0,8.444029,2.2796105431400036,0.21621282353206564,0.2452567180094883,161.80931147214142,607.8443086682169,0.9756944444444444,0.006092561230776503,0.21296570280974175,2.422212438315002,33.8134068618586,0.12344844340306463,0.15823617655163938,0.026173434424934715,0.7711494117647059,0.14615988384575732,22486.687885778643,0.006286960749616361,88.92449191710656,0.13849675055156088,92.85188155612835,65455.03930539591,0.10249123647041926
21,21,49.5339,2.57536,24,4.82601,0,116,133,6,125,5,0.99743,45.17786,0.0,0.0,4.07143,4.915,2.58499,0.0,0.0,127.0,55.33308,0.00012,0.0,0.964,-1.0,8.450249,2.2967062642732206,0.2162128235320586,0.24544867971129827,161.59632430215362,607.8327215298367,0.8179976851851852,0.0060569632765161766,0.21330752114075407,2.6777333852773846,33.74994480462722,0.12354933944071599,0.156447106636153,0.02605937723265911,0.7705619607843138,0.14657800501775844,21610.303811596856,0.006220187564715485,93.40007503052578,0.13915822511901696,92.93435941529643,65253.14165219199,0.10264663113899254
22,22,49.0648,2.44153,24,4.25754,0,116,133,6,125,5,0.99323,44.79739,0.0,0.0,4.0,4.964,2.15905,0.0,0.0,127.0,55.31542,0.00019,0.0,0.94,-1.0,8.305909,2.2296106919030865,0.21621282353206653,0.24565333251049898,161.70569297116032,607.7889445897886,0.6901041666666666,0.006004263935687602,0.21350131786176993,2.3956261270073242,33.734725763768324,0.12367207683352952,0.15487263764396297,0.025987759177074084,0.7702941176470589,0.14725701772264105,20787.885655738224,0.006204063547275204,92.39533921849288,0.13959819230255088,92.95604189375334,65243.307245565746,0.10264996864796122
23,23,49.4327,2.36818,24,4.96122,0,116,133,6,125,5,0.99187,45.05378,0.0,0.0,3.0,4.938,2.04397,0.0,0.0,127.0,55.32781,0.00012,0.0,0.999,-1.0,8.374859,2.1810344632152217,0.2139951974888413,0.24592936523323947,161.3641370043419,607.7862027938046,0.6248553240740741,0.0060173161294386,0.21385683739940242,2.5784743783470954,33.82342529296875,0.12374638166581596,0.15358703560062215,0.025965599606476597,0.7691929411764706,0.1476737000717004,21840.263188632674,0.006203358531310072,91.88576045854049,0.1402132256277458,93.02070720865493,65545.2678635696,0.10271453776388074
24,24,50.372,2.50638,25,5.06539,0,116,133,6,125,5,0.98451,45.84613,0.0,0.0,3.92857,4.866,1.97787,0.0,0.0,127.0,55.30242,0.00014,0.0,0.982,0.47608,8.400858,2.1994448639643918,0.2139951974888347,0.24641190801224297,161.65865531294014,607.7558090371557,0.6059992283950617,0.006020246281219837,0.21427710822742813,2.530929275766237,33.780013849705824,0.1242603574064308,0.15245228355700643,0.025840071298850895,0.7692078431372549,0.14799452663657936,23348.91795906773,0.006214072491095292,87.81097988117844,0.1406819018925843,92.77720429952275,65739.37619939499,0.10296658330928561
25,25,49.6496,2.57933,24,5.45536,0,116,133,6,125,5,0.98333,45.26213,0.0,0.0,3.64286,4.939,2.10259,0.0,0.0,127.0,55.2911,0.00021,0.0,1.016,-1.0,8.364506,2.2860512007810745,0.21399519748883664,0.2465595716009051,161.27900306310747,607.7741402226047,0.8124035493827161,0.0059781487161494435,0.21452914500510611,2.6124839315312145,33.84513289840133,0.124812100610362,0.1516225965219122,0.025799625089949933,0.7691929411764706,0.1482571221850857,21809.65686502115,0.0062275592562688244,88.93474225391186,0.1411865887509491,92.94963502520196,65374.23920548117,0.10310097188389747
26,26,48.8943,2.60972,24,4.628,0,116,133,6,125,5,0.99002,44.5934,0.0,0.0,3.96429,5.007,2.16384,0.0,0.0,127.0,55.25583,0.00011,0.0,0.974,-1.0,8.290461,2.3062710500115546,0.21399519748883797,0.24668164621851066,161.14040671514158,607.7536731161528,0.8903838734567902,0.00595118158800188,0.21459861364648664,2.492884479291564,33.84421642915702,0.12528809617715794,0.1516483040474176,0.02585225825945453,0.7691929411764706,0.14873192345343184,20694.025681828673,0.006170226958010482,91.0531614066336,0.14152279720434185,93.05674151408499,65229.00756275276,0.10299511240517338
27,27,49.3703,2.33109,24,5.85517,0,116,133,6,125,5,0.99593,44.90472,0.0,0.0,3.67857,4.943,2.1957,0.0,0.0,127.0,55.27452,0.00016,0.0,0.912,-1.0,8.333612,2.2813868764957235,0.21621282353206353,0.2469598153794038,161.52491549502977,607.7729393182258,1.009355709876543,0.005961927725382057,0.21482763850667116,2.642781364009435,33.826264746395154,0.1259119614191712,0.15223633060955116,0.025861247087739805,0.7694082745098039,0.14900549014445094,22117.746548996907,0.006202108690729788,87.67082181893441,0.14192520949929838,93.03355729248037,65647.82662721236,0.10303356176987002
28,28,50.4142,2.44158,25,4.9076,0,116,133,6,125,5,0.99694,45.8348,0.0,0.0,3.64286,4.836,1.94805,0.0,0.0,127.0,55.30306,0.00018,0.0,0.965,-1.0,8.275972,2.1639518842159235,0.21399519748883758,0.2473912026729175,161.49390390162827,607.7631962609165,1.0688175154320987,0.005989767308658171,0.21516115996330148,2.6972355920212467,33.79363542721595,0.12667457251224903,0.15258740973346743,0.025855099413127577,0.7714925490196078,0.14933584649571194,23772.16411789265,0.006183775457649505,90.22600168164723,0.1423884828815437,92.75507809031559,65922.99092143711,0.10321084116234266
29,29,49.8597,2.16909,25,4.90297,0,116,133,6,125,5,0.99397,45.40058,0.0,0.0,3.60714,4.869,2.05279,0.0,0.0,127.0,55.30728,0.00015,0.0,0.903,-1.0,8.333238,2.2726017083837107,0.21621282353206372,0.24754961170692763,161.8098787842308,607.801405970072,1.021894290123457,0.006030880654211733,0.21551664508919754,2.7451338156781047,33.85356498058931,0.12730932666674297,0.15263069819812158,0.025889548732684394,0.7719094117647058,0.15001315266525553,22384.66722303933,0.006166311622371307,90.35475107870502,0.14273395322681087,92.92895474256837,65551.65801821434,0.10337864320526274
30,30,49.2682,2.21501,24,4.09412,0,116,133,6,125,5,0.99147,44.90126,0.0,0.0,3.71429,4.965,1.80394,0.0,0.0,127.0,55.30561,0.00015,0.0,1.005,-1.0,8.09532,2.0968398213426584,0.21621282353206692,0.24766842334632144,161.51490193547156,607.7983340171183,1.1727912808641976,0.006024572719962443,0.21561784847510795,2.7242643373295636,33.88839514461564,0.12782274125543963,0.15320990678081164,0.02599975640100222,0.7725490196078432,0.15063291648059224,21436.418347759245,0.00615291107054356,88.53133608326108,0.14304741037677474,93.01175660609809,65390.151134688385,0.10351890186431878
31,31,49.6186,2.22571,24,4.75008,0,116,133,6,125,5,0.99486,45.15218,0.0,0.0,3.71429,4.887,1.84806,0.0,0.0,127.0,55.33063,0.00016,0.0,0.951,-1.0,8.336803,2.0837563999447486,0.21621282353206508,0.24787264532406114,161.70436432216374,607.8336453111007,1.1201774691358024,0.00605097578749108,0.2158593452654229,2.662572513485574,33.900671499746814,0.12838756612267144,0.15371666930344213,0.026090974989887036,0.7725490196078432,0.15104908263589592,22418.266715838847,0.0061664290705157904,88.74553855016532,0.14338687601750336,92.98458997865183,65665.13305185003,0.10352939063720867
32,32,50.4543,2.29561,25,4.46255,0,116,133,6,125,5,0.98833,45.85251,0.0,0.0,4.5,4.815,1.85632,0.0,0.0,127.0,55.34937,0.00015,0.0,0.99,0.48148,8.336296,2.09447836817993,0.21399519748883575,0.2481759057888458,161.37070744194136,607.8474298349922,0.9964795524691358,0.006031416969113141,0.21619271393785586,2.501846261927967,33.986974833924094,0.1289906421752651,0.15394523449075423,0.026118912983220863,0.7725490196078432,0.15135945138656454,23745.482834731458,0.006133258612614526,90.5886715695119,0.14372849980300928,92.78446966066724,65846.63740711007,0.10367024622126506
33,33,49.9003,2.44837,25,5.25806,0,116,133,6,125,5,0.99313,45.43377,0.0,0.0,3.92857,4.867,1.91954,0.0,0.0,127.0,55.36057,0.00014,0.0,1.013,-1.0,8.292228,2.1259998253061188,0.2139951974888369,0.24834773457489126,161.59225241000547,607.8981410873824,0.8025173611111112,0.006033460373937853,0.21642664230641126,2.538011554998543,33.89778024178965,0.12942328708533882,0.15329217341661577,0.026180205299328446,0.7714478431372549,0.1516002634573467,22276.964549096712,0.0061299094143738245,93.54459563819323,0.14408458211822917,92.94619934484012,65442.98154729134,0.10378521672151178
34,34,49.0491,2.73385,24,4.93995,0,116,133,6,125,5,0.98665,44.65805,0.0,0.0,3.89286,5.0,2.04943,0.0,0.0,127.0,55.32217,0.00013,0.0,1.02,-1.0,8.294875,2.149939698826582,0.21399519748883652,0.2484120162678918,161.81294006335062,607.9145022636799,0.7020158179012346,0.006014629615517586,0.2164408144159638,2.4165679229107853,33.91482770001446,0.12979782298468093,0.15209749336788597,0.02625509058634138,0.7708823529411765,0.15182931475525077,21134.6950564446,0.0061506241618020764,91.20254769647562,0.1442344118789317,93.08002977657262,65239.66658550983,0.10379093381812982
35,35,49.5129,2.69842,24,5.70046,0,116,133,6,125,5,0.98231,44.93657,0.0,0.0,3.32143,4.921,2.29998,0.0,0.0,127.0,55.37937,0.00015,0.0,0.988,-1.0,8.442658,2.259935446870692,0.21399519748883336,0.2485762557219465,161.54597846124597,607.9725964573192,0.6725019290123457,0.006031152933504563,0.21664130830664502,2.4673584077639554,33.90745186511381,0.1302089538036224,0.15110566987034646,0.02622710005602463,0.7711125490196079,0.1518610949493074,22377.453295646686,0.006112713357817809,88.20327922304153,0.14446001422074167,93.02556446880992,65529.163188552295,0.10386862580692827
36,36,50.2949,2.79387,24,4.78802,0,116,133,6,125,5,0.98287,45.58523,0.0,0.0,4.42857,4.872,2.27372,0.0,0.0,127.0,55.38326,0.00018,0.0,1.014,-1.0,8.366014,2.2082058692540945,0.21177757144560552,0.2488645523596802,161.5627129741074,608.017753243398,0.6219135802469136,0.0059940236257041745,0.21685624783822402,2.381630904051612,33.85314432779948,0.13070970920573274,0.15015483638505595,0.026211584179524985,0.7714478431372549,0.15196632050916856,23711.16473310187,0.0061258322884065975,91.03257336420009,0.14479118312478634,92.84441446223593,65790.48068420574,0.10402046073079511
37,37,49.7484,2.99865,24,5.17568,0,116,133,6,125,5,0.97596,45.18677,0.0,0.0,3.60714,4.887,2.35686,0.0,0.0,127.0,55.40081,0.00019,0.0,0.992,-1.0,8.398516,2.2674764235324965,0.21399519748883364,0.2489955247167487,161.57704280700807,608.0959053825151,0.7235725308641975,0.006023544457112194,0.21705518263079127,2.4312000223367902,33.86026377736786,0.13111255831094917,0.1491589470866197,0.02618760422919374,0.7708823529411765,0.15228470607553035,22374.68977894227,0.006111053212732877,92.24318215645013,0.14505928824955358,92.97772581431856,65388.01261386243,0.10407079960316572
38,38,49.0942,2.95885,24,4.85169,0,116,133,6,125,5,0.97888,44.66154,0.0,0.0,4.28571,4.989,2.53285,0.0,0.0,127.0,55.36006,0.00012,0.0,0.968,-1.0,8.32742,2.3850920987881463,0.21399519748883475,0.24904679598048293,161.61448369249342,608.1506548623868,1.025462962962963,0.0059860091770664306,0.2170031291528194,2.4330721170034426,33.87730087468653,0.13145713292713848,0.14822673108738207,0.026169625125481454,0.7708745098039216,0.15265628208727303,21269.238181736528,0.006118152576003511,91.83550081644913,0.14529021827761965,93.0747378595785,65246.20588669184,0.10405336998908656
39,39,49.374,3.00214,24,4.80752,0,116,133,6,125,5,0.98816,44.84223,0.0,0.0,4.39286,4.93,2.49817,0.0,0.0,127.0,55.37296,0.00014,0.0,0.948,-1.0,8.28054,2.3902826535448582,0.21399519748883336,0.24914776791808516,161.41796828297583,608.2395469777016,1.275318287037037,0.006001678149736554,0.21707518487359753,2.6309392701227243,33.84259805561584,0.13180713466382712,0.147347661431682,0.02609489451158497,0.7700560784313726,0.15268754475654742,22128.534681245343,0.006095886241084295,91.70719982821892,0.14551279468979125,93.04976097930029,65515.21278196281,0.10405580636661886
40,40,50.1362,3.0464,24,5.26637,0,116,133,6,125,5,0.98346,45.50713,0.0,0.0,3.78571,4.883,2.53952,0.0,0.0,127.0,55.37535,0.00017,0.0,1.002,0.48045,8.391396,2.4068334763695747,0.21399519748883553,0.24935531962926624,161.33363397840617,608.3034795450382,1.5378568672839505,0.005998145217404451,0.21727298139434834,2.7189495607501515,33.784088699905965,0.13214548090866746,0.14645053622700838,0.02602645963342529,0.7705392156862745,0.15245792071402142,23458.91940176985,0.006101137282688395,90.62012934101622,0.14574787109343074,92.87592336367025,65719.68881110768,0.1041579774670115
41,41,49.599,3.2151,24,5.91416,0,116,133,6,125,5,0.97757,45.13204,0.0,0.0,3.82143,4.921,2.57646,0.0,0.0,127.0,55.38349,0.00011,0.0,0.981,-1.0,8.294327,2.4360933936071794,0.21621282353206647,0.24945319216741163,161.4447230510313,608.3908141948084,1.7347125771604939,0.006008853828381212,0.21736659511116285,2.537996221841618,33.838236490885414,0.1324147646962836,0.14540885772929305,0.02608304344415896,0.7691929411764706,0.15221149805572773,21975.60711800549,0.006109966037096976,92.43558952977563,0.14590903216050063,92.99644863452264,65271.4062181519,0.10421504306623579
42,42,48.9161,3.2959,24,5.00871,0,116,133,6,125,5,0.98463,44.56826,0.0,0.0,5.25,5.067,2.72129,0.0,0.0,127.0,55.34494,0.00015,0.0,1.065,-1.0,8.413668,2.55059987749594,0.21621282353205987,0.24939607480629536,161.43115655305783,608.4573786432378,1.9697145061728396,0.005998400659852633,0.2173743199802747,2.4982788676780174,33.842727849512926,0.13268752347862578,0.14430311530378442,0.026108162471378565,0.7680541176470588,0.15221434177141133,20823.791031496927,0.006099255837635471,88.28859983792415,0.1459715741795828,93.06177755640535,65140.6051488232,0.10420792979444338
43,43,49.3119,3.35505,24,5.32544,0,116,133,6,125,5,0.99893,44.83282,0.0,0.0,3.46429,4.973,2.79248,0.0,0.0,127.0,55.37511,0.00015,0.0,1.058,-1.0,8.294659,2.5465466206920353,0.2162128235320607,0.2494609047665833,161.09696298189482,608.5389417695847,2.208815586419753,0.005990460816591164,0.21741721505056077,2.774425530615462,33.85063717689043,0.13291700237097004,0.1432897341390865,0.02605504487066179,0.7669529411764706,0.1522133064523917,21949.993810927273,0.0060943045711914345,91.28989567087811,0.14608360291114683,93.04952269390617,65359.90176989086,0.10420573772881396
44,44,50.1704,3.45027,24,5.11629,0,116,132,6,125,5,0.99733,45.58338,0.0,0.0,3.67857,4.861,2.84275,0.0,0.0,127.0,55.36207,0.00012,0.0,1.025,-1.0,8.384339,2.5476632484030093,0.21399519748883458,0.2495856937920205,161.61022484568747,608.5994395873807,2.311005015432099,0.005986277377260465,0.2175173780989913,2.770586091804422,33.66737497588734,0.13327524860480958,0.14232889198894824,0.02598380312527982,0.7661345098039216,0.15225884244983112,23280.814336233045,0.0061172626830452905,89.63379706096435,0.14626032087546886,92.79375102691765,65663.41709383296,0.10426757631718057
