,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.1.0,cubrow.0,cubrow.0.6,contrast,fft,staticness,movement,color_fulness,cubcol.0,uhdhdsim,blur,cubrow.1.0,tone,temporal,cubrow.0.5,cubrow.0.3,blockiness,cubcol.0.6,saturation,cubcol.0.5,cubcol.0.3,noise
45,445,47.714,1.56512,23,2.82187,0,116,133,6,125,5,0.99106,43.04747,0.0,0.0,3.21429,5.002,1.22526,0.0,0.0,128.0,54.3939,0.0002,0.0,0.92,-1.0,9.521794,0.005745294592863505,0.10032155735436823,0.13219365884265918,91.7297791351404,65721.09555987285,608.812396397207,1.1475212191358024,161.93915634252036,0.005866375549785034,92.75920130772485,20676.34019999783,0.11024970919596985,0.7613498039215687,1.7032749844292039,0.24993368067041494,0.21587066538906333,2.016108950662041,0.15356802259514718,33.66802093129099,0.1443121811646335,0.01871062770025767,0.19966023740101538
46,446,47.6747,1.7755,23,2.75087,0,115,133,6,125,5,0.99445,43.01766,0.0,0.0,3.28571,5.036,1.26946,0.0,0.0,128.0,54.39805,0.00019,0.0,1.044,-1.0,9.425088,0.00576071915256892,0.1003349896068436,0.1321903444397583,87.66430696931509,65715.57867982853,608.794738314475,0.9664834104938271,161.6368453945693,0.005856404751821948,92.79447356671257,20629.712310155675,0.11015843667690961,0.7613498039215687,1.7056363271078023,0.24995628137036255,0.21581647164143294,2.275903637911093,0.1535083581416753,33.74623673050492,0.1442455190053125,0.018693548935479257,0.1936015703787264
47,447,47.737,1.82768,23,2.78935,0,116,133,6,125,5,0.98894,43.06285,0.0,0.0,2.96429,5.011,1.45984,0.0,0.0,128.0,54.41347,0.00022,0.0,1.061,-1.0,9.550266,0.005744492129326729,0.10033954787753245,0.132134964575416,91.2008275137094,65656.84820178752,608.8032574199194,0.7937403549382716,162.0076747887136,0.005857784455180049,92.74918022205492,20675.02728956237,0.11001954738962146,0.7613498039215687,1.7823530535243033,0.2499931072603532,0.21577976391065298,2.0716337419832938,0.1534778400167669,33.73367479112413,0.14404701470949285,0.01871884167711961,0.1996602374010142
48,448,47.7623,1.80537,23,2.79336,0,115,133,6,125,5,0.98994,43.0925,0.0,0.0,2.64286,4.991,1.50661,0.0,0.0,128.0,54.41725,0.00017,0.0,1.003,0.51235,9.504367,0.005769364511405353,0.1003539105645585,0.13209016653726036,90.22598587280622,65769.12629058406,608.7880752857359,0.7194733796296297,161.56352359016105,0.005853398757875124,92.72503361116921,20748.510762107024,0.10997196649987909,0.7613647058823529,1.8022001853216116,0.24998643084216995,0.21575552615289434,2.119487730916534,0.1534789081250501,33.76559127995997,0.14386336309827885,0.01871913955556131,0.19360157037872874
49,449,47.8231,1.6906,23,2.79148,0,116,133,6,125,5,0.99066,43.15502,0.0,0.0,2.67857,5.039,1.48905,0.0,0.0,128.0,54.43169,0.00027,0.0,1.007,-1.0,9.533927,0.005757917881376285,0.10036084933832698,0.13202753195122288,89.03632918964429,65755.85980616345,608.7921257876953,0.7049575617283951,161.6290368834191,0.005852593863279005,92.72720942354022,20861.90282621146,0.1099473751029699,0.7613498039215687,1.7911791434039845,0.2499706984303683,0.21573426457987488,2.0149694820008643,0.15350231924609808,33.77088174702209,0.143565252748822,0.018752201890679932,0.19966023740101643
50,450,47.7424,1.76679,23,2.75596,0,116,133,6,125,5,0.98753,43.08741,0.0,0.0,2.96429,5.045,1.38286,0.0,0.0,128.0,54.41078,0.00018,0.0,1.029,-1.0,9.537811,0.005756473630125166,0.10038405360803769,0.1320112048988462,90.75625691707177,65658.70943926835,608.7781531401467,0.7589699074074074,161.84632093966982,0.005866847580296157,92.7828718077601,20712.451276015407,0.109956374850911,0.7617,1.7475948897449178,0.24995558599488915,0.2157148471755364,1.996727519719562,0.15352660235522775,33.776806301540795,0.1432620642463488,0.01878758440755437,0.1974426113577875
51,451,47.774,2.08801,23,2.80114,0,116,133,6,125,5,0.9831,43.11574,0.0,0.0,3.0,5.047,1.45188,0.0,0.0,128.0,54.41209,0.00025,0.0,1.021,-1.0,9.478161,0.005759456186119529,0.100399627625863,0.1319783542219203,89.26614201169637,65729.8655147126,608.7760887206813,0.7509162808641975,161.79852589083958,0.005845303767556747,92.75757906641822,20737.78123321039,0.11001248825417577,0.7613498039215687,1.7619341567540558,0.24992702736796515,0.21568889026541138,2.1723305543832385,0.15355718824035644,33.72688707893277,0.14288520510386166,0.0188034245335699,0.19744261135778549
52,452,47.7552,1.79781,23,2.73815,0,116,133,6,125,5,0.98557,43.09845,0.0,0.0,3.25,5.045,1.73401,0.0,0.0,128.0,54.38566,0.00025,0.0,0.992,-1.0,9.585154,0.0057632124794317644,0.1004051117140997,0.13196765717161807,92.21546428629179,65663.63277940366,608.7611408409722,0.7081886574074074,161.94655623950683,0.005855665258081535,92.74766858737519,20732.189246583974,0.11005067608715835,0.7613498039215687,1.8284526609213738,0.2499074574688052,0.2157273884009856,2.0056494813036996,0.1535313677704455,33.699672180929305,0.14255113402390687,0.01883057783006421,0.1958191964219517
53,453,47.7716,1.50922,23,2.65964,0,116,133,6,125,5,0.99148,43.11267,0.0,0.0,2.78571,5.023,1.47792,0.0,0.0,128.0,54.3895,0.00019,0.0,0.952,-1.0,9.518545,0.0057525371107902,0.10042431947049846,0.13193330510521506,91.11999055860623,65735.47846344393,608.7641852040338,0.6922743055555556,162.08849842845217,0.005854015649902835,92.71612432035604,20744.7860802011,0.11013315308283687,0.7613498039215687,1.79721466417496,0.24988538076121342,0.2157723442120833,2.0456910789140585,0.15349075778023075,33.728701932930655,0.14227281474096926,0.018859985500701632,0.19744261135778782
54,454,47.7527,1.55913,23,2.59336,0,116,133,6,125,5,0.99363,43.10078,0.0,0.0,2.39286,5.024,1.22069,0.0,0.0,128.0,54.37934,0.00019,0.0,0.923,-1.0,9.437562,0.00574728571386281,0.10040424879602813,0.13193564428335386,91.88430219194764,65686.46594169355,608.7503148630238,0.6325231481481481,161.8333915629096,0.005861026997753042,92.74005700475092,20696.593745284637,0.11024293162871965,0.7613498039215687,1.6755805704888047,0.2498269751787924,0.21581120529236217,2.068788388090143,0.15346485276716013,33.807306360315394,0.14208534775088053,0.01888798831665792,0.1996602374010168
55,455,47.7852,1.58744,23,2.54344,0,116,133,6,125,5,0.9966,43.12632,0.0,0.0,2.85714,5.039,1.2637,0.0,0.0,128.0,54.39613,0.00019,0.0,0.961,-1.0,9.481061,0.005753271837282696,0.10041014254502444,0.13194262944683172,91.91827300673181,65680.72529293188,608.7479373485529,0.6154031635802469,161.7727685626573,0.005851489248579181,92.75681639919887,20752.266190807844,0.11033953103631888,0.7613498039215687,1.6904910810662708,0.24982392653646252,0.2158924592211184,2.1069142661690266,0.153457460702132,33.786060286156925,0.14213866577734208,0.01890241037340001,0.19744261135778726
56,456,47.7429,1.57249,23,2.54153,0,116,133,6,125,5,0.99582,43.08668,0.0,0.0,2.57143,5.042,1.29098,0.0,0.0,128.0,54.37473,0.00021,0.0,0.954,0.51466,9.481035,0.005758423332203924,0.10038899835425619,0.13194917843664392,87.37560967424345,65638.6160111546,608.7350549603733,0.5658757716049383,161.667860634279,0.005853377284367193,92.79648725516682,20663.809643537566,0.11047926771343064,0.7613498039215687,1.7005674982489885,0.2498039727674958,0.21596291575103826,2.0876264922632264,0.15340394355356549,33.80534965609327,0.1423015994339988,0.018945927449989755,0.19744261135779131
57,457,47.7832,1.5214,23,2.57367,0,116,133,6,125,5,0.99668,43.1246,0.0,0.0,2.92857,5.004,1.27524,0.0,0.0,128.0,54.39133,0.00025,0.0,0.947,-1.0,9.528669,0.005754897841391762,0.10038655881300107,0.13197212674769523,87.39555729569142,65705.22813083892,608.7395915777782,0.5383873456790124,161.95098455555055,0.005858736230046053,92.81578809392563,20742.599794564405,0.11060421763581556,0.7613498039215687,1.6999877072298228,0.24980914509103855,0.21606786679248438,2.2787518511524065,0.1533494620813061,33.724999321831596,0.14259446935641548,0.018936842237857864,0.19744261135778576
58,458,47.7347,1.49687,23,2.54534,0,115,133,6,125,5,0.99626,43.07674,0.0,0.0,3.17857,5.039,1.22947,0.0,0.0,128.0,54.37667,0.00024,0.0,1.009,-1.0,9.453435,0.005748366329734052,0.10039403548575525,0.13201072554766788,87.63116956864367,65526.39075284567,608.7312334068091,0.49898726851851855,161.8319265392243,0.0058407802546700865,92.83022342127053,20659.398942551794,0.11078614579538279,0.7613647058823529,1.6875642039302776,0.24977298705698503,0.21609377917395758,2.4196760702797513,0.15329985673579316,33.83610591182003,0.14292309678659146,0.0189616318407718,0.19966023740101382
59,459,47.7669,1.37989,23,2.75169,0,116,133,6,125,5,0.99954,43.10089,0.0,0.0,2.96429,5.029,1.20928,0.0,0.0,128.0,54.37582,0.00021,0.0,0.929,-1.0,9.532557,0.005757994593215418,0.10038474196204182,0.13205385593050414,89.31109013448253,65712.92495448036,608.7341888884101,0.47868441358024694,162.2252068402014,0.005851513858555875,92.8189716841856,20740.841973986844,0.11088454352268162,0.7613498039215687,1.6964783633894538,0.24976697377830584,0.21615900370718985,2.2547173231454707,0.15323377192734697,33.71093260211709,0.14324509943964525,0.018957381774833113,0.19744261135778682
60,460,47.7616,1.34202,23,2.58592,0,115,133,6,125,5,1.00002,43.09547,0.0,0.0,3.07143,5.023,1.10191,0.0,0.0,128.0,54.37055,0.00019,0.0,1.035,-1.0,9.484652,0.0057675968563206444,0.10041092347942647,0.1321058175255945,87.36857702243722,65747.85619191815,608.7224454197805,0.47964891975308643,161.7492642152906,0.005876793665936384,92.79597595883757,20712.01415482966,0.11090329019919272,0.7613498039215687,1.6361040860850251,0.24974305389812007,0.21631815824799672,2.276893221278617,0.15320806221532793,33.808804358965084,0.1437516707682905,0.019006872202844628,0.1974426113577892
61,461,47.7684,1.48586,23,2.58469,0,116,133,6,125,5,0.99912,43.10615,0.0,0.0,2.60714,5.053,1.06498,0.0,0.0,128.0,54.37329,0.00024,0.0,0.994,-1.0,9.542546,0.005768107568130902,0.1003809563628034,0.1321871910194388,89.97853469103002,65721.72107920151,608.7297684325827,0.4523533950617284,161.97807192262155,0.005850689336901726,92.82057138577952,20714.494701649925,0.11084936442647426,0.7613498039215687,1.6034114684607186,0.24976613296362316,0.21645602291598454,2.1979266642368214,0.15312105484168564,33.73648674105421,0.1441348758225704,0.01901697575372471,0.1974426113577856
62,462,47.7398,1.53199,23,2.55852,0,116,133,6,125,5,0.99926,43.07935,0.0,0.0,2.75,5.026,1.19688,0.0,0.0,128.0,54.358,0.00021,0.0,1.039,-1.0,9.556802,0.005776433046463377,0.10043205275405945,0.132220282588122,88.99999943937598,65698.11664970576,608.7275875818448,0.40890239197530864,161.8088774833772,0.0058414323692765864,92.80884472870633,20703.297559499166,0.11080539812998451,0.7613498039215687,1.6762358394647732,0.24977768254707364,0.2165896553155361,2.2264964724543566,0.15309771670975733,33.72010049702209,0.14456011689441306,0.019057873232770733,0.19581919642195636
63,463,47.7647,1.56823,23,2.5326,0,116,133,6,125,5,0.9917,43.09228,0.0,0.0,3.0,5.04,1.23768,0.0,0.0,128.0,54.37978,0.00019,0.0,0.948,-1.0,9.576366,0.0057811319306580265,0.1004277989710326,0.13226277375576911,89.76703304554503,65591.6184555991,608.7297242799198,0.3894675925925926,161.7979579818285,0.005839115654386851,92.8690388691267,20738.833397219314,0.11070456557384623,0.7613498039215687,1.711602422024533,0.24980566949170022,0.2167063938777289,2.080114327073628,0.15308765556857637,33.73711084436487,0.14477485753914635,0.01905432857037608,0.1936015703787275
64,464,47.7343,1.62462,23,2.6811,0,116,133,6,125,5,0.98914,43.06596,0.0,0.0,3.25,5.053,1.266,0.0,0.0,128.0,54.35699,0.00025,0.0,0.967,0.51003,9.627298,0.005782795482301827,0.10042536494498151,0.1322898186486851,87.33602893342632,65635.98294437339,608.7252725827288,0.3754340277777778,162.0488484701032,0.0058313901786883416,92.88139044945353,20716.099727478726,0.11065138730532849,0.7613498039215687,1.728134964790922,0.24984606969194284,0.21681971652692567,2.1317816961271134,0.15305789747970056,33.72124245726032,0.1449245966062888,0.019057153321530903,0.19360157037872572
65,465,47.8305,1.69131,23,2.67402,0,116,133,6,125,5,0.98617,43.15247,0.0,0.0,3.35714,5.02,1.3215,0.0,0.0,128.0,54.38264,0.00023,0.0,1.017,-1.0,9.486767,0.005789582626409647,0.1004501748231986,0.1323588909614475,88.00793576766715,65671.60641539186,608.7344124803097,0.3974729938271605,161.57047293345653,0.005824405720619127,92.86981215352614,20797.73789727064,0.11052605198143112,0.7613498039215687,1.7111767776901874,0.24991368124550906,0.21692421187613214,2.1084693986027583,0.15302007023904582,33.8026172025704,0.1449430178357946,0.01905560254647602,0.1936015703787275
66,466,47.7706,1.679,23,2.69717,0,116,133,6,125,5,0.98306,43.09959,0.0,0.0,3.17857,5.036,1.38139,0.0,0.0,128.0,54.37355,0.00018,0.0,0.921,-1.0,9.574869,0.005781384085094351,0.10043101637764296,0.1324633992916359,93.14117601347976,65708.2880233587,608.7306334490949,0.4214409722222222,161.84676876107437,0.005804547902607265,92.87333851337073,20724.640713536835,0.11048362290582893,0.7613498039215687,1.6972171550054684,0.24986873340037483,0.21701798262457764,2.138125706718029,0.153061460473062,33.79285289623119,0.14496160951674072,0.019088927335528742,0.19360157037872514
67,467,47.816,1.61797,23,2.71814,0,116,133,6,125,5,0.97843,43.14695,0.0,0.0,3.32143,5.006,1.3715,0.0,0.0,128.0,54.40295,0.00023,0.0,1.017,-1.0,9.498326,0.005775868206134805,0.10044751784762258,0.13247433798579986,87.6062838983162,65720.40624553074,608.7429608617553,0.4508101851851852,161.61996419796446,0.005795690971571093,92.88951884338485,20747.820251055895,0.11048008116475234,0.7613498039215687,1.6669710852389235,0.2498802736332322,0.21712047895905967,2.231539876711992,0.1530749389049239,33.797857779043696,0.14488277054340526,0.019142261446308782,0.19581919642195353
68,468,47.784,1.48206,23,2.58981,0,116,133,6,125,5,0.97954,43.10999,0.0,0.0,3.42857,5.047,1.31396,0.0,0.0,128.0,54.381,0.00019,0.0,0.977,-1.0,9.512523,0.005808515982820322,0.10044074970048933,0.13249310616533672,89.73081933077475,65749.51529398438,608.7409742686568,0.46662808641975306,161.91255448167777,0.0058010103244746135,92.87143150699448,20736.93877385667,0.11069499106256536,0.7613498039215687,1.666483303956645,0.2499057417243534,0.2171652311043979,2.1625024187201967,0.1531536372227017,33.74399029767072,0.14500842924003235,0.01917411453404289,0.19360157037872727
69,469,47.8097,1.49976,23,2.56397,0,116,133,6,125,5,0.97542,43.13482,0.0,0.0,3.25,5.029,1.18979,0.0,0.0,128.0,54.42808,0.00022,0.0,0.987,-1.0,9.476551,0.005793545742299949,0.10043048855606967,0.13252673606017412,87.04345129520308,65661.45055035269,608.7554228970479,0.48799189814814814,161.5905772164869,0.005791858622980574,92.87240958044934,20749.312609429242,0.1108764723730507,0.7613498039215687,1.6542024769112582,0.2499455674186393,0.21724337526574342,2.3223365046612527,0.15316420097520822,33.83493192696277,0.14526456859693068,0.019202864412026992,0.19744261135778773
70,470,47.7487,1.69472,23,2.74616,0,116,133,6,125,5,0.97625,43.06818,0.0,0.0,3.03571,5.034,1.20852,0.0,0.0,128.0,54.41329,0.00022,0.0,0.989,-1.0,9.529367,0.005788138463669407,0.10043891231898142,0.13258010755923993,92.98445266705129,65777.59484807862,608.7536576050051,0.48813657407407407,161.85749397923615,0.005806949539846677,92.84786935131348,20747.109335874095,0.11111088431504731,0.7613498039215687,1.68936844053648,0.2499444248216434,0.21720397249483833,2.277838820275751,0.1532286857577598,33.77741684148341,0.14545582897078435,0.01919618257231446,0.19360157037872516
71,471,47.8269,1.92479,23,2.89006,0,116,133,6,125,5,0.97922,43.13224,0.0,0.0,2.64286,5.049,1.384,0.0,0.0,128.0,54.4308,0.00019,0.0,0.941,-1.0,9.564865,0.005806457208814824,0.10041029757665919,0.1325626576329381,89.97176306072517,65867.86642599505,608.7708126948079,0.5095003858024691,161.58151578083678,0.005792830000359476,92.80876940743394,20850.25026842111,0.11109713526558236,0.7613498039215687,1.764632389234597,0.24990842306321945,0.21722143143658168,2.183568117824532,0.1532636130336966,33.785723462516884,0.14546210029801065,0.019198130959909614,0.1936015703787269
72,472,47.7387,1.97323,23,2.90223,0,116,133,6,125,5,0.98117,43.05189,0.0,0.0,3.71429,5.075,1.5932,0.0,0.0,128.0,54.40609,0.00023,0.0,1.006,0.51003,9.583218,0.005778977944164882,0.10040419772220624,0.1324665105475163,90.35076808902174,65811.72102948892,608.7714103689972,0.47265625,161.5880920635573,0.0058197188223119345,92.82662269947613,20690.320808234694,0.11100182257432958,0.7613498039215687,1.7718270632246558,0.2498418881207797,0.21715954483552857,2.28256762842924,0.1532524562872435,33.76830131624951,0.1453775174690513,0.019187425845627822,0.19581919642195889
73,473,47.8721,1.75093,23,3.05253,0,116,133,6,125,5,0.98331,43.17201,0.0,0.0,3.03571,5.059,1.63622,0.0,0.0,128.0,54.41044,0.00019,0.0,0.997,-1.0,9.576183,0.00578490423654378,0.10041931543724487,0.13245213053077703,88.9934293021394,65747.73558749957,608.7865452779881,0.44222608024691357,161.48070571354893,0.005805841790197884,92.80419457533861,20878.195181430245,0.1108925598799823,0.7613498039215687,1.7196432396448917,0.24977781734338936,0.21714890760553834,2.267221695249946,0.15325524727330353,33.80302429199219,0.14505502733435977,0.019158616180678666,0.19581919642195203
74,474,47.7854,1.55359,23,2.9293,0,116,133,6,125,5,0.98169,43.09388,0.0,0.0,3.35714,5.076,1.43712,0.0,0.0,128.0,54.37021,0.00019,0.0,1.022,-1.0,9.581093,0.0057714960214668145,0.10044846037854242,0.13241511123359956,90.02974470322255,65801.54344296688,608.7885819460844,0.41941550925925924,161.59166048794705,0.005797518485565124,92.84609427062647,20761.759116126017,0.11093909549187232,0.7613498039215687,1.701994034482976,0.2497314857568143,0.2171283915766672,2.2219048507294117,0.15324364754170416,33.82838684835552,0.14476229463688117,0.019118157127394397,0.19360157037872502
75,475,47.8617,1.55695,23,2.69142,0,116,133,6,125,5,0.98096,43.16792,0.0,0.0,3.53571,5.038,1.25912,0.0,0.0,128.0,54.38465,0.00022,0.0,0.98,-1.0,9.598356,0.005772761836954564,0.100446161902623,0.13243078332793112,87.46891559527259,65819.01797411933,608.8035801302073,0.40731095679012347,161.6545036496929,0.005798772196708966,92.83201323281757,20898.48795592795,0.11096112806595017,0.7613498039215687,1.720961586856666,0.24976272978793942,0.2171134859178174,2.290799538523616,0.1532387248441051,33.75417130081742,0.14470036011752607,0.019074730358142677,0.1936015703787252
76,476,47.8234,1.83931,23,2.68347,0,116,133,6,125,5,0.98496,43.15186,0.0,0.0,3.5,5.07,1.2605,0.0,0.0,128.0,54.3644,0.00019,0.0,1.006,-1.0,9.574803,0.005774794641503656,0.10046012786766055,0.13248481027116243,88.65024750035046,65761.22329091305,608.8070496393577,0.41478587962962965,161.6482458170666,0.00579200201672818,92.84366511503845,20793.91750484099,0.11103405479797816,0.7613498039215687,1.6673825140928127,0.24971760666170792,0.21710178959263818,2.2734375219141523,0.15325226538107523,33.80693939585744,0.14458077378856646,0.01904767767200893,0.19360157037872816
77,477,47.8284,1.96583,23,2.78154,0,116,133,6,125,5,0.97899,43.16246,0.0,0.0,3.03571,5.059,1.51645,0.0,0.0,128.0,54.3937,0.00024,0.0,0.922,-1.0,9.5637,0.005777877586919416,0.10044664734040773,0.1325597504093641,88.89967835770298,65595.3010612924,608.820080823859,0.4073591820987654,161.5790992043964,0.005808369939829577,92.8479015821402,20741.623800291243,0.11097221137335055,0.7610898039215687,1.634176173000724,0.24973846802000083,0.21712311196861797,2.2513358397564525,0.1532126600453242,33.7930448555652,0.14439323366891102,0.01905505702257279,0.1936015703787263
78,478,47.8192,1.95509,23,2.68516,0,116,133,6,125,5,0.98171,43.15058,0.0,0.0,3.10714,5.046,1.62849,0.0,0.0,128.0,54.38246,0.00021,0.0,1.01,-1.0,9.558491,0.005787805353692833,0.10049527074909058,0.1326421359758072,87.4467358233033,65712.08013654707,608.8184536171315,0.3833429783950617,161.5260633564135,0.00582058715475834,92.86238988104753,20799.736340951516,0.11106630897060846,0.7610223529411765,1.6284124998920042,0.24970217549125873,0.21713847118548754,2.139420356344025,0.15321561557899752,33.85568990825135,0.14425321618223386,0.01902702352033378,0.19360157037872552
79,479,47.8544,1.70357,23,2.79771,0,116,133,6,125,5,0.98216,43.17762,0.0,0.0,3.14286,5.044,1.62192,0.0,0.0,128.0,54.42203,0.00019,0.0,0.984,-1.0,9.590227,0.005793258199457767,0.10048345626600662,0.13264077695320448,88.01654469371792,65739.50758122302,608.8385594202837,0.3531057098765432,161.58757680867262,0.005822742900637452,92.83504937762149,20775.433438263026,0.11113723162888907,0.7607843137254902,1.635197702963705,0.2497226894459155,0.2171119812841862,2.120140946474515,0.15319148766619683,33.834318749698596,0.14404685448662938,0.0190315871599825,0.19360157037873096
80,480,47.7812,1.64296,23,2.75324,0,116,133,6,125,5,0.98529,43.12248,0.0,0.0,4.28571,5.008,1.39548,0.0,0.0,128.0,54.41883,0.00021,0.0,0.972,0.51775,9.507369,0.005777903002939225,0.10051092055761614,0.13263887739035207,91.25408237726612,65818.40229045581,608.8382325984289,0.30613425925925924,161.6464697127189,0.00579997292677186,92.87897235812984,20733.44161903077,0.11136902848179216,0.7607843137254902,1.6061199427739299,0.2497102545173801,0.2170893864871447,2.287868803228889,0.15313719446812876,33.8318585054374,0.14388211165236625,0.01902762305506467,0.19581919642195503
81,481,47.8238,1.59539,23,2.64137,0,116,133,6,125,5,0.98563,43.15548,0.0,0.0,2.89286,5.043,1.34115,0.0,0.0,128.0,54.45531,0.00017,0.0,0.956,-1.0,9.559742,0.00578170185491196,0.10050100923657751,0.13263700602285863,87.47201140212469,65829.21325951704,608.8505151271836,0.28486689814814814,161.72229911575687,0.005796850272241934,92.83210984628816,20789.186131853887,0.11168515510093482,0.7607843137254902,1.6582507908764543,0.2496920612563888,0.21708363031598002,2.2589853339397816,0.1530868143349681,33.79165705928096,0.14371095231246853,0.019041159577259707,0.1936015703787267
82,482,47.7652,1.6574,23,2.61797,0,116,133,6,125,5,0.98872,43.09986,0.0,0.0,3.39286,5.047,1.29772,0.0,0.0,128.0,54.4503,0.00021,0.0,1.0,-1.0,9.502137,0.00578403898781829,0.10048245714401415,0.13262794178275367,89.20121805841063,65769.80487810586,608.8549088843403,0.2573784722222222,161.96615366837577,0.00580576650720798,92.86706373502983,20698.684493074627,0.11201601877751945,0.7613498039215687,1.7025296156999417,0.24965740865590969,0.21710614651380708,2.2371283622646483,0.15301981434346976,33.73343498324171,0.14353478018213067,0.019019298731590625,0.19360157037872613
83,483,47.7639,1.76693,23,2.57688,0,116,133,6,125,5,0.98691,43.09295,0.0,0.0,2.92857,5.015,1.35201,0.0,0.0,128.0,54.46471,0.00026,0.0,0.95,-1.0,9.458413,0.00577640190452323,0.10048785590277909,0.1326422282316328,89.54406782601141,65704.05307142089,608.8713919127892,0.24223572530864199,161.75385743879508,0.005825924492502373,92.82669206546514,20707.462295261765,0.1123022261737159,0.7613498039215687,1.7343612941103794,0.24960689893422158,0.217101693033142,2.3025512399951413,0.1530111916482363,33.752249258535876,0.1432200653753783,0.019025638644603788,0.19744261135778562
84,484,47.7168,1.81814,23,2.6421,0,116,133,6,125,5,0.98769,43.05696,0.0,0.0,3.03571,5.067,1.45567,0.0,0.0,128.0,54.46017,0.00025,0.0,1.002,-1.0,9.500844,0.0057706693338409306,0.10046467643124095,0.13268471264478274,88.76716513851697,65708.23285255967,608.8743660177155,0.22853973765432098,161.45183289207665,0.005826216465853937,92.83986110777845,20638.04114372902,0.11261230861559274,0.7613498039215687,1.749757524721334,0.24958381911218885,0.2171194942411582,2.1924579532911537,0.1530038501302095,33.825889304832174,0.14298664288326168,0.018991702665213737,0.19744261135778748
85,485,47.7291,1.7539,23,2.78717,0,116,133,6,125,5,0.98244,43.06597,0.0,0.0,2.82143,5.01,1.49801,0.0,0.0,128.0,54.45473,0.00025,0.0,1.028,-1.0,9.459994,0.0057737974504753105,0.10045783969046758,0.13272120189065464,89.82379348096241,65697.83294897972,608.8884162400134,0.23818479938271606,161.69107879409765,0.005830289687288906,92.80718855401318,20653.52772862601,0.11290685100663392,0.7613498039215687,1.7298661291688668,0.24955483302994885,0.21707810668675465,2.1992769527178035,0.15301201718719704,33.71613038616416,0.14285261303028646,0.018955977222009986,0.19744261135778796
86,486,47.7224,1.77316,23,2.8494,0,116,133,6,125,5,0.98338,43.0695,0.0,0.0,2.96429,5.037,1.44076,0.0,0.0,128.0,54.43029,0.00026,0.0,1.03,-1.0,9.506604,0.005768240663073488,0.10042845428148207,0.13275260746204812,88.65821554610547,65737.43975173234,608.891056997714,0.24382716049382716,161.66612092533524,0.005834669995117366,92.79719962253412,20669.56381711033,0.11320515189770462,0.7610223529411765,1.682154074085042,0.24953526471011303,0.21706311605537765,2.3621048433999987,0.15299887256801525,33.763214111328125,0.14284708627036152,0.01893920583710757,0.19360157037872808
87,487,47.7193,1.76214,23,2.72511,0,116,133,6,125,5,0.98379,43.06516,0.0,0.0,2.92857,5.008,1.45694,0.0,0.0,128.0,54.43826,0.0002,0.0,0.907,-1.0,9.399613,0.005784743293719163,0.10045914634650538,0.13279269727417753,90.48636825333354,65805.63965200963,608.8980239976404,0.24156057098765432,161.73581691264025,0.005852844368946841,92.7930634022704,20675.18839649038,0.11347895041480907,0.7607980392156863,1.7028818562990051,0.24945940272330247,0.21704675800116033,2.296579726387108,0.15296944599002696,33.77550176926601,0.14297427683170139,0.018934953748239395,0.1958191964219552
88,488,47.7078,1.74996,23,2.72225,0,116,133,6,125,5,0.9895,43.05806,0.0,0.0,3.0,5.048,1.44961,0.0,0.0,128.0,54.42594,0.00019,0.0,0.998,0.51055,9.531048,0.005783977325278307,0.10047102774116554,0.1329208126284696,90.98111770451814,65769.21214318795,608.9006747513314,0.2414158950617284,161.5872426807598,0.005830771722695346,92.77690977971059,20702.7007680312,0.1137796187686296,0.7613498039215687,1.7191001794411902,0.24947662229711884,0.2169612257771004,2.2403421772015717,0.15294673739118558,33.774274284456986,0.14307249374391887,0.01895324363961504,0.1996602374010168
89,489,47.6696,1.70572,23,2.7954,0,116,133,6,125,5,0.99115,43.0147,0.0,0.0,3.32143,5.038,1.43713,0.0,0.0,128.0,54.42974,0.00023,0.0,0.999,-1.0,9.516439,0.005779808320333481,0.1005016938530386,0.13305070893477594,92.17752610146565,65809.82905599369,608.9164253922099,0.27686149691358025,162.0479944487204,0.005810047447108017,92.81474627444439,20619.858365254106,0.11414774964654385,0.7607980392156863,1.7275310202499767,0.24945190521637417,0.21687774133885,2.204057455322499,0.15291900346304363,33.74115442346643,0.1430493010503197,0.01895056567503119,0.19360157037872683
90,490,47.6455,1.6827,23,2.81239,0,116,133,6,125,5,0.98527,42.99848,0.0,0.0,3.39286,5.036,1.39771,0.0,0.0,128.0,54.4196,0.00022,0.0,0.986,-1.0,9.492403,0.005793783827891914,0.10050635845693552,0.13320316430314505,92.3170620594762,65736.03931820631,608.9135720615357,0.3237847222222222,161.97129517745515,0.0058224336494474655,92.81263480825301,20588.705226813752,0.11457298034609414,0.7613498039215687,1.7255440447912083,0.24943737786285464,0.21683015999864316,2.1408120185037554,0.1529246834313324,33.71202784408758,0.1431245227804279,0.018934899388572023,0.1996602374010159
