,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.1.0,cubrow.0,cubrow.0.6,contrast,fft,staticness,movement,color_fulness,cubcol.0,uhdhdsim,blur,cubrow.1.0,tone,temporal,cubrow.0.5,cubrow.0.3,blockiness,cubcol.0.6,saturation,cubcol.0.5,cubcol.0.3,noise
10,410,47.7748,1.79698,23,2.94131,0,115,133,6,125,5,0.99272,43.05739,0.0,0.0,3.35714,5.042,1.51848,0.0,0.0,128.0,54.4022,0.0002,0.0,0.957,-1.0,9.530123,0.00566900074161392,0.10006428005199366,0.13085886318020695,88.39688599504885,65787.09740858748,610.024114272002,0.23061342592592593,161.4129575926805,0.006082073039650749,92.76640054650923,20830.31963540559,0.11358175935611764,0.7630392156862745,1.8308669226002214,0.24861029060148707,0.21364432292862287,2.138380170496203,0.15355067733440597,33.7682581772039,0.14659827829374947,0.018212333928371783,0.1936015703787255
11,411,47.7905,1.70224,23,2.87198,0,115,133,6,125,5,0.99787,43.08073,0.0,0.0,2.71429,5.058,1.4789,0.0,0.0,128.0,54.40385,0.00025,0.0,0.928,-1.0,9.476185,0.0056884676023544745,0.1002123678623492,0.1310824255725128,91.53555487416855,65773.34679034846,610.0361812366142,0.21841242283950618,161.83867504907147,0.006165860151075292,92.76372568200698,20873.887056241172,0.11391832073577428,0.7628388235294118,1.8175310655894485,0.2487200865011251,0.21378192999986712,2.2188168957130117,0.15344834214719133,33.7581564820843,0.14712748283264485,0.01816552628835656,0.1936015703787254
12,412,47.7736,1.64205,23,2.87064,0,115,133,6,125,5,0.99575,43.0727,0.0,0.0,2.85714,5.034,1.39448,0.0,0.0,128.0,54.36345,0.00027,0.0,1.038,-1.0,9.534815,0.005796348523693474,0.10023497201877347,0.13145624079467033,92.8652684459776,65716.01607556563,609.9573050556204,0.18856095679012347,161.87832755616958,0.006091983273394513,92.72474746885194,20815.108217589666,0.11406744236915944,0.7626972156862745,1.73394911678776,0.2489346833611081,0.21402875311330896,2.035280437665314,0.1534291127448038,33.75640605408468,0.14742382660320882,0.018237602730532394,0.19360157037872586
13,413,47.7614,1.63541,23,2.69104,0,116,133,6,125,5,0.99661,43.07503,0.0,0.0,3.17857,4.99,1.34103,0.0,0.0,128.0,54.35794,0.00028,0.0,0.948,-1.0,9.500782,0.005760271507532883,0.10016063920685223,0.1314263929437226,89.95178857713668,65669.25433520693,609.9519895440668,0.14038387345679013,161.7798670876307,0.006109894501192326,92.77776941426265,20787.585848728242,0.11414825828715354,0.7618854901960784,1.6932088410085588,0.24913254063567708,0.21427393484395263,2.145988030353352,0.15350455992850912,33.70787255557966,0.14756804828041756,0.018315276500367027,0.1936015703787274
14,414,47.7237,1.59896,23,2.67745,0,115,133,6,125,5,0.99329,43.03332,0.0,0.0,2.92857,5.025,1.33768,0.0,0.0,128.0,54.33452,0.00022,0.0,0.931,-1.0,9.444979,0.005821318586821177,0.10008852910435695,0.13146289815838724,90.6777677695119,65719.03176924236,609.8736936867639,0.11000192901234568,161.6391370808145,0.006101729775188108,92.75872454908799,20738.147731480527,0.11415158779205038,0.7619368627450981,1.704578784045642,0.24919191776969637,0.2144628622923602,1.9518624162603404,0.1535946271726814,33.77889298804012,0.14771151931558008,0.0184075121436815,0.19360157037872525
15,415,47.7362,1.62268,23,2.81539,0,115,133,6,125,5,0.99485,43.04275,0.0,0.0,2.92857,4.975,1.29888,0.0,0.0,128.0,54.34365,0.00019,0.0,0.948,-1.0,9.425006,0.005790174668048125,0.10013806842335943,0.1314297024897048,90.46508364233432,65676.1259289777,609.8502070489399,0.18426890432098766,161.70798602486934,0.006066984093512922,92.81142451830982,20726.939650617125,0.11438686032496015,0.7619368627450981,1.7092706702801155,0.24920214591008708,0.21470025548873511,2.1976118254101955,0.15358330522463176,33.74351463788821,0.14732089077257707,0.01846399068841012,0.1936015703787248
16,416,47.7001,1.71791,23,2.86479,0,115,133,6,125,5,0.99643,43.01273,0.0,0.0,3.35714,4.995,1.32105,0.0,0.0,128.0,54.31673,0.00015,0.0,0.953,0.50746,9.432426,0.005731696679814692,0.10004245719088938,0.1314075911769674,91.35909946605702,65710.23076489849,609.7733928233666,0.19155092592592593,161.78888604980864,0.006095850556364938,92.79061448472541,20699.27480516926,0.11438499073959792,0.7619368627450981,1.7447215183060962,0.24931003470791022,0.21496112625539449,2.1783790653850277,0.15362946023436103,33.736841460804875,0.14687517446736298,0.01846591326247702,0.19744261135778626
17,417,47.7288,1.72023,23,2.91375,0,115,133,6,125,5,0.99381,43.04465,0.0,0.0,3.14286,5.018,1.40533,0.0,0.0,128.0,54.32476,0.0002,0.0,0.954,-1.0,9.491445,0.005720808475537916,0.10010626577867014,0.1314845744915463,88.59668908936152,65776.64571705258,609.743172061024,0.23442322530864199,161.66212686877788,0.0060912427284059295,92.80599265792945,20726.41131365217,0.11426407313455805,0.7615580392156863,1.7849748073892817,0.24927098990449179,0.21505880641882272,2.276143093134704,0.15373127954590451,33.70834765022184,0.1465302418047344,0.018429376489599775,0.19360157037872996
18,418,47.7232,1.87253,23,2.72467,0,115,133,6,125,5,0.99269,43.04208,0.0,0.0,3.03571,4.979,1.41013,0.0,0.0,128.0,54.30805,0.00019,0.0,0.983,-1.0,9.426667,0.005772880243643953,0.09999375698444557,0.13165696521554382,91.3764445609687,65736.84111092529,609.6635276094485,0.35440779320987653,162.08891023002707,0.006064696026510136,92.7911991671278,20724.022796990714,0.11383682466681336,0.7619678431372549,1.779117288686525,0.24937371931874336,0.21516453151382248,2.302501946725683,0.15371205818970077,33.72315074779369,0.14639601699352364,0.018527708923489608,0.1974426113577843
19,419,47.7068,1.965,23,2.77013,0,115,133,6,125,5,0.99484,43.03762,0.0,0.0,2.89286,5.025,1.54243,0.0,0.0,128.0,54.32094,0.00017,0.0,0.983,-1.0,9.467976,0.005761558072885316,0.10004220590827761,0.13178320547457878,90.67620593878249,65733.30056956223,609.6342819708332,0.5964506172839507,161.83080841115083,0.006048811806193869,92.80187109580048,20741.609853330236,0.11333859928464989,0.7619368627450981,1.8047755170446735,0.24936672290799886,0.21537475654293797,2.251172435693362,0.1537398373719975,33.77935357741368,0.1462121791952007,0.018523930964628246,0.1936015703787317
20,420,47.7344,2.05397,23,2.72887,0,115,133,6,125,5,0.99798,43.04512,0.0,0.0,2.75,4.976,1.62987,0.0,0.0,128.0,54.30796,0.00024,0.0,1.041,-1.0,9.552031,0.005790490364016799,0.09999350491930603,0.13189676552138457,89.22857214970728,65723.08345962068,609.536844220366,0.9096257716049383,161.75924880697477,0.00603741663879566,92.82363083285682,20771.56335628118,0.11281396836811346,0.7630313725490196,1.8741160467778197,0.24941534342667246,0.21555929619669867,2.131645055371018,0.15376478299783589,33.68719972210166,0.1460869993857483,0.01855873975892727,0.1996602374010127
21,421,47.7132,1.93357,23,2.86329,0,115,133,6,125,5,0.99733,43.02734,0.0,0.0,2.96429,5.001,1.70169,0.0,0.0,128.0,54.31638,0.00021,0.0,1.015,-1.0,9.484963,0.005781158540131966,0.10002686788673591,0.13195244524182595,90.54358202585166,65667.259853959,609.4953687321133,0.9346064814814815,161.6380658271125,0.005997462067326205,92.85861215991154,20740.3290738225,0.11222859091020838,0.7630392156862745,1.9158280337862144,0.24946119472546407,0.21566603288277156,2.11951228408277,0.15380828411240458,33.848860564055265,0.1459201701886221,0.01853028398206089,0.19360157037872636
22,422,47.7328,1.697,23,2.79989,0,115,133,6,125,5,0.99823,43.03852,0.0,0.0,3.10714,4.992,1.60043,0.0,0.0,128.0,54.30124,0.00019,0.0,0.966,-1.0,9.415127,0.00575721624499503,0.10005692301382896,0.13204876987189396,90.94060317113184,65714.82827108957,609.382672625227,0.8606288580246914,161.6967504884908,0.005945443208693133,92.86113709873422,20806.14388885741,0.11173583686180227,0.7635670588235295,1.8854074159107346,0.24952158885341305,0.2156669937579203,2.1280998205556965,0.15386191054965576,33.73148675612461,0.14565410094937592,0.018519117769025827,0.19966023740101127
23,423,47.7386,1.47629,23,2.76174,0,115,133,6,125,5,0.99705,43.05438,0.0,0.0,3.0,5.012,1.38434,0.0,0.0,128.0,54.30363,0.00021,0.0,0.925,-1.0,9.470124,0.00574663956351239,0.10009077833924995,0.13205633536832698,90.29218951753144,65801.05015379481,609.3285272116109,0.6710551697530864,161.72784995916123,0.0059387776504014065,92.84244958612825,20781.443128767474,0.1113204259754186,0.7635670588235295,1.7960375463936036,0.24963121473867497,0.215615926225848,2.187642286300436,0.15384521446531474,33.766866048177086,0.1456596663304774,0.01849914703305632,0.19581919642195597
24,424,47.6864,1.4549,23,2.6756,0,115,133,6,125,5,0.9966,43.00272,0.0,0.0,2.78571,5.024,1.18962,0.0,0.0,128.0,54.28608,0.00019,0.0,1.002,0.5126,9.47644,0.005766279070255951,0.10012430012100262,0.13207601360503157,89.6103462585346,65719.24025344833,609.2215293008987,0.5221354166666666,161.7650425134532,0.005915092138527582,92.84713110907592,20693.842137332293,0.1109386901817955,0.7630313725490196,1.6859723404514944,0.24964745178530262,0.21561278517957563,2.1051365550949304,0.15382633695987424,33.694389437451775,0.14573062644581838,0.018511976983344388,0.1980368224651827
25,425,47.71,1.59495,23,2.6601,0,115,133,6,125,5,0.99512,43.03183,0.0,0.0,3.21429,5.0,1.1689,0.0,0.0,128.0,54.29512,0.00019,0.0,0.931,-1.0,9.542674,0.005745952254378062,0.10013692148963131,0.13207880681473982,90.33389327400842,65725.94801589679,609.1604105855257,0.515576774691358,161.82316930376322,0.005918952861497217,92.837934054247,20748.58550343314,0.1107457654930619,0.7635670588235295,1.644875580838967,0.2497575677869509,0.21566207720689798,2.1595610722380476,0.15376568347344727,33.7214609781901,0.1457071617649352,0.018573511989971307,0.1936015703787268
26,426,47.6051,1.59965,23,2.84717,0,115,133,6,125,5,0.99418,42.93398,0.0,0.0,3.39286,4.985,1.2979,0.0,0.0,128.0,54.27912,0.00028,0.0,1.189,-1.0,9.475351,0.005730976684411728,0.10018461925932576,0.13216930975250968,90.93580540798608,65722.3892199893,609.066370480973,0.27218364197530864,161.63105806393915,0.005903710525233391,92.80351356963244,20639.66645422376,0.11063205343476275,0.7635670588235295,1.6902157217221683,0.2497974725016203,0.21553778791054004,2.11314788637418,0.15368374351072991,33.776206122504334,0.14552125288964365,0.018594205634699424,0.19744261135778737
27,427,47.6079,1.66515,23,2.90373,0,115,133,6,125,5,0.98986,42.94147,0.0,0.0,3.03571,4.99,1.30397,0.0,0.0,128.0,54.30664,0.00017,0.0,1.023,-1.0,9.565629,0.005692039860318079,0.10012272041273952,0.13227493656704176,90.32977338158794,65794.23758114585,609.0288491808855,0.16647376543209877,161.65234649065025,0.005932266023951547,92.77671671998435,20651.579679641018,0.11069192472367084,0.7635670588235295,1.6993636377789627,0.24994342827026447,0.21546851177430087,1.9836618954193517,0.15363397933538073,33.8312909161603,0.1450180084375926,0.018609613723984404,0.19744261135778804
28,428,47.5598,1.80535,23,2.80477,0,115,133,6,125,5,0.98609,42.89134,0.0,0.0,3.28571,4.985,1.35848,0.0,0.0,128.0,54.28082,0.00016,0.0,1.051,-1.0,9.438601,0.0057058459422358885,0.10011655458558452,0.13227632697779393,90.15977085480088,65688.67996033946,608.9512485472909,0.14776234567901234,162.0538265281565,0.005961321885166825,92.78646408759886,20625.916149679688,0.11065560144946512,0.7630313725490196,1.7377151848867547,0.24999939224268947,0.2154401498526821,2.0772260963104245,0.15356999089850137,33.670337253146705,0.14452467172592284,0.018585164866652584,0.19744261135779173
29,429,47.6639,1.96099,23,2.89812,0,115,133,6,125,5,0.98523,42.98329,0.0,0.0,2.89286,4.962,1.48419,0.0,0.0,128.0,54.3204,0.00014,0.0,1.109,-1.0,9.472188,0.005710985913617996,0.10013055517482118,0.13233005042347257,90.59962414453665,65730.19029583245,608.9174669670527,0.1804591049382716,161.8465676322657,0.005952379299757734,92.7716296454943,20734.700859857257,0.11068313281947112,0.7630313725490196,1.8304047263355059,0.2500652726701226,0.21542111100575526,2.284251521414167,0.15355158885234535,33.71806297773197,0.14412925415086641,0.01860236660156246,0.19744261135778698
30,430,47.5921,2.28549,23,2.97865,0,115,133,6,125,5,0.97616,42.91295,0.0,0.0,2.67857,4.964,1.62173,0.0,0.0,128.0,54.29921,0.00021,0.0,0.963,-1.0,9.487915,0.005684948703853002,0.10012618520846608,0.13242053498025955,89.96262676056456,65673.0193296589,608.8669746160671,0.23635223765432098,162.06562341768938,0.005953551823511293,92.81695732810272,20634.47847214929,0.11067142084441176,0.7624290196078432,1.9107130426298242,0.25006011111833243,0.21534939312146187,2.135447744971319,0.1535356470921132,33.69578326189959,0.1436045231338589,0.018632262279695243,0.19581919642195364
31,431,47.6218,2.56408,23,3.11242,0,115,133,6,125,5,0.97871,42.93287,0.0,0.0,2.92857,4.96,1.90738,0.0,0.0,128.0,54.34524,0.0002,0.0,1.06,-1.0,9.45015,0.005680412611699671,0.10013425016858882,0.132368148219546,93.12821541189388,65656.80220465366,608.8665246662335,0.34765625,161.7726147070814,0.005938310650843977,92.79318729234474,20676.525433494677,0.11063545534835242,0.7630313725490196,2.0387356133728,0.2500216632947838,0.2154440405795048,2.1527187723402914,0.15344524606642088,33.71986276132089,0.14309003841853232,0.01867193080917641,0.1958191964219572
32,432,47.5805,2.33473,23,3.34188,0,115,133,6,125,5,0.98204,42.89004,0.0,0.0,2.67857,4.993,2.15302,0.0,0.0,128.0,54.33071,0.00019,0.0,0.988,0.50733,9.489942,0.005683122192002699,0.10015112940253691,0.1323379948012187,90.8337137558308,65837.78864342811,608.8465588694949,0.44169560185185186,161.66596228026157,0.005913302924634013,92.78663149044147,20568.063962011263,0.11062774047945718,0.7630243137254902,2.129687964680106,0.25001652825827514,0.2153999790948036,2.089639137986267,0.15344843925425944,33.68436629683883,0.1427857480196278,0.01868349816893442,0.19360157037872916
33,433,47.6304,2.13361,23,3.12407,0,115,133,6,125,5,0.98417,42.94137,0.0,0.0,3.71429,4.997,1.95489,0.0,0.0,128.0,54.35179,0.00023,0.0,1.043,-1.0,9.490143,0.0056819707516679255,0.10010784751535426,0.13239413263374505,91.11303888697422,65848.13147290828,608.8516466386635,0.4813368055555556,161.72889248278926,0.005913130213973188,92.80537619159867,20622.402013815943,0.11077639120163187,0.7627792156862743,2.0444869425559786,0.25001421262665574,0.21544437131274638,2.031428564856121,0.15342780734769834,33.7358351342472,0.1427122440757016,0.018713528000018007,0.19360157037873008
34,434,47.6373,2.06649,23,2.93595,0,115,133,6,125,5,0.98228,42.9517,0.0,0.0,2.85714,4.997,1.77499,0.0,0.0,128.0,54.34602,0.00022,0.0,1.044,-1.0,9.493616,0.005692369459328846,0.1001286990720105,0.13240604992024135,88.93711550660049,65668.2357288251,608.8329278313682,0.5991994598765432,161.56903320711982,0.005920463629955257,92.80481298442513,20606.87313585366,0.11090440454427601,0.7622286274509804,1.96050673983915,0.2500526243660929,0.2155453708742674,1.969456330770441,0.15346517046339442,33.78926839946229,0.1426495003935687,0.01873305500109878,0.1958191964219547
35,435,47.7237,2.1094,23,2.92884,0,115,133,6,125,5,0.98853,43.03615,0.0,0.0,3.67857,5.003,1.71901,0.0,0.0,128.0,54.37627,0.00025,0.0,0.959,-1.0,9.642433,0.005678969945426932,0.10015330967950208,0.13236375396499098,91.24594220877036,65719.53003462242,608.851500407237,0.7388599537037037,161.84252114247678,0.0059090975104009475,92.76073885529397,20741.306611753585,0.11111487731474402,0.7619368627450981,1.9553292397188737,0.25005430977826804,0.21559528541980308,2.154759759070212,0.1534027065826586,33.69144223060137,0.1426627760667452,0.018764078413973696,0.19581919642195658
36,436,47.667,2.23549,23,3.12165,0,115,133,6,125,5,0.98907,42.97969,0.0,0.0,2.64286,5.007,1.75218,0.0,0.0,128.0,54.35526,0.00017,0.0,0.926,-1.0,9.593129,0.00570306519378846,0.10015561883526643,0.13229885074130207,88.72526178323302,65702.80841801032,608.8374366954894,0.8987750771604939,161.9075046357523,0.005883943945524726,92.79765957049892,20685.433699285506,0.11116838173374109,0.7618933333333333,1.9388316394896201,0.25004896820862477,0.21559854467449854,2.156971923638286,0.1534216492223951,33.66255527072482,0.14282959143967408,0.018825448312365902,0.19360157037872558
37,437,47.6388,2.03153,23,3.07862,0,115,133,6,125,5,0.98944,42.96331,0.0,0.0,3.39286,5.001,1.86563,0.0,0.0,128.0,54.3801,0.00023,0.0,0.949,-1.0,9.527438,0.005675920315636423,0.1001938247138612,0.13238678700859866,88.6646307915104,65713.24009054992,608.8497306253494,1.134789737654321,161.60634492447468,0.005887113270237063,92.8288448705134,20613.128209394294,0.11105975460840352,0.7613647058823529,1.9822762689728497,0.25001243003838935,0.21563948856898413,2.0699852528704374,0.15344604671365278,33.73822793842834,0.14295263935236344,0.01877577824676518,0.19360157037872708
38,438,47.6496,1.76731,23,3.01179,0,115,133,6,125,5,0.99953,42.97707,0.0,0.0,2.71429,5.012,1.68511,0.0,0.0,128.0,54.36631,0.00018,0.0,1.052,-1.0,9.499796,0.00574243939755739,0.10018803402800158,0.13240962412616797,93.15374664935743,65608.95370575626,608.8339314682124,1.3298128858024691,161.84431702507777,0.005890179011287915,92.80082636706913,20605.50095254148,0.11096467500453928,0.7619368627450981,1.9186340882000643,0.24996698287215527,0.21567966559336982,2.1814914314815774,0.15347149819205236,33.69306945800781,0.14324824244237386,0.018776933577169704,0.1958191964219538
39,439,47.6853,1.64039,23,2.87497,0,116,133,6,125,5,0.99719,43.00589,0.0,0.0,3.35714,5.009,1.45141,0.0,0.0,128.0,54.38075,0.00022,0.0,0.924,-1.0,9.480459,0.005704076529035028,0.10025045206105604,0.13240923192447573,88.5321444848667,65687.42719206006,608.8395354908332,1.4239969135802468,161.80993071795686,0.005870884019527837,92.82859458552197,20653.225242819255,0.1109441932672765,0.7613498039215687,1.8135666738513132,0.2500103227801628,0.2157471566260328,2.026233799864607,0.1535352446810257,33.670710245768234,0.14349748405184118,0.018760833913692706,0.19360157037872852
40,440,47.7063,1.61899,23,2.67312,0,115,133,6,125,5,0.9996,43.02748,0.0,0.0,2.85714,5.0,1.33539,0.0,0.0,128.0,54.37656,0.00017,0.0,1.01,0.51337,9.438625,0.0057392730599071,0.10024512256544087,0.1323623964978515,89.24465399762738,65699.37651681052,608.829649815294,1.5596547067901234,161.7858563159766,0.00587322877888617,92.79539046787058,20697.226724219767,0.11084881152937608,0.7614023529411764,1.7580087081853593,0.2500167696665036,0.21579979183787737,2.0140519456849653,0.15357115893326123,33.75344923984857,0.14384592014949216,0.018767878065224602,0.19744261135778787
41,441,47.706,1.5905,23,2.80975,0,116,133,6,125,5,0.99445,43.03534,0.0,0.0,2.60714,5.008,1.3192,0.0,0.0,128.0,54.38901,0.00025,0.0,0.933,-1.0,9.490226,0.005749290366970428,0.10027539479098081,0.13227808149334735,89.47103172315244,65725.00426213478,608.832638550767,1.5538676697530864,161.94358263667095,0.005832902941168153,92.79309231074447,20708.887777262822,0.11076619568144877,0.7613498039215687,1.760603394290036,0.25002681452423187,0.21583354213656897,2.097211142359501,0.15362169261048125,33.60658301836178,0.14409501741797973,0.018737890176298216,0.1974426113577875
42,442,47.7102,1.60721,23,2.80406,0,116,133,6,125,5,0.9961,43.03178,0.0,0.0,2.92857,5.027,1.2901,0.0,0.0,128.0,54.37578,0.00021,0.0,0.997,-1.0,9.453228,0.0057622229847674985,0.10027330759541371,0.13225839696050856,88.96545578883499,65703.58425747369,608.8143705320546,1.5115258487654322,161.8527432288036,0.0058437988255241385,92.78684948393663,20726.878298107196,0.11070027257837942,0.7613498039215687,1.7413381036443507,0.250005540048723,0.21584172644552208,1.995314413589722,0.153609476483464,33.662744404357156,0.14420724886174396,0.01872213783819241,0.1974426113577875
43,443,47.7599,1.58602,23,2.7061,0,116,133,6,125,5,0.99358,43.08546,0.0,0.0,3.0,5.014,1.30587,0.0,0.0,128.0,54.38993,0.00017,0.0,0.971,-1.0,9.551644,0.00577355180177556,0.1003282369166246,0.1322265884733596,88.95646849579414,65713.18785150556,608.8186674547757,1.427324459876543,161.90602921291912,0.005872639752459511,92.77407518083146,20749.83399663827,0.11049277127687866,0.7613498039215687,1.7496850374268718,0.24998799026547283,0.21587643918779187,2.0898333574959547,0.15359997302461828,33.60118178379389,0.14434747050455096,0.01873996892386983,0.19744261135778596
44,444,47.6533,1.52012,23,2.89327,0,116,133,6,125,5,0.99851,42.98614,0.0,0.0,3.07143,5.047,1.28322,0.0,0.0,128.0,54.36961,0.0002,0.0,1.019,-1.0,9.484207,0.005756638393462414,0.10030785883414722,0.13223430657603868,88.41963922275396,65643.36913471411,608.8043126951619,1.2395833333333333,162.20845312965085,0.005851164882463417,92.8196723222618,20614.81240673846,0.11036225832490894,0.7613498039215687,1.7384227203205638,0.24994581151943648,0.21588183470307853,1.9079981015342753,0.15359139273618944,33.596869951413,0.14444682038845583,0.01869998538852177,0.19360157037872675
