,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,fft,cubcol.0.3,contrast,tone,blockiness,cubrow.0.3,temporal,uhdhdsim,cubrow.0.6,saturation,cubcol.0,color_fulness,cubcol.1.0,blur,cubrow.1.0,cubrow.0.5,cubrow.0,noise,staticness,cubcol.0.6,cubcol.0.5,movement
10,510,48.2608,4.66057,32,4.87092,0,117,133,9,125,7,0.98679,47.21259,0.0,0.0,2.60714,5.43,4.02933,0.0,0.0,129.0,54.50217,5e-05,0.73,1.025,-1.0,0.0,65562.791643421,0.07141900268644766,90.0386021362618,0.7546364705882352,2.8090123841963313,0.21201216800841752,3.434897864718743,92.04980171792212,0.15355799163972592,34.03132177282263,0.02015434086735878,162.6946057722381,0.02507887135344806,19938.063445798758,0.15958899593022816,0.2447241910470506,0.10598066188107112,0.5454819128308479,624.0103651389038,0.15294118857113403,0.14747510031884115,1.158275462962963
11,511,48.3499,4.55478,32,5.15891,0,117,133,9,125,7,0.9905,47.31137,0.0,0.0,2.60714,5.405,3.96978,0.0,0.0,129.0,54.55214,4e-05,0.72,1.023,-1.0,0.0,65530.84769106727,0.07266220913929682,89.71393263645915,0.7551882352941176,2.296837694123429,0.2115276990426802,3.4269180323375235,92.0285817012646,0.15380707525176682,33.96927256643036,0.02015686981424719,162.66615458173823,0.025004993983413052,19966.876204870816,0.15969372987942665,0.24482802310344565,0.10596727893433493,0.5454819128308475,624.1436263580041,0.1527949247620099,0.14880987527603848,1.1927083333333333
12,512,48.4471,4.48711,32,5.44532,0,117,133,9,125,7,0.99462,47.40399,0.0,0.0,2.46429,5.422,3.87571,0.0,0.0,129.0,54.5648,5e-05,0.72,1.022,-1.0,0.0,65529.75170692828,0.07360005818537213,90.54256337981684,0.7546227450980392,2.099027244189495,0.21114216145724693,3.4140920412763602,91.99168107793072,0.15374058600753843,33.9781271852093,0.019934780017113057,162.65887461538082,0.025095212953789733,20010.43897759265,0.15979214136596212,0.2447614510444234,0.10588982291966192,0.5454819128308485,624.223591992912,0.1526720291019004,0.14959022944832026,1.0356385030864197
13,513,48.5429,5.09779,32,5.18227,0,117,133,9,125,7,0.99179,47.51921,0.0,0.0,2.5,5.413,3.81819,0.0,0.0,129.0,54.62247,2e-05,0.73,1.021,-1.0,0.0,65604.02789413523,0.07398467365226498,90.03318480974124,0.7551960784313725,2.3953245093385376,0.21110663950460506,3.3674112833578866,91.99289009895415,0.15386526868790562,33.94749883957851,0.020152586485316832,162.73128801421586,0.025181403265705702,20123.587801579426,0.15994211835821392,0.2446318659430198,0.10585566732476068,0.5454819128308468,624.317239275577,0.15273977165406952,0.15021950495415,0.7916184413580247
14,514,48.4977,5.79106,32,5.33135,0,117,133,9,125,7,0.99293,47.46829,0.0,0.0,2.07143,5.428,4.34682,0.0,0.0,129.0,54.62437,6e-05,0.72,1.064,-1.0,0.0,65623.42573233788,0.07377871367597431,89.34524090868345,0.7551058823529411,2.23060498329609,0.21121317376716173,3.415188958901103,92.00229684042041,0.15381309077165545,34.01295245135272,0.020226883738170543,162.70665400968687,0.025369043734644506,20141.558369003375,0.15971541877095152,0.24471177979641132,0.1058569612769963,0.5454819128308499,624.3103019779618,0.15262207705493225,0.15023287649019743,0.6942997685185185
15,515,48.5199,6.1208,32,5.33725,0,117,133,9,125,7,0.9883,47.49686,0.0,0.0,2.32143,5.379,4.9436,0.0,0.0,129.0,54.63581,2e-05,0.73,1.039,-1.0,0.0,65648.78104266374,0.07239979373805526,87.61128049389656,0.755753725490196,2.0579920119526056,0.21131047777875514,3.3902570098139453,91.99829924691,0.15374325911470121,33.92590539249373,0.020206832645689284,162.7182259767548,0.025427209788813878,20206.415707558102,0.15963220091396702,0.24467989610462756,0.1058495940191321,0.5454819128308458,624.2324181804976,0.15264074987896412,0.14973277425377324,1.0355902777777777
16,516,48.4731,6.53436,31,5.08826,0,117,133,9,125,7,0.98982,47.45891,0.0,0.0,2.17857,5.391,5.2328,0.0,0.0,129.0,54.60971,8e-05,0.73,1.017,0.125,0.0,65623.12812508663,0.07146816172292698,89.79984654132286,0.755203137254902,2.132590444051845,0.21199276182830204,3.3308305129298006,91.99141556442852,0.15373369290541003,33.83003950707707,0.02018844869441073,162.73887165227418,0.02544816433621358,20222.308355967016,0.1593883491461237,0.244633622837471,0.10587275460100296,0.5454819128308487,624.0306829204362,0.15259504421141587,0.14915304212773725,1.0417148919753085
17,517,48.4738,6.80349,31,4.67195,0,117,133,9,125,7,0.99244,47.46217,0.0,0.0,2.10714,5.362,5.58696,0.0,0.0,129.0,54.62303,5e-05,0.73,1.018,-1.0,0.0,65518.33076414736,0.07065862323312956,93.28391747523342,0.7565054901960784,2.2071396365144644,0.21262369675855827,3.274196342587722,91.98623647372676,0.15373923716977902,33.745820975597994,0.020162798797860752,162.69769525398328,0.025533131884582137,20261.39722971122,0.1591472712610307,0.24467288909674742,0.10580617436396514,0.5454819128308466,623.7242603406183,0.15267712737477224,0.14810098557207363,0.9252989969135802
18,518,48.4555,6.42284,31,4.75112,0,117,133,8,125,7,0.99167,47.44724,0.0,0.0,2.10714,5.354,5.8279,0.0,0.0,129.0,54.60081,4e-05,0.73,1.041,-1.0,0.0,65527.71914772294,0.06988604931027244,90.9717508538758,0.7576733333333334,2.49241961765529,0.21322509127338649,3.181341434123859,91.95231592456491,0.1536836475001263,33.736560774438175,0.02010893936122075,162.87158823794826,0.02537964007673,20230.51812003308,0.15897805972569296,0.24467531383925178,0.10587738000088037,0.5454819128308462,623.2661566688342,0.15266518644524602,0.14707715453332307,0.7504340277777778
19,519,48.4542,5.79174,31,4.4229,0,117,133,8,125,7,0.98983,47.45705,0.0,0.0,2.35714,5.371,5.49117,0.0,0.0,129.0,54.61049,2e-05,0.73,1.052,-1.0,0.0,65531.698019620686,0.06914136446092266,90.66190762359983,0.759675294117647,2.193991602265094,0.21363589777033898,3.1016621089699896,91.9750471428864,0.15361192644130084,33.774636916172355,0.020077081706423448,162.91257091691523,0.025352025486453704,20241.867765780094,0.15879895747454822,0.24469006646398583,0.10586445372401528,0.5454819128308457,622.7475774840442,0.15268957681982614,0.14635508996819446,0.5754243827160493
20,520,48.4062,3.49499,31,4.22492,0,116,133,8,125,7,0.98864,47.39972,0.0,0.0,2.35714,5.337,4.95186,0.0,0.0,129.0,54.5688,2e-05,0.73,1.028,-1.0,0.0,65578.27725981607,0.0684099289028084,89.30629322948715,0.7604490196078433,2.105010975818035,0.2142612952025157,3.0564516257644025,91.96172155778132,0.15372155667846643,33.66805370943046,0.020085165425001286,162.9751893230639,0.025250190760113957,20225.911857446445,0.15867209639971544,0.24471602193817338,0.10582071907221535,0.5454819128308457,622.1425078706541,0.1526189498816662,0.14570736449908323,0.7404513888888888
21,521,48.4447,2.87192,31,4.11032,0,116,133,8,125,7,0.99201,47.43412,0.0,0.0,2.5,5.342,2.95404,0.0,0.0,129.0,54.59267,5e-05,0.73,1.033,-1.0,0.0,65556.11663768103,0.06764178263123999,89.36562944941048,0.7611643137254902,2.2410599564132374,0.21474085246695904,3.0436700129340144,91.96274152147646,0.15388559076301278,33.60237479504244,0.02010747319159064,162.92421309123878,0.0252384983995064,20273.839947292654,0.15864976460780422,0.24471268483930878,0.10579616981469975,0.5454819128308447,621.599449979658,0.1525735923325636,0.14497367773978312,0.6296296296296297
22,522,48.4257,3.03558,31,3.91038,0,116,133,8,125,7,0.99758,47.39782,0.0,0.0,2.14286,5.367,2.40775,0.0,0.0,129.0,54.56786,8e-05,0.73,1.048,-1.0,0.0,65512.98276919988,0.06697397637289046,91.53343782500086,0.7607843137254902,2.2424453101205093,0.21513300920790004,3.0524074955313094,91.96749878082946,0.15402477884786464,33.575691694094814,0.020026455813716842,163.00369379661916,0.025235372032987112,20245.57722025551,0.15861163595211486,0.24467559535959946,0.10575894506769062,0.5454819128308451,621.0863888960164,0.1526092803000592,0.1442846489813984,0.5660686728395061
23,523,48.4451,3.15592,31,4.23118,0,116,133,8,125,7,0.99838,47.42293,0.0,0.0,2.32143,5.377,2.54991,0.0,0.0,129.0,54.59001,4e-05,0.72,1.033,-1.0,0.0,65572.26843077388,0.06630733966643197,91.26673951085658,0.7607847058823528,2.0399454100826424,0.21546822778037877,3.104919356296543,91.92933532430831,0.15427299529826868,33.625054441852335,0.019997946744971993,162.94929359608807,0.025249864857351038,20278.919412328487,0.1585484291404895,0.2447090020351303,0.10573480172396119,0.5454819128308458,620.6503413196422,0.15262146986854996,0.14356041167338096,0.5172646604938271
24,524,48.3676,3.19221,31,4.03696,0,116,133,8,125,7,0.99787,47.33408,0.0,0.0,2.67857,5.359,2.65677,0.0,0.0,129.0,54.56219,5e-05,0.72,1.031,0.125,0.0,65474.13510838513,0.06568147180066249,90.85022084258435,0.7607843137254902,2.469752767548047,0.21579448119853198,3.134182522379725,91.96428748339578,0.1544180427096584,33.6776328381197,0.020028976016466984,163.0018576356305,0.02513676860356557,20202.937488765794,0.15856863011000225,0.24466103432209654,0.1057635420354112,0.545481912830846,620.2445236054442,0.1525768814285842,0.14282834875584938,0.4866898148148148
25,525,48.4219,3.06414,31,4.03796,0,116,133,8,125,7,1.00277,47.39682,0.0,0.0,2.46429,5.368,2.68745,0.0,0.0,129.0,54.57136,8e-05,0.73,1.042,-1.0,0.0,65543.94878680386,0.0651645101393465,90.67258227679575,0.7611196078431373,2.1655517198151735,0.21609808568836658,3.1336479363748078,91.93890777411211,0.15455221571728783,33.68579629026813,0.01998341299768802,163.0278173050245,0.025094879190516145,20236.522802806154,0.15851298658856408,0.24470805665954276,0.1057105490859564,0.5454819128308449,619.8834372261299,0.1525824751608495,0.14219042333567566,0.6005979938271605
26,526,48.3451,3.02538,31,4.03143,0,116,133,8,125,7,1.00108,47.33971,0.0,0.0,2.25,5.346,2.57705,0.0,0.0,129.0,54.54364,5e-05,0.72,1.032,-1.0,0.0,65514.69799859269,0.06467180860289562,90.85900013671218,0.7610898039215686,2.2320709278254927,0.21644597488892955,3.107420771364677,91.97337334379787,0.15470303033175753,33.66693849916811,0.01996256890648131,163.01029219069736,0.025015201733997534,20107.844861794798,0.15848967680220538,0.2447014821280381,0.10564514534295452,0.5454819128308457,619.5458991605692,0.15257942945169176,0.14152168612930094,0.6141010802469136
27,527,48.34,3.12176,31,4.18178,0,116,133,8,125,7,1.00053,47.33272,0.0,0.0,2.07143,5.357,2.54147,0.0,0.0,129.0,54.53714,8e-05,0.73,1.039,-1.0,0.0,65532.75670923107,0.06421545007048388,91.66625398991621,0.7610857058823528,2.0428030127099306,0.21674321074846023,3.119301568864507,91.97732385193387,0.15493293723085624,33.622867348753374,0.020013762930394825,163.03495714886833,0.024940359131888513,20083.71079633481,0.15839590978752977,0.24476907213240134,0.10560781791075169,0.5454819128308452,619.2452592257816,0.152509657177705,0.1408591892766983,0.6086516203703703
28,528,48.2661,3.24022,31,4.24831,0,116,133,8,125,7,0.99582,47.23966,0.0,0.0,2.14286,5.36,2.62629,0.0,0.0,129.0,54.53024,3e-05,0.73,1.034,-1.0,0.0,65553.27699719965,0.06377431887136527,90.63776432515472,0.7614847058823531,1.9731957267687472,0.21698993910152956,3.208844831560881,91.97411404484944,0.15520549152677574,33.67165384174865,0.019981032281536793,163.01784535690737,0.024864703225790985,20101.534240843033,0.15815094466449148,0.24480264576879807,0.10555145772825782,0.5454819128308458,618.9599970881497,0.15243688606490474,0.14007253895114327,0.5978009259259259
29,529,48.2917,3.04787,31,4.45711,0,116,133,8,125,7,0.99886,47.24554,0.0,0.0,2.25,5.366,2.72933,0.0,0.0,129.0,54.53683,5e-05,0.73,1.017,-1.0,0.0,65489.50104679229,0.06328283788910899,91.67818679043468,0.7613498039215686,2.226766488253416,0.21719715880930474,3.2945087794683183,91.95467164208702,0.15537714939661218,33.693564144181614,0.02000505896970111,163.07035618003113,0.024851609739324217,20156.836475752927,0.15775368507141171,0.244831214632538,0.105548882409017,0.545481912830846,618.7018104960076,0.1523943027305597,0.13944697121483637,0.5786072530864198
30,530,48.2411,2.91919,31,4.30945,0,116,133,8,125,7,0.99464,47.18665,0.0,0.0,2.17857,5.371,2.56147,0.0,0.0,129.0,54.5165,5e-05,0.72,1.029,-1.0,0.0,65498.251601456504,0.06287659329028711,90.83410166030643,0.7611885294117645,2.4348890913408447,0.21752073634118424,3.207815238952064,91.97040974180547,0.15554885345810723,33.69021135495033,0.01996280414713121,163.02525420765056,0.0248050944267102,20088.313316800042,0.1572465315026274,0.24487316205442028,0.10557997465493638,0.5454819128308473,618.454065161722,0.15236599353867306,0.13887944170301408,0.6275559413580247
31,531,48.2784,2.83264,31,4.23589,0,116,133,8,125,7,0.99073,47.24083,0.0,0.0,2.14286,5.374,2.44978,0.0,0.0,129.0,54.51158,8e-05,0.72,1.03,-1.0,0.0,65528.458536899205,0.06252982595665367,91.30565853277538,0.7611643137254902,2.3318489129612816,0.21770199325623044,3.13543271395754,91.97942634540783,0.15572228576399355,33.63654073079427,0.019978434747346556,163.0594243312304,0.024833353788563023,20072.094419600828,0.15678578504009502,0.24496367089022839,0.10561782307662951,0.5454819128308454,618.2422143715638,0.15238500316711828,0.1386260384257967,0.5701195987654321
32,532,48.239,3.10184,31,4.15956,0,116,133,8,125,7,0.99443,47.19246,0.0,0.0,2.25,5.364,2.37292,0.0,0.0,129.0,54.49971,5e-05,0.72,1.013,0.125,0.0,65485.670362028046,0.062221067734709846,90.17370874970166,0.761275294117647,2.2192876996525515,0.21798089013393612,3.0999148267122387,91.98395532692695,0.15593806268224647,33.683697547441646,0.019971281033117374,163.0074815385064,0.024912123498582364,20077.79438129947,0.15648006425038424,0.2449493595722779,0.10560257935738257,0.545481912830847,618.0269156205892,0.15232513312641818,0.13843802342564446,0.5054012345679012
33,533,48.2285,3.32512,31,4.34232,0,116,133,8,125,7,0.99374,47.1722,0.0,0.0,2.21429,5.407,2.60911,0.0,0.0,129.0,54.50482,4e-05,0.73,1.031,-1.0,0.0,65543.81528284492,0.06182176455327918,91.92203756222807,0.7608894117647058,2.092187189781024,0.21809966379961732,3.190470656385866,92.01151217332308,0.15603755196485627,33.61968994140625,0.019994582685808032,163.03342343894272,0.02492101737634666,20100.993292822815,0.1561625060084468,0.2450228142479003,0.1056310289816424,0.5454819128308466,617.8494408014539,0.15231255541511932,0.13813753196287223,0.4091917438271605
34,534,48.2417,3.37101,31,4.34243,0,116,133,8,125,7,0.99842,47.15271,0.0,0.0,2.32143,5.369,2.80586,0.0,0.0,129.0,54.50226,4e-05,0.72,1.027,-1.0,0.0,65547.40849025446,0.06137020980218679,90.76321650295661,0.761499862745098,2.229278136518756,0.21831800604327342,3.2811923373338217,91.97569886539674,0.15613746264896214,33.65117824224778,0.01994756607569192,162.99819315409405,0.024864296206799,20181.257678126873,0.15591515077775484,0.24505148401802654,0.10562134321208083,0.5454819128308481,617.6685922177727,0.15226144527751803,0.13839902700767898,0.35749421296296297
35,535,48.3288,3.37152,31,4.3058,0,116,133,8,125,7,0.99573,47.22583,0.0,0.0,2.32143,5.374,2.84366,0.0,0.0,129.0,54.5231,5e-05,0.72,1.046,-1.0,0.0,65607.52775664357,0.06094867168438835,91.36119710225134,0.7622345098039216,2.1466558104028675,0.21851760357066427,3.2927526191557104,91.97391582624317,0.15629626959289322,33.66417326750579,0.01991126675143984,163.05764236607666,0.024858961681376378,20336.995295665074,0.1556606533961037,0.2451124673835511,0.10565577020326519,0.5454819128308487,617.5249178034381,0.15227321996919035,0.1393871695336926,0.32590663580246915
36,536,48.2781,3.38083,31,4.40106,0,116,133,8,125,7,0.98851,47.16627,0.0,0.0,2.28571,5.348,2.84524,0.0,0.0,129.0,54.50691,4e-05,0.73,1.047,-1.0,0.0,65630.0593387374,0.060587035298878135,91.00132824289777,0.7629007843137254,2.4374011149006964,0.2186774242628135,3.2603401215721854,91.97212966722529,0.15642518189883417,33.738477730456694,0.0198657886728571,162.9936929770156,0.024823195203565494,20254.17521266449,0.15531054949649534,0.2451774912987353,0.1056197971202775,0.5454819128308459,617.3852634921021,0.15220890715546614,0.14003600435696628,0.314477237654321
37,537,48.3102,3.51389,31,4.45204,0,116,133,8,125,7,0.98556,47.21434,0.0,0.0,2.28571,5.351,2.85478,0.0,0.0,129.0,54.5169,4e-05,0.72,1.015,-1.0,0.0,65608.02377179293,0.060257107800775686,89.55845828813389,0.7622289215686273,2.2734417810357512,0.21887807535444787,3.2047113092472594,92.05149302370927,0.15659084657551608,33.67014510543258,0.01982289912503744,163.03377615080004,0.024791164156704106,20293.128923289478,0.15494554984771075,0.24520568798634051,0.10562513493281504,0.5454819128308462,617.2747199968029,0.15218534734118347,0.14056989178857648,0.28501157407407407
38,538,48.2049,3.61127,31,4.45324,0,116,133,8,125,7,0.9864,47.12975,0.0,0.0,2.75,5.35,2.96798,0.0,0.0,129.0,54.49102,6e-05,0.73,1.034,-1.0,0.0,65106.85997118747,0.060005170080325264,89.1754474629641,0.7620278431372548,2.445934723000038,0.218834619717863,3.197482477461423,92.01366522528546,0.15667162468408966,33.60812170711564,0.019797874151903615,163.0438935962722,0.024794072768425483,20054.447879699244,0.15459931502519625,0.24521061723289295,0.1056511713229425,0.5454819128308467,617.1637989948304,0.1521363227025186,0.14115979558409875,0.2736786265432099
39,539,48.1113,3.69363,31,4.5658,0,116,133,8,125,7,0.98778,47.05671,0.0,0.0,2.21429,5.376,3.05459,0.0,0.0,129.0,54.53119,5e-05,0.73,1.039,-1.0,0.0,65624.7215875516,0.059686846382628965,90.6455792505683,0.7624588235294117,2.106508406748263,0.21868825178047935,3.227509331764281,92.02546985871585,0.1567853764708012,33.68096132631655,0.019789843783219276,163.0459074201246,0.024717406014028442,19929.843907868228,0.15445267279399352,0.24523332420942837,0.10559843497401615,0.5454819128308452,617.087996755119,0.15214172681978733,0.14164287917923912,0.2691936728395062
40,540,47.9279,3.6585,31,4.57394,0,116,133,8,125,7,0.9845,46.90358,0.0,0.0,2.10714,5.369,3.12529,0.0,0.0,129.0,54.49882,4e-05,0.73,1.022,0.125,0.0,65579.96050953805,0.0594000153062081,89.04896077401503,0.7607843137254902,2.3175905045520038,0.21843729495512332,3.2529859265406613,92.04377018359443,0.1567802049782125,33.65277871967834,0.01980827174789674,163.01071386934768,0.02466784443413268,19661.212711082026,0.15429246677946792,0.2452720299165573,0.10563620989671405,0.5454819128308455,616.9911195761903,0.15211883391226214,0.14205490965916048,0.26789158950617287
41,541,47.8873,3.52548,31,4.59662,0,116,133,8,125,7,0.98513,46.88366,0.0,0.0,2.14286,5.444,3.09686,0.0,0.0,129.0,54.52174,4e-05,0.72,1.028,-1.0,0.0,65545.39963515582,0.0591831609118144,90.0373859324743,0.7609335294117642,2.32587649701625,0.21817136624402259,3.2673822912290253,92.086708294978,0.15677617532285865,33.65354731053482,0.019806680564437486,163.0435900396992,0.02470292977340067,19720.50870620629,0.15410262014285372,0.24532058758862618,0.10564251097480637,0.5454819128308454,616.9209598955541,0.15212526102541518,0.14237494743466436,0.27411265432098764
42,542,47.8531,3.36199,31,4.46389,0,116,133,8,125,7,0.99125,46.86718,0.0,0.0,2.42857,5.38,2.97961,0.0,0.0,129.0,54.50968,4e-05,0.72,1.032,-1.0,0.0,65560.82265297901,0.0589262450325723,90.72654656501432,0.7607843137254902,2.3104127782346584,0.21787463024802187,3.233093415950958,92.09204270031641,0.15675198665730475,33.68017559286989,0.019737580044315924,163.0101721484351,0.02468606594633723,19642.993617697422,0.15398805207002045,0.2453611866699649,0.10561316211046841,0.5454819128308458,616.8463553067945,0.15210401545371585,0.1427801601933058,0.2572820216049383
43,543,47.9086,3.25252,31,4.36634,0,116,133,8,125,7,0.98624,46.93323,0.0,0.0,2.46429,5.402,2.84073,0.0,0.0,129.0,54.51528,5e-05,0.72,1.028,-1.0,0.0,65571.73950249242,0.0587103510723286,89.46827698784291,0.7602027843137253,2.243341121194472,0.21766775483625597,3.1757318771028062,92.07532462256006,0.15670983118158774,33.63397197958864,0.019731339236227156,163.02109800713833,0.02471977320064688,19691.061504600035,0.1538563017261314,0.24541225235429437,0.10562362882625742,0.5454819128308456,616.7857354301025,0.1521280836473202,0.1430582008167672,0.24676890432098766
44,544,47.8911,3.00348,31,4.38135,0,116,133,8,125,7,0.99104,46.93096,0.0,0.0,2.39286,5.375,2.74094,0.0,0.0,129.0,54.5104,4e-05,0.72,1.019,-1.0,0.0,65561.1523908392,0.05852628521054093,88.93411971537526,0.759696862745098,2.2756662573997546,0.21746431176469644,3.1493732893202004,92.08106965996001,0.15664974683577726,33.663746398172265,0.01969220522227705,163.01684905246415,0.024735701397945883,19636.92545844882,0.1538184904720913,0.24550483504994158,0.10561220797617739,0.5454819128308448,616.7146905546036,0.15207442100213125,0.14346602674505904,0.2745949074074074
