,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,color_fulness,cubrow.0.3,temporal,uhdhdsim,movement,cubcol.0,cubcol.0.5,noise,staticness,cubrow.0,blur,cubcol.0.6,cubcol.0.3,tone,contrast,fft,cubcol.1.0,cubrow.0.5,blockiness,saturation,cubrow.0.6,cubrow.1.0
45,45,65.4591,2.15973,30,2.72865,0,106,131,7,125,5,0.98725,58.56819,0.0,0.0,2.92857,3.927,1.79718,0.0,0.0,126.0,59.218,0.00039,0.28,1.41,-1.0,7.677256,161.77996103272793,0.2615715909568567,1.8318654687719327,89.46672896341376,0.9282889660493827,0.005170286669034388,0.22094970245717183,0.20793653046654184,520.2533142407203,0.10236408725285544,60183.324727924926,0.22404751704130205,0.026045178108261884,0.854366274509804,93.90789369379112,70638.68303167574,0.005302493074026806,0.14275622503689572,1.9149646483771812,32.03605180905189,0.14367755719733194,0.10072285990894231
46,46,65.4241,2.16411,30,2.82563,0,106,131,7,125,5,0.98404,58.55019,0.0,0.0,4.07143,3.926,1.79549,0.0,0.0,126.0,59.21178,0.00035,0.28,1.323,-1.0,7.641263,161.53178997073144,0.26159562821891685,1.8617850925146748,89.45542347509394,0.9796971450617284,0.005177660955225034,0.2209648605810096,0.20793653046654148,520.1781710914779,0.10236080876916318,60041.31479886777,0.22396601798441237,0.026045062925643698,0.8543364705882354,93.55746389200046,70605.24130519034,0.005303165426737212,0.14280208860856394,1.8993229104416123,31.97890670211227,0.14363002422171975,0.10091018432545386
47,47,65.5054,2.02757,30,2.8945,0,106,131,7,125,5,0.98532,58.62522,0.0,0.0,3.5,3.901,1.80409,0.0,0.0,126.0,59.24298,0.00037,0.28,1.437,-1.0,7.658229,161.70057515641344,0.26156630412556187,1.859595542735497,89.4442245744319,1.0307195216049383,0.005210562327676533,0.2209370412137619,0.20793653046654192,520.142413247846,0.10234117496289526,60287.38079087357,0.2239258235737276,0.02605422699293939,0.854366274509804,93.63296890840377,70733.35294575937,0.005301029550798722,0.14281166347543245,1.8494665400020946,31.986359396098575,0.14357519461742171,0.10105217402521273
48,48,65.4898,1.88563,30,2.8607,0,106,131,7,125,5,0.99006,58.61236,0.0,0.0,3.60714,3.932,1.67989,0.0,0.0,126.0,59.21816,0.00037,0.28,1.393,0.45538,7.638687,161.89284344259943,0.2615756648913058,1.8032490164075778,89.45676612147055,1.0514081790123457,0.00520886585987638,0.22095093396175194,0.2079365304665428,520.0925601195519,0.10237449054561804,60167.788853433034,0.22387475264052156,0.026079044681203777,0.854030980392157,93.95529310882664,70747.52521185517,0.005310337884705111,0.14278733111782294,1.8491882807628124,31.966878820348672,0.1435040947369253,0.10117059262962846
49,49,65.5439,1.85695,30,2.68551,0,106,131,7,125,5,0.9887,58.66042,0.0,0.0,3.17857,3.902,1.55704,0.0,0.0,126.0,59.25017,0.00039,0.28,1.435,-1.0,7.625193,162.57895254803194,0.2616535465613153,1.7700766357127864,89.43917224865793,1.0595100308641976,0.005199868049194442,0.2209541618440043,0.20793653046654229,520.070865389446,0.10239834383647285,60350.85206745057,0.2238140617466874,0.026086388015994583,0.854366274509804,93.72682988501806,70784.95581492511,0.005293880682628883,0.14276749938981867,1.961636901624587,31.99617381154755,0.14342273901668892,0.10125988463536617
50,50,65.5137,1.86475,30,2.71291,0,106,131,7,125,5,0.99185,58.63739,0.0,0.0,3.39286,3.913,1.53267,0.0,0.0,126.0,59.22923,0.00042,0.28,1.35,-1.0,7.72094,162.31716910700277,0.26169180016440863,1.7632322341434874,89.4612148919981,1.0972704475308641,0.005216824667984288,0.22092703743546718,0.20793653046654204,520.0424049931695,0.10238905206584382,60151.22399072986,0.2237596832634116,0.026088926023770352,0.8539564705882354,93.99710725813695,70752.23474911484,0.005300323955655016,0.14277241471861368,1.9350738649427226,32.01595598385658,0.14334123753688033,0.10119267295406563
51,51,65.5774,1.92195,30,2.78036,0,106,131,7,125,5,0.99132,58.69515,0.0,0.0,3.60714,3.896,1.54433,0.0,0.0,126.0,59.23592,0.00032,0.28,1.5,-1.0,7.589327,161.83446189652878,0.26172004124416226,1.7594788026998807,89.41234978770007,1.056712962962963,0.00521117204351621,0.22089564164405098,0.20793653046654237,520.0439356669792,0.10242794729601828,60396.895905749654,0.2237241717718719,0.02609659196744509,0.8532650980392157,90.35033580871173,70832.58611397269,0.005284204706363511,0.14280797646589305,1.7090944746692203,31.9586910671658,0.1432684291172676,0.10126727122873463
52,52,65.5237,1.9396,30,2.74423,0,106,131,7,125,5,0.99029,58.64104,0.0,0.0,3.28571,3.906,1.59166,0.0,0.0,126.0,59.23032,0.00035,0.28,1.517,-1.0,7.715857,162.47099757192728,0.2617513249355688,1.7833239135986365,89.41735370533593,1.0201581790123457,0.005218285900285431,0.22086045040192454,0.20793653046654237,520.0293810816113,0.10240368936490497,60213.21403728778,0.22363493128434728,0.02610539175947311,0.8535627450980392,92.78280159653966,70873.72091102696,0.00528274517011544,0.14287263731185243,1.937721668556203,32.02936789430218,0.14317669081679293,0.10130836315907366
53,53,65.5978,2.01767,30,2.88012,0,106,131,7,125,5,0.99015,58.7087,0.0,0.0,3.25,3.911,1.60779,0.0,0.0,126.0,59.26518,0.00037,0.28,1.397,-1.0,7.641556,162.1510450421746,0.2617578990751831,1.816867210940678,89.43539925009637,0.9715952932098766,0.005198823780879279,0.2208845648778291,0.20793653046654248,520.0348191002126,0.10241784741914486,60485.52447117534,0.22355711646928614,0.026124957165497245,0.8538156862745099,92.7069396513417,70821.98923603403,0.005289347845008344,0.14292922272225653,2.0378851057039093,31.98794480312018,0.14306391716573005,0.10112478161644672
54,54,65.5366,2.09137,30,2.99265,0,106,131,7,125,5,0.99513,58.65547,0.0,0.0,3.78571,3.9,1.67583,0.0,0.0,126.0,59.24108,0.00036,0.28,1.535,-1.0,7.631475,162.30035627903231,0.2617997372899895,1.832068648739292,89.45042058087893,0.9146412037037037,0.005208300766253246,0.22086620969511847,0.2079365304665425,520.0447710968772,0.10238997817117475,60292.653691689324,0.2234637890360679,0.026135419987177614,0.8526996078431373,90.90163100438869,70816.87034741601,0.0052823881479483565,0.1429629178641397,2.10402203275606,32.00213849103009,0.14299288765434354,0.10119418661935065
55,55,65.5494,2.21856,30,2.92718,0,106,131,7,125,5,0.99106,58.65984,0.0,0.0,3.64286,3.92,1.73972,0.0,0.0,126.0,59.28551,0.00033,0.28,1.367,-1.0,7.608458,161.86276282546933,0.2617423902062245,1.8477365007443913,89.45068488635152,0.9116994598765432,0.005208650168665233,0.22087553999403722,0.20793653046654295,520.0597398099997,0.10239284738140329,60358.13666617358,0.223380916923663,0.02614722975204208,0.8540913725490198,93.66303158859323,70757.5967290376,0.005277818235517968,0.14298386127248178,2.5101328271391474,32.05262756347656,0.14293300678489285,0.10117125166141248
56,56,65.5447,2.39062,30,2.96724,0,106,131,7,125,5,0.98478,58.65921,0.0,0.0,3.71429,3.889,1.8519,0.0,0.0,126.0,59.27759,0.00036,0.28,1.394,0.4546,7.676013,162.50884212737333,0.2617479574820426,1.8755639155427384,89.44171890718893,0.8699845679012346,0.005229161392646165,0.2208624474961854,0.20793653046654295,520.0822143111387,0.10240012008839593,60359.4358178996,0.22330845634325264,0.02616276996656233,0.854030980392157,92.91708632066809,70848.3037898109,0.00527984816815934,0.14295729152776637,2.308607465032663,32.05886501736111,0.14286453307648486,0.10110420906566085
57,57,65.5419,2.46512,30,2.83159,0,106,131,7,125,5,0.97591,58.64848,0.0,0.0,4.07143,3.955,2.00265,0.0,0.0,126.0,59.31267,0.00037,0.28,1.441,-1.0,7.686117,162.5295650121198,0.26172138766718495,1.8684569047718793,89.43834768899457,0.8037712191358025,0.005229926899611954,0.22084831716406408,0.2079365304665416,520.1027346252234,0.10242146645352179,60316.68246862092,0.22326655761369238,0.026186776944331,0.853807843137255,93.65613092363324,70922.38892895759,0.005272727854555365,0.14297131836461605,1.98834122828591,32.1440128279321,0.14280726825491355,0.10111188921687525
58,58,65.4881,2.33881,30,3.16596,0,106,131,7,125,5,0.97609,58.59957,0.0,0.0,3.10714,3.938,2.06909,0.0,0.0,126.0,59.2946,0.00037,0.28,1.452,-1.0,7.639347,162.19687939117924,0.26171580995106175,1.8978528027904773,89.46030064305614,0.7703993055555556,0.005212185136064365,0.2208116200635107,0.20793653046654215,520.1184409225923,0.10243159342901048,60276.42160876481,0.22321966089354509,0.026209777242773055,0.8535101960784315,93.92337470985511,70824.66090201083,0.005281201751209312,0.14298498005074692,1.8187730957532202,32.16863392017506,0.14275404754753115,0.10116947996996738
59,59,65.5612,2.11241,30,3.07225,0,106,131,7,125,5,0.98068,58.65165,0.0,0.0,3.39286,3.947,1.95889,0.0,0.0,126.0,59.34175,0.00035,0.28,1.526,-1.0,7.628056,162.3241506053043,0.26167619934714087,1.9013851689490977,89.44561441081107,0.7958622685185185,0.005217930721664336,0.22080393140430812,0.2079365304665425,520.1521340090867,0.10241147796687027,60374.577665603305,0.22315442372555283,0.02623015494395456,0.8532203921568629,93.62618501510872,70804.22821560364,0.005282401882545489,0.14299346686906864,1.9028806362106607,32.06074429735725,0.1426947407935013,0.10126114990861551
60,60,65.5511,2.08469,30,2.88799,0,106,131,7,125,5,0.98193,58.65501,0.0,0.0,3.42857,3.903,1.75555,0.0,0.0,126.0,59.32702,0.00038,0.28,1.428,-1.0,7.668345,161.92700302620455,0.2616879194780135,1.8485531528744468,89.41379848241891,0.8648726851851852,0.005206633632803361,0.2208298934701273,0.20793653046654234,520.182654078023,0.10241042509509621,60417.96642706883,0.2229935847824383,0.02597827043031716,0.8526917647058824,93.88950944183124,70745.29642454193,0.00527326058711922,0.1429688082518501,1.7820880321488102,32.05306686589747,0.14278130306455522,0.10118749990175416
61,61,65.5662,2.22167,30,3.09518,0,106,131,7,125,5,0.98338,58.66208,0.0,0.0,3.14286,3.917,1.73429,0.0,0.0,126.0,59.38231,0.00039,0.28,1.448,-1.0,7.656638,162.2507114392301,0.2616596007709451,1.8364318215315658,89.43862227494036,0.8919270833333334,0.0052278523897176755,0.22076646048803378,0.20793653046654223,520.2265905787135,0.10238845952336527,60458.27003069698,0.22285177690860142,0.025890700462401873,0.8532203921568629,91.9675385514962,70784.96294748204,0.005298146859824846,0.14297033950588664,2.08180257247569,32.14573744785639,0.14284488712859542,0.10117402716625987
62,62,65.5039,2.30196,30,3.20223,0,106,131,7,125,5,0.98278,58.60032,0.0,0.0,3.46429,3.945,1.8539,0.0,0.0,126.0,59.35008,0.00041,0.28,1.363,-1.0,7.752618,162.0905738369852,0.26167833132490104,1.8331322666117151,89.44137099743853,0.9149787808641975,0.005235702955704891,0.22075126758222566,0.2040954894874789,520.2629145609686,0.10236076648949773,60400.28553421918,0.22269445610871202,0.02581662370894348,0.8528850980392157,93.8235744434168,70843.70034464853,0.0052835654330193,0.14298434944986538,1.9223438908281085,32.05053466043354,0.14291430506482994,0.10123136651129375
63,63,65.5345,2.33735,30,3.05553,0,106,131,7,125,5,0.9865,58.62985,0.0,0.0,3.32143,3.907,1.92261,0.0,0.0,126.0,59.39304,0.00033,0.28,1.413,-1.0,7.64325,162.72330800170286,0.26172093975963845,1.8342028486567608,89.4482954741444,0.9441068672839507,0.0052227880931129,0.22076545714187504,0.20793653046654156,520.3274187133366,0.10236723099199976,60463.12927851792,0.22252840085397482,0.02573472913068753,0.853687843137255,93.9156177687052,70804.53439600371,0.005296763251041695,0.14292183438066483,1.997750339195049,32.12120414074556,0.1429718825601151,0.10144184243063904
64,64,65.4943,2.15319,30,3.04385,0,106,131,7,125,5,0.98536,58.59699,0.0,0.0,3.10714,3.986,1.95425,0.0,0.0,126.0,59.35388,0.00035,0.28,1.347,0.45177,7.669695,162.18971890880556,0.2617273748667984,1.8332843182280552,89.45002377006297,0.9665798611111112,0.005215427560639057,0.22079410588094386,0.20571890442331286,520.3685691424877,0.10236714876426777,60303.587322352425,0.22239654873141348,0.02568702043394247,0.8528694117647059,93.78709521176839,70764.01463924121,0.005308382375935338,0.14289001725154765,1.8199033296906855,32.11449385278019,0.14299194128744377,0.10146982623658458
65,65,65.5314,1.83808,30,2.78026,0,106,131,7,125,5,0.98344,58.62981,0.0,0.0,3.07143,3.967,1.79051,0.0,0.0,126.0,59.39793,0.00042,0.29,1.393,-1.0,7.661941,162.18741834703422,0.26175358663133236,1.8151925420636166,89.43956521707676,1.0082465277777777,0.005225165483111073,0.22075558357292704,0.20793653046654262,520.4286170149394,0.1023582137100382,60329.11879240945,0.2222591701410389,0.025653995476088976,0.8532203921568629,93.63141146505592,70804.90614909775,0.0053134934248412,0.14284860328420404,1.7717107118345428,32.14242666739005,0.14301327732813035,0.10149019408408626
66,66,65.4706,1.86582,30,2.7826,0,106,131,7,125,5,0.98192,58.5787,0.0,0.0,2.92857,3.958,1.51468,0.0,0.0,126.0,59.38903,0.00032,0.28,1.416,-1.0,7.767119,162.58926223469658,0.2617958946299775,1.7905911213300507,89.46464178959347,1.0133101851851851,0.005237316752170292,0.220776614400966,0.20793653046654192,520.4866997826426,0.10235617826693513,60132.866514182366,0.22214178256022338,0.02564971233859863,0.8526917647058824,93.84636619174373,70745.56660470407,0.005298782145329195,0.14283867672502445,1.8248007392195082,32.13101667239342,0.14298755263020074,0.1013771408101548
67,67,65.496,2.25183,30,2.86375,0,106,131,7,125,5,0.98197,58.59394,0.0,0.0,3.14286,3.98,1.53708,0.0,0.0,126.0,59.42494,0.00033,0.28,1.445,-1.0,7.685314,162.46045903883422,0.261846901836688,1.7850896274803292,89.45996575133779,0.9747781635802469,0.0052398207394546694,0.22071728938500335,0.2040954894874779,520.5554058539143,0.10234515575989754,60226.024077836824,0.22206539470640793,0.025675466388921247,0.8540913725490198,93.86816140437847,70758.82285252394,0.0052948884653489575,0.1427747947357669,1.887508360646844,32.14326966839072,0.14296033213544113,0.10140426715578875
68,68,65.4303,2.36888,30,3.01648,0,106,131,7,125,5,0.9839,58.54231,0.0,0.0,3.39286,3.945,1.87938,0.0,0.0,126.0,59.40238,0.00043,0.29,1.353,-1.0,7.728183,161.80794911011944,0.26181780783088643,1.8237705231303347,89.44586184484177,0.923804012345679,0.005219757659584856,0.22070174997912095,0.20187786344425165,520.6158231653211,0.10233282336923745,60146.62045307876,0.22193806156455273,0.025703453524903372,0.8526917647058824,93.84622412827648,70868.40397312617,0.005284367433555861,0.14272894737502476,2.0744473890595163,32.06240241910204,0.14292948737385713,0.10143076519609777
69,69,65.4851,2.26609,30,2.94178,0,106,131,7,125,5,0.98376,58.58573,0.0,0.0,3.60714,3.947,1.98141,0.0,0.0,126.0,59.45982,0.00041,0.28,1.32,-1.0,7.755427,161.87977478710167,0.26185415311007226,1.862064993597339,89.437817658125,0.9029706790123457,0.005212375667805783,0.22069185790868417,0.20409548948747824,520.6881031646104,0.10232472379247334,60301.25350878233,0.22186899123325998,0.025732662386639356,0.8540537254901961,93.6789238396455,71046.1954263426,0.005286060359689116,0.1426942853692429,2.1442022498876563,32.15637395411362,0.14290234141324917,0.10143012869294137
70,70,65.4121,2.11228,30,3.04292,0,106,131,7,125,5,0.98922,58.51069,0.0,0.0,3.42857,3.947,1.89436,0.0,0.0,126.0,59.42332,0.00035,0.28,1.384,-1.0,7.738377,162.39176885917772,0.26185618372145214,1.8331037664912153,89.46533680285995,0.886670524691358,0.005223563142325875,0.2206724935399077,0.20187786344424907,520.7517020357562,0.10228389264846482,60151.74834490595,0.2217658248459746,0.025736286070249286,0.8532721568627452,93.69771488539007,70643.23627231464,0.005285560257306692,0.14263273496407328,2.3283350623451007,32.17275850272473,0.14287570119543244,0.10147668801889903
71,71,65.4296,2.12616,30,2.7402,0,106,131,7,125,5,0.98704,58.52227,0.0,0.0,3.67857,3.953,1.75969,0.0,0.0,126.0,59.43451,0.00039,0.28,1.415,-1.0,7.823407,161.69399139357085,0.2618231194193421,1.8026830783208116,89.46278222518885,0.9152199074074074,0.005201041059572846,0.2206700463601324,0.20187786344425165,520.8243007881803,0.10229331589193885,60196.2734199272,0.22163328536570917,0.025756671626103324,0.8532203921568629,92.94801892065564,70689.03771840983,0.005291526874231916,0.1425826070998499,2.3906806251407278,32.05308608066888,0.14285533784403173,0.10158426208362935
72,72,65.3704,2.44325,30,2.80512,0,106,131,7,125,5,0.98812,58.47161,0.0,0.0,2.89286,3.938,1.77331,0.0,0.0,126.0,59.40407,0.00032,0.28,1.437,0.45255,7.724921,161.22587189284212,0.26179734795619425,1.8134838396939952,89.48225718555973,0.8821855709876543,0.00520189462323804,0.2206528831492829,0.201877863444251,520.8833655511602,0.1022304637166319,60148.4000846093,0.22154459811066213,0.025758025578080757,0.8526917647058824,93.70810330058877,70619.12342817702,0.005294279391014646,0.1425696007189281,2.0089396896788685,32.07209061987606,0.14280837693748488,0.10150609400673002
73,73,65.4173,2.77057,30,2.87116,0,106,131,7,125,5,0.98649,58.51393,0.0,0.0,4.46429,3.967,2.04778,0.0,0.0,126.0,59.43811,0.00043,0.29,1.342,-1.0,7.80535,161.4036802711593,0.26177182388684406,1.9005912179847244,89.459793598901,0.8494888117283951,0.005206463145862849,0.22063208024390943,0.20187786344425096,520.9627563667625,0.10224917459964206,60337.12913160953,0.2214850969327203,0.025767318225205667,0.8532203921568629,92.69342974537818,70673.17143788595,0.005291016970640305,0.14257910265272353,1.9611253163088875,32.09236069667487,0.14267397797779544,0.1015303645922703
74,74,65.3472,3.04277,30,3.09232,0,106,131,7,125,5,0.98428,58.43928,0.0,0.0,3.82143,3.946,2.33494,0.0,0.0,126.0,59.39414,0.00034,0.28,1.436,-1.0,7.725364,161.7830533406745,0.2617277848839569,2.0005088328417293,89.4618686446559,0.8415798611111112,0.0052235824034166925,0.22055397649092806,0.201877863444249,521.0197616937025,0.10222312130517805,60256.94879977333,0.2214869802385891,0.02577079096384667,0.8532721568627452,92.2140194021696,70759.74737619143,0.005296737506406152,0.1425803756022923,1.9586308808203108,32.165868876892844,0.14254139632241802,0.10164638804753859
75,75,65.3592,3.20445,30,3.13976,0,106,131,7,125,5,0.98133,58.45053,0.0,0.0,3.25,3.96,2.5727,0.0,0.0,126.0,59.4206,0.00041,0.28,1.455,-1.0,7.798185,161.75809895674374,0.26168339670138646,2.0863592223120997,89.44963147628586,0.9007523148148148,0.005215162447148059,0.22052945317830946,0.20793653046653937,521.0870504153867,0.1022141412195205,60332.89408751085,0.22141036948988355,0.02578103727484954,0.8529298039215687,92.42650223714466,70816.27261683135,0.005290801694231849,0.14256449161565207,1.9057080267292574,32.23549378948447,0.14242318877495797,0.10168169666828093
76,76,65.2586,3.18403,30,3.34902,0,106,131,7,125,5,0.98882,58.35247,0.0,0.0,3.96429,3.965,2.71374,0.0,0.0,126.0,59.3903,0.00039,0.28,1.497,-1.0,7.772076,162.81235193505077,0.2616689230609711,2.156204374181803,89.48107970137366,1.0262827932098766,0.005229159217922945,0.2205090554450703,0.20409548948747894,521.1441847512928,0.10217112300408984,60070.73227999731,0.221350893252411,0.025776278934067694,0.8535627450980392,93.80200325187545,70804.30746580112,0.0053021325843119575,0.1425351807028034,2.052839360296986,32.26743476773486,0.14221286974012246,0.10159766638878356
77,77,65.2992,3.02073,30,3.64575,0,106,131,7,125,5,0.98499,58.39304,0.0,0.0,3.32143,3.939,2.69887,0.0,0.0,126.0,59.39445,0.00042,0.28,1.53,-1.0,7.827941,162.1891083189666,0.2616512436625229,2.1834784461954277,89.49065654596774,1.1334394290123457,0.005222115016443228,0.22048230054054305,0.20187786344425143,521.2072292211564,0.10220829400666287,60126.54187457992,0.22121528787152694,0.02578070917083923,0.8532203921568629,93.72784614902696,70753.42953907423,0.005290460305708505,0.14253875753530593,1.8974356383416713,32.20869200906636,0.14184650484473285,0.10171441174889044
78,78,65.3453,2.83974,30,3.77473,0,106,131,7,125,5,0.98217,58.43694,0.0,0.0,3.35714,3.925,2.55462,0.0,0.0,126.0,59.38472,0.00037,0.28,1.47,-1.0,7.869108,161.84583888733982,0.2616558456717249,2.1821057093198055,89.45686456047027,1.2647087191358024,0.0052303881436124335,0.22044904129855933,0.20187786344425138,521.2651745550073,0.10217406688431518,60231.390385602186,0.22114491326291275,0.02576628342009081,0.8526917647058824,93.49788946245657,70705.88927965489,0.005302596101410936,0.14251578645136692,1.923315286179107,32.084508448471254,0.14149502869220315,0.10196134892969352
79,79,65.4376,2.86812,30,3.65934,0,106,131,7,125,5,0.98595,58.5229,0.0,0.0,3.39286,3.93,2.39968,0.0,0.0,126.0,59.42322,0.00035,0.28,1.431,-1.0,7.833247,162.40492374207605,0.261608954940233,2.1818836999701596,89.43461517805268,1.4937789351851851,0.005236064941831163,0.22041594236557216,0.2018778634442515,521.3388276181861,0.10215568340484227,60472.4559524199,0.22108487976445518,0.02575325023027993,0.853710588235294,89.4803252947522,70742.38260716866,0.0052915636923159,0.14252260595188807,1.9117926928758624,32.24598788037712,0.14120786184250766,0.10202699581179023
80,80,65.363,3.08789,30,3.48954,0,106,131,7,125,5,0.9911,58.45145,0.0,0.0,4.03571,3.913,2.42187,0.0,0.0,126.0,59.39899,0.00046,0.28,1.382,0.45525,7.881678,161.87535135227324,0.261558844484987,2.154706871635884,89.43538180275128,1.8306327160493827,0.005218642624541548,0.2203440994937544,0.20187786344425376,521.4076504158473,0.10212300733240763,60177.36841819267,0.2209637892087067,0.025748734347330004,0.8526917647058824,90.26055649117852,70668.762409088,0.005301899900356877,0.14247269974691895,1.875972407330156,32.14197455512153,0.1408516641906655,0.10222616608663444
81,81,65.4377,3.24517,30,3.83859,0,106,131,7,125,5,0.99401,58.52576,0.0,0.0,4.03571,3.927,2.61512,0.0,0.0,126.0,59.475,0.00039,0.28,1.498,-1.0,7.922463,162.2347772063706,0.26151396321635534,2.1636771948106355,89.44437601424247,2.148389274691358,0.0052255109854959835,0.22030832296890349,0.2018778634442487,521.4894557660523,0.10212898676952402,60371.81064028911,0.22090444904851286,0.02573231551870778,0.8536737254901962,93.80671005763048,70859.77466834865,0.005303202903314299,0.14245083386167068,1.8518951860781745,32.2545610592689,0.14047555922070556,0.10221982569786149
82,82,65.4234,3.28663,30,3.95629,0,106,131,7,125,5,0.99207,58.51001,0.0,0.0,3.78571,3.945,2.75026,0.0,0.0,126.0,59.45598,0.00055,0.28,1.434,-1.0,7.88665,161.94651847910598,0.26148484880231,2.153958121755801,89.43877909024147,2.392312885802469,0.005252833683692123,0.22028105441976384,0.20187786344424974,521.57160859335,0.10211799874025633,60275.82849486642,0.2208259099365668,0.02569324465047077,0.8527364705882353,93.95698295120256,70774.46831677196,0.005304119981634513,0.142453531239007,1.8076466563793756,32.27528871135947,0.14012085301519359,0.10239004027610821
83,83,65.4686,3.17013,30,3.96084,0,106,131,7,125,5,0.99574,58.55764,0.0,0.0,4.03571,3.951,2.79489,0.0,0.0,126.0,59.46448,0.00046,0.28,1.473,-1.0,7.947489,161.83777679202575,0.26143381849505576,2.147413942018279,89.4556867927541,2.6081693672839505,0.005252720403975487,0.2202904961901263,0.1996602374010237,521.6611514963847,0.10212875452348574,60330.70650516719,0.22070809254247356,0.02568547786736433,0.8526619607843138,93.84053894916329,70727.66284656679,0.0053164129500934704,0.14239838690118298,1.817367314154327,32.31497701009115,0.13977212160445482,0.10252497140143306
84,84,65.4793,3.05612,30,3.79534,0,106,131,7,125,5,0.9872,58.58415,0.0,0.0,4.14286,3.94,2.68158,0.0,0.0,126.0,59.44554,0.00046,0.28,1.348,-1.0,7.975742,162.6334623893725,0.26140228713938213,2.0925910434073254,89.44683070589429,2.7786940586419755,0.005250615974605245,0.22022896733007483,0.2018778634442525,521.740247148484,0.10211950445040546,60311.84058953093,0.22066334706853466,0.025660056891596866,0.8524239215686276,93.7153011257345,70779.11600082085,0.005319258976948719,0.14232729046635492,1.8885734616821481,32.41835210352768,0.13938159678665102,0.10273595427117542
85,85,65.5417,3.09433,30,3.81092,0,106,131,7,125,5,0.98817,58.64019,0.0,0.0,3.67857,3.949,2.59505,0.0,0.0,126.0,59.43183,0.00042,0.28,1.47,-1.0,7.929362,161.02445682205203,0.26134678619192736,2.0823984013276258,89.45030834046773,2.986352237654321,0.005249521691200276,0.2201991360262161,0.20187786344425077,521.8302612700469,0.10213892932118264,60551.5853267146,0.22060038895140513,0.02562150379314594,0.8487780392156864,91.62987711970833,70708.35841995775,0.0053357007198813885,0.14237468645762844,1.7197154734671884,32.234330730673705,0.13900001377777765,0.10273940644481779
86,86,65.4901,3.67319,30,3.73641,0,106,131,7,125,5,0.98938,58.6023,0.0,0.0,2.60714,3.921,2.61775,0.0,0.0,126.0,59.40385,0.00037,0.28,1.429,-1.0,7.941112,161.94623525536628,0.2613137688819797,2.0324132471653216,89.4622830415932,3.28930362654321,0.005244130933619766,0.22019853596037414,0.2018778634442513,521.910257095213,0.1021740839649625,60366.09516913361,0.22053575468382533,0.025592613942719677,0.8481898039215687,91.18163174256269,70709.86937004614,0.005318188604743909,0.1423639767279036,1.9269151435928644,32.31531684781298,0.13864275958063985,0.102828594486604
87,87,65.6407,4.37242,30,4.07486,0,106,131,7,125,5,0.98593,58.74897,0.0,0.0,3.25,3.925,3.13179,0.0,0.0,126.0,59.46695,0.00036,0.29,1.496,-1.0,7.85999,161.5899179035795,0.26129654022316806,2.07056923198536,89.42807928664202,3.5419560185185186,0.005247945941040823,0.22020244664418512,0.2018778634442527,521.9991757803158,0.10219614071145133,60667.93434744513,0.22047131401096773,0.025592418372638658,0.8481976470588237,93.82171001962934,70806.74495191089,0.005350175363588916,0.14240925659110948,1.842047786907004,32.27681722758729,0.13834775272141894,0.10298032297158667
88,88,65.6231,4.68218,30,4.31228,0,106,131,7,125,5,0.99038,58.73646,0.0,0.0,2.78571,3.904,3.73217,0.0,0.0,126.0,59.40663,0.00038,0.28,1.434,0.45139,7.827528,162.30187072961877,0.2613024659402253,2.1169385336244493,89.42353508017753,3.803288966049383,0.00524622730436534,0.22019828957068696,0.20793653046654245,522.0741717118613,0.10222589631147673,60683.23109193446,0.22044602682546585,0.02562508957333894,0.8470886274509805,93.7740457373152,70629.66750191164,0.005351861596804994,0.1424782618762044,1.9059731958111987,32.31046248070988,0.13805684458549217,0.10293162014758847
89,89,65.7067,4.72568,30,4.43497,0,106,131,7,125,5,0.98824,58.82673,0.0,0.0,3.35714,3.922,4.00611,0.0,0.0,126.0,59.4356,0.00039,0.28,1.398,-1.0,7.894131,162.09795079058244,0.26129456772028675,2.1505596771897126,89.42615538712181,4.0287905092592595,0.005232795043231947,0.22020311239073115,0.20793653046654204,522.1619003653739,0.10222466602987829,60834.39451351731,0.22040254598981635,0.025680782090663167,0.8489933333333335,93.91830472707346,70100.79770497659,0.005357188235830431,0.14252388796676965,1.6679988059888213,32.33736805856964,0.13781542296632798,0.10308940878500565
90,90,65.6968,4.72909,30,4.65997,0,107,131,7,125,5,0.98798,58.83424,0.0,0.0,3.10714,3.918,4.03852,0.0,0.0,126.0,59.37412,0.00039,0.28,1.494,-1.0,7.85725,162.02183795559793,0.2612638540429008,2.1341891985568253,89.4201559733063,4.251591435185185,0.005213721425835152,0.22021628264444182,0.20793653046654195,522.2298536958184,0.10225174986253649,60654.11065755025,0.22042737367486798,0.025741417486566363,0.847058823529412,94.04380756810158,70608.69700281495,0.005355465949897037,0.14258255722517857,1.7699671272050443,32.36704150541329,0.13750166933566793,0.10312525924354615
