,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,color_fulness,cubrow.0.3,temporal,uhdhdsim,movement,cubcol.0,cubcol.0.5,noise,staticness,cubrow.0,blur,cubcol.0.6,cubcol.0.3,tone,contrast,fft,cubcol.1.0,cubrow.0.5,blockiness,saturation,cubrow.0.6,cubrow.1.0
10,10,64.9276,2.96988,29,3.65822,0,105,131,6,125,5,0.9854,57.98908,0.0,0.0,2.92857,3.95,2.38291,0.0,0.0,126.0,58.57154,0.00036,0.28,1.587,-1.0,8.258322,162.46342891076083,0.26050555743554266,1.978506021967309,89.56264660799397,0.5141300154320988,0.005292879868410135,0.2215294653956584,0.1996602374010177,528.7051813477708,0.10279243532685521,59284.81648918413,0.2283038144767526,0.029140646408176988,0.8538007843137256,90.32148000777028,70496.29038870461,0.005483085705497908,0.14362708121305404,1.5927300263723707,33.03935863353588,0.13815274096344832,0.10565615891794157
11,11,64.9728,3.08556,29,3.57914,0,105,132,6,125,5,0.98661,58.01067,0.0,0.0,3.28571,3.943,2.51039,0.0,0.0,126.0,58.66169,0.00035,0.28,1.403,-1.0,8.224532,162.84361084064858,0.2603803114315146,2.0236439583368337,89.564221048759,0.6531635802469136,0.0053299756105251025,0.22149402054555703,0.19744261135778518,528.4885159088435,0.10273164518384838,59393.28229340978,0.22828238884232974,0.028768307100686435,0.8549019607843139,90.85063152023984,70477.96651984747,0.0054259140292315785,0.1435309719550735,1.7963826614951068,33.12791197976948,0.13821252578592785,0.10451308998641258
12,12,64.9852,3.2227,29,3.64616,0,105,131,6,125,5,0.98879,58.03521,0.0,0.0,3.60714,3.95,2.61415,0.0,0.0,126.0,58.68036,0.00031,0.28,1.48,-1.0,8.300556,163.25001085461003,0.2604416013280995,2.093167760392881,89.54119412716496,0.7553047839506173,0.0052652728354924076,0.2213839568365889,0.19744261135778815,528.1934592737024,0.10281562102281779,59370.404218743584,0.22829297085332162,0.028457778171098295,0.8548941176470589,93.77276987575345,70426.40431527031,0.005438411459332294,0.14352270711708576,1.7580274570522607,33.10379103672357,0.13841699158042906,0.10420755274220106
13,13,65.066,3.19187,29,3.49769,0,105,131,6,125,5,0.9921,58.09724,0.0,0.0,3.53571,3.93,2.73131,0.0,0.0,126.0,58.73461,0.00033,0.28,1.579,-1.0,8.236725,162.67804741438417,0.26055861217779724,2.148657571500843,89.52489202523118,0.7933063271604939,0.005209631652197684,0.22141976472668204,0.19744261135778793,527.963113426925,0.10273795460370666,59589.55869582661,0.22788504838776674,0.02817039827553948,0.8557501960784315,93.79747541880522,70661.82682495835,0.005410661077512636,0.14349277153959927,1.8961336805457334,32.9492234595028,0.13867508760069985,0.10409809760499004
14,14,65.0523,3.20629,29,3.7201,0,105,131,6,125,5,0.98566,58.0831,0.0,0.0,3.21429,3.943,2.70577,0.0,0.0,126.0,58.74631,0.00035,0.28,1.399,-1.0,8.204671,162.50630788896365,0.2606757175940318,2.1279829206181113,89.55489593002122,0.8410976080246914,0.005179431148551246,0.22152130837378356,0.1996602374010179,527.6550131999551,0.10278640228627152,59597.85950808541,0.22756364800351805,0.02796264377433157,0.8557729411764707,93.63048445718401,70706.62955552801,0.005402491970170859,0.143302157865266,1.975843990842566,32.82458043981482,0.13892741697064978,0.10310300597339085
15,15,65.0931,3.20203,29,3.92402,0,105,131,6,125,5,0.98598,58.12841,0.0,0.0,3.53571,3.938,2.71849,0.0,0.0,126.0,58.78798,0.00032,0.28,1.543,-1.0,8.148707,162.55920425352426,0.2608570029146776,2.1444745788038158,89.52721731415326,1.4046103395061729,0.005190056687365597,0.22143767721726168,0.19966023740101727,527.3775067984437,0.10279424506251199,59771.6925597128,0.22740950552359324,0.027744126981101774,0.8560407843137257,91.76147822992338,70708.87986973752,0.005374848819075058,0.1433018380495793,1.7687431832361733,32.73211368513696,0.1392758132213274,0.10272598903696795
16,16,65.0894,3.13047,29,3.88045,0,105,131,7,125,5,0.98489,58.13368,0.0,0.0,4.0,3.929,2.71176,0.0,0.0,126.0,58.79069,0.00035,0.28,1.411,0.45563,8.065177,162.58258571494005,0.26092736861729454,2.1279767262058256,89.51766727330742,1.4014274691358024,0.005156636956826905,0.22140017107813326,0.1996602374010186,526.9996340692328,0.10286294911975132,59674.427302379845,0.2272946505350407,0.02753044456171496,0.8561650980392157,93.50753768224371,70546.22937737261,0.005348697589221617,0.14335394079684785,1.765896965303101,32.65514854148582,0.1398096902991193,0.10252530961901368
17,17,65.1925,2.96396,29,3.88113,0,105,131,7,125,5,0.99259,58.22003,0.0,0.0,3.17857,3.949,2.65232,0.0,0.0,126.0,58.83686,0.00024,0.28,1.604,-1.0,8.071402,162.76902683809726,0.26091251376435093,2.1297945034809374,89.49139746519694,1.3487654320987654,0.00514963443950788,0.22143273942311523,0.19966023740101854,526.6666778998064,0.10278512492524791,59948.778423793985,0.2272169138633275,0.027341760782897066,0.8562334705882346,92.78118735775956,70736.37814985329,0.005367758490644798,0.14327885185634123,1.7659715596667074,32.61854892306857,0.14056963552749918,0.10216831052620762
18,18,65.1227,3.05266,29,3.52595,0,105,131,7,125,5,0.9801,58.15188,0.0,0.0,4.10714,3.952,2.50541,0.0,0.0,126.0,58.82531,0.00035,0.28,1.526,-1.0,8.018063,162.83694187240437,0.260917660181207,2.0885928979123425,89.55526650181555,1.3090277777777777,0.005112242496742086,0.22148807665907463,0.1996602374010186,526.2775989341716,0.1028516953960415,59808.74700591349,0.22712918815182506,0.027204612277087044,0.8560407843137257,89.1228185855073,70627.6387722122,0.005373417473789352,0.14329667332238444,1.5225590245548555,32.54292881341628,0.1412750435184324,0.10153658170278723
19,19,65.1931,3.09544,29,3.81373,0,105,131,7,125,5,0.98247,58.21498,0.0,0.0,3.42857,3.958,2.58648,0.0,0.0,126.0,58.85964,0.00042,0.29,1.492,-1.0,7.895029,162.88864159810316,0.26096807488478324,2.0865097312968124,89.52947898137568,1.2252604166666667,0.005115099275216519,0.22146630765471403,0.19966023740101893,525.9388906125126,0.10280680519168522,59977.202032870344,0.22704202513915342,0.027096433086865913,0.8565835294117649,93.77194596709471,70799.5853194035,0.005378220644534347,0.1433192250267986,1.7056772132198081,32.465282487280575,0.14159834452776587,0.10098053900025986
20,20,65.2129,3.14025,29,3.6433,0,105,131,7,125,5,0.98314,58.23561,0.0,0.0,3.78571,3.968,2.61844,0.0,0.0,126.0,58.85636,0.00036,0.29,1.384,-1.0,7.908396,162.2252476036171,0.2610300710660581,2.0797167683172035,89.51919509906189,1.7589699074074074,0.005108721508789344,0.22152644055776977,0.1996602374010186,525.5593777802699,0.10290528236429021,59900.39559189495,0.22693490402553776,0.026969381148318962,0.856270980392157,91.89178223249104,70692.18939602801,0.00535496417732997,0.14339135690222,1.7170622670780546,32.251723866403836,0.14213882926957289,0.10069179313904619
21,21,65.2386,3.143,29,3.86495,0,105,131,7,125,5,0.98425,58.25689,0.0,0.0,3.64286,3.951,2.65697,0.0,0.0,126.0,58.90602,0.00035,0.28,1.446,-1.0,7.919411,162.78199022497603,0.26107475736271646,2.090216522727422,89.52295581480999,1.7410783179012346,0.005099237446247392,0.22151311249546024,0.1996602374010186,525.2422012561244,0.10291549528290257,59979.337378087585,0.22679513639627333,0.026877251654908577,0.8567690196078432,93.70501953538978,70739.8658015284,0.005334084395904329,0.14348821580250024,1.6335861280149009,32.29355517728829,0.14254849298555627,0.10060985428537711
22,22,65.2368,3.16691,29,3.81008,0,105,131,7,125,5,0.98541,58.27349,0.0,0.0,3.28571,3.952,2.6614,0.0,0.0,126.0,58.89968,0.00032,0.28,1.581,-1.0,7.894049,162.16393012837074,0.2610578981851779,2.090569031941977,89.51381585084789,1.6871141975308641,0.005038665659892832,0.2214825218188602,0.19966023740102126,524.8883984635524,0.10292812894117373,59970.89316119672,0.2266628967473157,0.026842595466677,0.8562780392156863,93.84978936470421,70710.6716875673,0.005342748967411358,0.14353135563440797,1.917676453552934,32.12524527090567,0.14297986221638537,0.10053556279793482
23,23,65.2627,3.10777,29,3.73962,0,105,131,7,125,5,0.98483,58.31574,0.0,0.0,3.78571,3.952,2.68511,0.0,0.0,126.0,58.91177,0.00035,0.28,1.493,-1.0,7.818627,162.22305559222656,0.2610468510804294,2.103232320667797,89.50997190142736,1.6514756944444444,0.005053333406693611,0.2214832478888434,0.199660237401023,524.5617163849039,0.1028481719938641,60070.21263051646,0.22659290737728485,0.026739754425082723,0.856383137254902,93.50702663812586,70680.46071111539,0.0053327887422538476,0.1435651481909224,2.0682780237031984,31.977832935474538,0.14324470386030325,0.10013895048339962
24,24,65.2907,3.08139,29,3.55163,0,105,131,7,125,5,0.98966,58.34968,0.0,0.0,3.07143,3.961,2.63188,0.0,0.0,126.0,58.92604,0.00035,0.28,1.438,0.45782,7.755247,162.1188778230554,0.26107399636971607,2.090645770179232,89.49813521257943,1.6083140432098766,0.005086648206856255,0.2214948392241161,0.19966023740102076,524.2018867827472,0.10288339237196314,60094.64320888577,0.2265023108358426,0.02667425805843847,0.8565764705882353,93.69053670671777,70741.75146986045,0.005320316554955858,0.1436823071820868,2.1081679204493087,32.00159784010899,0.14358284460149287,0.0998173953736007
25,25,65.3447,2.97809,29,3.70795,0,105,131,7,125,5,0.99041,58.40378,0.0,0.0,3.75,3.94,2.60855,0.0,0.0,126.0,58.96601,0.00032,0.28,1.543,-1.0,7.821328,162.03742313875958,0.2610715871232658,2.066782831947797,89.5045859239596,2.017264660493827,0.005068917723316488,0.22147957309815136,0.19966023740101993,523.8951412252054,0.10283623373137751,60183.49777927281,0.22639830870627942,0.02660197474099273,0.8577145098039217,93.29353145740644,70772.30293781952,0.0053052310386047285,0.1435532730618135,2.059271306926868,31.875371862340856,0.14391558691240716,0.09981462368638766
26,26,65.3232,2.98868,30,3.53312,0,105,131,7,125,5,0.98406,58.40264,0.0,0.0,4.0,3.952,2.51884,0.0,0.0,126.0,58.97197,0.00035,0.28,1.528,-1.0,7.740586,162.39768045920673,0.261169601435241,2.0437653769824617,89.50867896859401,1.923852237654321,0.005062608396942029,0.221413979962649,0.2063131155307174,523.5654382717057,0.10279025434052863,60155.1562866673,0.2263312453481504,0.02656063834053638,0.8571341176470589,93.94650117997173,70750.78823278184,0.005320463604811766,0.14356462579404558,2.187819675247178,31.875260906454955,0.14411520569893047,0.09985452825714783
27,27,65.3277,2.992,30,3.63377,0,105,131,7,125,5,0.9793,58.4085,0.0,0.0,3.78571,3.954,2.53333,0.0,0.0,126.0,59.00597,0.00043,0.28,1.441,-1.0,7.692883,162.51550665697442,0.2611057388842394,2.0108854919355688,89.50976102375813,1.8362268518518519,0.005052417421945956,0.2213841945486734,0.2079365304665419,523.2904803584673,0.10274300633171628,60093.67365295399,0.22622582600662272,0.026499238081458668,0.8577294117647061,92.95183816799864,70686.04381858796,0.005286692292493386,0.14347498365961506,1.9811445164580284,31.821699731143905,0.14414200215057507,0.0996692267213144
28,28,65.3319,2.95944,30,3.64382,0,105,131,7,125,5,0.98586,58.42609,0.0,0.0,3.0,3.925,2.52937,0.0,0.0,126.0,58.99773,0.00038,0.28,1.471,-1.0,7.747924,161.94636794344854,0.2611646608050874,1.980914230093165,89.46464374298783,1.7282503858024691,0.005062644280451985,0.22133325665703799,0.20409548948747988,522.9856611367807,0.1027285645342437,59994.16360145799,0.22606941327257926,0.026464027845093743,0.8568890196078432,91.91544356776303,70724.77261347765,0.0052660781776345846,0.14346034610950176,1.9911226765281869,31.80775169089988,0.1442107433590366,0.09980692204456205
29,29,65.3692,2.71279,30,3.56737,0,105,131,7,125,5,0.99249,58.4612,0.0,0.0,4.35714,3.948,2.50521,0.0,0.0,126.0,59.04251,0.00037,0.28,1.41,-1.0,7.69549,162.15555262543452,0.261243095340511,1.9550568943470021,89.47600685285664,1.6665219907407407,0.005099942245905084,0.2213313764631347,0.20409548948747813,522.7148802277304,0.10269072606773495,60099.14059965652,0.22591434605868468,0.026432518569627306,0.8577145098039217,93.9017296898063,70667.88866482633,0.005260347859128943,0.14340221233055367,1.9552146367995105,31.848506974585263,0.14420369372531766,0.0996013236988097
30,30,65.3803,2.67172,30,3.30754,0,105,131,7,125,5,0.99217,58.48313,0.0,0.0,3.35714,3.911,2.28783,0.0,0.0,126.0,59.05038,0.00041,0.29,1.435,-1.0,7.693501,162.60236394637337,0.26128795355991,1.9310425628070522,89.41441469133585,1.8369020061728396,0.005098141723224462,0.22127069778415456,0.20793653046654093,522.4478372383721,0.10266763978540866,60123.07093725042,0.2257456304972028,0.02641426579620494,0.8571490196078433,90.92776427206054,70725.11703693768,0.005270550058683315,0.1433782300844185,1.923913957575259,31.879739266854745,0.14426262397501216,0.09969820206880828
31,31,65.2809,2.58319,30,3.31697,0,105,131,7,125,5,0.9935,58.3839,0.0,0.0,3.42857,3.92,2.25261,0.0,0.0,126.0,59.03022,0.00035,0.28,1.501,-1.0,7.67171,162.060241020191,0.26133339190104227,1.9343968661714457,89.49617425889586,1.6296296296296295,0.0050941923966409414,0.22124022428384502,0.20793653046654212,522.2223155044528,0.10267456127967216,59786.16175732417,0.22556684829377505,0.026377216562890226,0.8568364705882354,93.16642803743011,70619.33549470277,0.0052985012561314595,0.1432956481578249,2.0499445970630044,31.803773479697146,0.14441374760276346,0.09955474976802939
32,32,65.3395,2.54715,30,3.27176,0,105,131,7,125,5,0.98959,58.44694,0.0,0.0,3.35714,3.931,2.17343,0.0,0.0,126.0,59.05831,0.00037,0.28,1.495,0.46142,7.688651,162.64213919594417,0.26133143205918474,1.9204667441619756,89.453856666752,1.4009934413580247,0.0050938223849288635,0.22117050456643708,0.20793653046654217,521.9748260274248,0.1026285886093726,59920.47672063642,0.22541974086141625,0.026322725354079597,0.8560031372549022,93.90251288366147,70774.87667149457,0.005291615774058728,0.14328970654734124,2.0482716923805744,32.011590463143804,0.1443796103603992,0.09978763836416363
33,33,65.3411,2.48266,30,3.16255,0,105,131,7,125,5,0.98233,58.45513,0.0,0.0,3.75,3.931,2.14369,0.0,0.0,126.0,59.05845,0.00044,0.29,1.331,-1.0,7.675807,162.36918319801072,0.2614072283582618,1.9114413978965175,89.4893226304434,1.2156153549382716,0.005071888492505452,0.22113430566048425,0.20793653046654115,521.7837021609768,0.10262668164391948,60007.243180886464,0.22524889663853395,0.026276588617754216,0.8554596078431373,93.925528836728,70699.87427376097,0.005311637635232342,0.14325841001533268,1.8370117790336176,31.798188574520157,0.14435535049152715,0.09980243728725306
34,34,65.3229,2.5572,30,3.40651,0,105,131,7,125,5,0.98439,58.41918,0.0,0.0,3.78571,3.933,2.08489,0.0,0.0,126.0,59.06685,0.00038,0.28,1.523,-1.0,7.724058,162.58673143014903,0.2614406938528823,1.8823307482432234,89.48317105259493,1.0869984567901234,0.005088940292390517,0.2210934969753272,0.2079365304665373,521.5720745487858,0.10256398764019134,59884.137723708256,0.22514851779348097,0.026245632281720364,0.8548870588235296,93.73727595677254,70649.82534463445,0.005304379665917932,0.14326734922173023,1.7957259958708067,32.03735539942612,0.14435179388907202,0.09992263607592923
35,35,65.346,2.41724,30,3.34167,0,105,131,7,125,5,0.98637,58.44336,0.0,0.0,3.07143,3.926,2.15136,0.0,0.0,126.0,59.09573,0.00037,0.28,1.396,-1.0,7.724521,162.70362246859239,0.2614584689738027,1.9006004794159048,89.46593505520875,1.1695601851851851,0.005085614247966447,0.22107398325801222,0.20793653046654,521.4021394809885,0.10255536116385511,59947.075215862744,0.22498617369201376,0.026183229548329856,0.8548870588235296,93.89664519681948,70655.35621430208,0.005305572617681516,0.14322147754357226,1.76064034148093,31.961378309461807,0.14423694268755807,0.1001378960480022
36,36,65.3695,2.35753,30,2.96449,0,105,131,7,125,5,0.98888,58.47534,0.0,0.0,3.5,3.925,2.02857,0.0,0.0,126.0,59.10069,0.00036,0.28,1.446,-1.0,7.731938,162.3971278663834,0.2615116858479623,1.8977622546989605,89.45492318009255,1.1154996141975309,0.005107228527431101,0.22103836652713663,0.20793653046654223,521.2288513864809,0.10254268305778168,60058.179513802876,0.2248648503231253,0.026147237779872354,0.8547968627450979,93.0704929362425,70674.27069140889,0.005299005345453819,0.14316350730030206,1.981443949409376,32.000051992910876,0.14421808252807264,0.10003935469612221
37,37,65.3702,2.27157,30,2.93562,0,105,131,7,125,5,0.98398,58.48118,0.0,0.0,3.46429,3.939,1.97467,0.0,0.0,126.0,59.12882,0.00035,0.28,1.395,-1.0,7.651312,161.6431151887691,0.2615675499529175,1.887823049985235,89.47199483840643,1.0971739969135803,0.005109424133284102,0.2210093390858574,0.20793653046653926,521.0924263103101,0.10253240628297208,59999.47057089711,0.22475143901567146,0.026104997080245194,0.8548870588235296,93.86974928601416,70752.30891772726,0.005323929306002947,0.14317453160909124,1.9113526638718101,31.936669997227046,0.14418834882636705,0.10029863545923151
38,38,65.3799,2.11449,30,2.87663,0,105,131,7,125,5,0.98539,58.49803,0.0,0.0,3.42857,3.934,1.89709,0.0,0.0,126.0,59.13047,0.00039,0.28,1.41,-1.0,7.646837,162.56359542215165,0.2616111389941345,1.852863973993072,89.44322029468394,1.0733506944444444,0.0051432611260866295,0.22100058187596008,0.2079365304665426,520.9467807254824,0.1025075029462639,60019.3628353809,0.22463607916314263,0.026086222111678797,0.8543364705882354,93.83394906087383,70567.34521538283,0.00532347242492517,0.14310752061552443,1.712886911624875,31.973324622636962,0.1441433757796901,0.10041221809150067
39,39,65.3363,1.99666,30,2.82658,0,105,131,7,125,5,0.9802,58.45805,0.0,0.0,3.39286,3.931,1.76372,0.0,0.0,126.0,59.14726,0.00032,0.28,1.487,-1.0,7.707523,161.9629552633542,0.2616015508811074,1.8122156368388649,89.45875658667663,1.0309606481481481,0.005152252897269218,0.22096584988826762,0.207936530466542,520.8307982350597,0.10244620630107328,59940.95211992781,0.22456261154748983,0.026057682427618106,0.8543215686274511,90.68334847222513,70696.03619981246,0.005312610193583854,0.14303455740456372,1.7266002750932499,31.913554438838254,0.1440747241743414,0.10034376744550945
40,40,65.3444,2.03387,30,2.75978,0,105,131,7,125,5,0.97793,58.46379,0.0,0.0,3.39286,3.944,1.65517,0.0,0.0,126.0,59.14578,0.00039,0.28,1.389,0.4501,7.715394,161.90104585122282,0.2616030542561535,1.802601795111356,89.48478403111761,1.111207561728395,0.005157777868895017,0.22094962141527202,0.2079365304665425,520.7019691702862,0.10243983057811276,59886.604663791644,0.22449151665239198,0.026047296740032505,0.8538007843137255,93.85457937770003,70571.09923115138,0.0053323352824921995,0.1429718978723382,1.9217798563916106,31.938778159059122,0.14398574432980982,0.1005061584447917
41,41,65.3759,1.96822,30,2.76179,0,106,131,7,125,5,0.98201,58.49714,0.0,0.0,2.85714,3.927,1.69379,0.0,0.0,126.0,59.16168,0.00035,0.28,1.342,-1.0,7.721433,161.84714227203418,0.26164601763005096,1.8073219635806876,89.46607455538525,1.0753279320987654,0.005150940847749933,0.22091252333085465,0.20793653046654206,520.5975235091925,0.1024145200527277,59947.09898306774,0.22439594879919542,0.02604624264136359,0.854098431372549,91.54806560612207,70239.5072201933,0.005312774734874785,0.1429037583444846,1.8984404636662737,31.92079708899981,0.14392589138488832,0.10041900239911897
42,42,65.41,1.88193,30,2.84551,0,105,131,7,125,5,0.98242,58.52504,0.0,0.0,3.0,3.938,1.63132,0.0,0.0,126.0,59.16502,0.00034,0.28,1.455,-1.0,7.664374,161.39944048334007,0.26161040966782606,1.7939882317674676,89.44771518540352,1.0074749228395061,0.005173157566155123,0.2209692297466669,0.20793653046654145,520.4914598809294,0.10242173804744487,60035.06943466993,0.22429154591448577,0.026045277083010337,0.8542839215686275,93.82661415212763,70786.95596670387,0.005310748541569676,0.1428454060170186,1.7171911760028702,31.81123408564815,0.14387796184521523,0.10052259207908192
43,43,65.4805,1.96324,30,2.80068,0,106,131,7,125,5,0.9817,58.59356,0.0,0.0,3.32143,3.914,1.55321,0.0,0.0,126.0,59.20585,0.00032,0.28,1.498,-1.0,7.694684,161.47052295155368,0.261615152946284,1.7671956555019885,89.4472666247494,0.9305555555555556,0.005164615771150901,0.22096781980300298,0.20793653046654095,520.4104480068135,0.10240447963323983,60240.16964811862,0.22421624975471338,0.026046843203980468,0.854366274509804,93.64882843951733,70620.1425618673,0.0053121707082032475,0.14285811685940197,1.931604464143542,31.90300439905237,0.14382814336050884,0.10048207574936632
44,44,65.3892,2.15452,30,2.74779,0,105,131,7,125,5,0.98876,58.51467,0.0,0.0,3.32143,3.946,1.62466,0.0,0.0,126.0,59.18761,0.00035,0.28,1.43,-1.0,7.619698,162.0480953488428,0.26159150865523506,1.773753809987875,89.48261787232504,0.8586998456790124,0.0051769838943814634,0.22098000108178187,0.20793653046654162,520.3158064359026,0.10239072872183312,60013.83594110646,0.2241124678669139,0.026050032888491996,0.854030980392157,93.89252639461438,70699.39908041143,0.0053174054529396405,0.14279412333647187,1.8013666081192732,31.884506602346164,0.14376831540578136,0.10053610949321683
