,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.1.0,cubcol.0.5,cubrow.0.3,uhdhdsim,cubrow.0.6,temporal,noise,cubcol.0.6,fft,cubcol.0,cubrow.0.5,blur,contrast,color_fulness,cubcol.0.3,blockiness,staticness,saturation,tone,cubcol.1.0,movement,cubrow.0
10,410,47.694,30.0127,32,37.4872,0,115,123,8,130,7,0.99494,46.59778,0.0,0.0,4.03571,8.328,26.18053,0.0,0.0,125.0,50.30373,0.00016,0.3,2.643,-1.0,2.636359,0.0422034636872387,0.17862519501779353,0.06781526547290115,96.02938407501281,0.08675762746428099,6.841680999142895,0.3232104222764827,0.14348151611588209,63822.52968542725,0.12358302193794347,0.09518180377394642,15021.037401098483,92.233404888184,92.78605896853229,0.1530539488403045,2.549981316481158,317.3713857529247,30.46554716133777,0.8202407843137256,0.05366875887612292,14.510223765432098,0.03483735704415532
11,411,47.5258,29.9733,32,39.2446,0,116,123,8,130,7,0.99934,46.39757,0.0,0.0,2.85714,8.55,25.77954,0.0,0.0,125.0,51.19017,0.00019,0.3,2.612,-1.0,2.63131,0.042273520427196176,0.18182499493066473,0.0671989825191367,96.0812430575411,0.08643010955438614,6.849625944436944,0.32321042227648017,0.14848595233572714,63772.355885134166,0.12058147445724184,0.09423077542112838,14783.171127264337,88.65379058980226,92.6991822197316,0.1533436287042728,1.6899280070061011,314.16019883504595,30.09443532684703,0.8303686274509804,0.06046679412924561,16.624855324074073,0.03442759754930357
12,412,47.3113,29.9661,31,37.6807,0,116,123,8,130,7,1.00454,46.17454,0.0,0.0,4.25,8.781,25.74629,0.0,0.0,125.0,51.95642,0.00015,0.3,2.729,-1.0,2.56401,0.04239490910457269,0.1832767114000941,0.06689291314995213,96.08941718017421,0.08613118172392357,6.847141684504942,0.3149341292109653,0.1610391801355659,63725.05228947635,0.11674231918270984,0.09317153409155106,14651.496907778204,90.7312366052864,92.76059775803016,0.15152639791603545,1.6505364322138014,311.0740746208066,29.958088439187886,0.8352941176470587,0.06793176107885783,15.496431327160494,0.03410734235203457
13,413,47.3458,30.0243,32,39.1855,0,117,123,9,130,7,0.99335,46.19089,0.0,0.0,4.60714,8.816,25.7568,0.0,0.0,125.0,52.85409,0.00016,0.31,3.046,-1.0,2.491316,0.04206706284201858,0.18454244490209198,0.06653490044921302,96.05721497147137,0.08594654007408939,6.871116982368365,0.3187751701900343,0.16676514803277134,64210.39912272288,0.12108502517656895,0.09222283491067265,14732.478410485257,94.95123300144493,92.17185523802898,0.15004484151751266,1.9599774152886387,307.95470392056967,29.448073587299866,0.8396172549019609,0.07503970913604908,14.263551311728396,0.03421588517580249
14,414,47.5769,30.221,32,39.6444,0,118,123,9,130,7,0.99546,46.42305,0.0,0.0,4.82143,8.878,25.80148,0.0,0.0,125.0,53.75251,0.00026,0.3,2.706,-1.0,2.369646,0.041934137894615024,0.1855704712879522,0.06635612961599603,95.9949609217401,0.08604399002495683,6.883828763408489,0.31493412921096325,0.1670588579110599,64201.30192989057,0.12338706504496415,0.09141783793294682,14832.840910338968,93.42377759432188,92.57755220603956,0.14482702910810452,2.387643935514185,304.9750789189869,29.303063098295233,0.8488305882352941,0.08137766793556479,13.829909336419753,0.03392543560291053
15,415,48.1038,30.4978,32,39.1447,0,118,123,9,130,7,0.98895,46.92745,0.0,0.0,4.35714,9.01,25.95798,0.0,0.0,125.0,54.46714,0.00024,0.3,2.879,-1.0,2.386891,0.042458116838838884,0.18763157225887897,0.06613928006702643,95.92169621779394,0.0861342907127531,6.896481008150599,0.3187751701900228,0.16960703557285872,64189.87644049031,0.12612086306133127,0.09076089631674315,15155.985594901302,92.49064371772201,91.68097142158082,0.14101684410972318,2.2945622991425916,302.03421853061735,28.912811656057098,0.8565992156862745,0.08683603624903215,14.853877314814815,0.03403055703618198
16,416,48.4509,30.6707,32,40.7213,0,119,123,9,130,7,0.98165,47.26906,0.0,0.0,4.35714,8.986,26.18653,0.0,0.0,125.0,55.05921,0.00018,0.31,3.432,0.40522,2.284396,0.04297522153271902,0.18881764195855272,0.06609088014613353,95.84083984529174,0.08626078132686942,6.912699386537937,0.31715175525419154,0.17366922668036933,64236.05588283616,0.12483549679326775,0.09005935026312532,15465.527158752893,91.87119317023557,90.9213370136676,0.13720327896360085,1.9654335565177472,299.09726313415354,28.479435296706214,0.8591141176470589,0.0917160106153372,17.862895447530864,0.03374632198856382
17,417,48.5921,30.6695,33,42.41,0,119,123,9,130,7,0.99981,47.42677,0.0,0.0,4.25,8.96,26.33706,0.0,0.0,125.0,55.46416,0.00021,0.3,3.195,-1.0,2.316704,0.046046903425122195,0.18852065300536464,0.065990041625571,95.83245255568598,0.08652391879173232,6.944551364917637,0.31715175525419004,0.17525060304842377,64079.07565011372,0.12522560935344482,0.08938703530072736,15521.769662017747,87.40396585131337,90.12345053737045,0.13414651905375782,2.2041663323893665,296.1192929000808,28.240600397557387,0.8599623529411765,0.09542748840261449,18.00588348765432,0.033662566516968626
18,418,48.8194,30.702,33,40.9611,0,119,123,9,130,7,0.99101,47.65067,0.0,0.0,4.28571,8.913,26.33732,0.0,0.0,125.0,55.8616,0.0002,0.3,2.933,-1.0,2.314184,0.04772039166747414,0.18802197165036907,0.0659065613121482,95.80937721135733,0.08700622098469474,6.9614938047867545,0.314934129210962,0.1777197047037256,64039.657494880994,0.12220918167941147,0.08873918326917912,15593.15247782884,94.68091423398364,88.47584747944204,0.13194998527989113,2.1791750189138854,293.0746583154618,28.040069956838348,0.8604027450980393,0.09858904984078377,17.995997299382715,0.033791002135875846
19,419,48.8569,30.4964,33,41.069,0,120,123,9,130,7,0.98345,47.66887,0.0,0.0,4.39286,8.9,26.36766,0.0,0.0,125.0,56.30145,0.00017,0.31,2.58,-1.0,2.313015,0.047907328599433655,0.18795091002315803,0.06586311390029231,95.77190272533392,0.08706890224914997,6.967824808484237,0.3149341292109609,0.17858978451793667,64006.549540325635,0.1201960219114495,0.08816669738171896,15580.334517543179,92.92480046787189,88.58498919656968,0.1295111228505923,2.2499608083779323,289.8955330356514,27.676101684570316,0.8580654901960785,0.10136856448265949,18.19140625,0.03376264273326574
20,420,48.7979,30.4085,33,41.3913,0,121,123,9,130,7,0.98773,47.61528,0.0,0.0,5.75,8.887,26.19395,0.0,0.0,125.0,56.74342,0.00019,0.3,2.831,-1.0,2.299033,0.04864357337816347,0.18573790757327951,0.06584821409386052,95.83051125643058,0.08646971198033704,6.973075412143949,0.31493412921095554,0.18002703143043938,63889.87523984505,0.11900309334643364,0.08766322642550081,15540.645347940139,91.56804291791406,87.35758109052037,0.1284402268178004,1.8277469813015508,286.7305613944711,27.253500290858895,0.8561678431372549,0.10360785870658934,19.903886959876544,0.034018123433313875
21,421,48.9881,31.1681,33,43.7013,0,121,123,9,130,7,0.98687,47.8158,0.0,0.0,3.64286,8.82,26.11249,0.0,0.0,125.0,57.11022,0.00015,0.3,2.954,-1.0,2.243239,0.048637636405175266,0.18400570531981356,0.0658521641197083,95.7761985730091,0.08573280303911901,6.983833523513885,0.31493412921095915,0.17985985360859796,63835.646355366276,0.11993383565617978,0.08726900991746979,15701.480707017672,93.2936266591064,87.01030466755613,0.12764726896001197,2.2100812757296193,283.5908513859503,26.972578072253565,0.8504652352941172,0.10581479940511769,21.08174189814815,0.03392661842499096
22,422,49.6083,31.5118,34,43.5828,0,121,123,9,130,8,0.99783,48.42393,0.0,0.0,3.89286,8.879,26.77442,0.0,0.0,125.0,57.2199,0.00022,0.3,2.828,-1.0,2.147419,0.049505973557931744,0.18302654127709073,0.06577458469611934,95.62738521953978,0.08524526990503281,7.0021650045192745,0.3209927962332509,0.180292822541653,64013.38926506692,0.12196457840855203,0.0871597730461023,16401.164447205316,88.5593503853265,86.23792334093018,0.12638858250959922,1.6614327268577083,280.58857689238795,26.648220486111114,0.8482501960784313,0.10864226529803317,21.45997299382716,0.03411455447396216
23,423,49.4108,31.9312,33,45.1132,0,122,123,9,130,7,0.9993,48.31286,0.0,0.0,4.03571,8.899,27.04683,0.0,0.0,125.0,57.1186,0.00022,0.3,2.86,-1.0,2.119464,0.04987673977286169,0.1828573199338187,0.0657600193292897,95.68671212706631,0.0849891374404904,7.022970399554927,0.32321042227647984,0.18062043613139653,64171.78530310573,0.12350505817280673,0.08710326801807725,15928.100499313672,90.70896630755341,85.6289063885761,0.12552608255935915,1.7469770435773182,277.7636077193549,26.43686139142072,0.8458839215686275,0.1129741689615167,21.677179783950617,0.03420257351359122
24,424,49.3764,32.1714,34,43.8447,0,122,123,9,130,7,0.99841,48.35789,0.0,0.0,3.42857,8.935,27.40207,0.0,0.0,125.0,56.99357,0.0002,0.3,3.07,0.39146,2.113279,0.05029756335706923,0.18294580117454118,0.06573218620228306,95.72418583038534,0.0855949693171219,7.05703081097332,0.32321042227648317,0.1813509022395707,64133.62149347395,0.12571428019142747,0.08710079267436321,15908.717595968355,87.51060188724051,85.05308575495492,0.1267170868399615,2.094124284015778,275.1180214601189,26.251588609483505,0.8432423529411766,0.11642882302898391,22.25679976851852,0.034239067657592874
25,425,49.503,32.264,34,42.6964,0,122,123,9,130,7,0.99186,48.52357,0.0,0.0,7.5,8.915,27.59849,0.0,0.0,125.0,56.86535,0.00018,0.3,2.922,-1.0,2.044628,0.05046652061066101,0.18191080808383706,0.06566541663905495,95.65912726329366,0.08583860529543053,7.089585317330473,0.32321042227648406,0.18404644302611786,64133.43932969646,0.12567961591486237,0.08695475664502836,15926.866728857174,89.69301966388622,84.14064279296224,0.12719833221841667,1.8722331216860362,272.6213500807116,26.18557400173611,0.8412552941176471,0.12067462220520118,23.190489969135804,0.03423960246256836
26,426,49.4882,32.2109,34,43.9846,0,122,123,9,130,8,0.98936,48.5359,0.0,0.0,3.0,8.937,27.68261,0.0,0.0,125.0,56.65626,0.0002,0.3,3.061,-1.0,1.9783,0.049918011867232055,0.1818924799388357,0.0657172006300633,95.62607207025117,0.085581237411922,7.09767297392635,0.3232104222764836,0.18633927873948603,64163.38757297439,0.1279338135379419,0.0868372484389916,15938.128076793937,88.23094723993209,83.9058599521652,0.12675888122189963,1.8600736734154806,270.2612300444371,26.173418963396987,0.8384576470588236,0.12440847727734068,23.817901234567902,0.03432130821086407
27,427,49.4762,31.9179,34,45.8979,0,123,123,9,130,8,0.99212,48.52678,0.0,0.0,3.89286,8.996,27.63626,0.0,0.0,125.0,56.55649,0.00019,0.3,3.175,-1.0,1.944462,0.049544415818012694,0.1828040644632795,0.06559794347607913,95.67563766382267,0.08530174179490001,7.094231177368156,0.32321042227648583,0.1873113798902703,64130.13604332608,0.13118312169481477,0.0867156037051366,15896.907223396105,90.30960948786873,83.48755171051064,0.126531182234121,3.285793732956835,268.0546744667803,26.284963348765434,0.8378019607843138,0.12630070021926207,23.80642361111111,0.03415830234012297
28,428,49.5127,31.9444,34,44.5243,0,123,123,9,130,8,0.98851,48.563,0.0,0.0,3.60714,8.922,27.39095,0.0,0.0,125.0,56.47261,0.00022,0.3,3.103,-1.0,1.904123,0.049425556992132795,0.18242028269644228,0.06538272898642682,95.60369412739753,0.08547454491664329,7.106368578696577,0.3232104222764863,0.18889475223250402,64210.8684299806,0.13292027655083288,0.08637207292827787,15941.475895364485,89.52650137893929,83.9818079025551,0.12896831317411717,3.205393973697937,265.959959549938,26.10139521846065,0.8378694117647061,0.12922041182721442,23.87770061728395,0.034407203686215096
29,429,49.413,32.2283,34,43.7036,0,123,123,9,130,8,0.99008,48.50623,0.0,0.0,3.96429,9.095,27.40717,0.0,0.0,125.0,56.47714,0.00022,0.3,3.502,-1.0,1.956979,0.04965917785497591,0.18427629601138215,0.06510740554791075,95.71013210407877,0.08554125927392313,7.120491836908852,0.3232104222764855,0.1891563187846348,64100.808201263186,0.13205310931689312,0.08627494830967782,15833.865854608675,89.53920861746322,84.03442954034956,0.12837524991248472,3.66802936255935,263.95447826174467,26.299124635296106,0.8393435294117648,0.1314100737345695,24.091628086419753,0.03447233933650622
30,430,49.4646,32.1491,35,44.6477,0,123,123,9,130,8,0.98757,48.609,0.0,0.0,4.28571,8.939,27.65834,0.0,0.0,125.0,56.57915,0.00016,0.3,3.523,-1.0,1.877584,0.04968415675614818,0.18506912504415057,0.06498638669956147,95.67780945483977,0.08577676344773125,7.114903287999233,0.32321042227648555,0.19011239393579682,64086.07014851165,0.13336890725418,0.0863867699305075,15860.939838796268,94.31241951339989,84.01727338350727,0.12646120008325054,3.5402551981878396,261.919802717853,26.202715461636767,0.8424545098039217,0.13422608328191662,24.66362847222222,0.03455385168160732
31,431,49.4105,32.186,34,45.4404,0,123,123,10,130,8,0.99879,48.57624,0.0,0.0,5.35714,8.986,27.58928,0.0,0.0,125.0,56.72081,0.00021,0.3,3.166,-1.0,1.885563,0.04966941756502512,0.18736204014658792,0.064753871208256,95.69741231297856,0.08557405214544661,7.10694062185495,0.3232104222764864,0.19096249906317303,64003.18279086884,0.13447747197812146,0.0866300204820169,15823.943959293014,92.96745900809746,84.81890392706276,0.125202024206364,3.5047290004478366,259.80736082390507,26.193632714542343,0.844067843137255,0.13651816420414897,25.271942515432098,0.03466406091704876
32,432,49.3443,32.3726,35,46.3242,0,122,123,10,130,8,0.99236,48.53039,0.0,0.0,5.17857,9.121,27.61485,0.0,0.0,125.0,56.84807,0.00018,0.3,2.719,0.39378,1.881928,0.050048337178270036,0.18597477020920816,0.06457626884718423,95.72967880595198,0.08545744630200305,7.096452096815501,0.32321042227648644,0.1916387023575471,64046.29950093468,0.13469369726246558,0.08687700703108471,15546.64481651426,95.51204077360244,85.51196420753838,0.1249775009537147,3.5705888226998503,257.6027852846643,26.21023220486111,0.8454745098039217,0.13933164542773255,25.607108410493826,0.034785764847921286
33,433,49.3836,32.8341,35,44.8922,0,123,123,10,130,8,0.99992,48.57363,0.0,0.0,4.5,9.264,27.78044,0.0,0.0,125.0,56.8736,0.00022,0.3,2.623,-1.0,1.816895,0.05020222990970251,0.18591264994063458,0.06451198565400162,95.69857241740267,0.0853355908807651,7.097270001922956,0.32321042227648594,0.1922004151948057,64063.02549547673,0.13490017548841543,0.08721946984360056,15550.076607248253,94.24416413623518,85.85124325375739,0.12314868839511514,3.600808856455166,255.32898412757064,26.133815624095774,0.845712549019608,0.14149035209655017,25.945457175925927,0.03466630954895418
34,434,49.2767,33.0014,35,46.171,0,123,123,9,130,8,0.99706,48.54626,0.0,0.0,4.10714,9.332,28.19584,0.0,0.0,125.0,56.89213,0.00022,0.3,3.073,-1.0,1.790895,0.05059992390527438,0.1852623917618367,0.06439746492675442,95.70956942507584,0.08505739106326012,7.120250598767502,0.3232104222764886,0.19236403723306544,63996.718011527904,0.13501064141878139,0.08760895157385047,15353.198910995341,94.04793534816359,86.57550091145272,0.1220366490495403,2.819595830957499,253.02445524013942,25.974647051022377,0.8466203921568629,0.14270809835263407,26.288290895061728,0.03489723007327352
35,435,49.3703,33.5025,35,46.1738,0,123,123,10,130,8,1.00125,48.66731,0.0,0.0,4.25,9.269,28.3359,0.0,0.0,125.0,56.9586,0.00026,0.3,2.559,-1.0,1.714514,0.05113470319008348,0.18609837418606565,0.0642085710538501,95.69580016469878,0.08479216999567418,7.157104397573609,0.32321042227649044,0.19332603326878203,64033.96903314011,0.13405788965461732,0.08827321703866936,15386.709683400264,91.90568128799886,87.05455369638092,0.12205824073452498,2.5259192501792236,250.6718649721943,25.844642168209873,0.8471866666666668,0.1441514407741402,26.82619598765432,0.03482988953732593
36,436,49.6374,33.4419,35,47.2947,0,124,123,10,130,8,1.00356,48.90453,0.0,0.0,3.78571,9.209,28.79269,0.0,0.0,125.0,57.18127,0.00023,0.3,2.628,-1.0,1.619067,0.051524194173021086,0.1869288220873599,0.06405774172611067,95.6641937662335,0.08455825316138953,7.183398453988574,0.3232104222764918,0.19430250216983383,63911.636732504885,0.132243712249635,0.08888420724500655,15802.753980597978,95.28207719750775,87.52922497615029,0.1241495187838929,2.304569991513619,248.24433276002995,25.69485643174913,0.8471490196078433,0.14519418275058568,27.05931712962963,0.03498688929087145
37,437,49.2289,33.0178,35,48.0799,0,124,123,10,130,8,0.99634,48.46236,0.0,0.0,3.71429,9.089,28.73145,0.0,0.0,125.0,57.48526,0.00014,0.3,2.776,-1.0,1.648604,0.05198463221326762,0.18771874474972142,0.06371475009166631,95.72770625253412,0.08440056027917246,7.196217438921696,0.32321042227648683,0.19445408078828047,64109.05454550438,0.13094972921719905,0.08908837942775286,15479.30583487646,90.54069155907139,87.60507436670265,0.12636271515951386,2.7511742940328654,245.76305963810805,25.236304012345677,0.8462054901960786,0.1466775967497735,26.915461033950617,0.03496420767943408
38,438,48.9727,33.4436,34,49.0431,0,125,123,10,130,8,0.98815,48.16542,0.0,0.0,5.25,9.118,28.34716,0.0,0.0,126.0,57.81434,0.00015,0.3,2.795,-1.0,1.550325,0.05212710512813086,0.18730607007582561,0.06350691065637828,95.85912857023148,0.08428314476742138,7.224111720869701,0.32321042227648444,0.19366863889517183,64057.52377362428,0.130280157687877,0.0894705506519082,15320.07877086057,91.4633591937739,87.2335662799732,0.12416637560906782,3.1308283099893144,243.2113140023305,25.06281911590953,0.8454745098039217,0.14779772689809836,27.291329089506174,0.03508721366579847
39,439,48.6715,34.1506,34,48.3173,0,125,123,9,130,7,0.99647,47.86767,0.0,0.0,5.42857,9.257,28.70706,0.0,0.0,125.0,58.0304,0.00012,0.3,2.776,-1.0,1.572968,0.05222077722598136,0.18685684670968453,0.06338903589078582,95.87239277963391,0.0840451134365413,7.232266186321879,0.3232104222764837,0.19292047765185089,63951.75561804032,0.12914856024798183,0.08983772786682837,15069.94790936507,90.30945930571373,86.42531927502293,0.1225319710507254,3.1207106988844475,240.5915549371802,24.81294137460214,0.8435250980392157,0.1483450618581113,27.866367669753085,0.035188372833757905
40,440,48.3555,34.2491,34,47.491,0,126,123,9,130,7,0.99656,47.55051,0.0,0.0,3.60714,9.443,29.31296,0.0,0.0,126.0,58.25464,0.00019,0.31,2.835,0.38709,1.550934,0.05245562653081057,0.18652664339500769,0.06324868355561697,95.97602694493956,0.08400551433969886,7.238264612553029,0.3209927962332576,0.19255776379731412,63778.70133233217,0.12768388843686798,0.09001484817642866,14766.568668860924,91.75346024816561,86.80340157157943,0.12161527063130567,2.8117106542887176,237.90463224379178,24.4138944649402,0.8423792156862746,0.14855828118528971,28.372588734567902,0.03523286497635925
41,441,47.8537,33.6277,33,46.8281,0,126,123,9,130,7,0.99709,46.97051,0.0,0.0,4.14286,9.284,29.40455,0.0,0.0,126.0,58.52303,0.00021,0.31,2.765,-1.0,1.528823,0.0524823564552528,0.1854691467501834,0.06308945191693928,96.04166558596785,0.08390849947938314,7.236745869027801,0.3209927962332487,0.1918059569435891,63703.69763509856,0.1265797986865751,0.09011098225757588,14589.182275752324,91.31394106216217,85.8312814907828,0.12192613100783894,2.95015186761161,235.16343390975246,24.23187764485677,0.8412780392156863,0.14868212839533226,28.715181327160494,0.03542137838656369
42,442,47.3781,33.7955,33,48.6889,0,127,123,9,130,7,0.99544,46.3987,0.0,0.0,5.75,9.318,28.86557,0.0,0.0,125.0,58.85126,0.00024,0.3,2.504,-1.0,1.483714,0.052349914345269054,0.18407831574316383,0.06295560009510358,96.13934191767146,0.08363537870448874,7.232916050147227,0.3149341292109679,0.1911946835535041,63526.18310233558,0.12569089338192507,0.09032022205122194,14433.930387658553,91.50697363389617,85.26582380885553,0.1213638052189005,1.57736914383891,232.4255146192123,23.96047728738667,0.8396333333333335,0.14669288518425022,29.34736689814815,0.035513639565424776
43,443,46.8194,33.8778,32,46.7048,0,127,123,9,130,7,1.00195,45.79145,0.0,0.0,3.32143,9.592,29.00294,0.0,0.0,126.0,59.21911,0.0002,0.3,2.528,-1.0,1.463206,0.052322569254709725,0.18271025098793686,0.06285295229702649,96.22413917185463,0.083637395079339,7.234194614959502,0.3088754621886645,0.19074099813641496,63411.224583343144,0.1243544419500486,0.09048517184693006,13879.711653532831,93.54090610686339,83.99473694190878,0.12181328580837349,1.4679450889575376,229.69949924949233,23.603587021062403,0.8384952941176471,0.145388154867093,30.02314814814815,0.03570801051469074
44,444,46.5114,34.3752,32,48.549,0,127,123,9,130,7,0.99596,45.42502,0.0,0.0,5.57143,9.543,29.06907,0.0,0.0,126.0,59.78676,0.00018,0.3,2.426,-1.0,1.427524,0.05234195105270537,0.18145689008460522,0.06271680089151778,96.30820916821921,0.08347304966386579,7.246767285612322,0.3028167951663756,0.19007204549220746,63323.7721916232,0.12321315891627403,0.0906829690656353,13520.9576821093,90.89922089372334,82.58774536568086,0.1208994821215324,2.623454512626227,227.00706328704675,23.335036666304976,0.8390380392156863,0.14404464424640434,30.670380015432098,0.035844713672757565
