,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,tone,temporal,cubcol.0,blockiness,staticness,cubcol.0.3,cubrow.1.0,saturation,contrast,color_fulness,cubrow.0.3,fft,movement,cubrow.0.6,blur,cubcol.1.0,cubrow.0.5,cubcol.0.6,cubrow.0,uhdhdsim,cubcol.0.5,noise
38,138,64.7553,8.06064,28,6.13943,0,104,131,7,125,5,0.98244,57.82275,0.0,0.0,4.64286,3.93,6.21528,0.0,0.0,126.0,58.7765,0.0003,0.29,1.42,-1.0,8.552644,0.857646274509804,2.7216099675245933,0.005245942784014398,1.8486686014016793,538.9561167412884,0.027569288764039402,0.10237365289427607,32.56079063886478,93.82469024053263,162.1277536578446,0.26304791464077054,69250.4494890644,5.440634645061729,0.13180139943135924,58425.30027375302,0.005326363098227451,0.14965931098594543,0.2315181201822432,0.1039257753024351,90.06036997679982,0.2223179290790965,0.19360157037872502
39,139,64.6227,7.17932,28,6.70046,0,104,131,7,125,5,0.98149,57.67752,0.0,0.0,5.03571,3.926,6.90617,0.0,0.0,126.0,58.76424,0.0003,0.29,1.529,-1.0,8.528822,0.8580874509803922,2.753426188256543,0.0052385410312098925,1.6723909670721393,538.3940886134202,0.027347061545738807,0.10181711598334313,32.529722802432964,91.50803737303362,161.75710426466603,0.26292173520030726,69202.52974317585,5.597366898148148,0.13169024466154203,58308.65355159969,0.005312705743379159,0.14973690742824716,0.23139177430475308,0.10393842738824005,90.06831035002223,0.22234668249360987,0.19360157037872408
40,140,64.5249,7.37627,28,6.3607,0,104,131,7,125,5,0.9798,57.5878,0.0,0.0,4.85714,3.932,6.14995,0.0,0.0,126.0,58.72535,0.00025,0.29,1.42,0.46309,8.360328,0.85828,2.77264563515759,0.00522548283843236,1.6435456758369935,537.879884949046,0.02712755269784148,0.10140006816211428,32.53549458068094,92.52446950787824,162.71131222417043,0.26275134001853573,69190.63371162362,5.988908179012346,0.13158490640631013,58220.36964182946,0.005317716437050767,0.14970892925478432,0.23126627052205476,0.10392871352946892,90.08539532212748,0.2224047859768004,0.19360157037872472
41,141,64.6701,7.70115,28,6.35719,0,104,131,7,125,5,0.97971,57.70791,0.0,0.0,4.57143,3.97,6.30826,0.0,0.0,126.0,58.60182,0.00031,0.29,1.36,-1.0,8.254369,0.85828,2.7849476910662627,0.005233005886440624,1.7855853523672012,537.4006674569132,0.026913239416819452,0.10114497853945115,32.31980067123602,93.58115966602273,162.73030373353774,0.2626098015093553,69058.27790034743,6.004340277777778,0.13150323117034327,58353.24554843744,0.005327874366203163,0.1496191944783685,0.23116305272910234,0.10392046130444141,90.11543904521739,0.22249477982064803,0.19360157037872497
42,142,64.7363,7.71455,28,7.28734,0,104,131,7,125,5,0.97963,57.79087,0.0,0.0,4.67857,3.969,6.58996,0.0,0.0,126.0,58.37215,0.00026,0.29,1.395,-1.0,8.183122,0.8569188235294118,2.8183105558376798,0.00523952536839592,1.6842595733100085,536.9201010612613,0.026694389909237736,0.10073352088670495,32.157481817551606,93.75346613315992,161.7928911969483,0.262471421805605,69284.01532844319,6.229263117283951,0.13137575776158325,58462.32665819433,0.005332597203202335,0.14962513945130285,0.23108274340043666,0.10388078107663798,90.07446754946488,0.2224989064330761,0.19360157037872727
43,143,64.9049,7.51878,28,6.99703,0,104,131,7,125,5,0.98724,57.94091,0.0,0.0,4.82143,3.947,6.59205,0.0,0.0,126.0,58.20094,0.00025,0.29,1.398,-1.0,8.1116,0.856383137254902,2.8217174061855257,0.005235179386539904,1.7269831267779383,536.4545300820904,0.026480539873895894,0.10024697988908945,32.00596788194445,91.45654870459553,161.6107744349544,0.26231208241678666,69199.04122440136,6.400414737654321,0.13138325781671964,58821.01334033087,0.005317870239292454,0.14954653503677248,0.23094865772304662,0.10390396945299153,90.05384793550715,0.2226299693071736,0.19966023740101593
44,144,64.9404,7.36363,28,7.43693,0,104,131,7,125,5,0.98025,57.98773,0.0,0.0,4.46429,3.948,6.42611,0.0,0.0,126.0,58.02642,0.00032,0.29,1.468,-1.0,8.07654,0.8545666666666666,2.7614756005230157,0.0052254221675291914,1.7825613658203798,535.9670384789883,0.026261326885492944,0.0999359931428114,32.07222870249807,91.65347822176292,162.33106369262185,0.26215816513258006,69289.71112553516,6.526523919753086,0.13134174806080828,58892.11494832154,0.005299648262171109,0.14946038942357662,0.2308510475321422,0.10392776942745373,90.08084367180716,0.22270040867138624,0.19966023740101813
45,145,64.9607,7.14934,28,6.97495,0,104,131,7,125,5,0.98465,58.01098,0.0,0.0,4.71429,3.968,6.29502,0.0,0.0,126.0,58.00376,0.00029,0.29,1.42,-1.0,8.018398,0.8551698039215687,2.71099862917465,0.00522554882839854,1.6849624899033264,535.456630740251,0.02605308336989328,0.09958807273235087,31.925534283673322,91.48844520405021,161.4165976174315,0.26199795780013757,69273.37774850908,6.715856481481482,0.1312485457632142,58878.45254281676,0.00528791737599698,0.14940170686230017,0.23071226195621125,0.10396132418911534,90.06603299088263,0.2226202748855459,0.19966023740101865
46,146,64.8914,6.86452,28,6.68505,0,104,131,7,125,5,0.98208,57.94753,0.0,0.0,4.32143,3.967,6.11271,0.0,0.0,126.0,57.9927,0.00031,0.29,1.417,-1.0,7.877185,0.854410980392157,2.657796390826918,0.005217746054801883,1.6696049656171108,534.9019399673522,0.025845547219872304,0.09926537378215115,31.78815921736352,92.91630217883832,160.41944306990968,0.261869386305522,69258.66257478703,6.657069830246914,0.13127412823501328,58775.64762843409,0.005286203184343322,0.1494445371888131,0.23055409888503464,0.10395516951936389,90.12121317351989,0.22242824753531806,0.19966023740101857
47,147,64.9084,6.74885,28,6.54082,0,104,131,7,125,5,0.9786,57.97494,0.0,0.0,4.10714,3.974,5.87004,0.0,0.0,126.0,58.10297,0.00031,0.29,1.405,-1.0,7.905833,0.8573792156862744,2.5800180651124487,0.005212538039313915,1.5799514250095774,534.3648772809871,0.02563932934148431,0.09899434045059706,31.819843056761187,93.78746926277294,161.68976089104723,0.2617406485646866,69295.23698020681,6.4975405092592595,0.1315103524115231,58923.533836076975,0.00530775050031596,0.14931701300755593,0.23038605966331083,0.1039914303860653,90.10241718202306,0.2221242084410886,0.19966023740101857
48,148,64.8636,6.50008,28,6.10547,0,104,131,7,125,5,0.98062,57.93925,0.0,0.0,4.46429,3.967,5.77082,0.0,0.0,126.0,58.19575,0.00026,0.29,1.434,0.45486,7.891882,0.85828,2.515455089410575,0.0052174633242834025,1.7533006418968875,533.8109408396754,0.02544603636495516,0.0987929693450777,31.73206885067033,93.77284381545006,161.58160280559594,0.2616370089932338,69260.93716784057,6.211853780864198,0.13146156644832874,58918.24330335485,0.005325931581861279,0.1492585918570902,0.23023533592635093,0.10397629913469024,90.09480669053927,0.22185059555634148,0.19966023740101932
49,149,64.9134,6.36972,28,5.72217,0,104,131,7,125,5,0.98594,57.9846,0.0,0.0,4.17857,3.962,5.56341,0.0,0.0,126.0,58.316,0.00024,0.29,1.535,-1.0,7.859702,0.8593811764705883,2.471188955160866,0.005209196412095873,1.5872997118198575,533.2607623808783,0.025256125538525034,0.09863977316011813,31.64407612364969,93.58512151062652,161.68790518640222,0.26149119284507205,69412.03115911859,5.963638117283951,0.13135343920165574,59055.97243329613,0.005320586123364836,0.1491988838857246,0.23005651444329905,0.10399908484790242,90.09301339731954,0.22132477461424677,0.19966023740101968
50,150,64.9147,6.30774,28,5.23434,0,104,131,7,125,5,0.98516,57.99168,0.0,0.0,4.07143,3.988,5.44697,0.0,0.0,126.0,58.38324,0.00026,0.29,1.367,-1.0,7.849421,0.860178431372549,2.411964081501355,0.005202655982750064,1.7447133237495647,532.6994159773983,0.025079911615469686,0.09849594132702166,31.467739905840087,93.86859328291419,160.79333236370667,0.2614185330681799,69354.09685406374,5.813705632716049,0.13119367198938683,58912.79264184612,0.005330512103120773,0.1492245754276221,0.22989999285659246,0.10397971158612139,90.1333600098194,0.22081683153172005,0.19966023740101868
51,151,65.0124,5.98899,28,5.24295,0,104,131,7,125,5,0.98581,58.08281,0.0,0.0,4.42857,3.972,5.39561,0.0,0.0,126.0,58.49974,0.0003,0.29,1.492,-1.0,7.862383,0.8616360784313727,2.3627947088485177,0.005200905366845972,1.825433062458142,532.1707557486243,0.024906006084301515,0.09847101623771073,31.600889229480135,93.31925954387876,162.0003388802948,0.2613296430618541,69351.26696780033,5.486448688271605,0.13104043864995277,59156.33451485955,0.005309960642244496,0.14917078580495347,0.22974627936083614,0.10399123013880807,90.11894303986949,0.22033029866732232,0.19966023740101857
52,152,64.9653,5.54141,28,4.74551,0,104,131,7,125,5,0.98797,58.03084,0.0,0.0,4.42857,3.972,5.11573,0.0,0.0,126.0,58.55088,0.00027,0.29,1.47,-1.0,7.826755,0.8616062745098041,2.3127347019702738,0.005208804486398713,1.9305957933103572,531.6529883118661,0.024731092198087085,0.09835884440142852,31.437770137080438,93.43159721427583,160.67160488243238,0.2612544712884349,69370.8454998813,5.010947145061729,0.13092605862110998,59021.939689596664,0.005321946510475637,0.14921473543106423,0.22952407791301255,0.10397068446421803,90.12501327680664,0.21988072686222518,0.1996602374010189
53,153,65.0631,5.12173,29,4.58649,0,105,131,7,125,5,0.98564,58.12063,0.0,0.0,3.96429,3.976,4.7326,0.0,0.0,126.0,58.62093,0.00029,0.29,1.511,-1.0,7.910989,0.8616360784313727,2.2819568426885297,0.005193087270973653,1.941711519241018,531.1616931802013,0.024564843676284573,0.0982534570252435,31.339086838710458,93.67549026813234,160.94001207570705,0.2611731357074305,69445.1254709041,4.425877700617284,0.13089976691800304,59255.21142444902,0.005317113269857279,0.1494505209082662,0.229384724323366,0.10398854062263639,90.10989390887487,0.21932982816580354,0.19966023740101865
54,154,65.1468,4.63345,29,4.4262,0,104,131,7,125,5,0.97703,58.21402,0.0,0.0,4.60714,4.001,4.36936,0.0,0.0,126.0,58.65973,0.0003,0.29,1.506,-1.0,7.811981,0.8616360784313727,2.2369120948675225,0.005207480375640496,2.0136669083798253,530.6762274949946,0.024405929856536678,0.09817182152445134,31.466761271158855,93.69172085987887,161.16849669998786,0.26113380784865037,69455.7480482778,3.9166184413580245,0.13081617518271474,59330.726136686884,0.005324737443469766,0.14967608658209544,0.22920802619676633,0.10399520392032953,90.11306786009729,0.21882953841529515,0.1996602374010191
55,155,65.148,4.01762,29,4.58698,0,105,131,7,125,5,0.97989,58.21235,0.0,0.0,4.42857,3.993,3.94922,0.0,0.0,126.0,58.65402,0.00021,0.29,1.452,-1.0,7.828666,0.8610705882352943,2.187378340238291,0.0051916000997273785,1.9126332301533593,530.2220430652652,0.024242664521527124,0.09807587142386284,31.41583722903405,93.45805639543437,161.188807113591,0.2610831021446143,69435.6808547999,3.752459490740741,0.13072073483600616,59342.54631400457,0.005315636090083279,0.14999869934546645,0.22905865189129238,0.1040029208736642,90.09974446667104,0.2184717844420587,0.19966023740101838
56,156,65.2285,3.42463,29,3.98336,0,104,131,7,125,5,0.97725,58.29131,0.0,0.0,4.35714,3.968,3.41592,0.0,0.0,126.0,58.66966,0.00027,0.29,1.429,0.46631,7.874825,0.8605050980392158,2.1198871482575994,0.0051974842364933445,1.7453552930958705,529.7762771484298,0.024077372626335757,0.09802202303299934,31.48489323368779,93.60263053410162,161.76030364551343,0.2610059519524632,69539.42515253848,3.414207175925926,0.13067792506537174,59585.39258026164,0.005311390784419725,0.15050136793939828,0.22890243855751027,0.1040309960095591,90.06881066780721,0.21814076872746402,0.19966023740101882
57,157,65.2807,2.69297,29,4.03036,0,105,131,7,125,5,0.98004,58.3462,0.0,0.0,4.35714,3.953,2.90298,0.0,0.0,126.0,58.66645,0.00032,0.3,1.428,-1.0,7.863679,0.8599623529411766,2.051726209759678,0.005199456031979876,1.7281537796410125,529.3721710567835,0.02392020904303697,0.09798345847665886,31.362018349729937,93.52322121625578,161.33048191388994,0.2609589495926108,69492.89551558567,3.1359953703703702,0.13064770239230683,59472.71735887038,0.005313468839740264,0.1510450676799848,0.22876427492072732,0.10402339083605337,90.06092266342229,0.21790088252794976,0.19966023740101857
58,158,65.3361,2.03994,29,3.31531,0,105,131,7,125,5,0.98019,58.40952,0.0,0.0,4.60714,3.939,2.26253,0.0,0.0,126.0,58.65156,0.00024,0.29,1.408,-1.0,7.791075,0.8595360784313726,1.9707280300998915,0.005190421434375208,1.652303475217978,528.9674264396191,0.023773704792725215,0.0980138359916431,31.331643752109855,90.98271519792364,160.68223485960766,0.26089986992534453,69615.76618132288,2.884837962962963,0.13080111710605746,59514.691232304016,0.005317166856564368,0.1516787319104175,0.22859458293769283,0.10400736655600888,90.04292649539946,0.21785847996415647,0.19966023740101912
59,159,65.3718,1.8736,29,2.91988,0,105,131,7,125,5,0.98193,58.43882,0.0,0.0,5.21429,3.939,1.68753,0.0,0.0,126.0,58.67033,0.00028,0.29,1.373,-1.0,7.896353,0.8596717647058825,1.8894402364589904,0.005193653071655523,1.6875362894827368,528.6025378684566,0.02362931484957863,0.09805247769260361,31.344674004448787,93.53594086166778,161.01839872606848,0.2608578342327338,69556.02930269395,2.6240837191358026,0.1309985248112952,59605.59654899686,0.005304324914672043,0.1523909123824717,0.22844409338380264,0.10402880453781584,90.02923455613066,0.21800759065997893,0.19966023740101893
60,160,65.3925,2.628,29,2.81961,0,105,131,7,125,5,0.97687,58.46489,0.0,0.0,4.25,3.946,1.54041,0.0,0.0,126.0,58.66413,0.00027,0.29,1.474,-1.0,7.838391,0.8585784313725492,1.836723988247025,0.005197295803536219,1.8988627420402753,528.2369775488717,0.023298475259422875,0.0979199445250787,31.35461632999373,93.48257884226669,160.64280783472145,0.26070964192738005,69446.82050183475,2.4519193672839505,0.13110374584588472,59638.13480589827,0.005318738562498546,0.1532753194473639,0.22803303262554778,0.10403518222343047,90.02515242595139,0.21809115693922,0.1996602374010191
61,161,65.3671,3.37957,29,3.20959,0,105,131,7,125,5,0.98249,58.43254,0.0,0.0,4.46429,3.962,2.20539,0.0,0.0,126.0,58.7043,0.00029,0.29,1.371,-1.0,7.806467,0.8598963921568573,1.931616331937216,0.005192732253345186,1.7121533737368826,527.9078992811397,0.022978105531341577,0.09772326563375168,31.37584752212336,93.09042496484034,162.1061799794188,0.260646578266948,69529.61451912872,2.179591049382716,0.13110699131007136,59633.54161449122,0.005311018182467911,0.15386840318989656,0.2274834010966577,0.10404616634519132,90.03717164016498,0.21796167543850364,0.19966023740101882
62,162,65.3049,3.65947,29,3.78687,0,105,131,7,125,5,0.98196,58.37403,0.0,0.0,4.60714,3.983,2.86322,0.0,0.0,126.0,58.71975,0.00027,0.29,1.359,-1.0,7.814202,0.8593145098039218,2.0143152486097833,0.005186395328327396,1.7732005261935102,527.5903385869477,0.022595275727006335,0.09751364387512153,31.380646317093458,93.48994401566281,161.16903852841156,0.2605701416678787,69571.94696714393,1.8671875,0.13094697215805792,59543.73203955547,0.0053170128434732395,0.1543702618504989,0.22681124035627379,0.10401384517153538,90.07000678084259,0.21760473229437866,0.19966023740102157
63,163,65.3584,3.88248,29,3.57067,0,105,131,7,125,5,0.97855,58.42724,0.0,0.0,4.17857,3.97,3.10723,0.0,0.0,126.0,58.74666,0.0003,0.29,1.401,-1.0,7.834811,0.860192549019608,2.01770412077229,0.005192033749927585,1.785337030208496,527.3037716342202,0.02220840718105,0.09727920058258634,31.314188639322914,93.25684588929794,161.225857751416,0.26049035473115034,69506.01138468532,1.6663290895061729,0.13085123949974478,59685.28132074338,0.005316133316865129,0.1546113265868238,0.22610210037678433,0.1039900550101688,90.07986559783964,0.21728511753498148,0.19966023740101915
64,164,65.3521,4.07846,29,3.61272,0,104,131,7,125,5,0.98334,58.40866,0.0,0.0,4.17857,3.977,3.29922,0.0,0.0,126.0,58.73345,0.00025,0.29,1.388,0.45602,7.922059,0.8593443137254904,2.0097417788728267,0.005174362525465304,1.6767202345042547,527.0072058552291,0.02184679216700812,0.09713267419603037,31.42449329517506,93.45844905688688,161.44743498128,0.2603675366376098,69396.90764432058,1.4623360339506173,0.13078788386063492,59554.17150145534,0.005333009649253597,0.15480897259626913,0.22539192979981781,0.10393838683862366,90.0730765609951,0.21690087338855937,0.1996602374010187
65,165,65.4157,4.00699,29,3.55923,0,105,131,7,125,5,0.98459,58.47153,0.0,0.0,4.03571,3.971,3.46749,0.0,0.0,126.0,58.76662,0.00024,0.29,1.405,-1.0,7.918647,0.860192549019608,1.9855986696468377,0.005161452552960053,1.6790467821899113,526.7424484015538,0.021446332252947366,0.09685348317795969,31.522343388310187,93.81547345387308,162.32188056534358,0.26034696099849697,69594.24054809693,1.3369984567901234,0.13071040506917125,59721.67828151853,0.005330922672020538,0.15503797892792226,0.2247873336912901,0.10393583558128344,90.0581808699207,0.21650710615887164,0.199660237401019
66,166,65.496,3.79293,29,3.39183,0,104,131,7,125,5,0.98444,58.55363,0.0,0.0,4.35714,3.966,3.40683,0.0,0.0,126.0,58.74689,0.00025,0.29,1.41,-1.0,7.960653,0.8593443137254904,1.960151014852888,0.005162521588026916,1.8659108947327507,526.4802553124227,0.021095862822003816,0.09648694809941255,31.41474010326244,93.66485924020523,161.14926664077547,0.26023015952573897,69535.22563426726,1.2807195216049383,0.1305912346073414,59857.184442066115,0.00533379437293615,0.1552519185938037,0.22433122051955184,0.10392078121455094,90.02945617962489,0.2161587038186369,0.19966023740101882
67,167,65.5957,3.45179,29,3.34867,0,105,131,7,125,5,0.98739,58.65054,0.0,0.0,4.5,3.97,3.21804,0.0,0.0,126.0,58.78118,0.00024,0.29,1.425,-1.0,7.899666,0.860192549019608,1.9316827411478728,0.005178635856885589,1.7641294919687478,526.2447550048975,0.02069653674695647,0.09608241012784356,31.32713374385127,92.81509927662144,161.47519286681165,0.26015765678872976,69503.8993709407,1.2184124228395061,0.13052709790414702,60090.61989165798,0.005305279776158792,0.15549956817963428,0.2240807212761344,0.10388170076542166,90.03265364059615,0.2158907386789155,0.19966023740101932
68,168,65.6597,2.93592,29,3.2579,0,104,131,7,125,5,0.98747,58.69976,0.0,0.0,4.53571,3.955,2.92556,0.0,0.0,126.0,58.77746,0.00025,0.29,1.41,-1.0,7.825744,0.8599098039215688,1.898486179815002,0.005174570605461445,1.7639075420809747,526.017262215108,0.020349545370539863,0.09578940660693105,31.45769058039159,92.91521537955533,161.99735833247664,0.26005709667266386,69566.9114580742,1.161988811728395,0.13049893361527834,60108.57407183107,0.005307725186205296,0.15578610448450902,0.2237438507075037,0.10388305216934966,90.00736382698668,0.2154521622535773,0.19966023740102037
69,169,65.7639,2.31215,29,3.23916,0,104,131,7,125,5,0.99098,58.79066,0.0,0.0,4.28571,3.954,2.47929,0.0,0.0,126.0,58.78908,0.00021,0.29,1.412,-1.0,7.843217,0.8599623529411766,1.8541726921111696,0.00514889213872509,1.7982672524778012,525.8064489225188,0.019943865423811612,0.0954820968643696,31.270624608169367,93.82304264515936,160.7606445409688,0.2599211467195133,69628.45748370624,1.1008391203703705,0.13050136455565414,60428.89458879135,0.00532452425073818,0.1560786586049905,0.22341890074586113,0.10387491128648924,89.96636782534586,0.21517005280513546,0.1996602374010188
70,170,65.8627,2.23003,29,2.94183,0,104,131,7,125,5,0.98945,58.88939,0.0,0.0,4.35714,3.919,1.93669,0.0,0.0,126.0,58.80943,0.00025,0.29,1.458,-1.0,7.794532,0.8594258823529412,1.8090134267576072,0.005149966359441236,1.9253636526647737,525.6046464802544,0.019605394452225658,0.09511406880594889,31.443744989089023,93.61607973291463,161.369504989253,0.25978382442871506,69820.8324294524,1.0441743827160495,0.13058108474400615,60656.55158898014,0.0053372958856582825,0.15645098099096683,0.2230762350275825,0.10387708903182474,89.92515829349995,0.21498238611504455,0.19966023740102712
71,171,65.8365,2.85763,29,3.04948,0,104,131,7,125,5,0.98616,58.87282,0.0,0.0,4.25,3.938,1.85986,0.0,0.0,126.0,58.8227,0.00025,0.29,1.401,-1.0,7.785388,0.860192549019608,1.7912834251330465,0.005151785512449946,1.745426026962566,525.4212893215455,0.01920900433277406,0.09479965645544801,31.309496090735916,93.68911228977956,161.16346228299562,0.25970218324913685,69690.08064942888,1.0168788580246915,0.1306733753799792,60604.13255231194,0.005328820774569709,0.1567831598544019,0.22276420259612573,0.10390722038413434,89.95710870463142,0.21484013549181086,0.19966023740102865
72,172,65.7422,3.28201,29,3.31495,0,104,131,7,125,5,0.98447,58.76982,0.0,0.0,4.42857,3.963,2.41119,0.0,0.0,126.0,58.82126,0.00031,0.29,1.48,0.45409,7.858013,0.8593443137254904,1.8337964570067347,0.00514775892715849,1.768006382571611,525.2366489598229,0.018905685308871552,0.09453767502010797,31.423597547743054,93.50672284775499,160.22508840277098,0.2596150801181573,69675.46930833024,0.9642650462962963,0.13081082673572642,60383.90223275893,0.005323419562039488,0.15698235084377754,0.22246581282219674,0.10392343729123298,89.979743599818,0.214694096124833,0.19966023740102024
73,173,65.6544,3.57638,29,3.264,0,104,131,7,125,5,0.9877,58.68828,0.0,0.0,4.10714,3.948,2.77936,0.0,0.0,126.0,58.83312,0.00022,0.29,1.433,-1.0,7.8024,0.860192549019608,1.8718375679838348,0.0051557654324043125,1.738835963505285,525.0791010396489,0.01864252860927346,0.09430545340248031,31.385061946915993,93.69203216239731,160.72077165325533,0.2594921957146379,69743.3595979925,0.9029706790123457,0.13087831442213516,60216.27758709394,0.00531651149680002,0.15709484219176115,0.22219553816364793,0.10395064696652911,90.00331687330808,0.21457917781861607,0.20187786344424619
74,174,65.5585,3.87981,29,3.2357,0,104,131,7,125,5,0.98675,58.5979,0.0,0.0,3.71429,3.946,3.03655,0.0,0.0,126.0,58.78896,0.00025,0.29,1.462,-1.0,7.788763,0.859150980392157,1.925207796023684,0.005138305688019386,1.9045371232334198,524.9104319650114,0.018376954418338892,0.09420667162506952,31.376792436764568,93.54057374141027,159.61727403382855,0.25937482635648645,69694.33698434387,0.8926986882716049,0.1308788110607673,60016.31047348392,0.005309968346876438,0.15721576758606337,0.22185350025920564,0.10394218762748826,89.99584265260964,0.2145163041127551,0.19966023740102137
75,175,65.5309,4.12983,29,3.5384,0,104,131,7,125,5,0.98972,58.57915,0.0,0.0,3.89286,3.923,3.29845,0.0,0.0,126.0,58.81677,0.00027,0.29,1.517,-1.0,7.746467,0.8601250980392158,1.9682578668329498,0.005152288808689679,1.8237692039468985,524.7641468841333,0.01813017552014168,0.09419489505394914,31.442208372516394,93.35746428967029,160.7831935654057,0.25928768503128413,69640.18169042663,0.9008969907407407,0.13073758779302264,60096.27811504303,0.005316780175363541,0.1572413621816588,0.22157801328040197,0.10392238400122528,89.99089223536444,0.21457356177555212,0.20187786344425288
76,176,65.4859,4.31304,29,3.4942,0,104,131,7,125,5,0.98268,58.52227,0.0,0.0,4.46429,3.912,3.51635,0.0,0.0,126.0,58.78297,0.0003,0.29,1.468,-1.0,7.682614,0.8594266666666667,1.9818598878248523,0.005148792476756972,1.903494459430227,524.6176335994658,0.017923448136624606,0.0941654092576817,31.376455801504626,93.67232951237503,160.13868792223704,0.2591525579077298,69612.16376513855,0.9633005401234568,0.13054794372148554,59995.581712439714,0.0053181627741920815,0.15725274267920944,0.2213136868064214,0.10391736448435793,90.02406325636379,0.2144997585554979,0.19966023740101982
77,177,65.4443,4.41441,29,3.72554,0,104,131,7,125,5,0.98318,58.48795,0.0,0.0,4.28571,3.942,3.67455,0.0,0.0,126.0,58.8077,0.00033,0.29,1.395,-1.0,7.692725,0.8604298039215686,2.014239592707699,0.005142053824200054,1.902376047978846,524.4929528813205,0.017690719491778598,0.09405296778549442,31.53836323302469,93.27218842628892,161.68898267016405,0.2591022404617348,69570.49231862764,1.001880787037037,0.13037234806736472,59955.48164309839,0.005300500784917,0.15725444077122547,0.2212298328521525,0.10390980645503467,90.00431694170453,0.2143597106821085,0.19966023740102
78,178,65.4075,4.53858,29,3.63273,0,104,131,7,125,5,0.9852,58.4651,0.0,0.0,4.75,3.932,3.76338,0.0,0.0,126.0,58.77779,0.00027,0.29,1.378,-1.0,7.645056,0.8599098039215688,2.069038768340777,0.005137530410668002,1.8454701458152127,524.362094344624,0.017520015744689532,0.09399396269565666,31.408739066418306,90.73793458889891,160.94586742666226,0.25900473927374895,69684.31143723289,1.0760030864197532,0.1302028089055784,59927.52603383,0.005289631975061108,0.1573187959949882,0.2212252100160864,0.10390943003335504,90.02810944616027,0.21400033933896606,0.19966023740102065
79,179,65.6051,4.55444,29,4.04627,0,104,131,7,125,5,0.9911,58.62548,0.0,0.0,4.0,3.932,3.87097,0.0,0.0,126.0,58.80329,0.0003,0.29,1.354,-1.0,7.709842,0.8593443137254904,2.1007212272550393,0.005128032543463854,1.8733464369019976,524.2442510042064,0.01732466544599884,0.09389713459049737,31.614328266661847,89.8400262428265,161.92045396016965,0.2589300220794934,69676.78274913119,1.1516203703703705,0.1300256625377029,60499.08892510107,0.005281265503423092,0.1574278730193106,0.22126188105591785,0.10389571612969282,89.98324791594987,0.21378460876645156,0.19966023740102043
80,180,65.5506,4.72403,29,3.88848,0,104,131,7,125,5,0.98297,58.56711,0.0,0.0,4.35714,3.932,3.88452,0.0,0.0,126.0,58.79218,0.00031,0.29,1.344,0.4537,7.688147,0.8588235294117648,2.1352862802711003,0.0051326720701429344,1.852501389770197,524.1105131498119,0.017176467231356976,0.09378833903727125,31.577481305157697,91.40660596461441,160.800905589434,0.25888866578234176,69595.61660300597,1.2359664351851851,0.12995461003613548,60201.87258831446,0.005296157084665096,0.15747697307369118,0.22127611943271852,0.10386706770189841,90.04645713530856,0.213623225529952,0.19966023740101915
81,181,65.611,4.9818,29,4.32702,0,104,131,7,125,5,0.98932,58.61494,0.0,0.0,4.64286,3.94,4.0283,0.0,0.0,126.0,58.85539,0.00032,0.29,1.346,-1.0,7.70127,0.8593443137254904,2.1549545073516385,0.005119871491940662,1.8480849614905726,523.9894116832056,0.017066771526323805,0.09359615081797726,31.65804413218557,93.746430978317,161.22013649624552,0.2588478636754696,69574.94352214562,1.3198784722222223,0.12983162543598215,60296.46043009738,0.005297507296701813,0.15754831028981897,0.221292073817113,0.10382854358355809,90.02613797737303,0.21334865076138237,0.19966023740101932
82,182,65.5884,5.19255,29,4.23794,0,104,131,7,125,5,0.9855,58.58931,0.0,0.0,4.39286,3.941,4.25046,0.0,0.0,126.0,58.85121,0.00027,0.29,1.413,-1.0,7.729955,0.8582431372549021,2.194550659642339,0.005113071881691234,1.9201797114118848,523.8592044329297,0.016970676735101924,0.0934291485170896,31.41724932635272,93.58451004061328,160.01528422993331,0.25882113877674134,69647.44581115307,1.4204282407407407,0.1296614716508357,60320.9775925583,0.00529851596201603,0.1576489920679529,0.2212981249487596,0.10381314910190662,90.02690219245544,0.21319934068704655,0.19966023740101865
83,183,65.622,5.55936,29,4.4195,0,104,131,7,125,5,0.98973,58.6207,0.0,0.0,4.35714,3.953,4.43556,0.0,0.0,126.0,58.95224,0.00025,0.29,1.377,-1.0,7.685376,0.8590913725490197,2.1928689990549963,0.005107722887870562,1.9839340554021514,523.7312120068209,0.016910730568400093,0.09324694253889107,31.553094369393808,93.72962414656044,160.6527739231601,0.25880265547232256,69467.1924280222,1.5482735339506173,0.12948739755153166,60322.705474528455,0.005307223886167615,0.15773977197778347,0.22133870576028594,0.10382594112453622,90.03699217164618,0.2132031270032784,0.19966023740101857
