,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,color_fulness,cubrow.1.0,saturation,movement,noise,cubrow.0,contrast,temporal,tone,uhdhdsim,cubcol.0.6,cubcol.0.5,blockiness,cubrow.0.5,cubrow.0.6,cubcol.0,blur,cubcol.1.0,staticness,cubrow.0.3,fft,cubcol.0.3
10,510,57.6538,13.6802,35,15.3267,0,123,127,2,127,2,0.99408,56.20205,0.0,0.0,11.21429,8.796,11.98314,0.0,0.0,130.0,57.44655,0.0,0.3,6.324,-1.0,2.295538,163.2051890713525,0.21257493369503008,14.426522148980034,7.854456018518518,0.27355266388333943,0.0861957980521485,93.67154668947671,5.189852319428697,0.8335301960784313,97.38888031401234,0.15070894489818187,0.18560877149916055,1.6708966316716756,0.18953640923256565,0.09766323089102934,0.17655413163142503,25510.159542480844,0.1747812378127706,256.953213406488,0.11100103942269647,63859.96353636299,0.19078017478358533
11,511,57.4532,14.2121,35,15.312,0,123,127,2,127,2,1.00315,56.03711,0.0,0.0,12.71429,8.804,11.8039,0.0,0.0,131.0,57.44969,0.0,0.3,4.116,-1.0,2.260555,163.49422500361115,0.21151620388444203,14.543669900776427,9.12282986111111,0.2735526638833412,0.08612471083030508,93.8864099119128,5.1678561081085865,0.8335301960784313,97.41846085673467,0.15067230576987248,0.18507550676393925,1.7539902266152148,0.1884823629633019,0.09828600662987877,0.17787120877670815,25195.919303608236,0.17510337686728705,256.1316194185092,0.111546727737456,63856.69387229616,0.1898180885668945
12,512,57.3863,14.051,34,15.4064,0,123,127,2,127,2,1.00603,55.91764,0.0,0.0,12.53571,8.826,12.2568,0.0,0.0,132.0,57.42367,0.0,0.3,5.089,-1.0,2.320138,163.3001256043009,0.2121864871282098,14.422183566623264,8.761670524691358,0.2735526638833374,0.08643099481497035,90.56874005615208,5.212862305578756,0.8332120392156808,97.42839239301084,0.1501064230425223,0.18360049002812426,1.5857407118253133,0.18719552175509513,0.09790998915455672,0.1795430857819618,25046.039555294836,0.1740371005862584,255.2734526445735,0.11214476202640423,63727.578938513936,0.18890508876114898
13,513,57.2926,14.1874,34,15.2887,0,123,127,2,127,2,1.00223,55.83999,0.0,0.0,11.39286,8.783,12.12187,0.0,0.0,133.0,57.42327,0.0,0.3,6.044,-1.0,2.323319,163.5783722210093,0.2133469578543129,14.481403492115161,7.635947145061729,0.2697116229042796,0.08768768683019366,92.39017354403224,5.204412490240369,0.8329945098039215,97.41969891080045,0.14983342616160408,0.1821574232059134,2.225442037841931,0.18631842253781175,0.09760556505838629,0.1812373287115954,24960.143835887637,0.17312325563355346,254.40906523750218,0.11307561960273371,63772.52678336562,0.18767674644144997
14,514,57.3595,14.2662,34,15.0607,0,123,127,2,127,2,0.99838,55.87717,0.0,0.0,12.03571,8.784,12.24024,0.0,0.0,131.0,57.42731,0.0,0.3,5.527,-1.0,2.269385,163.34132420744064,0.21451850206490933,14.4364742702908,7.468557098765432,0.2735526638833358,0.09173831571198601,91.55570223752298,5.211199257798085,0.8335749019607843,97.41436882107207,0.1493503425458224,0.18109362314907737,1.8439153926223169,0.18558605730901287,0.09815903436403861,0.18153390721329482,25105.34600636663,0.1725047818240429,253.54757144247873,0.11346890432515645,63681.3658455645,0.1881128726390216
15,515,57.1885,13.7009,34,15.1862,0,123,127,2,127,2,0.99309,55.74892,0.0,0.0,11.25,8.816,12.31654,0.0,0.0,131.0,57.41797,0.0,0.3,5.09,-1.0,2.307757,163.68423797408548,0.2165847527219648,14.481886310341919,8.554976851851851,0.26971162290427725,0.09192553243711148,93.75540626194345,5.219237043264658,0.8338427450980392,97.45143247453919,0.14920642398340733,0.18018481622813276,1.5483142834171533,0.1841849870248497,0.09910372415556917,0.18264794290984118,24797.662057548827,0.17204718098249666,252.6460046084899,0.11343484632817125,63740.238126360615,0.18861449178901957
16,516,57.3003,14.0869,34,14.2346,0,123,127,2,127,2,1.00573,55.84561,0.0,0.0,12.82143,8.747,11.82175,0.0,0.0,131.0,57.40597,0.0,0.3,4.864,0.46528,2.328026,163.67831655830054,0.2202503048698996,14.503507260923032,9.837480709876543,0.26971162290427547,0.09321626527979732,93.75347302677037,5.156942262420861,0.8340878431372549,97.43108401210716,0.14871937668562665,0.17947315796238258,2.074443124686238,0.18297994916509708,0.10005640450122252,0.18293127436337092,24961.663275488685,0.17128149848472402,251.76444823001881,0.1131464473935755,63756.771840700756,0.18969507369724367
17,517,57.2272,13.9434,34,15.5855,0,123,127,2,127,2,1.00697,55.77836,0.0,0.0,13.75,8.729,12.15848,0.0,0.0,130.0,57.39863,0.0,0.3,5.385,-1.0,2.377775,163.81123160153754,0.22291755911564204,14.415456889588155,9.738184799382717,0.26971162290427503,0.0938484484105994,89.75338994391296,5.190552581204725,0.8349141176470587,97.44183255279592,0.14853234995489611,0.1785251652936052,1.76254290956581,0.182054414956171,0.10080615504184721,0.18404945942173778,24858.392284569814,0.17097691733733575,250.83781860186122,0.11224987154585553,63823.117608439105,0.18997716852689142
18,518,57.2991,14.0943,34,15.3852,0,123,127,2,127,2,1.00359,55.81454,0.0,0.0,10.75,8.772,12.03222,0.0,0.0,131.0,57.37229,0.0,0.3,4.885,-1.0,2.514505,163.53563404386392,0.22459916238670516,14.303012989185474,9.537229938271604,0.26971162290427675,0.09556054496607323,88.23371655899538,5.190754532162807,0.8329945098039215,97.45020158224845,0.14785277209811326,0.17757680033869483,1.2629937462618588,0.18099376813564827,0.10191031896423235,0.1859926126746858,25034.225892184473,0.17062691346673098,249.8987586753664,0.11130709817652994,63924.276301351085,0.19088900734749806
19,519,57.1555,14.2733,34,15.4753,0,123,127,2,127,2,0.99565,55.70308,0.0,0.0,9.53571,8.763,12.16317,0.0,0.0,130.0,57.38345,0.0,0.3,4.938,-1.0,2.410072,163.6790876000533,0.22588985817252533,14.388589364510995,9.401331018518519,0.27355266388333715,0.09778068123296364,88.3410106414118,5.189099733502786,0.8341333333333333,97.45286650239532,0.1480631064702369,0.1774823347280904,1.4015429906193217,0.18002962311843176,0.10319071669783876,0.18889018251038212,24735.620891988598,0.16946701217489746,248.9796736139015,0.11126579086101172,63909.86641920927,0.19127465677097286
20,520,57.3516,13.7215,34,15.5713,0,123,127,2,127,2,0.99657,55.88313,0.0,0.0,11.10714,8.775,12.3203,0.0,0.0,130.0,57.39212,0.0,0.3,4.567,-1.0,2.422361,163.71463752389786,0.22706594047379017,14.380328143084492,11.020447530864198,0.26971162290427364,0.10002493420994094,89.7217902236278,5.21528798021392,0.8355470588235294,97.44138528915862,0.1482523446415267,0.1766689992988863,1.504748334768589,0.1787712202433601,0.10415487856384015,0.18996975512455821,25039.704299449477,0.16884069903868312,248.0799633846029,0.11181256718268684,63827.479143978846,0.19116591477109854
21,521,57.3317,13.7509,34,14.8591,0,123,127,2,127,2,1.00044,55.8215,0.0,0.0,11.17857,8.789,11.83496,0.0,0.0,130.0,57.3694,0.0,0.3,5.817,-1.0,2.467602,163.95637423696107,0.22872511900452552,14.491004096137154,11.236255787037036,0.26749399686104813,0.10135996467880734,85.75709576561108,5.146763470567208,0.8341105882352942,97.44207144123877,0.1481998558176986,0.1758680726405468,1.7213723148893993,0.17830258418060288,0.10489224377947438,0.19123426353989018,24996.281602650706,0.16783061424213286,247.225328048977,0.11172060116788166,63827.68176746375,0.1911035455344214
22,522,57.2597,13.8091,34,14.702,0,123,127,2,127,2,1.00237,55.77523,0.0,0.0,12.42857,8.783,11.86707,0.0,0.0,129.0,57.34829,0.0,0.29,4.821,-1.0,2.439072,163.72836960608825,0.22992354457613048,14.304616669077932,11.106095679012345,0.2697116229042759,0.10247620853443344,93.83990480234147,5.154188935249358,0.8341929411764707,97.43687419279632,0.14819567327482822,0.17549095306685258,1.3548150890516641,0.17768648122186823,0.10537886700888378,0.192315277253787,24968.83910454398,0.16654339313370467,246.32430350009787,0.11129485724733339,63829.153356346455,0.1916498706814216
23,523,57.2493,14.0575,34,14.7648,0,123,127,2,127,2,1.00204,55.75666,0.0,0.0,11.10714,8.806,11.91631,0.0,0.0,130.0,57.35178,0.0,0.29,6.179,-1.0,2.416043,163.78106753976408,0.23071015137557938,14.354943546248073,10.949604552469136,0.2697116229042756,0.10272146837815957,88.47850105150663,5.154684651407171,0.8361650980392157,97.43253556129491,0.1480125966680098,0.17456259937732105,2.020462130303472,0.1769709403830296,0.10587892568314874,0.19366295827046176,24886.612219856706,0.1660083158758198,245.43376163768565,0.11076588682038263,63881.91745843785,0.19228224261814364
24,524,57.2064,14.6451,34,15.5424,0,123,127,2,127,2,0.99582,55.67658,0.0,0.0,11.67857,8.789,12.13007,0.0,0.0,131.0,57.31989,0.0,0.3,5.026,0.46335,2.561538,163.66534504867516,0.23131688044091175,14.300658237786939,11.334394290123457,0.2658705819252119,0.10365048488526973,88.291584951531,5.181343587666889,0.8357850980392156,97.45160285428275,0.1475823144067639,0.17391104143894906,1.615457212155295,0.17684881044743012,0.10629617832723169,0.19364705572083787,24871.004687216548,0.16551339658214143,244.5381731375011,0.10967833582603062,63816.60948451469,0.1926459606794259
25,525,57.0523,14.2887,34,15.3858,0,123,127,2,127,2,0.99807,55.53565,0.0,0.0,12.71429,8.795,12.63754,0.0,0.0,130.0,57.31879,0.0,0.29,5.279,-1.0,2.488078,163.95935798278964,0.2318181657755117,14.368215113510322,12.784384645061728,0.26365295588198173,0.103120969694155,89.47902282759519,5.239858864217992,0.836090588235294,97.4684943762027,0.1476159191706346,0.1734216474120375,1.306496915541631,0.17687806846665882,0.10678413586944709,0.1923563635634569,24581.064417424874,0.16426151610379341,243.63475132657956,0.10849201298646138,63612.98574130348,0.19284853907802757
26,526,57.1373,14.0615,34,15.6728,0,122,127,2,127,2,1.00384,55.63397,0.0,0.0,12.46429,8.82,12.3254,0.0,0.0,131.0,57.30879,0.0,0.29,4.294,-1.0,2.503412,164.0327155694985,0.23206688870141387,14.346814944420332,13.054108796296296,0.26143532983875867,0.10284379992215131,88.59137180927267,5.199074610006239,0.8341333333333333,97.4615615264537,0.14752275093803388,0.17272042910196192,1.254529591409345,0.17721955518192464,0.10727568078804221,0.19091933831459662,24784.010857378766,0.16391079122194152,242.73710929290613,0.1082611948967988,63573.10822160305,0.19336656714508088
27,527,57.151,14.0133,34,14.6115,0,122,127,2,127,2,0.99415,55.64566,0.0,0.0,15.53571,8.833,12.12999,0.0,0.0,132.0,57.28257,0.0,0.3,5.139,-1.0,2.570245,163.88626379393233,0.23258119757827597,14.24501207139757,13.07494212962963,0.26749399686104564,0.10317378773271038,93.56825827262185,5.1895864154155715,0.8341333333333333,97.46958008045611,0.14773607946062864,0.17212930909559854,1.0189999939157097,0.1780733547904828,0.10791676019244639,0.19045349782306734,24823.409081275673,0.16309700652167883,241.84561133593132,0.10745514947138464,63601.08579823606,0.19356601480783267
28,528,57.0298,13.9527,34,15.1141,0,122,127,2,127,2,0.99236,55.55379,0.0,0.0,14.82143,8.853,12.09575,0.0,0.0,129.0,57.25591,0.0,0.29,4.198,-1.0,2.606863,163.91922800168163,0.2328209961793083,14.36237476490162,13.039255401234568,0.2674939968610437,0.10381846281724648,90.565235788596,5.163989452853989,0.833858431372549,97.4968170787433,0.1481167080156188,0.17141324816472253,2.0636683653452104,0.17865445857430579,0.10848413432917,0.19018026918164538,24554.483843666894,0.16264240668765997,240.99251147722785,0.1065716415807437,63661.58082962442,0.1940016571903546
29,529,57.1336,13.5383,34,15.2816,0,122,127,2,127,2,0.99532,55.61436,0.0,0.0,10.10714,8.81,12.03984,0.0,0.0,131.0,57.23177,0.0,0.29,5.582,-1.0,2.572718,164.08905528956305,0.23330575390026081,14.342733124156057,13.358362268518519,0.2636529558819864,0.10407516438424053,93.44906679816559,5.178915516516168,0.8324290196078431,97.48412995752928,0.14810285039852736,0.1707953633941974,1.073281483566605,0.17987708699852697,0.1089378947235618,0.19095016867675765,24748.13508577873,0.16201137046654993,240.12494445536473,0.10595813553530976,63702.70968118128,0.1941153861302617
30,530,57.2129,13.5131,34,15.0844,0,122,127,2,127,2,1.00119,55.68808,0.0,0.0,12.17857,8.766,11.68327,0.0,0.0,130.0,57.20857,0.0,0.29,3.936,-1.0,2.587763,163.97271797640894,0.23399787890790585,14.260248066466533,14.017312885802468,0.26365295588198356,0.1038316572659598,93.53888104920316,5.1292442653415415,0.8335678431372548,97.46718381276176,0.1484784321628979,0.17053588798509392,1.6770538014548273,0.18146068393601883,0.10950109245767917,0.19280993669339336,24892.88878021896,0.16137476283843966,239.26530998842065,0.1054811852590697,63881.04673523765,0.19377407633040983
31,531,56.9854,13.9779,34,15.3985,0,122,127,2,127,2,1.00409,55.4832,0.0,0.0,10.92857,8.747,11.65933,0.0,0.0,130.0,57.18282,0.0,0.3,4.557,-1.0,2.582893,163.8418450565755,0.2349558140537079,14.265680760513117,13.947000385802468,0.2614353298387562,0.10325890127271335,94.21905477842299,5.121576019860677,0.8327345098039215,97.50967204604876,0.1489767768254982,0.16964702130095544,1.8033291525407127,0.18285868599474492,0.11053802113416152,0.19388754456583263,24505.247301496493,0.1615628021762725,238.42148233232672,0.10483712767107713,63847.1730164861,0.19368765795924753
32,532,56.8795,14.3802,34,15.7812,0,122,127,2,127,2,0.99463,55.31122,0.0,0.0,14.64286,8.843,12.06025,0.0,0.0,129.0,57.15194,0.0,0.29,5.235,0.48457,2.651291,164.14730441236316,0.2361645657656061,14.267573227117092,13.931182484567902,0.26749399686104447,0.10212210243420633,94.34879632619631,5.16601706203499,0.8329121568627451,97.52181846328718,0.14943720751601802,0.16933684636278715,1.7647582639248676,0.18324874699529473,0.11179480339128474,0.19515592018561806,24394.10708723854,0.16136200763072148,237.58376513601434,0.10395111933969327,63872.475929462445,0.19295823569517123
33,533,56.9343,13.496,34,15.9957,0,122,127,2,127,2,0.99712,55.38494,0.0,0.0,13.92857,8.793,12.40656,0.0,0.0,130.0,57.1444,0.0,0.3,4.666,-1.0,2.650453,163.9898599452368,0.2373105054089812,14.120370935510707,14.038628472222221,0.26749399686104,0.10135346908335556,89.90510180322104,5.219633636164697,0.8324290196078431,97.51374272494347,0.1492913395148343,0.169212574709866,1.1230851404999171,0.1835022427753277,0.11286976147862363,0.1956644750650702,24547.39729185718,0.16152722106487194,236.71938294967944,0.10326245198523322,63753.09190529882,0.1918821318382692
34,534,56.8966,13.1906,34,14.916,0,122,127,2,127,2,0.99551,55.36845,0.0,0.0,11.10714,8.823,11.64636,0.0,0.0,131.0,57.12918,0.0,0.3,5.427,-1.0,2.675969,164.10605300692916,0.23881480079087553,14.232595184702932,14.182388117283951,0.26365295588198623,0.10050390548365253,90.42416608188373,5.1222410206431785,0.8327196078431373,97.50733281290482,0.1495141296399173,0.16849348882155027,1.9537623515684424,0.18395292511862626,0.11384677702860646,0.19641600324007594,24372.168783101282,0.1618852805355424,235.89097334770227,0.1026122586189114,63676.86396224011,0.1911177292877016
35,535,56.8007,13.0687,34,13.9687,0,122,127,2,127,2,0.99592,55.25736,0.0,0.0,13.14286,8.876,11.38001,0.0,0.0,131.0,57.08519,0.0,0.29,5.508,-1.0,2.657972,164.05461082137597,0.24078199534684033,14.177228762779706,14.53809799382716,0.26365295588198445,0.09989132011915965,89.61796952704748,5.087675140563256,0.8329945098039215,97.52325091939082,0.14995606741146683,0.16833808184636695,1.8508426710907202,0.1839815082101585,0.11477886828439791,0.1969784185935365,24282.56675122024,0.16192917287845748,235.06134578499473,0.10191525413513713,63661.04531299241,0.1907132697154939
36,536,56.8831,13.2998,34,14.7345,0,122,127,2,127,2,1.00226,55.35837,0.0,0.0,12.78571,8.816,11.27904,0.0,0.0,130.0,57.06183,0.0,0.29,4.231,-1.0,2.745669,164.1189870322515,0.24272728133833132,14.196254588939524,14.530381944444445,0.26143532983875556,0.09951159385245077,90.35667329363852,5.076116122909455,0.8324290196078431,97.50296600541161,0.15042710959013328,0.16818363174233938,1.7890247468085703,0.18397810677217596,0.11586793866271994,0.19707088241448992,24430.59117656035,0.1618199499135486,234.25249279482293,0.10139190994645171,63594.59599229705,0.18983638483782644
37,537,56.8612,13.4216,34,14.6127,0,122,127,2,127,2,1.00517,55.31125,0.0,0.0,12.07143,8.807,11.47486,0.0,0.0,130.0,57.04723,0.0,0.29,5.201,-1.0,2.765673,164.1628540163246,0.244717414970171,14.170333485544464,14.45997299382716,0.26365295588198506,0.0992592198030711,93.82156833780482,5.096806563559945,0.8329647058823528,97.5087145108378,0.15067502012537862,0.1675294207679788,1.7216642922209349,0.18415227757958952,0.11707731747262157,0.19681283428433508,24383.187751164514,0.1616326118798342,233.45027126203453,0.10112398621472483,63749.346612919835,0.18897366828335108
38,538,56.66,13.1729,34,15.2285,0,122,127,2,127,2,1.00416,55.14273,0.0,0.0,11.75,8.838,11.58411,0.0,0.0,129.0,56.99616,0.0,0.29,4.119,-1.0,2.657412,164.21668240652156,0.24600809677158586,14.16598755636333,14.548514660493828,0.2636529558819842,0.09873681076561841,92.13524212431925,5.118533273976092,0.8324290196078431,97.55879041399247,0.15097104657279137,0.16710416741756035,1.4893282298097161,0.18424507543783894,0.11856497768226919,0.19643037939738556,24069.302511102484,0.16144087103986765,232.66201474064962,0.10056784758546801,63656.54615057931,0.18821314893592564
39,539,56.7055,13.4979,34,14.0814,0,122,127,2,127,2,1.00416,55.19833,0.0,0.0,11.75,8.831,11.36148,0.0,0.0,131.0,56.97822,0.0,0.29,5.058,-1.0,2.801214,164.34471227922666,0.24695819746153488,14.265472223729263,14.667824074074074,0.26143532983875833,0.09841241612006299,93.74642516180857,5.078635250559982,0.8318635294117647,97.54872569691473,0.15111562859251457,0.1668174117011928,1.5444276652557583,0.1845117785861542,0.12038324636408461,0.1963588182652505,24235.261579537997,0.1609601198488494,231.89052753192865,0.0999862183839339,63665.05833832226,0.18737383101078503
40,540,56.5134,13.2187,34,14.5954,0,122,127,2,127,2,1.00483,55.00141,0.0,0.0,12.5,8.842,11.64314,0.0,0.0,130.0,56.93904,0.0,0.29,3.801,0.47518,2.694341,164.28293299344705,0.24779412120337727,14.051014841338736,15.102768132716049,0.26143532983875495,0.0980095108975938,89.62959653813903,5.131095238088588,0.8318635294117647,97.59060715652876,0.15131192810444516,0.16632676819685163,1.1366483898228616,0.1845131404697678,0.1220588630181042,0.19713885813297766,24038.58288322883,0.16080211790781618,231.10570106649098,0.09930820239668404,63697.27423830408,0.1863660005727881
41,541,56.5622,12.7875,34,14.5076,0,122,127,2,127,2,1.00007,55.06879,0.0,0.0,9.85714,8.821,11.40162,0.0,0.0,130.0,56.91088,0.0,0.29,5.383,-1.0,2.717891,164.11999298951628,0.24812899233784133,14.079607928240739,15.128327546296296,0.2614353298387558,0.09748699255158538,93.7779416064604,5.089609611419758,0.8318635294117647,97.57522706483871,0.1517323529370177,0.16597103297775537,1.7321367578756448,0.18442409764548115,0.12349620288663951,0.19759269033155505,24011.910507794,0.1608712341285361,230.34713371746608,0.09863918649603542,63648.18465626439,0.1855085570776676
42,542,56.6699,12.6594,34,13.8507,0,122,127,2,127,2,1.0014,55.15854,0.0,0.0,10.57143,8.826,11.03115,0.0,0.0,130.0,56.90765,0.0,0.3,4.258,-1.0,2.787672,164.42057111980017,0.2480907039701488,14.221700597692418,15.205054012345679,0.2652763708178185,0.09698926302079013,93.80321392337513,5.0504647719090405,0.8324290196078431,97.57205123015785,0.15227639629258663,0.1655694810497581,1.5364266121751333,0.18397390564047633,0.12522330176295068,0.19792273852678022,24184.838846940685,0.16058205077730517,229.61050762506557,0.09817101710806783,63672.84890867617,0.18472146173176823
43,543,56.5653,12.5996,34,14.3358,0,122,127,2,127,2,1.00726,55.08076,0.0,0.0,11.07143,8.824,10.91717,0.0,0.0,130.0,56.86734,0.0,0.29,5.238,-1.0,2.671666,164.26095082532555,0.24822905762151637,14.009709676106771,15.324797453703704,0.26365295588198706,0.09673375887677178,94.11402986342624,5.032899813851397,0.8324290196078431,97.55568122680701,0.1527850679528376,0.16532947978369372,1.6422756921961537,0.18343544349811006,0.1266491870116989,0.1984137549728481,24068.487140868798,0.1607719823224555,228.8612922601911,0.09795383893644743,63701.70571821374,0.18393378801069427
44,544,56.5324,12.9242,34,13.9477,0,122,127,2,127,2,1.00741,55.03185,0.0,0.0,11.78571,8.847,10.86751,0.0,0.0,130.0,56.85039,0.0,0.3,4.15,-1.0,2.672568,164.3958341975481,0.248170137424145,14.139709849416473,15.364486882716049,0.2614353298387551,0.09657383089302754,93.12697789659263,5.0365842501846245,0.8319011764705883,97.56473600134538,0.1531673499516492,0.16526064235680613,1.4295147499102998,0.182869022899419,0.12808330093658687,0.19816481980019715,24072.289782055832,0.16051014090376667,228.13653929368343,0.09791257793937516,63615.05656375512,0.1828894434830162
