,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blockiness,staticness,noise,cubrow.0.3,cubcol.0.3,cubrow.0.5,saturation,cubrow.1.0,cubcol.0.5,cubcol.0,contrast,blur,cubrow.0.6,movement,tone,temporal,uhdhdsim,cubrow.0,fft,cubcol.1.0,cubcol.0.6,color_fulness
10,10,66.6534,3.39372,31,4.25188,0,105,131,7,125,6,0.98405,60.18245,0.0,0.0,4.89286,3.995,2.69114,0.0,0.0,126.0,58.7007,0.00024,0.29,1.595,-1.0,7.453765,1.9958362748908387,530.929998005145,0.22005386451113015,0.27012440338328386,0.03614702718327626,0.15273414012157072,33.178544221100985,0.11638177497711696,0.2211127119654926,0.005189019117983806,93.81662151511257,59400.37103394375,0.1465051030396543,0.6571662808641975,0.8551996078431373,2.354596780057337,90.23966342119584,0.10597553056027416,68810.23975987289,0.005744553401932109,0.22391976697007232,162.29074320341562
11,11,66.6963,3.57557,31,4.2378,0,105,131,7,125,6,0.98637,60.20345,0.0,0.0,4.64286,4.009,2.87677,0.0,0.0,126.0,58.78968,0.00022,0.29,1.401,-1.0,7.342802,1.9427624664212053,530.7052066627609,0.2200538645111301,0.2701197979015887,0.035778561403012187,0.15266357853610227,33.267463213131755,0.11545971769749183,0.22109078335349766,0.005238602519466066,93.77385777850694,59578.58492463492,0.14658571177111673,0.8174672067901234,0.8565317647058819,2.4126684412081256,90.23823314020294,0.10592023818023265,68751.40925909617,0.005728437852764578,0.22382060061914702,162.70694504825752
12,12,66.6834,3.76647,31,4.16141,0,105,131,7,125,6,0.98368,60.20019,0.0,0.0,4.21429,3.989,3.03796,0.0,0.0,126.0,58.8077,0.00022,0.29,1.479,-1.0,7.383503,1.9785840948764615,530.402819918606,0.22005386451113,0.2700886719968412,0.035504420326227845,0.1526811310112848,33.23745802891107,0.11484443530262033,0.22114342573002546,0.005206094799769108,92.98755910926279,59548.60040308379,0.14677463136930305,0.9625289351851852,0.8568364705882354,2.492707664265025,90.23240826812822,0.1059946670038638,68735.56042453604,0.0057463224141308744,0.22384343144119592,163.11278319564906
13,13,66.7719,3.77765,31,4.18222,0,105,131,7,125,6,0.99126,60.26405,0.0,0.0,4.64286,3.987,3.20263,0.0,0.0,126.0,58.86208,0.00023,0.29,1.547,-1.0,7.404876,2.0899189821440185,530.1633389677605,0.22227149055435758,0.2701810877917426,0.03527445505048667,0.15270449706138675,33.086124749831214,0.11428350447641594,0.2211769705720069,0.005172491068031058,93.36831484886469,59747.69748646368,0.14684351089341724,0.9702449845679012,0.8576470588235295,2.5760442641627734,90.21718538785974,0.10597544985702374,68818.26772269382,0.005751966002665758,0.2237003143999644,162.53666784383574
14,14,66.7373,3.79873,31,4.32004,0,105,131,7,125,6,0.98844,60.23427,0.0,0.0,4.64286,3.985,3.21224,0.0,0.0,126.0,58.87328,0.00022,0.29,1.39,-1.0,7.341389,2.015985360507834,529.8471858040119,0.22227149055436024,0.2702867773920691,0.03510703359603444,0.1525618891804759,32.96625754273968,0.11326830070464058,0.22122408190313664,0.0051293364989113185,91.53503810310933,59710.44006321576,0.14704681769781058,1.0120081018518519,0.8568364705882354,2.5581569514337317,90.24903318767286,0.10597022526470386,68812.50944453148,0.005753742506756028,0.22352391896977966,162.35328141087015
15,15,66.7763,3.77501,31,4.38072,0,105,131,7,125,6,0.98195,60.27274,0.0,0.0,4.28571,4.007,3.23098,0.0,0.0,126.0,58.91561,0.00022,0.29,1.553,-1.0,7.268922,1.9410679631221759,529.5497716037477,0.2222714905543599,0.2704369429513757,0.034951456841803556,0.15260239596126954,32.876575422875675,0.11264344746912731,0.22111502336966912,0.005145938061834726,93.81200563635328,59876.264179907455,0.14720859229546476,1.5787037037037037,0.8577066666666667,2.573565482745967,90.23687123857002,0.10597638376123296,68899.1583988478,0.005724362659223735,0.2233802000948499,162.39438674543229
16,16,66.7565,3.71428,31,4.4351,0,105,131,7,125,6,0.98079,60.25975,0.0,0.0,4.35714,3.999,3.20604,0.0,0.0,126.0,58.91801,0.00019,0.29,1.383,0.43673,7.254447,1.898760593215353,529.166130559705,0.22227149055435827,0.2704747291889789,0.03478824688529401,0.15257922404782873,32.800414285542054,0.11193443418970146,0.22119439918550937,0.00512379107661347,93.81851365157955,59791.500202125,0.14761113408175958,1.5671296296296295,0.8571341176470589,2.557770496206693,90.22816925186014,0.10599831897917696,68694.22285816153,0.005715239154752617,0.22328462611713606,162.40953195520441
17,17,66.8419,3.61371,31,4.58118,0,105,131,7,125,6,0.98749,60.3349,0.0,0.0,4.39286,4.01,3.15769,0.0,0.0,126.0,58.96394,0.00017,0.29,1.606,-1.0,7.191163,2.001329861119247,528.8241891668036,0.2222714905543599,0.2704429506407691,0.03462562637966818,0.15255116157146237,32.757451375325516,0.11121875935292083,0.22117476566968602,0.005100162451798729,93.83355411919852,60036.75412979659,0.14831198064069875,1.544801311728395,0.8577145098039217,2.5660107812970137,90.21235077440116,0.10592578033763374,68874.11009968208,0.005687155321435253,0.22328634502719832,162.61461485707773
18,18,66.7567,3.69695,31,4.14572,0,105,131,7,125,6,0.97639,60.25293,0.0,0.0,4.64286,4.012,3.06817,0.0,0.0,126.0,58.95227,0.00022,0.29,1.498,-1.0,7.20396,1.929934449170192,528.4286463389179,0.2222714905543602,0.27038055070009426,0.03452667274196418,0.1525874102828531,32.67953773781105,0.11051654083557717,0.22122440439429067,0.005083603789161284,93.7897985946676,59847.432698861056,0.14888792035418352,1.4661458333333333,0.8571490196078433,2.5362738464988666,90.27856284022135,0.10595985951379407,68787.03926445787,0.005703964432936444,0.22318948242033146,162.7155265208293
19,19,66.7885,3.7593,31,4.35918,0,105,131,7,125,6,0.98494,60.27699,0.0,0.0,4.64286,4.029,3.14221,0.0,0.0,126.0,58.98456,0.00022,0.3,1.505,-1.0,7.025299,1.7730580135710026,528.0733910798965,0.2222714905543616,0.27046539920505963,0.03439053159390501,0.15265662632313529,32.60578617048852,0.10995367976734408,0.22124232108326672,0.005046446376143559,91.62896902136252,59984.51797748334,0.14921261569665575,1.3627025462962963,0.8577145098039217,2.5459240679108834,90.24580042319309,0.10593302186653923,68908.29227923245,0.005725841434520598,0.22307286954720673,162.71069301240954
20,20,66.7936,3.8052,31,4.29643,0,105,131,7,125,6,0.97886,60.27452,0.0,0.0,4.71429,4.012,3.19382,0.0,0.0,126.0,58.9814,0.00024,0.3,1.369,-1.0,7.068469,1.9784579777839093,527.6876160908844,0.2222714905543608,0.270445331318884,0.034275757209116284,0.15279782766178637,32.390331315405575,0.10947901763900175,0.2212909730939077,0.005061799799739311,93.3193743666653,59913.90483699893,0.1496754633859649,1.8836805555555556,0.8571788235294118,2.5472670287670316,90.26591049584576,0.10603106427885588,68861.26627849996,0.005675440533799141,0.2229783508277264,162.0835342833487
21,21,66.8379,3.79201,32,4.39831,0,105,131,7,125,6,0.97969,60.32556,0.0,0.0,4.60714,4.011,3.23385,0.0,0.0,126.0,59.0316,0.00025,0.3,1.442,-1.0,7.07212,1.8921980226691024,527.3560259496294,0.2222714905543611,0.270457091369413,0.034204033408898556,0.152983596300701,32.4330800374349,0.10909857937324005,0.22129080556446484,0.00505519992469741,93.75605482666391,60027.05767881612,0.1501100713964275,1.8627989969135803,0.8577294117647061,2.5548238938527295,90.26168921838504,0.10603645209878045,68944.91904129206,0.005655731187712977,0.22282436661312216,162.65257583147186
22,22,66.8432,3.80103,32,4.52149,0,105,131,7,125,6,0.98452,60.35231,0.0,0.0,4.03571,4.019,3.22237,0.0,0.0,126.0,59.02655,0.00019,0.3,1.556,-1.0,7.028755,1.9571589172713746,527.0024898467324,0.22227149055436146,0.270408482175052,0.03420252296342541,0.15310683152966534,32.27050385651765,0.10881047122039916,0.22135009564304667,0.0049914477882918515,93.84102443754531,59969.46686793743,0.15037494821259384,1.8345389660493827,0.8577670588235295,2.558698594335874,90.2531173465202,0.1060682063536108,68806.9462655883,0.0056491475385623624,0.22272243482560422,161.95778933175515
23,23,66.9499,3.70525,32,4.37328,0,105,131,7,125,6,0.98282,60.47998,0.0,0.0,3.60714,4.031,3.23264,0.0,0.0,126.0,59.04201,0.0002,0.29,1.46,-1.0,6.978694,2.325379963523699,526.6675899929098,0.2222714905543635,0.2703976970721435,0.034172636248060356,0.15321574982008848,32.11929396641107,0.1085440491957787,0.2213015778646679,0.005018381507278656,89.80290398392623,60208.347289133984,0.15066514251527385,1.8219521604938271,0.8577145098039217,2.567710156699325,90.19364318844423,0.1060485027608236,68927.19558709527,0.005629037950740932,0.2226358407969618,162.04920560814836
24,24,66.9941,3.61301,32,4.28851,0,105,131,7,125,6,0.98895,60.544,0.0,0.0,3.89286,4.024,3.1468,0.0,0.0,126.0,59.05698,0.00025,0.29,1.43,0.44174,6.899603,2.200096913938521,526.3088870265033,0.22227149055437104,0.27036331108118133,0.034121301205355135,0.153325680937846,32.14227935414256,0.10834880513114437,0.22130003628794048,0.005047703845859923,91.99569037776523,60204.62686304752,0.15096326360455062,1.80078125,0.8580200000000001,2.5565331262305997,90.1861412970284,0.10606857747548154,68905.05407786889,0.005612442692499698,0.22253959091839656,161.92983770086502
25,25,67.0636,3.49937,32,4.27601,0,105,131,7,125,6,0.98766,60.62281,0.0,0.0,4.17857,4.018,3.07008,0.0,0.0,126.0,59.0988,0.00025,0.3,1.53,-1.0,7.036329,2.288142911150494,525.9984555915631,0.2222714905543625,0.27040106090831245,0.034052185006100376,0.15325433019778062,32.018149670259454,0.10826370981758238,0.22130749657973647,0.005066844172214208,89.99406393622516,60252.57626526518,0.1513622079661233,2.2312403549382718,0.8580200000000001,2.507843438122433,90.16728568523887,0.10603913761759587,68887.28205111658,0.005611006726017819,0.22243758339664638,161.82690519901183
26,26,67.0792,3.44384,32,4.26615,0,105,131,8,125,6,0.9796,60.65075,0.0,0.0,4.14286,4.034,2.97125,0.0,0.0,126.0,59.10521,0.00024,0.3,1.518,-1.0,6.896987,2.3928587342329233,525.6649125694734,0.22448911659759188,0.2704838164017256,0.03398146717524851,0.1532767382340253,32.01870897081163,0.10813342251513913,0.22127505705545417,0.005070725511908824,93.82665158058923,60259.68951541287,0.15163860228619605,2.160252700617284,0.8594039215686275,2.458609787761646,90.18289950896205,0.10598675415699818,68888.30686864407,0.005583312274426583,0.22237948709361952,162.19384927137608
27,27,67.1135,3.40498,32,4.28189,0,105,131,8,125,6,0.97567,60.68915,0.0,0.0,3.75,4.028,2.92457,0.0,0.0,126.0,59.14045,0.00016,0.29,1.437,-1.0,6.88258,2.3378913966092374,525.3856468563179,0.22448911659759138,0.27047563229150184,0.03391011446222202,0.1532723978278475,31.96678481867284,0.10821632497458919,0.2212787323417077,0.005074605219435947,93.89438141794272,60294.70026857544,0.15179951650952614,2.052469135802469,0.8593960784313727,2.425843415069109,90.18031965007623,0.10593274598202816,68993.81455195014,0.005568119234510768,0.2222316742148416,162.33053573339086
28,28,67.1475,3.31771,32,4.10659,0,105,131,8,125,6,0.98085,60.73295,0.0,0.0,4.42857,4.025,2.88724,0.0,0.0,126.0,59.13335,0.00016,0.29,1.464,-1.0,6.933395,2.2203336211414704,525.0800816356663,0.2244891165975921,0.2705161131450177,0.03383909803501477,0.1532503243365127,31.94913661627122,0.1083852045873991,0.22125598437444813,0.005068182724622668,93.58400832012086,60171.341452529836,0.15185664443028143,1.9291087962962963,0.8594039215686275,2.382122975438751,90.1439336101559,0.10592777387649716,68823.03906210345,0.0055301756934500075,0.22209294193334927,161.70900323088938
29,29,67.1899,3.11037,32,3.95953,0,105,131,7,125,6,0.98872,60.77803,0.0,0.0,4.0,4.016,2.8134,0.0,0.0,126.0,59.17845,0.00022,0.3,1.411,-1.0,6.877225,1.8947242355717624,524.8119060008248,0.22448911659759183,0.2706041798313615,0.03372649530426731,0.15322122720771209,31.993505407262727,0.10824172459221704,0.22123577738172598,0.005103428882494191,92.21852964291278,60229.69866850987,0.151931577757811,1.8623167438271604,0.8591588235294119,2.3573725508209766,90.14018009518057,0.10591148649434479,68927.81548102139,0.005539805549504398,0.2219892050093234,161.97862088947122
30,30,67.1955,3.10366,32,3.90204,0,105,131,7,125,6,0.98765,60.7915,0.0,0.0,4.25,4.011,2.63027,0.0,0.0,126.0,59.18533,0.00022,0.3,1.486,-1.0,6.834337,1.9082088902383194,524.5386057165338,0.22448911659759255,0.2706342661865561,0.03366209943550036,0.1531828923662781,32.02180838879244,0.1081111067370599,0.22120616996282436,0.005100136354008621,90.31880341513016,60221.82802648247,0.15204723852137228,1.9904996141975309,0.8594039215686275,2.359376677771731,90.09165996616758,0.10589913564790165,68972.64733583062,0.0055380182503408475,0.22184243002615037,162.43063389452993
31,31,67.1164,3.04406,32,3.85193,0,105,131,8,125,6,0.99444,60.71428,0.0,0.0,4.53571,3.995,2.6247,0.0,0.0,126.0,59.16611,0.00016,0.3,1.436,-1.0,6.8575,2.033950040099593,524.3122993455767,0.2244891165975901,0.2706844104449926,0.033537701322009096,0.1531142294379988,31.94630206072772,0.10803465796620602,0.22121291850589708,0.005116567186660825,93.91707984554048,59921.94243054028,0.15220610031696638,1.7687596450617284,0.8577670588235295,2.383501879885928,90.1479926419767,0.10587738987719186,68843.7464786527,0.005552876654982612,0.2216964335380428,161.87983237925016
32,32,67.1697,3.0117,32,3.84711,0,105,131,7,125,6,0.98824,60.77082,0.0,0.0,4.32143,4.013,2.57408,0.0,0.0,126.0,59.19387,0.00022,0.29,1.458,0.44843,6.854908,2.2323603228548947,524.0649544977011,0.22448911659759244,0.27071155647749634,0.03342719419817593,0.15305821711955633,32.148145699206694,0.10816748110770041,0.22116850832825155,0.005140300848585904,93.92895085087683,60063.16849149256,0.1523144946253403,1.5802951388888888,0.8585258823529412,2.364343545790369,90.09808822273104,0.10583523545927656,68985.66545272978,0.005542423126139571,0.22161248874975994,162.50523171534385
33,33,67.192,2.95696,32,3.73666,0,105,131,8,125,6,0.97995,60.80411,0.0,0.0,3.89286,4.003,2.54615,0.0,0.0,126.0,59.19386,0.00022,0.29,1.331,-1.0,6.868169,1.8993383186343267,523.8695290485007,0.2244891165975925,0.27075820158396585,0.03332072041453113,0.1530185903377478,31.933111120153356,0.10813567252287629,0.22117395897398104,0.005137795125261854,93.75939347501371,60157.681994585364,0.1522820723254364,1.3977141203703705,0.8571419607843138,2.3629236983160897,90.12221835872197,0.10581031300592589,68979.48758721769,0.005537377085361118,0.2214718366081975,162.16819801515084
34,34,67.1548,3.04548,32,3.90174,0,105,131,8,125,6,0.98204,60.75949,0.0,0.0,4.32143,3.987,2.49475,0.0,0.0,126.0,59.20337,0.00022,0.29,1.476,-1.0,6.869464,1.7045950069451519,523.6535468218594,0.22448911659759196,0.2707582074493915,0.033267309010057845,0.15300251499222695,32.18069043571566,0.10836076831068339,0.22117051289500114,0.005176414091790241,92.91650001387194,59992.72349521697,0.15230113357321012,1.2864101080246915,0.8561681176470535,2.2821864445854976,90.13851949602802,0.1057683435210038,68895.97545518106,0.00555252698604525,0.22135309423190855,162.4199458830268
35,35,67.1836,2.98233,32,3.83919,0,105,131,8,125,6,0.9841,60.7959,0.0,0.0,3.89286,4.006,2.57383,0.0,0.0,126.0,59.23239,0.00018,0.29,1.381,-1.0,6.894241,1.8858952972789873,523.4829401003483,0.22448911659759155,0.2707571552831856,0.033168175037058455,0.15297130503982811,32.102047202027876,0.10843862334863773,0.2211225035828845,0.005177068764623911,90.7030881766863,60107.21107203782,0.15225187837339252,1.3832947530864197,0.8557125490196078,2.304137085961977,90.1113314394277,0.10576749570217413,68808.89067617446,0.005554208637763002,0.22121858782145545,162.5095847109851
36,36,67.2251,2.88627,32,3.61615,0,105,131,8,125,6,0.99034,60.84021,0.0,0.0,3.39286,4.001,2.51757,0.0,0.0,126.0,59.23701,0.00015,0.29,1.446,-1.0,6.904303,2.094888274830724,523.306030647025,0.2244891165975925,0.27075547501853847,0.0331094938973303,0.1529376186635426,32.14042701250241,0.10854126508218777,0.22112176365232553,0.0052014287958758705,93.28683394019858,60226.291103363605,0.15221858366307275,1.30859375,0.8552372549019608,2.3353031602024266,90.09729834982318,0.10574263687406933,68928.48339287454,0.005549587540590661,0.22114318491590085,162.24476405068532
37,37,67.2394,2.71673,32,3.49869,0,105,131,8,125,6,0.98523,60.86149,0.0,0.0,4.5,3.99,2.43349,0.0,0.0,126.0,59.26614,0.00019,0.29,1.375,-1.0,6.789676,1.9521302551985429,523.1705701504225,0.22448911659759238,0.27076636616070665,0.03303915419672286,0.1529457482649044,32.07819922176408,0.10869352122140817,0.22111786207477596,0.005213450357596256,93.70412040044972,60177.985260275906,0.1521287591764851,1.2486979166666667,0.8555121568627452,2.319995741479613,90.11237069602655,0.1057454292091222,68902.37275194848,0.005572611715017911,0.22101698960588137,161.4275900733808
38,38,67.2568,2.53709,33,3.40011,0,105,131,8,125,6,0.98667,60.89536,0.0,0.0,3.42857,4.0,2.28515,0.0,0.0,126.0,59.2681,0.00022,0.29,1.381,-1.0,6.754043,2.1291076986118966,523.0271615247964,0.2244891165975934,0.27077764109871155,0.03304472637839368,0.15291187804598114,32.113946043414835,0.10866669672208902,0.22111641628788245,0.00526976218403558,93.80397803448933,60199.61212962955,0.15202720864552524,1.1744309413580247,0.8549843137254902,2.268768280373927,90.07423177499179,0.10574246424173503,68873.88611575624,0.0055601146653463844,0.22092760844321185,162.3872209484173
39,39,67.219,2.41798,33,3.34363,0,105,131,8,125,6,0.97994,60.85932,0.0,0.0,4.07143,3.995,2.13182,0.0,0.0,126.0,59.28535,0.00017,0.29,1.452,-1.0,6.872356,1.8782623288964133,522.9064263686536,0.2244891165975924,0.2707721593378254,0.03302933181719698,0.15282970635302945,32.06202038423515,0.1087052397522582,0.22110077835036157,0.005279690249680741,90.46293231956237,60089.68289100748,0.15195369487701318,1.1185860339506173,0.8559882352941178,2.207022708271282,90.09155960906546,0.10572332494789413,68946.0555742573,0.0055667170262669674,0.22087160191347197,161.80868112812493
40,40,67.2101,2.43508,32,3.32241,0,105,131,8,125,6,0.97852,60.86068,0.0,0.0,3.46429,4.003,2.02338,0.0,0.0,126.0,59.28372,0.00014,0.29,1.382,0.43969,6.861315,2.03673169020047,522.7745241405286,0.22448911659759352,0.2707728328484211,0.03304379064103579,0.15275804215574734,32.08127791793258,0.10868767156647405,0.22111650773579877,0.005281850893725781,93.70961098180132,60065.58510556536,0.15182971917204638,1.191502700617284,0.8549466666666667,2.1947127561004707,90.11312401617418,0.10570503286684171,68887.35846110951,0.005597122778567456,0.22081094439031662,161.69876897311622
41,41,67.2608,2.35017,33,3.39466,0,105,131,8,125,6,0.98117,60.90128,0.0,0.0,3.64286,3.993,2.04259,0.0,0.0,126.0,59.30001,0.00019,0.29,1.332,-1.0,6.891013,2.1609246799021937,522.6685265967436,0.22448911659759282,0.2707743691624274,0.03309121746786836,0.15266884343273482,32.06221347384982,0.10871235292332464,0.2211046104652429,0.005277325867123927,93.59197102927412,60152.169581489135,0.15178354848867975,1.1506558641975309,0.8560250980392158,2.1954805556217454,90.08201393133294,0.10569559718789698,68979.90814931759,0.005587068504384794,0.2207435638588612,161.65603636082864
42,42,67.2791,2.2175,33,3.36187,0,105,131,8,125,6,0.97916,60.91787,0.0,0.0,4.28571,3.981,1.96414,0.0,0.0,126.0,59.30285,0.00022,0.29,1.416,-1.0,6.8363,1.9242776324734103,522.5616678713403,0.2244891165975925,0.2707545848454908,0.033155614976470585,0.15262201837374031,31.95606806248794,0.10875309412899088,0.22111060414548514,0.0052946272154671264,92.67437957946173,60198.63217424552,0.15169333918523525,1.079668209876543,0.8549843137254902,2.1778053103182127,90.06375121442423,0.10569553089865823,68896.2926803572,0.005574775188158867,0.2206708617197108,161.22595130667105
43,43,67.3619,2.283,33,3.43698,0,105,131,8,125,6,0.98088,60.99209,0.0,0.0,3.89286,3.993,1.84732,0.0,0.0,126.0,59.34306,0.00022,0.29,1.501,-1.0,6.830446,2.2269063326569336,522.4793868419996,0.22448911659759227,0.2707211980957085,0.03318346078498057,0.15259993129231955,32.04958334086854,0.10872057604768641,0.22108870297767905,0.005305403199461968,93.61805223362215,60382.425417510676,0.15159269504440234,1.0080054012345678,0.8560031372549022,2.1327277183400914,90.0644891759058,0.10572151623290738,68961.76196937922,0.0055884979605719965,0.22060236642466283,161.32852822203697
44,44,67.2701,2.47123,32,3.29431,0,105,131,8,125,6,0.98889,60.90722,0.0,0.0,3.67857,3.986,1.90276,0.0,0.0,126.0,59.32539,0.00023,0.29,1.405,-1.0,6.807684,2.175750818592518,522.3846551664674,0.22448911659759238,0.27071734576449147,0.03319279156610094,0.15257715617844855,32.02822951328607,0.10878368759940092,0.2211004918635273,0.005311183344356544,93.92463677660966,60179.09268999336,0.15149844315041136,0.9298321759259259,0.8549843137254902,2.1212666157371998,90.09246451265699,0.10570355622226868,68923.75757980699,0.005579415273645406,0.22051415366626081,161.87067796579097
