,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.6,tone,movement,cubrow.0,cubcol.0.6,temporal,cubcol.0,noise,saturation,cubrow.0.3,uhdhdsim,cubcol.0.3,cubrow.0.5,contrast,color_fulness,cubcol.0.5,fft,staticness,cubcol.1.0,cubrow.1.0,blockiness,blur
45,45,48.91,3.28241,23,5.91411,0,116,133,6,125,5,0.99227,43.9489,0.0,0.0,3.35714,4.837,2.69589,0.0,0.0,127.0,55.3104,0.00024,0.0,0.991,-1.0,9.490582,0.1240079899947745,0.7647058823529411,2.3079668209876543,0.10273985979493021,0.1468517480421046,2.1613394564215898,0.005843405912665198,0.19138394433549388,33.60658509054302,0.21546864660436438,92.61083205391176,0.014353554166205325,0.2530637240747822,92.03615854994882,161.71074358009218,0.14729362104333382,65850.46806596713,607.7151609445641,0.005798290238708331,0.13821874790449637,2.008833272740301,22295.650017357195
46,46,47.9339,3.58181,23,5.21187,0,116,132,6,125,5,0.99679,43.1206,0.0,0.0,3.35714,4.979,2.78183,0.0,0.0,127.0,55.28796,0.00023,0.0,0.937,-1.0,9.480637,0.12413770026645154,0.7647058823529411,2.196132330246914,0.10265851030666441,0.14689202453319897,2.1598356153988356,0.005868863694699392,0.19360157037872097,33.59019394862799,0.21528263727856026,92.82798441434221,0.014315483676219388,0.25291672805613435,91.67542103276975,161.51894252540671,0.14768435682234343,65666.79866096174,607.7671500237011,0.0058033222847443415,0.13752275433148878,2.1833490247480842,20811.93940122902
47,47,48.4608,3.71021,23,5.18154,0,116,132,6,125,5,0.98352,43.54568,0.0,0.0,3.25,4.908,3.04405,0.0,0.0,127.0,55.33603,0.0002,0.0,0.992,-1.0,9.510281,0.12428263970877254,0.7644756862745098,1.9563078703703705,0.10266334765855055,0.14693971643769882,2.1714259886837675,0.00583471237889787,0.19138394433549674,33.62713510018808,0.21517383431434203,92.78588324947575,0.014278881002369794,0.2529158100133683,91.89503849899994,161.42358224357253,0.14736819418825406,65903.98747135326,607.8409094045528,0.005801678905529537,0.13688226608737233,2.3039949932568327,21872.000732209675
48,48,49.2764,3.77498,23,5.41661,0,116,132,6,125,5,0.98166,44.24186,0.0,0.0,3.42857,4.827,3.15405,0.0,0.0,127.0,55.3511,0.00025,0.0,0.958,0.51698,9.640814,0.12450320224509237,0.7647058823529411,1.7783564814814814,0.10270958097491055,0.1471166490713383,2.15237850986828,0.005831768170011985,0.19138394433549308,33.618695482795616,0.21512487003723138,92.49452786856928,0.014253863340181028,0.25291657450945954,88.64875478810785,161.40887763973217,0.14675661460922992,66135.11014221807,607.8876391072865,0.0057975574909780855,0.13622304638948277,2.21439751328738,23192.071997599433
49,49,48.6051,3.7719,23,5.52285,0,116,133,6,125,5,0.96852,43.69014,0.0,0.0,3.25,4.892,3.21344,0.0,0.0,127.0,55.37808,0.00022,0.0,0.998,-1.0,9.54747,0.12454220436976206,0.7642756862745097,1.6822434413580247,0.10271035835289155,0.14719121410369188,2.1937372864345,0.005815352699445802,0.19138394433549358,33.676048561378764,0.21496774876648816,92.73068066473549,0.014274412563147524,0.25288947520494615,86.36576402699178,161.40180117255125,0.14651079133092973,65876.57611101233,607.939515215993,0.005788042191189806,0.13566950315762263,2.2445631230573895,21866.73716027951
50,50,47.8354,4.00311,22,4.94581,0,116,132,6,125,5,0.98308,43.02071,0.0,0.0,3.5,4.998,3.20606,0.0,0.0,127.0,55.3676,0.00028,0.0,0.958,-1.0,9.560963,0.12449091153564176,0.7641325490196078,1.7630690586419753,0.10267878718905117,0.14725103315584856,2.2451821346260603,0.005827668593245893,0.1913839443354942,33.569511507764275,0.21471224370559486,92.91435889757304,0.0142558139197213,0.25272972175452924,86.59611601152757,161.31890176471228,0.14645972158296272,65590.58143173461,607.965982249216,0.005783268586605152,0.13515731732660724,2.250015715230205,20774.001164980502
51,51,48.286,3.91378,22,5.48731,0,116,132,6,125,5,0.98927,43.36148,0.0,0.0,3.17857,4.898,3.40839,0.0,0.0,127.0,55.42257,0.00021,0.0,0.916,-1.0,9.513348,0.12442012935915576,0.7639400000000001,1.8321759259259258,0.1026352388843364,0.14735466392450097,2.2986840510973985,0.005815149831736841,0.19138394433549344,33.64947396737558,0.21453403456947343,92.72426456486187,0.014223298031646158,0.2527074863381813,86.36578726860367,161.3728808657997,0.14603010333859576,65872.51095288247,607.9974993336989,0.005789705024550831,0.13456228493603134,2.291312607605457,21859.814085396614
52,52,49.0391,3.8151,23,5.29902,0,116,133,6,125,5,0.99003,44.0406,0.0,0.0,3.42857,4.818,3.33129,0.0,0.0,127.0,55.44591,0.00025,0.0,0.958,-1.0,9.497457,0.1244143810780006,0.7647058823529411,1.919994212962963,0.10268297271243844,0.14748127681511702,2.3052950195831365,0.005834432783160808,0.19360157037871997,33.709342108832466,0.21440926654985995,92.5319366657665,0.014234173876852024,0.2526568683719856,89.24002524734478,161.47739132010017,0.14601186752661893,66031.82693894896,607.9992360550538,0.005772077201146663,0.13392737249011538,2.3966879490023794,22842.905258187533
53,53,48.4768,3.76765,23,4.74112,0,116,132,6,125,5,0.98908,43.55557,0.0,0.0,3.21429,4.887,3.2472,0.0,0.0,127.0,55.45889,0.0003,0.0,0.975,-1.0,9.487566,0.12440019370657462,0.7640431372549019,2.0150945216049383,0.1026728112820505,0.14757403171170838,2.2845657381961932,0.00582467358210129,0.1913839443354921,33.63828060950762,0.21424049361975467,92.58440272458239,0.014223197587358733,0.25261050766781135,87.65416418389073,161.47040423121337,0.14625128667594117,65826.3699580528,608.0040631169228,0.00577932888383027,0.13330257649588426,2.038090126417659,21931.6559239969
54,54,48.7233,3.6147,23,4.22966,0,116,133,6,125,5,0.99549,43.77197,0.0,0.0,3.21429,4.868,3.20387,0.0,0.0,127.0,55.46136,0.00026,0.0,0.987,-1.0,9.496249,0.12440014397669466,0.7647058823529411,2.19897762345679,0.10269117525976809,0.14768363387437886,2.272901001122871,0.005827774700665632,0.19138394433549388,33.660416402934516,0.2140821718388945,92.56750213129315,0.014240755689474563,0.25262302711094897,88.09759448598486,161.61848185791197,0.14604336065863271,66032.1448397765,607.9793084924767,0.005773571273587812,0.13270694463545957,2.444184863837016,22388.579108686237
55,55,48.4858,3.66498,23,4.13181,0,116,132,6,125,5,0.99111,43.56572,0.0,0.0,3.07143,4.897,3.07025,0.0,0.0,127.0,55.47541,0.00022,0.0,1.023,-1.0,9.540388,0.12444433274070794,0.7647058823529411,2.4871720679012346,0.10269165236675223,0.14774393113904605,2.277022903087083,0.005828271205668675,0.19360157037872075,33.605126274956596,0.2139144847906879,92.62177536974613,0.014242765452830512,0.25263947567476314,88.92448585353812,161.47583023131978,0.14558510451260626,66037.96632869166,607.9565415915166,0.005779266025728795,0.1322714496982166,2.0675207309701666,22014.40073681787
56,56,48.5788,3.52418,23,4.25441,0,116,132,6,125,5,0.99381,43.63374,0.0,0.0,3.14286,4.917,3.11492,0.0,0.0,127.0,55.46199,0.00022,0.0,0.964,0.50862,9.526663,0.12438326988186614,0.7647058823529411,2.713300540123457,0.10269551760949354,0.14783139272278267,2.2936282640013674,0.005826521327998294,0.19138394433549663,33.59145458833671,0.21379323892782115,92.58904701021171,0.014225146619098092,0.2525696874608626,87.60073039203442,161.8155039712626,0.1454463068652483,65974.35066272697,607.9048682535943,0.0057622460383982,0.13179918238414434,1.8289627111807238,22139.438742270548
57,57,48.7462,3.21173,23,4.17192,0,116,132,6,125,5,0.98679,43.79517,0.0,0.0,3.21429,4.865,2.99398,0.0,0.0,127.0,55.47644,0.00024,0.0,1.011,-1.0,9.418431,0.12434649153154441,0.7647058823529411,2.9442997685185186,0.10267661762216328,0.14790880540222567,2.2684557223923796,0.005812037707077271,0.19360157037872072,33.62340724615403,0.21389258386969615,92.52955828754881,0.01424184282907696,0.2525710832162783,86.57056054401389,161.6633113800886,0.14559529582764694,65961.51506351854,607.8468066116303,0.005783926911510092,0.13134594771220856,2.0174811746412504,22305.477546219146
58,58,48.8992,3.22532,23,3.96473,0,116,132,6,125,5,0.98116,43.92442,0.0,0.0,3.53571,4.876,2.72287,0.0,0.0,127.0,55.45965,0.00021,0.0,0.986,-1.0,9.579159,0.12432037631408505,0.7647058823529411,3.1254340277777777,0.10267912084791056,0.14799627868638585,2.210324559407919,0.005819334025574941,0.19138394433549633,33.6312730577257,0.2140422250720442,92.50187594685013,0.01423962267856942,0.2525566365006565,87.74182806843316,161.57092127703976,0.14571499270395458,66050.07654506114,607.7639039152045,0.005784041726388495,0.13095201035016973,1.893722780469324,22496.566639650446
59,59,48.9256,3.04955,23,3.99208,0,116,132,6,125,5,0.97982,43.95796,0.0,0.0,3.0,4.885,2.73167,0.0,0.0,127.0,55.47399,0.00023,0.0,0.984,-1.0,9.511646,0.12431711948939848,0.7658070588235295,3.3387827932098766,0.10265498666941399,0.14807789369574034,2.2086848951467437,0.005798462259093062,0.19138394433549352,33.63811766071084,0.21418778930529614,92.48395488595708,0.014250120952045111,0.2525647121639115,89.09017019520876,161.71860782255328,0.14537643896414862,65987.40403048905,607.6859122188864,0.005792338551091773,0.1305307154707113,1.9628543973196886,22533.34634643537
60,60,48.9738,3.04691,23,3.74921,0,116,132,6,125,5,0.9895,43.99373,0.0,0.0,3.17857,4.881,2.58186,0.0,0.0,127.0,55.43074,0.00024,0.0,0.956,-1.0,9.554525,0.12445892311482971,0.7647505882352941,3.568769290123457,0.102674739764099,0.14854091519497054,2.170389541080325,0.005820391352647072,0.1913839443354927,33.623906453450516,0.2143649360715997,92.3710171418347,0.014265624190386812,0.2525050967398625,89.25474816496305,161.77430378370747,0.14515880575522527,65970.8106497459,607.5859632657344,0.0057758612669299245,0.12926328704786208,2.3828796232288054,22631.847571346883
61,61,48.937,3.14612,23,3.67437,0,116,132,6,125,5,0.99193,43.96291,0.0,0.0,3.42857,4.873,2.57528,0.0,0.0,127.0,55.37041,0.00021,0.0,1.031,-1.0,9.473697,0.1245693644460807,0.76505531372549,3.777199074074074,0.10271905022574304,0.148989600923199,2.180703986160708,0.00579301806157788,0.19138394433549197,33.578509483808354,0.21470769490917166,92.41939899516566,0.014296833173460019,0.252652882936565,87.37156866250771,161.77315727244073,0.14496423908246647,66008.42047942877,607.489057664262,0.005806710672142077,0.12824151038988957,2.1244310130548834,22521.481531598594
62,62,48.9175,2.85087,23,3.84295,0,116,132,6,125,5,0.99054,43.94675,0.0,0.0,3.14286,4.898,2.66637,0.0,0.0,127.0,55.338,0.00024,0.0,0.944,-1.0,9.491579,0.12471383151497915,0.7647356862745098,3.912229938271605,0.10283200226276552,0.14956695747822685,2.1883534123057466,0.005799168774500737,0.19138394433549244,33.67265244472174,0.21514496230306634,92.39669857420067,0.014315848504064033,0.25284869021906387,87.50585557679216,161.68630335342036,0.14454138463795246,66011.83963182638,607.37722066905,0.005762141867953597,0.12702221296935262,2.2653050000543975,22487.854810941568
63,63,48.9382,2.83208,23,3.58159,0,116,132,6,125,5,0.99977,43.96615,0.0,0.0,2.71429,4.867,2.40661,0.0,0.0,127.0,55.31449,0.00028,0.0,0.992,-1.0,9.463539,0.12487323627707199,0.7647058823529411,4.011188271604938,0.10286577415877583,0.1501339749386344,2.105270459786043,0.005758465823574555,0.1936015703787185,33.729106196650754,0.215537048056566,92.38356411802326,0.014333732140322188,0.25295688041705544,87.8843672346571,161.2768693368017,0.14408976014284733,65960.74201468904,607.2670599253426,0.005785125415523013,0.12579353301968066,2.2533891946269584,22467.78288385391
64,64,48.9051,2.76331,23,3.39382,0,116,132,6,125,5,0.99272,43.93719,0.0,0.0,3.07143,4.886,2.39347,0.0,0.0,127.0,55.2742,0.00019,0.0,0.978,0.50823,9.460655,0.124848043387732,0.7644003921568627,4.1109182098765435,0.1028298467729847,0.1506302234923639,2.0809533473501363,0.005755988438940402,0.1913839443354933,33.68632074049962,0.21578547272584883,92.44720758778685,0.014324167039931423,0.2529964165760686,88.62340690080818,161.68829462161662,0.1437323888078014,65904.44116175575,607.1477516059921,0.005800283417192051,0.1244925699817064,2.1079455132537954,22414.068504970804
65,65,49.0286,2.48194,23,3.51498,0,116,132,6,125,5,0.98414,44.05209,0.0,0.0,3.64286,4.795,2.32877,0.0,0.0,127.0,55.32679,0.00027,0.0,0.994,-1.0,9.437269,0.12499973755044047,0.7652713725490197,4.211564429012346,0.10283882631212103,0.1511043085984652,2.058997446844243,0.005770353212712644,0.19138394433549996,33.7278751326196,0.2161375154491564,92.3580507195729,0.01429281931041887,0.25308249461182514,89.00201981459074,161.3658143082845,0.14342109550510698,65927.60248037273,607.0246452529917,0.0058058227399477745,0.12325152966920126,1.672520414807729,22568.946952145256
66,66,49.0371,2.67716,23,3.37165,0,116,133,6,125,5,0.98846,44.06986,0.0,0.0,3.21429,4.791,2.08606,0.0,0.0,127.0,55.27596,0.00018,0.0,1.019,-1.0,9.413516,0.12509428143925203,0.7652713725490197,4.205439814814815,0.10289260857277448,0.1516886252415733,1.9819385641247864,0.005748067987546613,0.19360157037872172,33.7210772479022,0.21648797659025162,92.33420405494074,0.014304861333412555,0.2532402914944143,88.43398074643159,161.73820552526593,0.1432508098540213,65929.66016733207,606.8874891310102,0.005808000357189491,0.12202778353256466,1.781415719770334,22482.646552849706
67,67,49.0823,2.61309,23,3.17225,0,116,133,6,125,5,0.99386,44.1173,0.0,0.0,3.0,4.806,2.25387,0.0,0.0,127.0,55.27144,0.00022,0.0,0.941,-1.0,9.511213,0.12524995292399002,0.7652713725490197,4.072096836419753,0.10293265195164082,0.15216285399689153,1.9321097693993037,0.0057484083838062,0.19138394433549313,33.652954855082946,0.21678252280150456,92.37427995225619,0.01433078295030342,0.2533076746410679,91.47064426986408,161.9019246827111,0.14323421892501398,65884.73258936658,606.7679587042388,0.005802370542721241,0.12075752676245945,1.7294592235704322,22584.094787801427
68,68,49.0862,2.40842,23,3.11874,0,116,133,6,125,5,0.98739,44.12572,0.0,0.0,3.03571,4.783,2.20232,0.0,0.0,127.0,55.21968,0.00019,0.0,0.957,-1.0,9.549148,0.1254370771376349,0.7652713725490197,3.9534625771604937,0.10290740531218717,0.152638363102941,1.9023852325555062,0.005733661992960156,0.1936015703787196,33.71290814435041,0.21700737069364362,92.3561141544497,0.014418333193244995,0.2533308551001405,91.25945710903925,161.76961013270247,0.14321820613843225,65856.71474638446,606.6376334007174,0.005800500353709282,0.1194768088647135,1.742635234075627,22506.94385794753
69,69,49.0933,2.05626,23,3.14044,0,116,133,6,125,5,0.98694,44.13467,0.0,0.0,3.60714,4.823,2.01769,0.0,0.0,127.0,55.12997,0.00022,0.0,1.03,-1.0,9.487556,0.1256154030622449,0.7647058823529411,3.756076388888889,0.10289734353655053,0.15294819050158645,1.863833475676258,0.0057537799146318075,0.19360157037872117,33.68137839988426,0.21737901661792283,92.36457048463618,0.014435295016764545,0.25349581366294816,88.74709349573186,162.2491542101435,0.14331032354001766,65840.55652974913,606.5270940181534,0.005802208624831657,0.11850160712277388,2.063859142107263,22529.83221238118
70,70,49.089,1.74173,23,3.00978,0,116,133,6,125,5,0.98915,44.13487,0.0,0.0,3.64286,4.812,1.71182,0.0,0.0,127.0,55.09984,0.00021,0.0,0.945,-1.0,9.532314,0.1258858971912664,0.7641403921568628,3.5379533179012346,0.10298637911411238,0.1533085523686709,1.813407206973235,0.005737139225690043,0.19360157037872328,33.73459276740934,0.2178322240473502,92.35816846115446,0.014481121982738604,0.25369814926003204,93.2633148121212,161.80883854372678,0.1432633737690118,65870.43672682655,606.4039614700954,0.005797101168170082,0.11739509264242678,1.9353172200495103,22546.16347580494
71,71,49.1229,1.66704,23,2.89194,0,116,133,6,125,5,0.99127,44.16378,0.0,0.0,3.21429,4.787,1.42645,0.0,0.0,127.0,55.05411,0.00025,0.0,0.976,-1.0,9.552626,0.1260448143239335,0.7635592156862745,3.4422743055555554,0.1030531845497563,0.15347549122793241,1.7316711744971567,0.005769174439148647,0.19360157037872114,33.725217089240935,0.21824954900229665,92.37902102517589,0.014561665420699543,0.2538221742950736,88.67897800632169,162.0299433422195,0.14355833039767218,65958.72370760086,606.302394302453,0.005828246286717463,0.11650309743219123,2.0248228539604782,22557.691155440043
72,72,49.1077,1.65825,23,2.85847,0,116,133,6,125,5,0.99493,44.1553,0.0,0.0,3.5,4.794,1.35897,0.0,0.0,128.0,55.01609,0.0002,0.0,1.009,0.50939,9.514414,0.12624019422646374,0.7630235294117647,3.181134259259259,0.10301386127041745,0.15352111357776,1.707031553845167,0.005742849118014478,0.19360157037871994,33.64090625150704,0.2184218196037516,92.3698377864237,0.014636856808539883,0.25375978269296623,89.24734967984604,162.1620672498594,0.1435994440983038,65911.3974574322,606.1887779267246,0.0058366516006778954,0.11556962053629218,1.991248479550268,22561.83734935033
73,73,49.074,1.63998,23,2.61381,0,116,133,6,125,5,0.9955,44.12841,0.0,0.0,3.46429,4.768,1.3519,0.0,0.0,127.0,54.99398,0.00018,0.0,1.021,-1.0,9.577061,0.12644097684807448,0.7624956862745098,2.910059799382716,0.10296313072879051,0.1535107443749461,1.7272006058563,0.005758223127317892,0.19360157037872286,33.73764979986497,0.21866311821721576,92.36933750665274,0.014642361622225186,0.2539246335975088,90.56537091198521,162.06727249766055,0.1438298947050961,65927.14715555203,606.0969226991053,0.005840926253975518,0.11491189867430586,1.9386385677328557,22499.18791087905
74,74,49.0704,1.81436,23,2.5939,0,116,133,6,125,5,0.99788,44.12161,0.0,0.0,2.92857,4.774,1.33912,0.0,0.0,127.0,54.97286,0.00019,0.0,1.071,-1.0,9.583309,0.12671701010054703,0.763596862745098,2.6048900462962963,0.10297690830762544,0.15362955144989135,1.7287001546066447,0.005745989960090586,0.19360157037872103,33.76741385754244,0.21907870605824536,92.34888080513132,0.01469452540674667,0.2540740267388108,89.60800886872295,162.0705308751542,0.14356547659957467,65943.19061211862,605.9960989903686,0.005851967572088286,0.11423757274709599,2.043473720609085,22522.387065925122
75,75,49.0418,1.97142,23,2.70471,0,116,133,6,125,5,0.99289,44.09169,0.0,0.0,3.10714,4.786,1.49124,0.0,0.0,127.0,54.96072,0.0002,0.0,1.01,-1.0,9.614642,0.1269781481561757,0.7622050980392157,2.272038966049383,0.1030388738997071,0.15367997125633914,1.78196158445612,0.0057298038299370925,0.19360157037872286,33.60688254273968,0.21942955457135252,92.37559675458671,0.014718407320007112,0.2541902127006222,89.37959674729058,162.3751654628624,0.14321150510501635,65926.59670985061,605.9149656880678,0.005833977002527324,0.1134561231138546,1.9380064049405865,22522.944561843928
76,76,48.9862,1.90242,23,2.69191,0,116,133,6,125,5,0.99503,44.04858,0.0,0.0,2.75,4.783,1.63631,0.0,0.0,127.0,54.95894,0.00019,0.0,1.035,-1.0,9.56517,0.12709897265470504,0.7630313725490196,2.1241319444444446,0.10300894645042986,0.1536901292437513,1.841874220190976,0.005718792444195617,0.1936015703787235,33.73821720076196,0.21966166635892984,92.37471730512476,0.014757912958494443,0.25421404723833857,89.84909795731097,162.0370398590639,0.14296262439007187,65946.65480589378,605.8320306742081,0.0058294915421279484,0.11282693476009184,1.8740157303286364,22491.39555927066
77,77,48.9882,1.95636,23,2.89164,0,116,133,6,125,5,0.98695,44.0521,0.0,0.0,3.64286,4.794,1.57268,0.0,0.0,127.0,54.96033,0.00018,0.0,0.927,-1.0,9.539604,0.12730740908719262,0.763596862745098,1.8190104166666667,0.10296243135508443,0.153709790598095,1.8331773835888459,0.00572628033534091,0.19360157037872142,33.76779250156732,0.219991114792363,92.3400413721372,0.014776205650987738,0.25425007842582215,89.88219366336456,161.96398490360633,0.1426727662445495,65948.82283849169,605.7651837559432,0.005828334650105006,0.11217323019555919,1.8922890306814586,22534.547818276773
78,78,48.9253,2.09111,23,2.92949,0,116,133,6,125,5,0.98803,43.99207,0.0,0.0,3.07143,4.785,1.62387,0.0,0.0,127.0,54.94868,0.0002,0.0,1.009,-1.0,9.53503,0.12745544524638128,0.7630917647058824,1.540605709876543,0.10301139733701528,0.15380261152459881,1.8420847173697192,0.005726972053521021,0.19360157037872258,33.730227811836905,0.2202883453963952,92.37221548274717,0.014800066228704025,0.25430903888395234,89.77318573570422,162.06319450502815,0.1423222942566034,65959.41152168294,605.6975436151235,0.005842212662936467,0.11206932116277112,1.7319511606642553,22425.005682775114
79,79,48.9116,2.29569,23,2.89632,0,116,133,6,125,5,0.99075,43.98293,0.0,0.0,2.82143,4.791,1.73952,0.0,0.0,127.0,54.96146,0.00018,0.0,0.981,-1.0,9.546809,0.12750748750997312,0.7632772549019609,1.2932581018518519,0.10301660524628972,0.15386981896883825,1.8967408542169264,0.005728506512241998,0.19360157037872308,33.79796157648534,0.22052616006537357,92.37662460153778,0.014801264635323625,0.25428226496196066,89.56338464025151,162.0218422283677,0.14192593653997287,65984.3638543709,605.6436662552471,0.005844711350054685,0.11212414767245074,1.7265200183641725,22404.744687471175
80,80,48.8341,2.40025,23,3.03676,0,115,133,6,125,5,0.99459,43.9016,0.0,0.0,3.10714,4.825,1.92337,0.0,0.0,127.0,54.95692,0.00019,0.0,1.028,0.51325,9.614573,0.12752503831104905,0.763596862745098,1.1111111111111112,0.10304569840823916,0.15388698135086518,1.9588630423601034,0.00572182675478678,0.19360157037872336,33.761931431146316,0.22071322773258423,92.36621095672989,0.014833827444138803,0.2542546687805047,89.52687203296763,161.9165574833208,0.14148576867834,65990.06271330496,605.5905405750233,0.005836941930558126,0.1120751794787837,1.6841132382443538,22359.715894699482
81,81,48.7862,2.57376,23,3.16043,0,115,133,6,125,5,0.98991,43.85988,0.0,0.0,2.78571,4.873,2.00945,0.0,0.0,127.0,54.98597,0.00021,0.0,0.979,-1.0,9.485593,0.12761065675828984,0.7641623529411765,1.1472800925925926,0.10299964656198372,0.1539440880432597,1.9809685186448927,0.005709076543032729,0.19360157037872303,33.87879736629533,0.2208790410007891,92.42662814562136,0.014863695604524942,0.2542882924785928,87.46966061460598,161.5390025853622,0.14091307508608625,65980.97545815707,605.550540711651,0.00587663165862448,0.111993880893334,1.5828229174372337,22335.95908950402
82,82,48.6754,2.96404,23,3.49684,0,115,133,6,125,5,0.99729,43.7551,0.0,0.0,2.71429,4.844,2.16486,0.0,0.0,127.0,54.9346,0.00022,0.0,1.04,-1.0,9.552299,0.12774390511221156,0.763596862745098,1.0952449845679013,0.10303766704483976,0.15400057884535157,2.0620102844852752,0.0057384287987139035,0.1936015703787235,33.802516419210555,0.22102604350213592,92.48641059172135,0.014886479947098637,0.25430226760217745,89.76329654119117,161.79497094290878,0.14044224111022124,65851.87749720427,605.5151722721045,0.005859061368282013,0.1121066840567824,1.6423323618835683,22158.113375640096
83,83,48.6335,3.19268,23,3.75144,0,115,133,6,125,5,0.99442,43.71333,0.0,0.0,3.60714,4.876,2.5045,0.0,0.0,127.0,54.95932,0.00022,0.0,1.003,-1.0,9.521079,0.12779083893975862,0.763596862745098,1.1686921296296295,0.10300553488888106,0.15396917369875585,2.1672532666868958,0.005722163677030986,0.19360157037871742,33.80875669879678,0.22110660179120503,92.4431200048291,0.014922107371146737,0.2542767005917749,84.26058739924616,161.54394049311043,0.1400127558810056,65871.01437503325,605.4862001385862,0.005888917510675086,0.11216932495575407,1.6331276840744413,22153.377168169638
84,84,48.5737,3.43197,23,3.7204,0,115,133,6,125,5,0.98293,43.65251,0.0,0.0,3.53571,4.884,2.7094,0.0,0.0,127.0,54.94898,0.00022,0.0,0.991,-1.0,9.569574,0.12767880097173145,0.7641325490196078,1.2765721450617284,0.10290565903410313,0.15402269205038788,2.2219747402702796,0.005727217303780511,0.19360157037872186,33.808231118284624,0.2211080650885233,92.5146949533707,0.014920828193017793,0.25415980862201654,84.3972912773981,161.6259963204721,0.1394913966977709,65888.15574801236,605.4625238786539,0.005875628746278342,0.11204603395238787,1.7385554407217294,22087.537511463986
85,85,48.5589,3.47812,23,3.87568,0,115,133,6,125,5,0.99632,43.63292,0.0,0.0,2.85714,4.853,2.91287,0.0,0.0,127.0,54.94858,0.00019,0.0,0.967,-1.0,9.583191,0.12752609879675328,0.7644074509803922,1.4147858796296295,0.10288931664246535,0.15408220528452168,2.3254621219241813,0.005751775651658197,0.19360157037872308,33.849888931086035,0.22116792587709747,92.52820455182112,0.014940196083673142,0.2541498205129464,84.42711920039775,161.54496600281433,0.13925590772841615,65971.05243065888,605.4543834646207,0.0058614723790305235,0.11182509005546977,2.1217038213362964,22061.030547739414
86,86,48.5034,3.41376,22,3.97146,0,115,133,6,125,5,0.99341,43.5769,0.0,0.0,2.92857,4.912,2.95528,0.0,0.0,127.0,54.93528,0.00017,0.0,1.049,-1.0,9.535884,0.12746410616862755,0.7651159607843135,1.5255594135802468,0.10289259958318124,0.15415419001482356,2.3167223853100545,0.005748799925282172,0.19360157037871728,33.79156870900849,0.22132178690195947,92.56060641050897,0.014887636688261839,0.25411444090952473,91.92970157485779,161.5036806195615,0.13902334768791424,65902.40329507299,605.4423896030041,0.005871811071742609,0.11106070037025982,1.914163942357432,21955.787974394076
87,87,48.3446,3.48898,22,4.32778,0,115,133,6,125,5,0.99308,43.4511,0.0,0.0,2.89286,4.854,2.89857,0.0,0.0,127.0,54.94765,0.00019,0.0,0.974,-1.0,9.593323,0.12734745052318594,0.7650858823529412,1.5790895061728396,0.10290346454419769,0.15411141149901422,2.2815108862042086,0.00576934577602996,0.19360157037872172,33.81355285644531,0.22142552747270858,92.62087677401702,0.014880701684396118,0.25401182404954076,92.03934154128521,161.56399166275799,0.13845162194908991,65731.5215113572,605.4498284194242,0.00586801227264936,0.10993024629553597,2.0352317623931384,21714.25699257508
88,88,48.1159,3.53786,22,4.53815,0,115,133,6,125,5,1.00115,43.24046,0.0,0.0,2.78571,4.885,2.96222,0.0,0.0,127.0,54.91058,0.00022,0.0,0.989,0.51196,9.52537,0.12723517540563825,0.7650858823529412,1.6115933641975309,0.1028453352995727,0.15408557196898667,2.332514117102291,0.005776287149547967,0.19360157037871817,33.71957849573206,0.22120657925660847,92.60919826495694,0.014883803331014429,0.2538576537103992,88.11712726115145,161.69781884778538,0.13787107609864294,65915.46117591781,605.4477315356786,0.005874981018122511,0.10896274211650589,2.2592506912853945,21477.985804391745
89,89,48.0366,3.63108,22,4.14265,0,115,133,6,125,5,0.997,43.17503,0.0,0.0,3.57143,4.893,3.00462,0.0,0.0,127.0,54.93949,0.00026,0.0,1.016,-1.0,9.541742,0.127034229588678,0.765278431372549,1.6285686728395061,0.10278703712218765,0.1541461680878158,2.2991313960239697,0.005719216154392768,0.19360157037872253,33.74974907769097,0.22094684901057468,92.7347336248802,0.014860486502964988,0.25373867633883296,93.02780268332722,161.63602372867442,0.1374354489336002,65838.0139240327,605.4664744750324,0.005871791413799873,0.10809921246681213,1.9569275172198497,21425.360192897428
90,90,48.0481,4.10586,22,4.3088,0,115,133,6,125,5,0.99151,43.16793,0.0,0.0,2.64286,4.901,3.08532,0.0,0.0,127.0,54.93087,0.00026,0.0,0.983,-1.0,9.487974,0.12686865408355577,0.7658141176470588,1.6500289351851851,0.10272760520528855,0.15423174364190131,2.3218335029302204,0.0057297213396222384,0.19138394433550152,33.763220893012154,0.22074979604962552,92.68008490720152,0.014829903357577582,0.2536794558240321,91.91902488898796,161.63446202067502,0.13685737490933242,65871.51544333802,605.4742172556931,0.005906232983803632,0.1069613138960167,2.180529513258945,21524.67432853645
