,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.6,tone,movement,cubrow.0,cubcol.0.6,temporal,cubcol.0,noise,saturation,cubrow.0.3,uhdhdsim,cubcol.0.3,cubrow.0.5,contrast,color_fulness,cubcol.0.5,fft,staticness,cubcol.1.0,cubrow.1.0,blockiness,blur
20,20,49.2282,2.8663,23,4.95836,0,115,133,6,125,5,0.99205,44.21228,0.0,0.0,3.75,4.815,2.77113,0.0,0.0,127.0,55.28903,0.00019,0.0,0.972,-1.0,9.595835,0.11630858145762707,0.7703090196078433,0.9333043981481481,0.1012252294159386,0.13766274329784942,1.9480522911127065,0.0059831489233756465,0.19138394433549358,33.760654967508195,0.21100758855608087,92.53923345533639,0.014540605433461801,0.2487219082392375,89.86329648525384,161.7456818328209,0.14064286654428623,66249.38990862861,606.8561555787691,0.005868260385633928,0.15528115126557968,2.0996396989217483,23209.426902003266
21,21,48.9063,2.35347,23,4.29728,0,116,133,6,125,5,1.0002,43.97124,0.0,0.0,3.5,4.863,2.42089,0.0,0.0,127.0,55.274,0.00017,0.0,0.974,-1.0,9.554175,0.11640608044545897,0.7696839215686276,0.7765721450617284,0.10138508037847513,0.13839825410005055,1.9417661779724396,0.0059360297526639995,0.19138394433549655,33.70196439013069,0.21135211033000037,92.6532023234624,0.014515390885535606,0.248927650435828,91.89843956769205,161.52270747237435,0.1410162629574873,66022.36455735963,606.8526152488605,0.005825731764466646,0.15351027731585506,2.5304317934778995,22395.986301999026
22,22,48.4343,2.23624,23,3.94562,0,116,133,6,125,5,0.99466,43.57677,0.0,0.0,3.78571,4.884,1.96998,0.0,0.0,127.0,55.25619,0.00028,0.0,0.944,-1.0,9.452425,0.11647797222091619,0.7686274509803922,0.6555748456790124,0.10131397255690716,0.1389096614021877,1.907480923834951,0.0058888869466798095,0.19360157037872175,33.68709592466001,0.21153163771149522,92.70899078182242,0.014488883540464337,0.24913761099929901,87.8789486123948,161.6511990983669,0.1416140240885352,66015.5134509193,606.8044794690105,0.005836168810208719,0.15196535368589117,2.2681584656174594,21657.025470625424
23,23,48.8319,2.09338,23,4.53224,0,116,133,6,125,5,0.98879,43.87984,0.0,0.0,3.25,4.876,1.86734,0.0,0.0,127.0,55.26855,0.00025,0.0,1.016,-1.0,9.528728,0.11646400798823922,0.7686274509803922,0.587866512345679,0.10137126659627223,0.13951832541598808,1.8800823608666657,0.005921321937201813,0.19138394433549596,33.77140657401379,0.21185335767861127,92.68287933565585,0.014457252091276691,0.2493654542621092,88.05788448833803,161.31380178711893,0.14198257964113667,66348.55853756568,606.814388270192,0.0058070111494696606,0.15066641481320722,2.163401390506053,22592.307499971197
24,24,49.7238,2.19586,23,4.68655,0,116,133,6,125,5,0.98461,44.64784,0.0,0.0,3.64286,4.745,1.73987,0.0,0.0,127.0,55.24358,0.00022,0.0,0.984,0.50116,9.528831,0.11685340931588321,0.7686274509803922,0.5652006172839507,0.10163357076622262,0.14008438423317607,1.890004819122582,0.005919689895645234,0.19138394433549347,33.72994166244695,0.21224310202531452,92.43881762358662,0.014389126743460571,0.2498165883476585,89.20123639469226,161.5920002465223,0.14226643503051212,66637.69754293973,606.7831222066758,0.005824139317496203,0.14951807450069596,2.579373787036381,23998.719619983545
25,25,49.0148,2.19691,23,5.05512,0,116,133,6,125,5,0.98455,44.0589,0.0,0.0,3.14286,4.875,1.83366,0.0,0.0,127.0,55.23166,0.00025,0.0,1.017,-1.0,9.511709,0.11727841666461616,0.7686274509803922,0.7483603395061729,0.10178213906172567,0.14066211559204375,1.9690364936232556,0.005888344021152777,0.19360157037872286,33.79046612021364,0.21251483714922723,92.65196981831592,0.014384007122913442,0.24997017401392257,86.50675910918328,161.24177715081,0.14254638504836215,66117.94001290393,606.8114262622453,0.005848951279837098,0.14868094779191302,2.3595079046624736,22552.297142780862
26,26,48.3187,2.29514,23,4.3607,0,116,133,6,125,5,0.98993,43.43532,0.0,0.0,3.5,4.942,1.82967,0.0,0.0,127.0,55.19671,0.00019,0.0,0.969,-1.0,9.487207,0.11758183020344434,0.7686274509803922,0.8443287037037037,0.10170549927913802,0.1410837522410391,1.9535766864538404,0.00587207722372919,0.19360157037871992,33.79549134807822,0.2126165633635335,92.78410464025848,0.014415597533076287,0.2500777780671773,86.73177789947702,161.08500767762425,0.14298937945112808,66005.49975070251,606.788720738545,0.005821233811861835,0.1487063016526858,2.5809540906400676,21501.41910929262
27,27,48.8928,1.99805,23,5.32015,0,116,133,6,125,5,0.99567,43.87304,0.0,0.0,3.25,4.888,1.92117,0.0,0.0,127.0,55.21711,0.00023,0.0,0.905,-1.0,9.521594,0.11799264584581641,0.7686274509803922,0.9904031635802469,0.10172768361023525,0.14160307987697576,1.972272756264427,0.005834960467685083,0.19138394433549297,33.77567338354794,0.21281152688660313,92.6484273223677,0.014410894234200488,0.25039809306812144,89.5473149924806,161.4987765470774,0.14317424780597154,66406.25104932928,606.8103680606761,0.005824820971592266,0.14944247389912488,2.541726049890951,22854.93472343571
28,28,49.8467,2.06254,23,4.57644,0,116,133,6,125,5,0.99722,44.71401,0.0,0.0,3.39286,4.742,1.65585,0.0,0.0,127.0,55.2449,0.0002,0.0,0.986,-1.0,9.477877,0.11857936133285431,0.7700560784313726,1.0698784722222223,0.10186772275001904,0.14218274049367371,1.8457853468945677,0.0058657421114698734,0.19138394433549547,33.7420130600164,0.21316394466346994,92.39994453648386,0.014404421719261911,0.25080308648139255,86.7664124346032,161.44995914373547,0.1436118737171748,66582.59923015376,606.7993981309903,0.005807632708105495,0.14984795267954357,2.554681301001924,24357.589612203665
29,29,49.3193,1.8046,23,4.34935,0,116,133,6,125,5,0.99307,44.28368,0.0,0.0,2.96429,4.822,1.72204,0.0,0.0,127.0,55.24779,0.00019,0.0,0.905,-1.0,9.497642,0.11913200798594531,0.7708674509803922,1.0241608796296295,0.1019911305714412,0.14253310480976372,1.9102819465941512,0.005932760252827747,0.19360157037872217,33.80088975694445,0.2135005448623947,92.58768555836953,0.014417873644462663,0.2510417295430388,90.38175948226616,161.76882368854217,0.14438696497414966,66343.01856311009,606.8375022429213,0.005814388082891311,0.1498528239282913,2.465023725026349,23116.395084616437
30,30,48.7246,1.8948,23,3.65455,0,116,133,6,125,5,0.9924,43.77414,0.0,0.0,3.32143,4.881,1.48339,0.0,0.0,127.0,55.24606,0.00019,0.0,1.017,-1.0,9.303852,0.11955936389907748,0.7714101960784314,1.1677276234567902,0.10209049982302247,0.14284479341659911,1.781560058928679,0.005926267579126474,0.19360157037872341,33.83769000018084,0.21365243724440505,92.68444289412217,0.014461074477817852,0.2511774771705251,93.0619248770575,161.48184760871774,0.14511136775294972,66192.59609714741,606.8381648704027,0.00577644530703676,0.15038700060044854,2.406386328387473,22222.532332503622
31,31,49.0934,1.94172,23,4.10569,0,116,133,6,125,5,0.99324,44.06211,0.0,0.0,3.21429,4.859,1.5678,0.0,0.0,127.0,55.27279,0.0002,0.0,0.942,-1.0,9.518646,0.11999792233303105,0.7711125490196079,1.1310763888888888,0.10205857294768111,0.14324551334868454,1.782584241468576,0.005920017763100164,0.19138394433549624,33.85048816822193,0.21387726244088687,92.60768195726283,0.014495172501777892,0.25140105854235373,89.83707008964785,161.6466250290067,0.14566832008367764,66406.8288094125,606.8720960013081,0.005796318013032365,0.15098736824514322,2.633818067696939,23108.013112417386
32,32,49.8622,2.03849,23,4.00569,0,116,133,6,125,5,0.98791,44.72865,0.0,0.0,3.35714,4.756,1.60933,0.0,0.0,127.0,55.29046,0.00031,0.0,0.986,0.51196,9.548294,0.1203977651418194,0.7714101960784314,1.0095486111111112,0.10218506643149126,0.14362817923809232,1.8029640411965338,0.00589657816309951,0.19138394433549274,33.93701284903067,0.214213607998216,92.41560639942554,0.014485524117888239,0.25166297061699533,92.61761483045939,161.30829984016884,0.14608494778207315,66618.70862050304,606.8839876164657,0.00579345039289166,0.1510983225316012,2.370088561570918,24314.994093435867
33,33,49.323,2.2111,23,4.71552,0,116,133,6,125,5,0.98945,44.29932,0.0,0.0,3.21429,4.823,1.69738,0.0,0.0,127.0,55.30192,0.00026,0.0,1.029,-1.0,9.457157,0.12068428877455448,0.7692078431372549,0.8114872685185185,0.10231357144553052,0.14400300806199956,1.8340910593932054,0.005873568430534914,0.1936015703787188,33.84591806670766,0.21444807004313712,92.62772228038136,0.014481488716408886,0.25182960157602585,90.2227932767812,161.5703128668297,0.14634235519834887,66227.35308496095,606.9344660000164,0.005777321796361825,0.15051413818902692,2.4480441386027723,23027.941358638585
34,34,48.5281,2.48943,23,4.61321,0,116,133,6,125,5,0.98506,43.59594,0.0,0.0,3.25,4.956,1.84201,0.0,0.0,127.0,55.26478,0.00015,0.0,1.003,-1.0,9.505297,0.12094136164434871,0.7691929411764706,0.6975790895061729,0.10232061249787798,0.14421672102599167,1.8382323101222453,0.00586099415530744,0.19138394433549233,33.8614946530189,0.2145060194578077,92.74510492973883,0.01452981339165381,0.25189389993272826,87.49405467174986,161.76436330730306,0.14654871118487175,66044.28547766266,606.948982362057,0.0058006792629486745,0.14923652695612008,2.543701957558729,21937.27482361498
35,35,49.0656,2.48164,23,5.14877,0,116,133,6,125,5,0.98239,43.98844,0.0,0.0,3.0,4.88,2.0899,0.0,0.0,127.0,55.32421,0.00034,0.0,0.981,-1.0,9.567798,0.12131859207680325,0.7691929411764706,0.6676793981481481,0.10238788235016712,0.1444803018188053,1.9358817332507028,0.005885530501079396,0.191383944335491,33.8573885317202,0.21468984129031432,92.61915653342781,0.014524694067301896,0.25206190843596454,92.45600540295915,161.48917241673828,0.14658450039268714,66322.39783607924,607.0128840330185,0.005783052360035971,0.14824029403600225,2.3997451875195845,23094.071573392433
36,36,49.7803,2.56247,23,4.31397,0,116,133,6,125,5,0.97914,44.59902,0.0,0.0,3.0,4.8,2.08783,0.0,0.0,127.0,55.32675,0.00019,0.0,1.008,-1.0,9.533034,0.12181083717823664,0.769498431372549,0.5851658950617284,0.1025172886822382,0.14489081158397538,1.9198736505574887,0.005841382798120245,0.1913839443354891,33.80144830397618,0.21489134599595217,92.43763059521415,0.014492503559519953,0.25227062379634896,92.32562440075208,161.50614804424677,0.14665194020491626,66584.07598712965,607.0577149163904,0.005794524545229428,0.14727909417968402,2.3267994599246298,24280.76892982199
37,37,49.2748,2.72693,23,4.55041,0,116,133,6,125,5,0.9726,44.19283,0.0,0.0,3.32143,4.832,2.15698,0.0,0.0,127.0,55.34489,0.00031,0.0,0.986,-1.0,9.621881,0.12210026058778924,0.7691929411764706,0.6739486882716049,0.10255262606452632,0.14526089668741649,1.984532848700675,0.00588777110234229,0.1913839443354903,33.810299155152876,0.21507148732808987,92.618656233844,0.014488763800637237,0.25240610956032744,91.0037167445861,161.51157633020645,0.1470204629956581,66222.76498483366,607.1363872911984,0.005787324266283295,0.14627737703602445,2.43098343707431,23122.290570227437
38,38,48.5926,2.6784,23,4.55294,0,116,133,6,125,5,0.97441,43.61555,0.0,0.0,3.03571,4.931,2.29915,0.0,0.0,127.0,55.30345,0.0002,0.0,0.971,-1.0,9.483075,0.12236206961108775,0.7691929411764706,0.9734760802469136,0.10254167250945737,0.1455643134563997,2.0864750616459258,0.005837687025008562,0.19138394433549247,33.82793398256655,0.21498867617120787,92.76373368981082,0.014480833587848628,0.25247198348366523,89.49216482333654,161.55105145703604,0.14745001347047754,66125.43752201316,607.1918905787489,0.0057871418621696135,0.14541030285464218,2.2220801494276614,22058.332708279748
39,39,48.9003,2.72862,23,4.22835,0,116,133,6,125,5,0.98764,43.84736,0.0,0.0,4.21429,4.869,2.25525,0.0,0.0,127.0,55.31718,0.0003,0.0,0.946,-1.0,9.492845,0.12264444166070111,0.7691929411764706,1.2254050925925926,0.10254058929922508,0.14584838503149428,2.0455851789353177,0.005860487000623152,0.19138394433549175,33.78804411711516,0.21503526240809057,92.66926387552522,0.014450753938178858,0.2525653200162232,87.77734637190395,161.39314855997975,0.1473866265841287,66328.58179090853,607.2809365485662,0.005762330239123835,0.14448307881642763,2.1215050258212655,22847.557025458143
40,40,49.6532,2.73677,23,4.83317,0,116,133,6,125,5,0.98382,44.48993,0.0,0.0,3.5,4.799,2.30423,0.0,0.0,127.0,55.31973,0.00022,0.0,0.984,0.51157,9.484475,0.12294873854475463,0.7691929411764706,1.4900655864197532,0.10264908751240814,0.14611156746471338,2.057903634172687,0.005842371740475779,0.19138394433549244,33.72881646803867,0.21522440135553558,92.48790225322304,0.014419649227514235,0.2527401360105216,91.85773710201204,161.27549057311987,0.14718421073842264,66486.23696283586,607.3429798368496,0.005771703546961805,0.14354322632869876,2.4559094117039235,24100.534158947674
41,41,49.0779,2.85106,23,5.25648,0,116,133,6,125,5,0.97931,44.04965,0.0,0.0,3.5,4.845,2.30723,0.0,0.0,127.0,55.32739,0.00021,0.0,0.971,-1.0,9.517233,0.12320878816067568,0.7680541176470588,1.687403549382716,0.10268110243194893,0.14628816700987732,2.0359437301723204,0.005860007190542167,0.1936015703787228,33.786684389467595,0.21531031660995842,92.65710375922347,0.014440588836352344,0.2528593063644503,89.83608966010642,161.4049152695949,0.14686548393873608,66073.86138827112,607.4351266394691,0.00577641822866089,0.14244931914800407,2.140583226937685,22731.640775091404
42,42,48.3836,2.95605,23,4.5893,0,116,133,6,125,5,0.98529,43.46369,0.0,0.0,4.14286,4.927,2.40976,0.0,0.0,127.0,55.28757,0.00023,0.0,1.058,-1.0,9.547287,0.12345612763163138,0.7669458823529411,1.9045621141975309,0.10265669736978267,0.14636665454810288,2.104598682884208,0.005855200320787358,0.19138394433549344,33.788114571277006,0.2152815542373107,92.76807043793683,0.01444351842104123,0.2528083499385417,87.34779438214838,161.392534930879,0.14685658166955304,66064.76469999751,607.4964680044038,0.005771804107844923,0.14131893575731774,2.1991609756266786,21615.283313483014
43,43,48.8242,3.02429,23,4.77367,0,116,133,6,125,5,0.99666,43.79092,0.0,0.0,3.78571,4.887,2.4976,0.0,0.0,127.0,55.31865,0.00024,0.0,1.062,-1.0,9.500901,0.1236539293306981,0.7652713725490197,2.1514756944444446,0.10266504123592651,0.14649498008884126,2.097695939263082,0.005847976828484795,0.19138394433549274,33.797182813102815,0.2153146064828225,92.66161701009409,0.014411424216419886,0.25289931546232347,88.80022041885383,161.04504157147522,0.14692058954731185,66096.98734296953,607.5743761111651,0.005779635010401565,0.14025542592179946,2.1945612968162416,22658.47528919087
44,44,49.6061,3.17999,23,4.62418,0,116,132,6,125,5,0.99801,44.48122,0.0,0.0,3.17857,4.75,2.558,0.0,0.0,127.0,55.30439,0.00025,0.0,1.019,-1.0,9.594581,0.12392365971039027,0.7652713725490197,2.2424768518518516,0.10272259657544397,0.14671957116471038,2.0999787195178867,0.0058395147526000505,0.19138394433548664,33.61621527024257,0.215406868976229,92.43900145218552,0.014381916195897366,0.25299372230682193,90.98664251681237,161.54165275215715,0.1469855820533325,66463.88590032328,607.635562890711,0.0057859650065374,0.13922614306558234,2.588431810177756,23887.853776885604
