crf	TP	FP	FN	total	precision	recall
10	7	447	511	454	0.015418502202643172	0.013513513513513514
12	7	459	511	466	0.015021459227467811	0.013513513513513514
14	6	433	512	439	0.01366742596810934	0.011583011583011582
16	6	433	512	439	0.01366742596810934	0.011583011583011582
18	7	426	511	433	0.016166281755196306	0.013513513513513514
20	8	417	510	425	0.018823529411764704	0.015444015444015444
22	5	405	513	410	0.012195121951219513	0.009652509652509652
24	4	407	514	411	0.009732360097323601	0.007722007722007722
26	8	400	510	408	0.0196078431372549	0.015444015444015444
28	4	391	514	395	0.010126582278481013	0.007722007722007722
30	2	369	516	371	0.005390835579514825	0.003861003861003861
32	3	341	515	344	0.00872093023255814	0.005791505791505791
34	5	344	513	349	0.014326647564469915	0.009652509652509652
36	4	317	514	321	0.012461059190031152	0.007722007722007722
38	4	270	514	274	0.014598540145985401	0.007722007722007722
40	3	154	515	157	0.01910828025477707	0.005791505791505791
42	2	112	516	114	0.017543859649122806	0.003861003861003861
