crf	TP	FP	FN	total	precision	recall
10	42	531	541	573	0.07329842931937172	0.07204116638078903
12	43	541	540	584	0.07363013698630137	0.07375643224699828
14	44	537	539	581	0.0757314974182444	0.07547169811320754
16	42	550	541	592	0.07094594594594594	0.07204116638078903
18	43	535	540	578	0.07439446366782007	0.07375643224699828
20	41	534	542	575	0.07130434782608695	0.07032590051457976
22	37	520	546	557	0.06642728904847396	0.0634648370497427
24	35	503	548	538	0.06505576208178439	0.060034305317324184
26	33	488	550	521	0.06333973128598848	0.05660377358490566
28	35	479	548	514	0.06809338521400778	0.060034305317324184
30	30	466	553	496	0.06048387096774194	0.051457975986277875
32	39	441	544	480	0.08125	0.06689536878216124
34	32	415	551	447	0.07158836689038031	0.0548885077186964
36	23	361	560	384	0.059895833333333336	0.03945111492281304
38	18	364	565	382	0.04712041884816754	0.030874785591766724
40	11	266	572	277	0.039711191335740074	0.018867924528301886
42	4	204	579	208	0.019230769230769232	0.00686106346483705
