crf	TP	FP	FN	total	precision	recall
10	640	174	922	814	0.7862407862407862	0.40973111395646605
12	635	177	927	812	0.7820197044334976	0.4065300896286812
14	636	182	926	818	0.7775061124694377	0.40717029449423814
16	624	166	938	790	0.789873417721519	0.3994878361075544
18	624	166	938	790	0.789873417721519	0.3994878361075544
20	619	167	943	786	0.787531806615776	0.39628681177976954
22	622	158	940	780	0.7974358974358975	0.39820742637644047
24	629	161	933	790	0.7962025316455696	0.4026888604353393
26	618	160	944	778	0.794344473007712	0.39564660691421255
28	586	155	976	741	0.7908232118758435	0.37516005121638923
30	576	150	986	726	0.7933884297520661	0.3687580025608195
32	581	142	981	723	0.8035961272475796	0.3719590268886043
34	564	117	998	681	0.8281938325991189	0.36107554417413573
36	499	120	1063	619	0.8061389337641357	0.31946222791293216
38	469	93	1093	562	0.8345195729537367	0.3002560819462228
40	377	71	1185	448	0.8415178571428571	0.2413572343149808
42	280	52	1282	332	0.8433734939759037	0.1792573623559539
