crf	TP	FP	FN	total	precision	recall
10	17	209	308	226	0.0752212389380531	0.052307692307692305
12	19	204	306	223	0.08520179372197309	0.05846153846153846
14	17	205	308	222	0.07657657657657657	0.052307692307692305
16	17	212	308	229	0.07423580786026202	0.052307692307692305
18	16	210	309	226	0.07079646017699115	0.04923076923076923
20	16	212	309	228	0.07017543859649122	0.04923076923076923
22	18	215	307	233	0.07725321888412018	0.055384615384615386
24	15	216	310	231	0.06493506493506493	0.046153846153846156
26	19	220	306	239	0.0794979079497908	0.05846153846153846
28	23	221	302	244	0.0942622950819672	0.07076923076923076
30	26	196	299	222	0.11711711711711711	0.08
32	16	207	309	223	0.07174887892376682	0.04923076923076923
34	22	194	303	216	0.10185185185185185	0.06769230769230769
36	27	202	298	229	0.11790393013100436	0.08307692307692308
38	27	175	298	202	0.13366336633663367	0.08307692307692308
40	20	172	305	192	0.10416666666666667	0.06153846153846154
42	26	143	299	169	0.15384615384615385	0.08
