crf	TP	FP	FN	total	precision	recall
10	200	103	138	303	0.6600660066006601	0.591715976331361
12	200	104	138	304	0.6578947368421053	0.591715976331361
14	200	102	138	302	0.6622516556291391	0.591715976331361
16	200	104	138	304	0.6578947368421053	0.591715976331361
18	200	106	138	306	0.6535947712418301	0.591715976331361
20	200	116	138	316	0.6329113924050633	0.591715976331361
22	200	105	138	305	0.6557377049180327	0.591715976331361
24	200	98	138	298	0.6711409395973155	0.591715976331361
26	200	103	138	303	0.6600660066006601	0.591715976331361
28	200	103	138	303	0.6600660066006601	0.591715976331361
30	200	90	138	290	0.6896551724137931	0.591715976331361
32	200	68	138	268	0.746268656716418	0.591715976331361
34	199	61	139	260	0.7653846153846153	0.5887573964497042
36	200	0	138	200	1.0	0.591715976331361
38	199	4	139	203	0.9802955665024631	0.5887573964497042
40	193	2	145	195	0.9897435897435898	0.5710059171597633
42	196	7	142	203	0.9655172413793104	0.5798816568047337
