crf	TP	FP	FN	total	precision	recall
10	105	263	294	368	0.28532608695652173	0.2631578947368421
12	100	266	299	366	0.273224043715847	0.2506265664160401
14	105	255	294	360	0.2916666666666667	0.2631578947368421
16	106	256	293	362	0.292817679558011	0.2656641604010025
18	106	248	293	354	0.2994350282485876	0.2656641604010025
20	102	240	297	342	0.2982456140350877	0.2556390977443609
22	102	222	297	324	0.3148148148148148	0.2556390977443609
24	100	217	299	317	0.31545741324921134	0.2506265664160401
26	100	199	299	299	0.33444816053511706	0.2506265664160401
28	100	184	299	284	0.352112676056338	0.2506265664160401
30	95	188	304	283	0.33568904593639576	0.23809523809523808
32	85	193	314	278	0.3057553956834532	0.21303258145363407
34	82	174	317	256	0.3203125	0.20551378446115287
36	94	106	305	200	0.47	0.23558897243107768
38	75	132	324	207	0.36231884057971014	0.18796992481203006
40	91	94	308	185	0.4918918918918919	0.22807017543859648
42	57	92	342	149	0.3825503355704698	0.14285714285714285
