crf	TP	FP	FN	total	precision	recall
10	49	38	51	87	0.5632183908045977	0.49
12	49	37	51	86	0.5697674418604651	0.49
14	47	38	53	85	0.5529411764705883	0.47
16	48	39	52	87	0.5517241379310345	0.48
18	47	34	53	81	0.5802469135802469	0.47
20	48	34	52	82	0.5853658536585366	0.48
22	48	35	52	83	0.5783132530120482	0.48
24	46	36	54	82	0.5609756097560976	0.46
26	49	26	51	75	0.6533333333333333	0.49
28	47	27	53	74	0.6351351351351351	0.47
30	49	35	51	84	0.5833333333333334	0.49
32	47	24	53	71	0.6619718309859155	0.47
34	44	28	56	72	0.6111111111111112	0.44
36	52	17	48	69	0.7536231884057971	0.52
38	52	20	48	72	0.7222222222222222	0.52
40	53	23	47	76	0.6973684210526315	0.53
42	35	14	65	49	0.7142857142857143	0.35
