crf	TP	FP	FN	total	precision	recall
10	1680	449	13761	2129	0.7891028651949272	0.1088012434427822
12	1675	437	13766	2112	0.7930871212121212	0.10847743021825011
14	1677	432	13764	2109	0.7951635846372689	0.10860695550806294
16	1643	432	13798	2075	0.7918072289156627	0.10640502558124473
18	1681	427	13760	2108	0.797438330170778	0.10886600608768862
20	1660	419	13781	2079	0.7984607984607984	0.10750599054465385
22	1651	411	13790	2062	0.8006789524733269	0.10692312674049609
24	1627	421	13814	2048	0.79443359375	0.10536882326274205
26	1594	413	13847	2007	0.7942202291978077	0.10323165598083026
28	1549	394	13892	1943	0.7972207925887802	0.10031733696004144
30	1536	385	13905	1921	0.799583550234253	0.09947542257625802
32	1488	363	13953	1851	0.8038897893030794	0.09636681562074995
34	1370	360	14071	1730	0.791907514450867	0.08872482352179263
36	1317	328	14124	1645	0.8006079027355623	0.08529240334175248
38	1212	310	14229	1522	0.7963206307490145	0.0784923256265786
40	1030	296	14411	1326	0.7767722473604827	0.06670552425361052
42	868	268	14573	1136	0.7640845070422535	0.056213975778770804
