crf	TP	FP	FN	total	precision	recall
10	50	10	50	60	0.8333333333333334	0.5
12	56	14	44	70	0.8	0.56
14	53	17	47	70	0.7571428571428571	0.53
16	51	13	49	64	0.796875	0.51
18	55	14	45	69	0.7971014492753623	0.55
20	52	14	48	66	0.7878787878787878	0.52
22	52	13	48	65	0.8	0.52
24	60	5	40	65	0.9230769230769231	0.6
26	55	9	45	64	0.859375	0.55
28	63	7	37	70	0.9	0.63
30	62	3	38	65	0.9538461538461539	0.62
32	65	3	35	68	0.9558823529411765	0.65
34	61	8	39	69	0.8840579710144928	0.61
36	49	2	51	51	0.9607843137254902	0.49
38	38	5	62	43	0.8837209302325582	0.38
40	44	1	56	45	0.9777777777777777	0.44
42	16	3	84	19	0.8421052631578947	0.16
