crf	TP	FP	FN	total	precision	recall
10	478	71	360	549	0.8706739526411658	0.5704057279236276
12	483	67	355	550	0.8781818181818182	0.5763723150357996
14	476	66	362	542	0.8782287822878229	0.568019093078759
16	488	66	350	554	0.8808664259927798	0.5823389021479713
18	483	73	355	556	0.8687050359712231	0.5763723150357996
20	484	66	354	550	0.88	0.5775656324582339
22	493	67	345	560	0.8803571428571428	0.5883054892601431
24	480	67	358	547	0.8775137111517367	0.5727923627684964
26	494	65	344	559	0.8837209302325582	0.5894988066825776
28	483	73	355	556	0.8687050359712231	0.5763723150357996
30	474	67	364	541	0.8761552680221811	0.5656324582338902
32	475	68	363	543	0.8747697974217311	0.5668257756563246
34	461	70	377	531	0.8681732580037664	0.5501193317422435
36	461	69	377	530	0.869811320754717	0.5501193317422435
38	432	76	406	508	0.8503937007874016	0.5155131264916468
40	408	94	430	502	0.8127490039840638	0.48687350835322196
42	374	84	464	458	0.8165938864628821	0.44630071599045346
