crf	TP	FP	FN	total	precision	recall
10	2	468	1044	470	0.00425531914893617	0.0019120458891013384
12	2	467	1044	469	0.0042643923240938165	0.0019120458891013384
14	2	464	1044	466	0.004291845493562232	0.0019120458891013384
16	3	456	1043	459	0.006535947712418301	0.0028680688336520078
18	2	447	1044	449	0.004454342984409799	0.0019120458891013384
20	2	458	1044	460	0.004347826086956522	0.0019120458891013384
22	2	430	1044	432	0.004629629629629629	0.0019120458891013384
24	1	438	1045	439	0.002277904328018223	0.0009560229445506692
26	1	430	1045	431	0.002320185614849188	0.0009560229445506692
28	2	380	1044	382	0.005235602094240838	0.0019120458891013384
30	0	390	1046	390	0.0	0.0
32	0	332	1046	332	0.0	0.0
34	0	295	1046	295	0.0	0.0
36	0	254	1046	254	0.0	0.0
38	0	214	1046	214	0.0	0.0
40	0	115	1046	115	0.0	0.0
42	0	64	1046	64	0.0	0.0
