crf	TP	FP	FN	total	precision	recall
10	74	35	26	109	0.6788990825688074	0.74
12	73	35	27	108	0.6759259259259259	0.73
14	73	32	27	105	0.6952380952380952	0.73
16	75	35	25	110	0.6818181818181818	0.75
18	73	30	27	103	0.7087378640776699	0.73
20	73	33	27	106	0.6886792452830188	0.73
22	73	32	27	105	0.6952380952380952	0.73
24	75	34	25	109	0.6880733944954128	0.75
26	76	32	24	108	0.7037037037037037	0.76
28	75	31	25	106	0.7075471698113207	0.75
30	75	33	25	108	0.6944444444444444	0.75
32	71	27	29	98	0.7244897959183674	0.71
34	69	33	31	102	0.6764705882352942	0.69
36	72	30	28	102	0.7058823529411765	0.72
38	80	21	20	101	0.7920792079207921	0.8
40	76	16	24	92	0.8260869565217391	0.76
42	63	23	37	86	0.7325581395348837	0.63
