crf	TP	FP	FN	total	precision	recall
10	388	26	197	414	0.9371980676328503	0.6632478632478632
12	388	30	197	418	0.9282296650717703	0.6632478632478632
14	385	30	200	415	0.927710843373494	0.6581196581196581
16	388	25	197	413	0.9394673123486683	0.6632478632478632
18	389	28	196	417	0.9328537170263789	0.6649572649572649
20	396	25	189	421	0.9406175771971497	0.676923076923077
22	386	27	199	413	0.9346246973365617	0.6598290598290598
24	387	25	198	412	0.9393203883495146	0.6615384615384615
26	407	18	178	425	0.9576470588235294	0.6957264957264957
28	404	21	181	425	0.9505882352941176	0.6905982905982906
30	418	17	167	435	0.960919540229885	0.7145299145299145
32	398	14	187	412	0.9660194174757282	0.6803418803418804
34	408	17	177	425	0.96	0.6974358974358974
36	362	28	223	390	0.9282051282051282	0.6188034188034188
38	369	12	216	381	0.968503937007874	0.6307692307692307
40	304	6	281	310	0.9806451612903225	0.5196581196581197
42	274	4	311	278	0.9856115107913669	0.4683760683760684
