crf	TP	FP	FN	total	precision	recall
10	1	868	1101	869	0.0011507479861910242	0.0009074410163339383
12	1	870	1101	871	0.001148105625717566	0.0009074410163339383
14	1	879	1101	880	0.0011363636363636363	0.0009074410163339383
16	1	888	1101	889	0.0011248593925759281	0.0009074410163339383
18	1	882	1101	883	0.0011325028312570782	0.0009074410163339383
20	1	884	1101	885	0.0011299435028248588	0.0009074410163339383
22	0	887	1102	887	0.0	0.0
24	1	886	1101	887	0.0011273957158962795	0.0009074410163339383
26	1	894	1101	895	0.0011173184357541898	0.0009074410163339383
28	0	881	1102	881	0.0	0.0
30	0	881	1102	881	0.0	0.0
32	0	905	1102	905	0.0	0.0
34	0	888	1102	888	0.0	0.0
36	0	859	1102	859	0.0	0.0
38	0	844	1102	844	0.0	0.0
40	0	810	1102	810	0.0	0.0
42	0	686	1102	686	0.0	0.0
