crf	TP	FP	FN	total	precision	recall
10	589	390	511	979	0.6016343207354443	0.5354545454545454
12	591	368	509	959	0.616266944734098	0.5372727272727272
14	584	402	516	986	0.592292089249493	0.5309090909090909
16	595	401	505	996	0.5973895582329317	0.5409090909090909
18	563	374	537	937	0.6008537886872999	0.5118181818181818
20	552	424	548	976	0.5655737704918032	0.5018181818181818
22	543	414	557	957	0.567398119122257	0.49363636363636365
24	551	302	549	853	0.6459554513481829	0.5009090909090909
26	522	375	578	897	0.5819397993311036	0.47454545454545455
28	613	234	487	847	0.7237308146399055	0.5572727272727273
30	420	289	680	709	0.5923836389280677	0.38181818181818183
32	420	200	680	620	0.6774193548387096	0.38181818181818183
34	399	269	701	668	0.5973053892215568	0.36272727272727273
36	375	301	725	676	0.5547337278106509	0.3409090909090909
38	399	198	701	597	0.6683417085427136	0.36272727272727273
40	315	198	785	513	0.6140350877192983	0.2863636363636364
42	315	287	785	602	0.5232558139534884	0.2863636363636364
