crf	TP	FP	FN	total	precision	recall
10	1	808	1101	809	0.0012360939431396785	0.0009074410163339383
12	1	809	1101	810	0.0012345679012345679	0.0009074410163339383
14	1	812	1101	813	0.0012300123001230013	0.0009074410163339383
16	1	817	1101	818	0.0012224938875305623	0.0009074410163339383
18	1	812	1101	813	0.0012300123001230013	0.0009074410163339383
20	0	818	1102	818	0.0	0.0
22	1	819	1101	820	0.0012195121951219512	0.0009074410163339383
24	1	821	1101	822	0.0012165450121654502	0.0009074410163339383
26	0	833	1102	833	0.0	0.0
28	0	838	1102	838	0.0	0.0
30	1	844	1101	845	0.001183431952662722	0.0009074410163339383
32	0	843	1102	843	0.0	0.0
34	0	858	1102	858	0.0	0.0
36	0	816	1102	816	0.0	0.0
38	1	803	1101	804	0.0012437810945273632	0.0009074410163339383
40	0	750	1102	750	0.0	0.0
42	0	643	1102	643	0.0	0.0
