crf	TP	FP	FN	total	precision	recall
10	558	417	542	975	0.5723076923076923	0.5072727272727273
12	554	398	546	952	0.5819327731092437	0.5036363636363637
14	568	393	532	961	0.5910509885535901	0.5163636363636364
16	544	439	556	983	0.5534079348931842	0.49454545454545457
18	564	399	536	963	0.5856697819314641	0.5127272727272727
20	536	339	564	875	0.6125714285714285	0.48727272727272725
22	572	405	528	977	0.5854657113613101	0.52
24	593	344	507	937	0.6328708644610459	0.5390909090909091
26	546	386	554	932	0.5858369098712446	0.49636363636363634
28	433	326	667	759	0.5704874835309618	0.3936363636363636
30	519	356	581	875	0.5931428571428572	0.4718181818181818
32	448	262	652	710	0.6309859154929578	0.4072727272727273
34	421	278	679	699	0.6022889842632332	0.38272727272727275
36	316	189	784	505	0.6257425742574257	0.2872727272727273
38	445	295	655	740	0.6013513513513513	0.40454545454545454
40	368	207	732	575	0.64	0.33454545454545453
42	336	240	764	576	0.5833333333333334	0.3054545454545455
