crf	TP	FP	FN	total	precision	recall
10	12	552	987	564	0.02127659574468085	0.012012012012012012
12	10	536	989	546	0.018315018315018316	0.01001001001001001
14	10	543	989	553	0.018083182640144666	0.01001001001001001
16	10	533	989	543	0.01841620626151013	0.01001001001001001
18	16	538	983	554	0.02888086642599278	0.016016016016016016
20	4	530	995	534	0.00749063670411985	0.004004004004004004
22	5	510	994	515	0.009708737864077669	0.005005005005005005
24	5	497	994	502	0.0099601593625498	0.005005005005005005
26	4	496	995	500	0.008	0.004004004004004004
28	5	466	994	471	0.010615711252653927	0.005005005005005005
30	5	446	994	451	0.011086474501108648	0.005005005005005005
32	3	435	996	438	0.00684931506849315	0.003003003003003003
34	2	385	997	387	0.00516795865633075	0.002002002002002002
36	3	325	996	328	0.009146341463414634	0.003003003003003003
38	2	285	997	287	0.006968641114982578	0.002002002002002002
40	1	175	998	176	0.005681818181818182	0.001001001001001001
42	1	68	998	69	0.014492753623188406	0.001001001001001001
