crf	TP	FP	FN	total	precision	recall
10	155	187	266	342	0.45321637426900585	0.3681710213776722
12	157	175	264	332	0.47289156626506024	0.37292161520190026
14	155	165	266	320	0.484375	0.3681710213776722
16	152	170	269	322	0.4720496894409938	0.36104513064133015
18	148	172	273	320	0.4625	0.3515439429928741
20	153	159	268	312	0.49038461538461536	0.36342042755344417
22	146	163	275	309	0.47249190938511326	0.34679334916864607
24	153	143	268	296	0.5168918918918919	0.36342042755344417
26	150	127	271	277	0.5415162454873647	0.35629453681710216
28	136	135	285	271	0.5018450184501845	0.32304038004750596
30	132	117	289	249	0.5301204819277109	0.31353919239904987
32	122	111	299	233	0.5236051502145923	0.28978622327790976
34	130	73	291	203	0.6403940886699507	0.3087885985748218
36	110	93	311	203	0.541871921182266	0.26128266033254155
38	82	95	339	177	0.4632768361581921	0.19477434679334918
40	100	80	321	180	0.5555555555555556	0.2375296912114014
42	43	86	378	129	0.3333333333333333	0.1021377672209026
