crf	TP	FP	FN	total	precision	recall
10	77	34	23	111	0.6936936936936937	0.77
12	74	39	26	113	0.6548672566371682	0.74
14	79	32	21	111	0.7117117117117117	0.79
16	78	34	22	112	0.6964285714285714	0.78
18	77	32	23	109	0.7064220183486238	0.77
20	79	30	21	109	0.7247706422018348	0.79
22	79	35	21	114	0.6929824561403509	0.79
24	76	33	24	109	0.6972477064220184	0.76
26	79	27	21	106	0.7452830188679245	0.79
28	76	31	24	107	0.7102803738317757	0.76
30	74	31	26	105	0.7047619047619048	0.74
32	78	24	22	102	0.7647058823529411	0.78
34	75	26	25	101	0.7425742574257426	0.75
36	74	24	26	98	0.7551020408163265	0.74
38	76	25	24	101	0.7524752475247525	0.76
40	84	14	16	98	0.8571428571428571	0.84
42	78	11	22	89	0.8764044943820225	0.78
