crf	TP	FP	FN	total	precision	recall
10	7	963	8928	970	0.007216494845360825	0.0007834359261331841
12	5	966	8930	971	0.005149330587023687	0.0005595970900951316
14	7	966	8928	973	0.007194244604316547	0.0007834359261331841
16	8	973	8927	981	0.00815494393476045	0.0008953553441522104
18	6	979	8929	985	0.006091370558375634	0.0006715165081141578
20	6	956	8929	962	0.006237006237006237	0.0006715165081141578
22	7	949	8928	956	0.007322175732217573	0.0007834359261331841
24	4	931	8931	935	0.0042780748663101605	0.0004476776720761052
26	5	942	8930	947	0.005279831045406547	0.0005595970900951316
28	4	880	8931	884	0.004524886877828055	0.0004476776720761052
30	3	893	8932	896	0.0033482142857142855	0.0003357582540570789
32	5	865	8930	870	0.005747126436781609	0.0005595970900951316
34	3	800	8932	803	0.0037359900373599006	0.0003357582540570789
36	3	747	8932	750	0.004	0.0003357582540570789
38	8	672	8927	680	0.011764705882352941	0.0008953553441522104
40	1	661	8934	662	0.0015105740181268882	0.0001119194180190263
42	0	520	8935	520	0.0	0.0
