crf	TP	FP	FN	total	precision	recall
10	1652	446	13789	2098	0.7874165872259294	0.1069878893854025
12	1658	438	13783	2096	0.791030534351145	0.10737646525484101
14	1649	450	13792	2099	0.7856121962839447	0.10679360145068324
16	1675	446	13766	2121	0.7897218293257897	0.10847743021825011
18	1669	439	13772	2108	0.7917457305502846	0.1080888543488116
20	1645	430	13796	2075	0.7927710843373494	0.10653455087105758
22	1641	431	13800	2072	0.791988416988417	0.1062755002914319
24	1603	431	13838	2034	0.788102261553589	0.10381451978498801
26	1596	394	13845	1990	0.8020100502512563	0.10336118127064309
28	1536	391	13905	1927	0.7970939283860924	0.09947542257625802
30	1532	389	13909	1921	0.797501301405518	0.09921637199663234
32	1464	341	13977	1805	0.8110803324099723	0.09481251214299592
34	1367	343	14074	1710	0.7994152046783626	0.08853053558707337
36	1298	340	14143	1638	0.7924297924297924	0.08406191308853053
38	1212	319	14229	1531	0.7916394513389942	0.0784923256265786
40	1038	269	14403	1307	0.7941851568477429	0.06722362541286186
42	866	239	14575	1105	0.783710407239819	0.05608445048895797
