crf	TP	FP	FN	total	precision	recall
10	625	286	475	911	0.686059275521405	0.5681818181818182
12	620	259	480	879	0.7053469852104665	0.5636363636363636
14	590	313	510	903	0.6533776301218162	0.5363636363636364
16	512	304	588	816	0.6274509803921569	0.46545454545454545
18	545	278	555	823	0.6622114216281896	0.4954545454545455
20	604	260	496	864	0.6990740740740741	0.5490909090909091
22	604	345	496	949	0.6364594309799789	0.5490909090909091
24	631	274	469	905	0.6972375690607735	0.5736363636363636
26	645	338	455	983	0.6561546286876907	0.5863636363636363
28	582	289	518	871	0.6681974741676234	0.5290909090909091
30	446	245	654	691	0.6454413892908828	0.40545454545454546
32	497	238	603	735	0.6761904761904762	0.45181818181818184
34	350	268	750	618	0.5663430420711975	0.3181818181818182
36	422	205	678	627	0.6730462519936204	0.3836363636363636
38	280	254	820	534	0.5243445692883895	0.2545454545454545
40	352	210	748	562	0.6263345195729537	0.32
42	274	153	826	427	0.6416861826697893	0.24909090909090909
