crf	TP	FP	FN	total	precision	recall
10	398	2	1102	400	0.995	0.2653333333333333
12	400	0	1100	400	1.0	0.26666666666666666
14	399	1	1101	400	0.9975	0.266
16	389	11	1111	400	0.9725	0.25933333333333336
18	397	3	1103	400	0.9925	0.26466666666666666
20	389	11	1111	400	0.9725	0.25933333333333336
22	381	19	1119	400	0.9525	0.254
24	385	15	1115	400	0.9625	0.25666666666666665
26	387	13	1113	400	0.9675	0.258
28	374	26	1126	400	0.935	0.24933333333333332
30	374	29	1126	403	0.9280397022332506	0.24933333333333332
32	401	34	1099	435	0.9218390804597701	0.2673333333333333
34	350	57	1150	407	0.85995085995086	0.23333333333333334
36	302	171	1198	473	0.638477801268499	0.20133333333333334
38	292	47	1208	339	0.8613569321533924	0.19466666666666665
40	208	102	1292	310	0.6709677419354839	0.13866666666666666
42	201	43	1299	244	0.8237704918032787	0.134
