crf	TP	FP	FN	total	precision	recall
10	565	267	535	832	0.6790865384615384	0.5136363636363637
12	611	243	489	854	0.7154566744730679	0.5554545454545454
14	528	291	572	819	0.6446886446886447	0.48
16	473	319	627	792	0.5972222222222222	0.43
18	519	248	581	767	0.6766623207301173	0.4718181818181818
20	448	345	652	793	0.5649432534678437	0.4072727272727273
22	471	288	629	759	0.6205533596837944	0.42818181818181816
24	443	333	657	776	0.5708762886597938	0.4027272727272727
26	603	358	497	961	0.627471383975026	0.5481818181818182
28	458	292	642	750	0.6106666666666667	0.4163636363636364
30	416	286	684	702	0.5925925925925926	0.3781818181818182
32	565	396	535	961	0.5879292403746098	0.5136363636363637
34	414	397	686	811	0.5104808877928483	0.37636363636363634
36	413	230	687	643	0.6423017107309487	0.37545454545454543
38	420	171	680	591	0.7106598984771574	0.38181818181818183
40	384	185	716	569	0.6748681898066784	0.3490909090909091
42	273	141	827	414	0.6594202898550725	0.24818181818181817
