crf	TP	FP	FN	total	precision	recall
10	40	542	543	582	0.06872852233676977	0.0686106346483705
12	42	531	541	573	0.07329842931937172	0.07204116638078903
14	41	536	542	577	0.07105719237435008	0.07032590051457976
16	37	531	546	568	0.06514084507042253	0.0634648370497427
18	36	532	547	568	0.06338028169014084	0.06174957118353345
20	33	526	550	559	0.059033989266547404	0.05660377358490566
22	33	519	550	552	0.059782608695652176	0.05660377358490566
24	35	506	548	541	0.06469500924214418	0.060034305317324184
26	28	493	555	521	0.053742802303262956	0.048027444253859346
28	32	462	551	494	0.06477732793522267	0.0548885077186964
30	33	431	550	464	0.07112068965517242	0.05660377358490566
32	30	414	553	444	0.06756756756756757	0.051457975986277875
34	21	385	562	406	0.05172413793103448	0.036020583190394515
36	21	360	562	381	0.05511811023622047	0.036020583190394515
38	12	321	571	333	0.036036036036036036	0.02058319039451115
40	9	318	574	327	0.027522935779816515	0.015437392795883362
42	0	181	583	181	0.0	0.0
