crf	TP	FP	FN	total	precision	recall
10	670	279	430	949	0.7060063224446786	0.6090909090909091
12	648	326	452	974	0.6652977412731006	0.5890909090909091
14	653	326	447	979	0.6670071501532175	0.5936363636363636
16	656	256	444	912	0.7192982456140351	0.5963636363636363
18	659	302	441	961	0.6857440166493236	0.5990909090909091
20	642	309	458	951	0.6750788643533123	0.5836363636363636
22	588	310	512	898	0.6547884187082406	0.5345454545454545
24	675	314	425	989	0.6825075834175935	0.6136363636363636
26	563	242	537	805	0.6993788819875777	0.5118181818181818
28	485	323	615	808	0.6002475247524752	0.4409090909090909
30	500	241	600	741	0.6747638326585695	0.45454545454545453
32	457	236	643	693	0.6594516594516594	0.41545454545454547
34	364	291	736	655	0.5557251908396946	0.33090909090909093
36	379	265	721	644	0.5885093167701864	0.34454545454545454
38	416	117	684	533	0.7804878048780488	0.3781818181818182
40	400	278	700	678	0.5899705014749262	0.36363636363636365
42	300	241	800	541	0.5545286506469501	0.2727272727272727
