crf	TP	FP	FN	total	precision	recall
10	96	251	303	347	0.276657060518732	0.24060150375939848
12	94	242	305	336	0.27976190476190477	0.23558897243107768
14	95	228	304	323	0.29411764705882354	0.23809523809523808
16	95	218	304	313	0.3035143769968051	0.23809523809523808
18	97	209	302	306	0.31699346405228757	0.24310776942355888
20	98	218	301	316	0.310126582278481	0.24561403508771928
22	95	212	304	307	0.30944625407166126	0.23809523809523808
24	91	202	308	293	0.310580204778157	0.22807017543859648
26	105	201	294	306	0.3431372549019608	0.2631578947368421
28	90	197	309	287	0.313588850174216	0.22556390977443608
30	83	190	316	273	0.304029304029304	0.20802005012531327
32	93	177	306	270	0.34444444444444444	0.23308270676691728
34	79	142	320	221	0.3574660633484163	0.19799498746867167
36	82	124	317	206	0.39805825242718446	0.20551378446115287
38	93	105	306	198	0.4696969696969697	0.23308270676691728
40	43	95	356	138	0.3115942028985507	0.10776942355889724
42	41	84	358	125	0.328	0.10275689223057644
