crf	TP	FP	FN	total	precision	recall
10	22	1166	4105	1188	0.018518518518518517	0.005330748727889508
12	21	1157	4106	1178	0.017826825127334467	0.005088441967530894
14	25	1165	4102	1190	0.02100840336134454	0.00605766900896535
16	24	1122	4103	1146	0.020942408376963352	0.005815362248606736
18	20	1169	4107	1189	0.01682085786375105	0.00484613520717228
20	22	1176	4105	1198	0.018363939899833055	0.005330748727889508
22	19	1126	4108	1145	0.016593886462882096	0.004603828446813666
24	21	1113	4106	1134	0.018518518518518517	0.005088441967530894
26	15	1103	4112	1118	0.013416815742397137	0.00363460140537921
28	19	1085	4108	1104	0.017210144927536232	0.004603828446813666
30	13	1098	4114	1111	0.011701170117011701	0.003149987884661982
32	17	978	4110	995	0.017085427135678392	0.004119214926096438
34	19	856	4108	875	0.021714285714285714	0.004603828446813666
36	21	720	4106	741	0.02834008097165992	0.005088441967530894
38	21	411	4106	432	0.04861111111111111	0.005088441967530894
40	2	203	4125	205	0.00975609756097561	0.000484613520717228
42	10	169	4117	179	0.055865921787709494	0.00242306760358614
