crf	TP	FP	FN	total	precision	recall
10	480	66	358	546	0.8791208791208791	0.5727923627684964
12	489	69	349	558	0.8763440860215054	0.5835322195704057
14	479	77	359	556	0.8615107913669064	0.5715990453460621
16	485	75	353	560	0.8660714285714286	0.5787589498806682
18	488	71	350	559	0.8729874776386404	0.5823389021479713
20	490	68	348	558	0.8781362007168458	0.5847255369928401
22	484	68	354	552	0.8768115942028986	0.5775656324582339
24	478	88	360	566	0.8445229681978799	0.5704057279236276
26	491	75	347	566	0.8674911660777385	0.5859188544152745
28	491	70	347	561	0.875222816399287	0.5859188544152745
30	482	66	356	548	0.8795620437956204	0.5751789976133651
32	483	74	355	557	0.8671454219030521	0.5763723150357996
34	468	67	370	535	0.874766355140187	0.5584725536992841
36	445	72	393	517	0.8607350096711799	0.5310262529832935
38	433	79	405	512	0.845703125	0.5167064439140812
40	411	89	427	500	0.822	0.4904534606205251
42	379	95	459	474	0.79957805907173	0.4522673031026253
