crf	TP	FP	FN	total	precision	recall
10	231	23	289	254	0.9094488188976378	0.4442307692307692
12	224	24	296	248	0.9032258064516129	0.4307692307692308
14	226	25	294	251	0.900398406374502	0.4346153846153846
16	225	26	295	251	0.896414342629482	0.4326923076923077
18	220	21	300	241	0.9128630705394191	0.4230769230769231
20	217	27	303	244	0.889344262295082	0.4173076923076923
22	220	27	300	247	0.8906882591093117	0.4230769230769231
24	210	30	310	240	0.875	0.40384615384615385
26	200	29	320	229	0.8733624454148472	0.38461538461538464
28	204	29	316	233	0.8755364806866953	0.3923076923076923
30	201	27	319	228	0.881578947368421	0.38653846153846155
32	203	24	317	227	0.8942731277533039	0.3903846153846154
34	193	21	327	214	0.9018691588785047	0.37115384615384617
36	184	28	336	212	0.8679245283018868	0.35384615384615387
38	170	29	350	199	0.8542713567839196	0.3269230769230769
40	166	23	354	189	0.8783068783068783	0.3192307692307692
42	121	27	399	148	0.8175675675675675	0.2326923076923077
