crf	TP	FP	FN	total	precision	recall
10	164	180	257	344	0.47674418604651164	0.38954869358669836
12	160	191	261	351	0.45584045584045585	0.38004750593824227
14	158	187	263	345	0.4579710144927536	0.3752969121140142
16	158	181	263	339	0.46607669616519176	0.3752969121140142
18	156	176	265	332	0.46987951807228917	0.37054631828978624
20	146	165	275	311	0.4694533762057878	0.34679334916864607
22	142	176	279	318	0.44654088050314467	0.33729216152019004
24	150	162	271	312	0.4807692307692308	0.35629453681710216
26	149	157	272	306	0.4869281045751634	0.35391923990498814
28	140	164	281	304	0.4605263157894737	0.332541567695962
30	126	158	295	284	0.44366197183098594	0.2992874109263658
32	135	96	286	231	0.5844155844155844	0.32066508313539194
34	143	74	278	217	0.6589861751152074	0.33966745843230406
36	138	63	283	201	0.6865671641791045	0.32779097387173395
38	81	111	340	192	0.421875	0.19239904988123516
40	144	75	277	219	0.6575342465753424	0.342042755344418
42	127	30	294	157	0.8089171974522293	0.3016627078384798
