crf	TP	FP	FN	total	precision	recall
10	87	237	324	324	0.26851851851851855	0.2116788321167883
12	88	243	323	331	0.26586102719033233	0.2141119221411192
14	86	242	325	328	0.2621951219512195	0.20924574209245742
16	88	237	323	325	0.27076923076923076	0.2141119221411192
18	92	228	319	320	0.2875	0.22384428223844283
20	83	244	328	327	0.25382262996941896	0.20194647201946472
22	89	232	322	321	0.2772585669781931	0.21654501216545013
24	92	230	319	322	0.2857142857142857	0.22384428223844283
26	91	227	320	318	0.2861635220125786	0.22141119221411193
28	88	239	323	327	0.2691131498470948	0.2141119221411192
30	88	224	323	312	0.28205128205128205	0.2141119221411192
32	91	232	320	323	0.28173374613003094	0.22141119221411193
34	91	223	320	314	0.2898089171974522	0.22141119221411193
36	96	223	315	319	0.30094043887147337	0.23357664233576642
38	94	214	317	308	0.3051948051948052	0.22871046228710462
40	101	199	310	300	0.33666666666666667	0.24574209245742093
42	98	100	313	198	0.494949494949495	0.2384428223844282
