crf	TP	FP	FN	total	precision	recall
10	3	548	1043	551	0.0054446460980036296	0.0028680688336520078
12	4	539	1042	543	0.007366482504604052	0.0038240917782026767
14	5	530	1041	535	0.009345794392523364	0.004780114722753346
16	4	526	1042	530	0.007547169811320755	0.0038240917782026767
18	3	508	1043	511	0.005870841487279843	0.0028680688336520078
20	3	490	1043	493	0.006085192697768763	0.0028680688336520078
22	2	488	1044	490	0.004081632653061225	0.0019120458891013384
24	5	477	1041	482	0.01037344398340249	0.004780114722753346
26	1	478	1045	479	0.0020876826722338203	0.0009560229445506692
28	3	439	1043	442	0.006787330316742082	0.0028680688336520078
30	2	422	1044	424	0.0047169811320754715	0.0019120458891013384
32	0	375	1046	375	0.0	0.0
34	0	347	1046	347	0.0	0.0
36	0	293	1046	293	0.0	0.0
38	0	255	1046	255	0.0	0.0
40	0	158	1046	158	0.0	0.0
42	0	92	1046	92	0.0	0.0
