crf	TP	FP	FN	total	precision	recall
10	16	715	5860	731	0.02188782489740082	0.002722940776038121
12	16	723	5860	739	0.02165087956698241	0.002722940776038121
14	18	717	5858	735	0.024489795918367346	0.0030633083730428863
16	18	733	5858	751	0.023968042609853527	0.0030633083730428863
18	15	735	5861	750	0.02	0.0025527569775357388
20	14	730	5862	744	0.01881720430107527	0.002382573179033356
22	17	714	5859	731	0.023255813953488372	0.0028931245745405037
24	17	720	5859	737	0.023066485753052916	0.0028931245745405037
26	15	705	5861	720	0.020833333333333332	0.0025527569775357388
28	16	694	5860	710	0.022535211267605635	0.002722940776038121
30	16	669	5860	685	0.02335766423357664	0.002722940776038121
32	13	685	5863	698	0.01862464183381089	0.0022123893805309734
34	11	686	5865	697	0.015781922525107604	0.0018720217835262083
36	11	646	5865	657	0.0167427701674277	0.0018720217835262083
38	15	635	5861	650	0.023076923076923078	0.0025527569775357388
40	4	634	5872	638	0.006269592476489028	0.0006807351940095302
42	10	587	5866	597	0.01675041876046901	0.0017018379850238256
