crf	TP	FP	FN	total	precision	recall
10	301	42	219	343	0.8775510204081632	0.5788461538461539
12	301	42	219	343	0.8775510204081632	0.5788461538461539
14	297	42	223	339	0.8761061946902655	0.5711538461538461
16	299	43	221	342	0.8742690058479532	0.575
18	287	40	233	327	0.8776758409785933	0.551923076923077
20	295	39	225	334	0.8832335329341318	0.5673076923076923
22	280	41	240	321	0.8722741433021807	0.5384615384615384
24	278	44	242	322	0.8633540372670807	0.5346153846153846
26	275	41	245	316	0.870253164556962	0.5288461538461539
28	257	38	263	295	0.8711864406779661	0.49423076923076925
30	214	33	306	247	0.8663967611336032	0.4115384615384615
32	207	25	313	232	0.8922413793103449	0.39807692307692305
34	197	25	323	222	0.8873873873873874	0.37884615384615383
36	182	41	338	223	0.8161434977578476	0.35
38	181	27	339	208	0.8701923076923077	0.34807692307692306
40	159	29	361	188	0.8457446808510638	0.3057692307692308
42	134	27	386	161	0.8322981366459627	0.25769230769230766
