crf	TP	FP	FN	total	precision	recall
10	955	125	2280	1080	0.8842592592592593	0.29520865533230295
12	930	130	2305	1060	0.8773584905660378	0.2874806800618238
14	945	132	2290	1077	0.8774373259052924	0.2921174652241113
16	922	138	2313	1060	0.869811320754717	0.28500772797527046
18	924	143	2311	1067	0.865979381443299	0.2856259659969088
20	935	132	2300	1067	0.8762886597938144	0.2890262751159196
22	883	160	2352	1043	0.8465963566634708	0.27295208655332304
24	908	135	2327	1043	0.8705656759348035	0.2806800618238022
26	892	96	2343	988	0.902834008097166	0.27573415765069553
28	788	112	2447	900	0.8755555555555555	0.2435857805255023
30	813	124	2422	937	0.8676627534685165	0.2513137557959815
32	730	99	2505	829	0.8805790108564535	0.22565687789799072
34	681	100	2554	781	0.8719590268886044	0.21051004636785162
36	686	76	2549	762	0.9002624671916011	0.21205564142194744
38	554	43	2681	597	0.9279731993299832	0.1712519319938176
40	464	26	2771	490	0.9469387755102041	0.14343122102009273
42	201	32	3034	233	0.8626609442060086	0.06213292117465224
